visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_472b19e3b5bffa41,1,0,0,0,0,0,0,1.1203687787860208,1.197386451807517,0.0,-0.2076547312674441,1.068813475858123,1,13.0,1,1,1.3031386692917797,1.3031386692917797
2016-07-02,air_472b19e3b5bffa41,0,0,1,0,0,0,0,1.2808099388548926,1.335915174703054,0.0,0.46207718262354774,1.2213779800733549,1,3.0,1,1,1.458719175478145,1.458719175478145
2016-07-05,air_472b19e3b5bffa41,0,0,0,0,0,1,0,0.6734255471655917,0.6201834397427791,0.0,-1.3863828997155898,0.8726591132956816,1,4.0,1,1,-0.5861595350192036,-0.5861595350192036
2016-07-06,air_472b19e3b5bffa41,0,0,0,0,0,0,1,0.8338667072344639,0.7702562228796106,0.0,-0.28802256093436335,0.9053515070560885,1,1.0,1,1,-0.13653931618396564,-0.13653931618396564
2016-07-07,air_472b19e3b5bffa41,0,0,0,0,1,0,0,1.3266502703031415,1.9015741265264972,0.0,2.0426444994062884,1.0579160112713204,1,16.0,1,1,-0.2020468977361195,-0.2020468977361195
2016-07-08,air_472b19e3b5bffa41,1,0,0,0,0,0,0,1.085988530199834,1.1050339698771587,0.0,-0.8238080920471567,1.0797109404449252,1,9.0,1,1,1.1014050942845786,1.1014050942845786
2016-07-09,air_472b19e3b5bffa41,0,0,1,0,0,0,0,0.7536461272000275,0.5393750180537156,0.0,-1.3863828997155898,0.883556577882484,1,2.0,1,1,1.3987946264446407,1.3987946264446407
2016-07-11,air_472b19e3b5bffa41,0,1,0,0,0,0,0,1.3954107674755154,1.5321641988050647,0.0,1.9622766697393694,1.1015058696185298,1,6.0,1,1,-1.288132823697398,-1.288132823697398
2016-07-12,air_472b19e3b5bffa41,0,0,0,0,0,1,0,1.2922700217169552,1.335915174703054,0.0,0.30134152328970953,1.3521475551149826,1,6.0,1,1,-0.571271448302805,-0.571271448302805
2016-07-13,air_472b19e3b5bffa41,0,0,0,0,0,0,1,1.0630683644757095,0.8510646445686743,0.0,-1.3863828997155898,1.2322754446601571,1,4.0,1,1,-0.49943642989618164,-0.49943642989618164
2016-07-14,air_472b19e3b5bffa41,0,0,0,0,1,0,0,1.1547490273722074,1.462899837357296,0.0,-0.3416011140456426,0.9925312237505068,1,13.0,1,1,-0.28504798118004177,-0.28504798118004177
2016-07-15,air_472b19e3b5bffa41,1,0,0,0,0,0,0,0.7307259614759031,0.4354784758820629,0.0,-1.3863828997155898,0.9598388299901,1,8.0,1,1,0.8907386672475383,0.8907386672475383
2016-07-16,air_472b19e3b5bffa41,0,0,1,0,0,0,0,0.9484675358550867,0.8626087048099688,0.0,-0.957754474825355,0.8617616487088795,1,6.0,1,1,1.3403588860827762,1.3403588860827762
2016-07-18,air_472b19e3b5bffa41,0,1,0,0,0,0,0,1.4756313475099514,1.5321641988050647,1.0,0.6228128419573857,1.3957374134621916,1,2.0,1,1,-1.094587696384216,-1.094587696384216
2016-07-19,air_472b19e3b5bffa41,0,0,0,0,0,1,0,1.3151901874410796,1.3936354759095273,0.0,0.27455224673406997,1.2540703738337617,1,5.0,1,1,-0.9203970818023522,-0.9203970818023522
2016-07-20,air_472b19e3b5bffa41,0,0,0,0,0,0,1,1.2005893588204568,1.1165780301184534,0.0,-0.15407617815616495,1.2104805154865528,1,7.0,1,1,-0.442489498205957,-0.442489498205957
2016-07-22,air_472b19e3b5bffa41,1,0,0,0,0,0,0,0.6390452985794047,0.28540569274523103,0.0,-1.3863828997155898,0.8944540424692861,1,17.0,1,1,0.9540130357922323,0.9540130357922323
2016-07-25,air_472b19e3b5bffa41,0,1,0,0,0,0,0,1.0172280330274601,0.8856968252925582,0.0,-1.1720686872704724,0.9707362945769024,1,7.0,1,1,-1.1448349890520613,-1.1448349890520613
2016-07-26,air_472b19e3b5bffa41,0,0,0,0,0,1,0,0.9140872872688998,0.8279765240860845,0.0,-1.3595936231599504,1.003428688337309,1,8.0,1,1,-0.4186685594597192,-0.4186685594597192
2016-07-27,air_472b19e3b5bffa41,0,0,0,0,0,0,1,0.9943078673033356,0.81643246384479,0.0,-1.3060150700486708,1.1124033342053319,1,3.0,1,1,-0.21656278228460815,-0.21656278228460815
2016-07-28,air_472b19e3b5bffa41,0,0,0,0,1,0,0,1.2235095245445813,1.2551067530139908,0.0,0.006659481177673233,1.2104805154865528,1,5.0,1,1,0.007130720629280913,0.007130720629280913
2016-07-29,air_472b19e3b5bffa41,1,0,0,0,0,0,0,1.303730104579017,1.4051795361508221,0.0,1.6943839041829727,1.1668906571393434,1,2.0,1,1,1.1989220622769894,1.1989220622769894
2016-07-30,air_472b19e3b5bffa41,0,0,1,0,0,0,0,1.303730104579017,1.462899837357296,0.0,1.5068589682934952,1.0797109404449252,1,2.0,1,1,1.3165379473365384,1.3165379473365384
2016-08-01,air_472b19e3b5bffa41,0,1,0,0,0,0,0,1.3266502703031415,1.3012829939791695,0.0,-0.8773866451584361,1.3521475551149826,1,5.0,1,1,-1.1991765055669161,-1.1991765055669161
2016-08-02,air_472b19e3b5bffa41,0,0,0,0,0,1,0,1.1547490273722074,1.0588577289119796,0.0,-0.9309651982697154,1.1233007987921344,1,13.0,1,1,-0.8455844460524493,-0.8455844460524493
2016-08-03,air_472b19e3b5bffa41,0,0,0,0,0,0,1,1.257889773130768,1.3590032951856432,0.0,-0.28802256093436335,1.2213779800733549,1,4.0,1,1,-0.3970808337209413,-0.3970808337209413
2016-08-04,air_472b19e3b5bffa41,0,0,0,0,1,0,0,1.4068708503375777,1.474443897598591,0.0,0.8907056075137825,1.3303526259413776,1,11.0,1,1,-0.27015989446364314,-0.27015989446364314
2016-08-05,air_472b19e3b5bffa41,1,0,0,0,0,0,0,1.4756313475099514,1.5206201385637697,0.0,1.5068589682934952,1.3521475551149826,1,11.0,1,1,0.7828000385536483,0.7828000385536483
2016-08-08,air_472b19e3b5bffa41,0,1,0,0,0,0,0,1.452711181785827,1.4975320180811806,0.0,-0.15407617815616495,1.4284298072225985,1,3.0,1,1,-1.180566397171418,-1.180566397171418
