visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,total_area_visitors,total_genre_visitors
2016-07-01,air_f1094dbf2aef85d9,1,0,0,0,0,0,0,1.076508183211884,1.200515003139886,0.0,0.5356859362170521,0.9145731331602767,1,6.0,1,1,1.5242586144271932,1.5242586144271932
2016-07-04,air_f1094dbf2aef85d9,0,1,0,0,0,0,0,1.4082191139830016,1.433504686100336,0.0,0.40552065041035384,1.3770825957120887,1,5.0,1,1,-1.129144020961608,-1.129144020961608
2016-07-05,air_f1094dbf2aef85d9,0,0,0,0,0,1,0,1.3739041901101274,1.4224099392926954,0.0,1.3427107082185814,1.2449370349829996,1,5.0,1,1,-0.4480172352189562,-0.4480172352189562
2016-07-06,air_f1094dbf2aef85d9,0,0,0,0,0,0,1,1.3052743423643791,1.3225572180239311,0.0,1.6290743369933176,1.2449370349829996,1,11.0,1,1,0.021350224665312587,0.021350224665312587
2016-07-07,air_f1094dbf2aef85d9,0,0,0,0,1,0,0,1.1108231070847583,1.0784727882558411,0.0,0.5877520505397315,1.1348157343754253,1,6.0,1,1,-0.04703443836418353,-0.04703443836418353
2016-07-08,air_f1094dbf2aef85d9,1,0,0,0,0,0,0,0.7447972524407659,0.5681144351043791,0.0,-1.4167933508834225,0.848500352795732,1,10.0,1,1,1.3136649362340858,1.3136649362340858
2016-07-09,air_f1094dbf2aef85d9,0,0,1,0,0,0,0,0.8934952558898878,0.8343883584877504,0.0,-0.14117354997777895,0.9255852632210343,1,3.0,1,1,1.6241157644191277,1.6241157644191277
2016-07-11,air_f1094dbf2aef85d9,0,1,0,0,0,0,0,1.0078783354661354,0.801104118064829,0.0,-1.3386941793994034,1.1458278644361828,1,8.0,1,1,-1.1808210674554884,-1.1808210674554884
2016-07-12,air_f1094dbf2aef85d9,0,0,0,0,0,1,0,1.1336997230000079,1.2116097499475265,0.0,-0.6358016360432326,1.1458278644361828,1,6.0,1,1,-0.43247526634861616,-0.43247526634861616
2016-07-13,air_f1094dbf2aef85d9,0,0,0,0,0,0,1,1.0078783354661354,0.8232936116801097,0.0,-1.3907602937220829,1.0577308239501233,1,1.0,1,1,-0.3574852665492256,-0.3574852665492256
2016-07-14,air_f1094dbf2aef85d9,0,0,0,0,1,0,0,1.0993847991271335,1.089567535063481,0.0,1.0563470794438454,1.1127914742539105,1,17.0,1,1,-0.13368091481632918,-0.13368091481632918
2016-07-15,air_f1094dbf2aef85d9,1,0,0,0,0,0,0,0.8820569479322633,0.8343883584877504,0.0,1.3427107082185814,0.9916580435855786,1,4.0,1,1,1.0937460767187743,1.0937460767187743
2016-07-19,air_f1094dbf2aef85d9,0,0,0,0,0,1,0,1.0307549513813847,1.0008095606023575,0.0,1.4468429368639402,1.0357065638286085,1,13.0,1,1,-0.7969344363580898,-0.7969344363580898
2016-07-20,air_f1094dbf2aef85d9,0,0,0,0,0,0,1,1.0193166434237602,1.0119043074099983,0.0,0.9782479079598262,1.1127914742539105,1,11.0,1,1,-0.298037235620175,-0.298037235620175
2016-07-21,air_f1094dbf2aef85d9,0,0,0,0,1,0,0,0.9506867956780116,0.9342410797565145,0.0,1.6811404513159973,1.0136823037070934,1,9.0,1,1,-0.06918174400441807,-0.06918174400441807
2016-07-22,air_f1094dbf2aef85d9,1,0,0,0,0,0,0,0.8934952558898878,0.9009568393335934,0.0,1.6811404513159973,0.9255852632210343,1,7.0,1,1,1.1597994444177195,1.1597994444177195
2016-07-23,air_f1094dbf2aef85d9,0,0,1,0,0,0,0,1.0879464911695085,1.1339465222940437,0.0,1.8373387942840351,0.9035610030995191,1,6.0,1,1,1.4873464383601356,1.4873464383601356
2016-07-25,air_f1094dbf2aef85d9,0,1,0,0,0,0,0,1.2480828025762554,1.2116097499475265,0.0,0.40552065041035384,1.2999976852867867,1,4.0,1,1,-1.0312296170784656,-1.0312296170784656
2016-07-26,air_f1094dbf2aef85d9,0,0,0,0,0,1,0,1.1794529548305066,1.2337992435628078,0.0,0.37948759324901427,1.1458278644361828,1,10.0,1,1,-0.27317008542763094,-0.27317008542763094
2016-07-27,air_f1094dbf2aef85d9,0,0,0,0,0,0,1,1.2709594184915047,1.3558414584468532,0.0,0.8480826221531279,1.1678521245576976,1,6.0,1,1,-0.06218785801276505,-0.06218785801276505
2016-07-28,air_f1094dbf2aef85d9,0,0,0,0,1,0,0,1.3510275741948778,1.4224099392926954,0.0,1.0823801366051848,1.277973425165272,1,1.0,1,1,0.17133022426409383,0.17133022426409383
2016-07-29,air_f1094dbf2aef85d9,1,0,0,0,0,0,0,1.4082191139830016,1.4778836733308978,0.0,1.0823801366051848,1.3110098153475442,1,4.0,1,1,1.415464832334813,1.415464832334813
2016-07-31,air_f1094dbf2aef85d9,0,0,0,1,0,0,0,1.3853424980677522,1.4445994329079765,0.0,1.550975165509299,1.2999976852867867,1,1.0,1,1,-0.3174646967081,-0.3174646967081
2016-08-01,air_f1094dbf2aef85d9,0,1,0,0,0,0,0,1.4082191139830016,1.5222626605614602,0.0,1.550975165509299,1.3550583355905739,1,9.0,1,1,-1.0879578034552069,-1.0879578034552069
2016-08-02,air_f1094dbf2aef85d9,0,0,0,0,0,1,0,1.3739041901101274,1.433504686100336,0.0,1.160479308089204,1.3770825957120887,1,6.0,1,1,-0.7188360427846312,-0.7188360427846312
2016-08-03,air_f1094dbf2aef85d9,0,0,0,0,0,0,1,1.3167126503220035,1.3447467116392124,0.0,0.3274214789263349,1.3550583355905739,1,2.0,1,1,-0.2506342305656379,-0.2506342305656379
2016-08-05,air_f1094dbf2aef85d9,1,0,0,0,0,0,0,1.2709594184915047,1.433504686100336,0.0,0.8220495649917883,1.2669612951045144,1,5.0,1,1,0.9810668024088093,0.9810668024088093
2016-08-06,air_f1094dbf2aef85d9,0,0,1,0,0,0,0,1.1794529548305066,1.566641647792022,0.0,0.7699834506691091,1.0467186938893658,1,3.0,1,1,0.7277327098222668,0.7277327098222668
2016-08-08,air_f1094dbf2aef85d9,0,1,0,0,0,0,0,1.3624658821525029,1.4002204456774148,0.0,1.7332065656386764,1.3220219454083015,1,5.0,1,1,-1.0685303423672818,-1.0685303423672818
2016-08-09,air_f1094dbf2aef85d9,0,0,0,0,0,1,0,1.3395892662372535,1.3447467116392124,0.0,1.785272679961356,1.3440462055298164,1,9.0,1,1,-0.1981800856282403,-0.1981800856282403
2016-08-10,air_f1094dbf2aef85d9,0,0,0,0,0,0,1,1.3281509582796285,1.433504686100336,0.0,1.9154379657680543,1.2999976852867867,1,2.0,1,1,0.852068460784987,0.852068460784987
2016-08-11,air_f1094dbf2aef85d9,0,0,0,0,1,0,0,1.3967808060253772,1.4445994329079765,1.0,1.8373387942840351,1.255949165043757,1,1.0,1,1,0.5272413113948805,0.5272413113948805
2016-08-15,air_f1094dbf2aef85d9,0,1,0,0,0,0,0,1.4768489617287504,1.4889784201385383,1.0,0.926181793637147,1.3770825957120887,1,1.0,1,1,-1.3863636057657354,-1.3863636057657354
2016-08-16,air_f1094dbf2aef85d9,0,0,0,0,0,1,0,1.293836034406754,1.2892729776010101,0.0,-0.32340495010715664,1.3220219454083015,1,3.0,1,1,-1.2631935024682905,-1.2631935024682905
2016-08-17,air_f1094dbf2aef85d9,0,0,0,0,0,0,1,1.3167126503220035,1.3225572180239311,0.0,1.1865123652505436,1.3440462055298164,1,6.0,1,1,-0.7374864054290392,-0.7374864054290392
2016-08-18,air_f1094dbf2aef85d9,0,0,0,0,1,0,0,1.3510275741948778,1.4445994329079765,0.0,1.4728759940252798,1.2449370349829996,1,6.0,1,1,-0.4491828828842317,-0.4491828828842317
2016-08-19,air_f1094dbf2aef85d9,1,0,0,0,0,0,0,1.4082191139830016,1.3447467116392124,0.0,1.1084131937665245,1.410118985894361,1,3.0,1,1,0.9426004294547177,0.9426004294547177
