visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-03-24,air_c7d30ab0e07f31d5,0,0,0,0,1,0,0,-1.404613888531458,-1.5628112400484686,0.0,-0.875943318812766,-1.1511435351956103,1,5.0,1,1,-1.2747613737917791,-1.2747613737917791
2016-03-28,air_c7d30ab0e07f31d5,0,1,0,0,0,0,0,-0.7468336093200405,-0.6050540259722691,0.0,-0.5588940888821187,-0.5371863479312896,1,20.0,1,1,-1.3546657673858804,-1.3546657673858804
2016-03-29,air_c7d30ab0e07f31d5,0,0,0,0,0,1,0,-0.5231883143881586,-0.3688947129123842,0.0,1.1482940722829054,-0.7376621641808637,1,17.0,1,1,-1.0704157114855528,-1.0704157114855528
2016-03-30,air_c7d30ab0e07f31d5,0,0,0,0,0,0,1,-0.27323180828781984,-0.18521524719914068,0.0,-0.36378687046325875,-0.4870673938688961,1,18.0,1,1,-1.1587035168665762,-1.1587035168665762
2016-03-31,air_c7d30ab0e07f31d5,0,0,0,0,1,0,0,-0.27323180828781984,-0.15897532352582022,0.0,0.9775752561664027,-0.549716086446888,1,18.0,1,1,-1.1217641086804506,-1.1217641086804506
2016-04-01,air_c7d30ab0e07f31d5,1,0,0,0,0,0,0,-0.5494995255566152,-0.3951346365857051,0.0,-0.19306805434675645,-0.6499539945716751,1,7.0,1,1,-0.9077251264955957,-0.9077251264955957
2016-04-02,air_c7d30ab0e07f31d5,0,0,1,0,0,0,0,-0.8520784539938674,-1.0642526902553784,0.0,-1.2417693533481282,-0.7000729486340685,1,11.0,1,1,-0.9255398765428051,-0.9255398765428051
2016-04-03,air_c7d30ab0e07f31d5,0,0,0,1,0,0,0,-0.5100327088039303,-0.5788141022989486,0.0,-1.2417693533481282,-0.4745376553532977,1,10.0,1,1,-1.4683657897460114,-1.4683657897460114
2016-04-04,air_c7d30ab0e07f31d5,0,1,0,0,0,0,0,-0.18114256919822144,0.06406402769740419,0.0,-1.071050537231626,-0.4494781783221011,1,13.0,1,1,-1.584947609907897,-1.584947609907897
2016-04-05,air_c7d30ab0e07f31d5,0,0,0,0,0,1,0,-0.8126116372411822,-1.1298524994386796,0.0,-1.2417693533481282,-0.5246566094156914,1,9.0,1,1,-1.3732664622881139,-1.3732664622881139
2016-04-06,air_c7d30ab0e07f31d5,0,0,0,0,0,0,1,-0.312698625040505,-0.15897532352582022,0.0,0.7824680377475431,-0.7501919026964621,1,13.0,1,1,-1.303841333427665,-1.303841333427665
2016-04-07,air_c7d30ab0e07f31d5,0,0,0,0,1,0,0,-0.41794346971433166,-0.17209528536248023,0.0,-1.119827341836341,-0.18635366949453494,1,16.0,1,1,-1.4238289146279879,-1.4238289146279879
2016-04-08,air_c7d30ab0e07f31d5,1,0,0,0,0,0,0,-0.11536454127707946,0.19526364606400684,0.0,-0.16867965204439883,-0.22394288504133017,1,17.0,1,1,-0.8453735013303625,-0.8453735013303625
2016-04-09,air_c7d30ab0e07f31d5,0,0,1,0,0,0,0,0.016191514565204068,0.2739834170839686,0.0,0.5873608193286831,-0.2991213161349204,1,16.0,1,1,-0.7497502106357822,-0.7497502106357822
2016-04-10,air_c7d30ab0e07f31d5,0,0,0,1,0,0,0,0.02934712014943214,0.3264632644306095,0.0,-0.21745645664911384,-0.1362347154321416,1,1.0,1,1,-1.350212079874078,-1.350212079874078
2016-04-11,air_c7d30ab0e07f31d5,0,1,0,0,0,0,0,-0.7073667925673556,-0.5656941404622882,0.0,0.27031158939803585,-0.7376621641808637,1,16.0,1,1,-1.6080019923219329,-1.6080019923219329
2016-04-12,air_c7d30ab0e07f31d5,0,0,0,0,0,1,0,-0.8520784539938674,-0.8280933771954937,0.0,1.538508509120625,-1.0258461500396265,1,3.0,1,1,-1.4387618668734428,-1.4387618668734428
2016-04-13,air_c7d30ab0e07f31d5,0,0,0,0,0,0,1,-0.3390098362089616,-0.31641486556574333,0.0,-1.071050537231626,-0.3367105316817156,1,10.0,1,1,-1.347592263690665,-1.347592263690665
2016-04-14,air_c7d30ab0e07f31d5,0,0,0,0,1,0,0,-0.2600762027035915,-0.5000943312789868,0.0,-1.2417693533481282,-0.023467068791756147,1,15.0,1,1,-1.3132726716879526,-1.3132726716879526
2016-04-15,air_c7d30ab0e07f31d5,1,0,0,0,0,0,0,-0.08905333010862285,-0.0015357814858971371,0.0,1.7092273252371273,-0.2865915776193221,1,9.0,1,1,-0.8741914793479072,-0.8741914793479072
2016-04-16,air_c7d30ab0e07f31d5,0,0,1,0,0,0,0,-0.1548313580297646,-0.06713559066919847,0.0,-0.29062166355618635,-0.39935922425970755,1,21.0,1,1,-0.6507211589027648,-0.6507211589027648
2016-04-17,air_c7d30ab0e07f31d5,0,0,0,1,0,0,0,0.2924592318339992,0.22150356973732774,0.0,-0.5101172842774037,0.41507377925418737,1,1.0,1,1,-1.3881994145335688,-1.3881994145335688
2016-04-18,air_c7d30ab0e07f31d5,0,1,0,0,0,0,0,0.25299241508131404,0.7069421576937575,0.0,0.44103040551453826,0.06424110081743264,1,14.0,1,1,-1.7007434852147587,-1.7007434852147587
2016-04-19,air_c7d30ab0e07f31d5,0,0,0,0,0,1,0,-0.10220893569285139,0.06406402769740419,0.0,1.58728531372534,-0.16129419246333826,1,13.0,1,1,-1.3722185358147485,-1.3722185358147485
2016-04-20,air_c7d30ab0e07f31d5,0,0,0,0,0,0,1,-0.27323180828781984,-0.27705498005576246,0.0,1.538508509120625,-0.43694843980650255,1,13.0,1,1,-1.2336302597121924,-1.2336302597121924
