visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-02-05,air_f2c5a1f24279c531,1,0,0,0,0,0,0,-1.1925652891356937,-1.0195965457118294,0.0,0.916224478729194,-1.525496888454952,1,2.0,1,1,-1.207230246791265,-1.207230246791265
2016-02-07,air_f2c5a1f24279c531,0,0,0,1,0,0,0,-1.5020004747602578,-1.500909941358409,0.0,0.8914864178035058,-1.4189138683587608,1,1.0,1,1,-1.623266902820603,-1.623266902820603
2016-03-23,air_f2c5a1f24279c531,0,0,0,0,0,0,1,-0.6974689921363911,-0.43955219711210547,0.0,0.1493445900328586,-0.7083604010508187,1,2.0,1,1,-1.357473293945655,-1.357473293945655
2016-04-28,air_f2c5a1f24279c531,0,0,0,0,1,0,0,-0.3385241768118968,-0.7604277942098251,0.0,-1.3102010045827477,-0.021492049319807978,1,2.0,1,1,-1.135933091687091,-1.135933091687091
2016-04-30,air_f2c5a1f24279c531,0,0,1,0,0,0,0,-0.14048565801217577,0.01707846029618784,0.0,1.4109856972429586,-0.35308366739684766,1,12.0,1,1,-0.9966168115984746,-0.9966168115984746
2016-05-01,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.13181730533744054,0.4243436412279091,0.0,0.916224478729194,-0.1872878583583278,1,19.0,1,1,-1.3001077668503425,-1.3001077668503425
2016-05-02,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.032798045937579935,-0.019945647061241446,0.0,-0.4443688721836592,-0.033334607108273843,1,35.0,1,1,-1.4511703215346654,-1.4511703215346654
2016-05-03,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.40412026868705686,0.3873195338704798,1.0,0.17408265095854678,0.42852514664188873,1,22.0,1,1,-1.1419428135732663,-1.1419428135732663
2016-05-04,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.6145361949117608,0.6711710236107704,1.0,0.9657006005805703,0.6180060712573396,1,22.0,1,1,-1.2034058783182442,-1.2034058783182442
2016-05-05,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.6145361949117608,0.7205365000873425,1.0,1.732580489276906,0.42852514664188873,1,11.0,1,1,-1.4115607909212353,-1.4115607909212353
2016-05-06,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.11943989791245824,0.11580941324933244,0.0,-1.2854629436570595,0.20351654866104016,1,24.0,1,1,-1.579013496204219,-1.579013496204219
2016-05-07,air_f2c5a1f24279c531,0,0,1,0,0,0,0,0.5031395280869174,0.5971228088959118,0.0,1.5346760018713999,0.2272016642379717,1,34.0,1,1,-1.1157185726154093,-1.1157185726154093
2016-05-08,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.5155169355119001,0.6711710236107704,0.0,1.633628245574153,0.44036770443035417,1,9.0,1,1,-1.485589637791853,-1.485589637791853
2016-05-09,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.16894952761238832,0.029419829415331077,0.0,-1.3102010045827477,0.32194212654569715,1,18.0,1,1,-1.9505235764405289,-1.9505235764405289
2016-05-10,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.15657212018740557,0.12815078236847569,0.0,-1.2854629436570595,0.3100995687572317,1,11.0,1,1,-1.7740562883282818,-1.7740562883282818
2016-05-11,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.5278943429368825,0.6835123927299136,0.0,-0.8896539688460475,0.29825701096876583,1,13.0,1,1,-1.5675403907851566,-1.5675403907851566
2016-05-12,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.5650265652118303,0.794584714802201,0.0,1.9304849766824117,0.47589537779575136,1,14.0,1,1,-1.4366923551725153,-1.4366923551725153
2016-05-13,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.5031395280869174,0.609464178015055,0.0,1.4357237581686468,0.35746979991109434,1,31.0,1,1,-1.0487921243375447,-1.0487921243375447
2016-05-14,air_f2c5a1f24279c531,0,0,1,0,0,0,0,0.32985582413716175,0.39966090298962303,0.0,0.8914864178035058,0.10877608635331469,1,20.0,1,1,-0.8742370204618078,-0.8742370204618078
2016-05-15,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.057552860787545415,0.26390584267904915,0.0,1.7820566111282823,-0.11623251162753366,1,17.0,1,1,-1.542408826533877,-1.542408826533877
2016-05-16,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.23083656473730113,0.21454036620247705,0.0,-0.8649159079203593,0.08509097077638315,1,24.0,1,1,-1.884143466515953,-1.884143466515953
2016-05-17,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.14419471276242327,-0.13101796913352887,0.0,-1.3102010045827477,0.1679888752956432,1,21.0,1,1,-1.6970225805145764,-1.6970225805145764
2016-05-18,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.35461063898712675,0.745219238325629,0.0,2.0046991594594767,-0.0451771648967395,1,9.0,1,1,-1.4765750549625896,-1.4765750549625896
2016-05-19,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.2679687870122489,0.4366850103470523,0.0,1.559414062797088,0.15614631750717753,1,8.0,1,1,-1.4672873029566817,-1.4672873029566817
2016-05-20,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.008043231087614898,-0.09399386177609957,0.0,-0.8896539688460475,0.10877608635331469,1,25.0,1,1,-1.048245785984256,-1.048245785984256
2016-05-21,air_f2c5a1f24279c531,0,0,1,0,0,0,0,0.24321397216228388,0.584781439776769,0.0,1.6831043674255293,-0.08070483826213648,1,17.0,1,1,-0.7493987067353419,-0.7493987067353419
2016-05-22,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.6516684171867081,0.9550225133510609,0.0,1.9304849766824117,0.404840031064957,1,23.0,1,1,-1.5467795333601864,-1.5467795333601864
2016-05-23,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.7878198988615165,1.1524844192573498,0.0,1.7820566111282823,0.1916739908725745,1,10.0,1,1,-1.7661343822055957,-1.7661343822055957
2016-05-24,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.7754424914365338,0.9550225133510609,0.0,0.8420102959521291,0.5351081667380798,1,14.0,1,1,-1.645393606128795,-1.645393606128795
2016-05-25,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.6269136023367431,0.36263679563219375,0.0,-1.3102010045827477,0.8311721114497224,1,11.0,1,1,-1.423033896340298,-1.423033896340298
2016-05-26,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.7259328617366037,0.6958537618490565,0.0,-0.41963081125797097,0.807486995872791,1,10.0,1,1,-1.3839707040801565,-1.3839707040801565
2016-05-27,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.2803461944372312,0.1034680441301892,0.0,-1.2359868218056829,0.20351654866104016,1,36.0,1,1,-1.0660017824661383,-1.0660017824661383
2016-05-28,air_f2c5a1f24279c531,0,0,1,0,0,0,0,0.2679687870122489,0.3132713191556217,0.0,-1.260724882731371,0.1916739908725745,1,19.0,1,1,-0.854568839743415,-0.854568839743415
2016-05-29,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.5650265652118303,0.7822433456830578,0.0,1.2625573316888294,0.3100995687572317,1,13.0,1,1,-1.4011803622087502,-1.4011803622087502
2016-05-30,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.032798045937579935,-0.03228701618038425,0.0,-1.3102010045827477,0.2272016642379717,1,6.0,1,1,-1.7519295850200898,-1.7519295850200898
2016-05-31,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.40412026868705686,0.41200227210876583,0.0,-0.17225020200108868,0.33378468433416303,1,3.0,1,1,-1.5052578185102459,-1.5052578185102459
2016-06-01,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.5402717503618653,0.5971228088959118,0.0,0.0998684681814821,0.5351081667380798,1,5.0,1,1,-1.528204029348371,-1.528204029348371
2016-06-02,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.44125249096200464,0.5477573324193398,0.0,1.9057469157567235,0.33378468433416303,1,30.0,1,1,-1.4623702577770836,-1.4623702577770836
2016-06-03,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.2803461944372312,0.3256126882747645,0.0,1.8315327329796587,0.08509097077638315,1,27.0,1,1,-1.1285575239176935,-1.1285575239176935
2016-06-04,air_f2c5a1f24279c531,0,0,1,0,0,0,0,0.5650265652118303,0.6958537618490565,0.0,0.6688438694723116,0.33378468433416303,1,11.0,1,1,-0.9400707920330951,-0.9400707920330951
2016-06-05,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.2679687870122489,0.22688173532161984,0.0,-0.6175352986634769,0.34562724212262846,1,8.0,1,1,-1.5781939886742862,-1.5781939886742862
2016-06-06,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.35461063898712675,0.2885885809173352,0.0,-1.1865106999543065,0.33378468433416303,1,9.0,1,1,-1.7819781944509678,-1.7819781944509678
2016-06-07,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.3051010092871967,-0.08165249265695677,0.0,-1.3102010045827477,0.5824783978919424,1,3.0,1,1,-1.6249059178804692,-1.6249059178804692
2016-06-08,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.5897813800617953,0.7081951309681996,0.0,0.0998684681814821,0.35746979991109434,1,12.0,1,1,-1.4465264455317115,-1.4465264455317115
2016-06-09,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.5031395280869174,0.26390584267904915,0.0,-1.3102010045827477,0.7245890913535312,1,11.0,1,1,-1.5011602808605806,-1.5011602808605806
2016-06-10,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.7878198988615165,0.8933156677553457,0.0,1.2130812098374526,0.7009039757765995,1,27.0,1,1,-1.0258459134994196,-1.0258459134994196
2016-06-11,air_f2c5a1f24279c531,0,0,1,0,0,0,0,0.7878198988615165,0.9303397751127749,0.0,1.3367715144658938,0.523265608949614,1,10.0,1,1,-0.8518371479769715,-0.8518371479769715
2016-06-12,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.8373295285614466,0.8316088221596303,0.0,0.2730348946612998,0.8193295536612565,1,13.0,1,1,-1.5328479053513249,-1.5328479053513249
2016-06-13,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.32985582413716175,0.14049215148761848,0.0,-1.3102010045827477,0.570635840103477,1,13.0,1,1,-1.8483583043755438,-1.8483583043755438
2016-06-14,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.6269136023367431,0.5724400706576258,0.0,-0.023821836446959108,0.5824783978919424,1,16.0,1,1,-1.5443210107703873,-1.5443210107703873
2016-06-15,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.45362989838698736,0.07878530589190316,0.0,-1.3102010045827477,0.7245890913535312,1,11.0,1,1,-1.479306746729033,-1.479306746729033
2016-06-16,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.6145361949117608,0.3502954265130505,0.0,-1.3102010045827477,0.7364316491419967,1,16.0,1,1,-1.5563404545427384,-1.5563404545427384
2016-06-17,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.8744617508363943,0.9426811442319177,0.0,0.7183199913236878,0.7009039757765995,1,13.0,1,1,-0.9485390365090698,-0.9485390365090698
2016-06-18,air_f2c5a1f24279c531,0,0,1,0,0,0,0,1.1838969364609584,1.4116531707593543,0.0,1.9799610985337883,0.9022274581805168,1,7.0,1,1,-0.849105456210528,-0.849105456210528
2016-06-19,air_f2c5a1f24279c531,0,0,0,1,0,0,0,0.8868391582613772,0.9550225133510609,0.0,-0.2712024457038415,0.9377551315459135,1,9.0,1,1,-1.5257455067585717,-1.5257455067585717
2016-06-20,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.8868391582613772,0.8933156677553457,0.0,0.1493445900328586,0.8193295536612565,1,6.0,1,1,-1.8150316648249336,-1.8150316648249336
2016-06-21,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.6888006394616559,0.5107332250619104,0.0,-0.6917494814405416,0.9140700159689822,1,20.0,1,1,-1.5817451879706625,-1.5817451879706625
2016-06-22,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.6888006394616559,0.2885885809173352,0.0,-1.3102010045827477,0.9022274581805168,1,13.0,1,1,-1.513999232162865,-1.513999232162865
2016-06-23,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.7259328617366037,0.6588296544916271,0.0,-0.49384499403503573,0.9377551315459135,1,8.0,1,1,-1.5093553561599111,-1.5093553561599111
2016-06-24,air_f2c5a1f24279c531,1,0,0,0,0,0,0,0.6888006394616559,0.46136774858533836,0.0,-1.3102010045827477,0.878542342603585,1,23.0,1,1,-0.9723047548771279,-0.9723047548771279
2016-06-25,air_f2c5a1f24279c531,0,0,1,0,0,0,0,1.022990639936185,0.8809742986362024,0.0,-1.3102010045827477,0.996967920488242,1,23.0,1,1,-0.795291128411592,-0.795291128411592
2016-06-26,air_f2c5a1f24279c531,0,0,0,1,0,0,0,1.0353680473611677,1.0414120971850622,0.0,1.1141289661347,0.9495976893343794,1,12.0,1,1,-1.4093754375080807,-1.4093754375080807
2016-06-27,air_f2c5a1f24279c531,0,1,0,0,0,0,0,0.8992165656863594,0.9056570368744884,0.0,1.2625573316888294,0.878542342603585,1,25.0,1,1,-1.7554807843164664,-1.7554807843164664
2016-06-28,air_f2c5a1f24279c531,0,0,0,0,0,1,0,0.24321397216228388,0.15283352060676172,0.0,-1.3102010045827477,0.42852514664188873,1,4.0,1,1,-1.5964963235094574,-1.5964963235094574
2016-06-29,air_f2c5a1f24279c531,0,0,0,0,0,0,1,0.5402717503618653,0.3256126882747645,0.0,-1.3102010045827477,0.6653763024112027,1,15.0,1,1,-1.4036388847985493,-1.4036388847985493
2016-06-30,air_f2c5a1f24279c531,0,0,0,0,1,0,0,0.7259328617366037,0.6835123927299136,0.0,-1.1617726390286183,0.7838018802958597,1,18.0,1,1,-1.3768683054874036,-1.3768683054874036
2016-07-01,air_f2c5a1f24279c531,1,0,0,0,0,0,0,1.0477454547861504,1.115460311899921,0.0,-0.221726323852465,1.0088104782767078,1,15.0,1,1,1.4217499092339159,1.4217499092339159
