visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-09-01,air_a546cbf478a8b6e4,0,0,0,0,1,0,0,2.4365004359129494,2.446839508667006,0.0,1.8276336859301845,2.40517056844457,1,24.0,1,1,-0.5262014462406515,-0.5262014462406511
2016-09-02,air_a546cbf478a8b6e4,1,0,0,0,0,0,0,2.255576850624067,2.3633019086745812,0.0,0.16614851690274404,2.3009336417222532,1,37.0,1,1,0.6234205925522743,0.6234205925522747
2016-09-03,air_a546cbf478a8b6e4,0,0,1,0,0,0,0,2.176422782060181,1.9456139087124578,0.0,0.5316752540887808,2.416752449191494,1,21.0,1,1,1.1791957781278082,1.1791957781278084
2016-09-04,air_a546cbf478a8b6e4,0,0,0,1,0,0,0,2.0972687134962955,1.9456139087124578,0.0,0.19937822028329275,2.3472611647099493,1,20.0,1,1,-0.6617650478439027,-0.6617650478439023
2016-09-05,air_a546cbf478a8b6e4,0,1,0,0,0,0,0,2.199038230221291,2.102246908698254,0.0,1.7611742791690872,2.289351760975329,1,14.0,1,1,-1.2307052026040042,-1.230705202604004
2016-09-06,air_a546cbf478a8b6e4,0,0,0,0,0,1,0,2.153807333899071,1.820307508723821,0.0,-1.1630396183192084,2.4399162106853423,1,23.0,1,1,-0.5607150141028965,-0.5607150141028961
2016-09-07,air_a546cbf478a8b6e4,0,0,0,0,0,0,1,2.074653265335185,2.091804708699201,0.0,0.5649049574693298,2.15036919201224,1,32.0,1,1,-0.46856022981092255,-0.46856022981092227
2016-09-08,air_a546cbf478a8b6e4,0,0,0,0,1,0,0,1.6110365780324245,1.4026195087616975,0.0,-1.0301208047970132,1.652348319894504,1,27.0,1,1,-0.3280152885162133,-0.328015288516213
2016-09-09,air_a546cbf478a8b6e4,1,0,0,0,0,0,0,1.5431902335490937,1.4026195087616975,0.0,-1.1630396183192084,1.5481113931721873,1,18.0,1,1,0.9258590738193702,0.9258590738193705
2016-09-10,air_a546cbf478a8b6e4,0,0,1,0,0,0,0,1.6223443021129798,1.5279259087503345,0.0,-0.7310534743720739,1.779749008110669,1,36.0,1,1,1.4104722638026461,1.4104722638026466
2016-09-11,air_a546cbf478a8b6e4,0,0,0,1,0,0,0,1.5884211298713145,1.4861571087541219,0.0,1.5617960588857938,1.7102577236291243,1,56.0,1,1,-0.24333251376142645,-0.24333251376142612
2016-09-12,air_a546cbf478a8b6e4,0,1,0,0,0,0,0,1.577113405790759,1.5488103087484406,0.0,1.6282554656468917,1.5481113931721873,1,16.0,1,1,-1.2104240338602108,-1.2104240338602104
2016-09-13,air_a546cbf478a8b6e4,0,0,0,0,0,1,0,1.6562674743546448,1.4652727087560158,0.0,-0.7310534743720739,1.8839859348329857,1,14.0,1,1,-0.7172714044058638,-0.7172714044058635
2016-09-14,air_a546cbf478a8b6e4,0,0,0,0,0,0,1,1.7014983706768656,1.5696947087465467,0.0,-0.09968911014164637,1.8260765310983653,1,17.0,1,1,-0.341180257700781,-0.3411802577007807
2016-09-15,air_a546cbf478a8b6e4,0,0,0,0,1,0,0,1.7580369910796414,1.7367699087313961,0.0,0.6313643642304275,1.8260765310983653,1,27.0,1,1,-0.0319813868524206,-0.031981386852420274
2016-09-16,air_a546cbf478a8b6e4,1,0,0,0,0,0,0,1.8937296800463028,1.9769405087096172,0.0,1.6947148724079892,1.6755120813883522,1,32.0,1,1,0.8611016578304155,0.8611016578304158
2016-09-17,air_a546cbf478a8b6e4,0,0,1,0,0,0,0,1.5658056817102042,1.475714908755069,0.0,0.03322970338054884,1.5249476316783388,1,46.0,1,1,1.3012386005685304,1.3012386005685308
2016-09-18,air_a546cbf478a8b6e4,0,0,0,1,0,0,0,1.2491894074546603,1.0997957087891579,0.0,-1.0965802115581107,1.3396375397275535,1,30.0,1,1,0.17972555003454654,0.17972555003454685
