visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,International cuisine,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_9bf595ef095572fb,1,0,0,0,0,0,0,1.068930315454549,1.1440334916779782,0.0,-0.17562467042194546,1.0150621248751381,1,24.0,1,1,1.429662020830306,1.4296620208303064
2016-07-02,air_9bf595ef095572fb,0,0,1,0,0,0,0,1.2309130247093494,1.2830050221204223,0.0,0.48995927162300856,1.169683456139834,1,38.0,1,1,1.5918518709206009,1.5918518709206015
2016-07-03,air_9bf595ef095572fb,0,0,0,1,0,0,0,1.4854572821097505,1.6999196134477546,0.0,0.6763227753955955,1.302216025795288,1,23.0,1,1,-0.4331931712355002,-0.4331931712355
2016-07-04,air_9bf595ef095572fb,0,1,0,0,0,0,0,1.32347457285495,1.5146242395244955,0.0,0.5432059869866047,1.1917722177490766,1,18.0,1,1,-1.2200855539702335,-1.2200855539702335
2016-07-05,air_9bf595ef095572fb,0,0,0,0,0,1,0,0.6176927682447471,0.5649854481677941,0.0,-1.3470524084210647,0.8162632703919575,1,7.0,1,1,-0.5398970199791154,-0.5398970199791152
2016-07-06,air_9bf595ef095572fb,0,0,0,0,0,0,1,0.7796754774995479,0.7155379394804416,0.0,-0.25549474346734014,0.849396412805821,1,20.0,1,1,-0.07117611349807115,-0.07117611349807083
2016-07-07,air_9bf595ef095572fb,0,0,0,0,1,0,0,1.2771937987821496,1.850472104760403,0.0,2.0607373748491002,1.0040177440705167,1,12.0,1,1,-0.13946657669398488,-0.1394665766939846
2016-07-08,air_9bf595ef095572fb,1,0,0,0,0,0,0,1.034219734899949,1.0513858047163487,0.0,-0.7879618971033032,1.0261065056797594,1,14.0,1,1,1.219358435306526,1.2193584353065265
2016-07-09,air_9bf595ef095572fb,0,0,1,0,0,0,0,0.6986841228721472,0.483918722076368,0.0,-1.3470524084210647,0.8273076511965788,1,38.0,1,1,1.5293816176561572,1.5293816176561577
2016-07-10,air_9bf595ef095572fb,0,0,0,1,0,0,0,1.068930315454549,1.225100217769404,0.0,1.76788044034932,0.8162632703919575,1,35.0,1,1,-0.2694512651634798,-0.2694512651634795
2016-07-11,air_9bf595ef095572fb,0,1,0,0,0,0,0,1.34661495989135,1.479881356913885,0.0,1.9808673018037055,1.0481952672890016,1,17.0,1,1,-1.2716914153626002,-1.2716914153626
2016-07-12,air_9bf595ef095572fb,0,0,0,0,0,1,0,1.2424832182275496,1.2830050221204223,0.0,0.33021912553221944,1.302216025795288,1,15.0,1,1,-0.5243764601618623,-0.5243764601618621
2016-07-13,air_9bf595ef095572fb,0,0,0,0,0,0,1,1.0110793478635487,0.7966046655718677,0.0,-1.3470524084210647,1.1807278369444552,1,19.0,1,1,-0.449489759043616,-0.44948975904361577
2016-07-14,air_9bf595ef095572fb,0,0,0,0,1,0,0,1.1036408960091488,1.4103955916926625,0.0,-0.3087414588309364,0.9377514592427902,1,28.0,1,1,-0.22599369767517105,-0.22599369767517077
2016-07-15,air_9bf595ef095572fb,1,0,0,0,0,0,0,0.6755437358357472,0.379690074244535,0.0,-1.3470524084210647,0.9046183168289267,1,13.0,1,1,0.9997425138923943,0.9997425138923948
2016-07-16,air_9bf595ef095572fb,0,0,1,0,0,0,0,0.8953774126815484,0.8081856264420711,0.0,-0.921078685512294,0.8052188895873366,1,35.0,1,1,1.4684634203734386,1.4684634203734392
2016-07-17,air_9bf595ef095572fb,0,0,0,1,0,0,0,1.1036408960091488,0.9355761960143119,0.0,-1.3204290507392666,1.1917722177490766,1,38.0,1,1,0.5100688516580583,0.5100688516580587
2016-07-18,air_9bf595ef095572fb,0,1,0,0,0,0,0,1.42760631451875,1.479881356913885,1.0,0.6496994177137975,1.3463935490137724,1,31.0,1,1,-1.0699241377383095,-1.0699241377383095
2016-07-19,air_9bf595ef095572fb,0,0,0,0,0,1,0,1.2656236052639498,1.3409098264714403,0.0,0.30359576785042136,1.2028165985536974,1,7.0,1,1,-0.8883335878764481,-0.8883335878764479
2016-07-20,air_9bf595ef095572fb,0,0,0,0,0,0,1,1.1499216700819492,1.062966765586552,0.0,-0.12237795505834934,1.158639075335213,1,17.0,1,1,-0.39012361774262283,-0.39012361774262255
2016-07-21,air_9bf595ef095572fb,0,0,0,0,1,0,0,0.6292629617629473,0.41443295685514614,0.0,-1.3470524084210647,0.8935739360243053,1,19.0,1,1,-0.1615833744335706,-0.1615833744335703
2016-07-22,air_9bf595ef095572fb,1,0,0,0,0,0,0,0.5829821876901468,0.22913758293188705,0.0,-1.3470524084210647,0.8383520320011997,1,16.0,1,1,1.06570489311572,1.0657048931157207
2016-07-23,air_9bf595ef095572fb,0,0,1,0,0,0,0,0.6986841228721472,0.7386998612208493,0.0,-0.9743254008758904,0.7720857471734731,1,38.0,1,1,1.3928006912643296,1.3928006912643303
2016-07-24,air_9bf595ef095572fb,0,0,0,1,0,0,0,0.8722370256451479,0.9587381177547191,0.0,0.5964527023502011,0.6837307007365039,1,32.0,1,1,-0.4560859969659486,-0.45608599696594837
2016-07-25,air_9bf595ef095572fb,0,1,0,0,0,0,0,0.9647985737907484,0.8313475481824785,0.0,-1.1340655469666794,0.915662697633548,1,10.0,1,1,-1.1223060271215388,-1.1223060271215388
2016-07-26,air_9bf595ef095572fb,0,0,0,0,0,1,0,0.8606668321269482,0.7734427438314601,0.0,-1.3204290507392666,0.9487958400474111,1,11.0,1,1,-0.36529072203501783,-0.36529072203501756
2016-07-27,air_9bf595ef095572fb,0,0,0,0,0,0,1,0.9416581867543483,0.7618617829612566,0.0,-1.2671823353756702,1.0592396480936226,1,10.0,1,1,-0.15459912251580668,-0.15459912251580638
2016-07-28,air_9bf595ef095572fb,0,0,0,0,1,0,0,1.1730620571183492,1.2019382960289966,0.0,0.037362191032439776,1.158639075335213,1,32.0,1,1,0.07859728873842149,0.07859728873842182
2016-07-29,air_9bf595ef095572fb,1,0,0,0,0,0,0,1.2540534117457496,1.352490787341644,0.0,1.714633724985724,1.1144615521167283,1,21.0,1,1,1.321018102109534,1.3210181021095344
2016-07-30,air_9bf595ef095572fb,0,0,1,0,0,0,0,1.2540534117457496,1.4103955916926625,0.0,1.528270221213137,1.0261065056797594,1,27.0,1,1,1.4436305246658336,1.4436305246658343
2016-07-31,air_9bf595ef095572fb,0,0,0,1,0,0,0,1.2887639923003498,1.1671954134183855,0.0,0.48995927162300856,1.2801272641860453,1,23.0,1,1,-0.4095243175141892,-0.409524317514189
2016-08-01,air_9bf595ef095572fb,0,1,0,0,0,0,0,1.2771937987821496,1.2482621395098112,0.0,-0.8412086124668996,1.302216025795288,1,12.0,1,1,-1.1789560704545128,-1.1789560704545126
2016-08-02,air_9bf595ef095572fb,0,0,0,0,0,1,0,1.1036408960091488,1.0050619612355336,0.0,-0.8944553278304959,1.0702840288982438,1,17.0,1,1,-0.8103427747947511,-0.8103427747947509
2016-08-03,air_9bf595ef095572fb,0,0,0,0,0,0,1,1.2077726376729494,1.3061669438608297,0.0,-0.25549474346734014,1.169683456139834,1,23.0,1,1,-0.3427859103000008,-0.34278591030000055
2016-08-04,air_9bf595ef095572fb,0,0,0,0,1,0,0,1.3581851534095501,1.4219765525628665,0.0,0.915932994531779,1.2801272641860453,1,20.0,1,1,-0.21047313785791794,-0.21047313785791763
2016-08-05,air_9bf595ef095572fb,1,0,0,0,0,0,0,1.42760631451875,1.468300396043681,0.0,1.528270221213137,1.302216025795288,1,33.0,1,1,0.8872184552173091,0.8872184552173097
2016-08-06,air_9bf595ef095572fb,0,0,1,0,0,0,0,1.4738870885915505,1.5609480830053108,0.0,0.9958030675771737,1.4347485954507415,1,37.0,1,1,0.6342333301960833,0.6342333301960837
2016-08-07,air_9bf595ef095572fb,0,0,0,1,0,0,0,1.4160361210005503,1.4914623177840887,0.0,1.6347636519403292,1.2911716449906667,1,34.0,1,1,-0.6155597490882244,-0.6155597490882242
2016-08-08,air_9bf595ef095572fb,0,1,0,0,0,0,0,1.40446592748235,1.445138474303274,0.0,-0.12237795505834934,1.3795266914276358,1,20.0,1,1,-1.1595553706829465,-1.1595553706829462
2016-08-09,air_9bf595ef095572fb,0,0,0,0,0,1,0,1.7978525071011515,1.9662817134624397,0.0,0.8094395638045863,1.4237042146461203,1,22.0,1,1,-0.29040402091677153,-0.29040402091677125
