visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Itabashi-ku Itabashi,total_area_visitors,total_genre_visitors
2016-01-04,air_614e2f7e76dff854,0,1,0,0,0,0,0,-0.7545951216380112,-0.5664046981356876,0.0,0.8691140777639196,-0.8391707654368554,1,9.0,1,1,-1.581033280639542,-1.5810332806395422
2016-01-05,air_614e2f7e76dff854,0,0,0,0,0,1,0,-0.5404846539832431,-0.5413961181314778,0.0,0.7439449132482393,-0.7550319976152539,1,12.0,1,1,-1.4517880486384886,-1.4517880486384889
2016-01-06,air_614e2f7e76dff854,0,0,0,0,0,0,1,-0.7923793218123819,-1.0540720082177757,0.0,-1.3588970506151894,-0.5146355181249633,1,7.0,1,1,-1.3880472227198406,-1.3880472227198408
2016-01-07,air_614e2f7e76dff854,0,0,0,0,1,0,0,-0.817568788595296,-0.8540033681840985,0.0,-0.15727307126465875,-0.8271509414623409,1,9.0,1,1,-1.3192675963333151,-1.3192675963333154
2016-01-08,air_614e2f7e76dff854,1,0,0,0,0,0,0,-1.0568687230329776,-1.104089168226195,0.0,0.8190464119576473,-0.9954284771055443,1,11.0,1,1,-0.986958705476806,-0.9869587054768062
2016-01-09,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.9938950560756931,-1.0165591382114614,0.0,0.8691140777639196,-1.031487949029088,1,14.0,1,1,-0.7304837616618504,-0.7304837616618507
2016-01-10,air_614e2f7e76dff854,0,0,0,1,0,0,0,-0.9183266557269514,-0.8540033681840985,0.0,0.9191817435701916,-1.0795672449271458,1,16.0,1,1,-1.0144201680267373,-1.0144201680267375
2016-01-11,air_614e2f7e76dff854,0,1,0,0,0,0,0,-1.019084522858607,-1.1541063282346145,1.0,-0.5327805648116996,-0.9112897092839426,1,12.0,1,1,-1.373938581409784,-1.3739385814097844
2016-01-14,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.1576265901646334,-1.0415677182156708,0.0,0.9191817435701916,-1.3440033723664655,1,13.0,1,1,-1.1328319790218544,-1.1328319790218546
2016-01-15,air_614e2f7e76dff854,1,0,0,0,0,0,0,-1.2080055237304612,-1.104089168226195,0.0,0.668843414538831,-1.127646540825204,1,7.0,1,1,-0.8587212335693282,-0.8587212335693284
2016-01-16,air_614e2f7e76dff854,0,0,1,0,0,0,0,-1.0946529232073485,-0.9915505582072516,0.0,0.9191817435701916,-1.151686188774233,1,11.0,1,1,-0.712344079977492,-0.7123440799774923
2016-01-17,air_614e2f7e76dff854,0,0,0,1,0,0,0,-1.1828160569475472,-1.391687838274606,0.0,-0.5828482306179716,-1.0915870689016605,1,13.0,1,1,-1.3107016355379237,-1.310701635537924
2016-01-19,air_614e2f7e76dff854,0,0,0,0,0,1,0,-1.270979190687746,-1.391687838274606,0.0,0.9191817435701916,-1.2598646045448638,1,7.0,1,1,-1.357310539865789,-1.3573105398657892
2016-01-21,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.233194990513375,-1.2791492282556627,0.0,0.4936065842168788,-1.2478447805703492,1,5.0,1,1,-1.1124248371269512,-1.1124248371269514
2016-01-22,air_614e2f7e76dff854,1,0,0,0,0,0,0,-1.1828160569475472,-1.179114908238824,0.0,0.668843414538831,-1.0074483010800588,1,17.0,1,1,-0.8068215887501917,-0.806821588750192
2016-01-23,air_614e2f7e76dff854,0,0,1,0,0,0,0,-1.422115991385229,-1.6667822183209122,0.0,-1.3088293848089172,-1.0555275969781168,1,13.0,1,1,-0.7342628620127584,-0.7342628620127587
2016-01-24,air_614e2f7e76dff854,0,0,0,1,0,0,0,-1.4976843917339706,-1.3166620982619772,0.0,0.8941479106670556,-1.5122809080096686,1,14.0,1,1,-1.424830466135345,-1.4248304661353453
2016-01-26,air_614e2f7e76dff854,0,0,0,0,0,1,0,-1.434710724776686,-1.2666449382535578,0.0,0.7940125790545113,-1.5243007319841833,1,7.0,1,1,-1.278201372520115,-1.2782013725201153
2016-01-27,air_614e2f7e76dff854,0,0,0,0,0,0,1,-1.1198423899902625,-0.7914819181735744,0.0,0.9942832422795999,-1.5002610840351542,1,7.0,1,1,-1.1280451185773708,-1.1280451185773712
2016-01-28,air_614e2f7e76dff854,0,0,0,0,1,0,0,-0.9309213891184084,-0.7164561781609454,0.0,0.9942832422795999,-1.1156267168506895,1,14.0,1,1,-1.133587799092036,-1.1335877990920362
2016-01-29,air_614e2f7e76dff854,1,0,0,0,0,0,0,-1.233194990513375,-1.4917221582914446,0.0,-1.3588970506151894,-1.0555275969781168,1,4.0,1,1,-0.9919975059446833,-0.9919975059446835
2016-01-30,air_614e2f7e76dff854,0,0,1,0,0,0,0,-1.4976843917339706,-1.8418422783503798,0.0,-1.3588970506151894,-1.1877456606977765,1,13.0,1,1,-0.6934485782229521,-0.6934485782229524
2016-01-31,air_614e2f7e76dff854,0,0,0,1,0,0,0,-1.1450318567731765,-1.0665762982198808,0.0,-0.08217157255525065,-1.2117853086468056,1,19.0,1,1,-1.2429297692449737,-1.2429297692449741
2016-02-03,air_614e2f7e76dff854,0,0,0,0,0,0,1,-1.2835739240792028,-1.3166620982619772,0.0,0.41850508550747045,-1.1877456606977765,1,11.0,1,1,-1.274170332145813,-1.2741703321458133
2016-02-04,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.270979190687746,-1.2791492282556627,0.0,0.11809909066983797,-1.2358249565958348,1,15.0,1,1,-1.2368832086835209,-1.2368832086835213
2016-02-05,air_614e2f7e76dff854,1,0,0,0,0,0,0,-0.9687055892927792,-0.8039862081756791,0.0,0.8941479106670556,-1.2959240764684075,1,15.0,1,1,-0.866531374294538,-0.8665313742945383
2016-02-06,air_614e2f7e76dff854,0,0,1,0,0,0,0,-1.0694634564244347,-1.2291320682472433,0.0,-1.1085587215838288,-0.8391707654368554,1,14.0,1,1,-0.6455799737781176,-0.6455799737781178
2016-02-07,air_614e2f7e76dff854,0,0,0,1,0,0,0,-1.2835739240792028,-1.2916535182577675,0.0,0.8691140777639196,-1.1877456606977765,1,10.0,1,1,-1.2502360299233959,-1.250236029923396
2016-02-09,air_614e2f7e76dff854,0,0,0,0,0,1,0,-1.0820581898158916,-0.6289261481462117,0.0,0.7940125790545113,-1.2959240764684075,1,15.0,1,1,-1.2283172478881295,-1.22831724788813
2016-02-10,air_614e2f7e76dff854,0,0,0,0,0,0,1,-1.1576265901646334,-1.1165934582283,0.0,1.1194524067952802,-1.1757258367232621,1,13.0,1,1,-0.9075975981077382,-0.9075975981077384
2016-02-11,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.1576265901646334,-1.0290634282135662,1.0,1.1194524067952802,-1.1637060127487477,1,18.0,1,1,-0.9801563248451716,-0.9801563248451718
2016-02-12,air_614e2f7e76dff854,1,0,0,0,0,0,0,-1.00648978946715,-0.9790462682051467,0.0,-0.758085060939924,-1.1877456606977765,1,10.0,1,1,-0.9244775796751272,-0.9244775796751274
2016-02-13,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.15004791884807792,0.25887844200323107,0.0,-0.20734073707093092,-0.37039763043078894,1,12.0,1,1,-0.7365303222233032,-0.7365303222233034
2016-02-14,air_614e2f7e76dff854,0,0,0,1,0,0,0,0.4167150837674845,0.40892992202848893,0.0,-0.25740840287720285,0.4469503998361985,1,5.0,1,1,-1.2676198915375727,-1.267619891537573
2016-02-15,air_614e2f7e76dff854,0,1,0,0,0,0,0,-0.8931371889440376,-0.5288918281293731,0.0,-1.258761719002645,-0.9834086531310295,1,5.0,1,1,-1.4475050682407928,-1.4475050682407933
2016-02-17,air_614e2f7e76dff854,0,0,0,0,0,0,1,-1.1324371233817196,-0.7914819181735744,0.0,0.7689787461513753,-1.2117853086468056,1,7.0,1,1,-1.1212427379457366,-1.1212427379457368
2016-02-18,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.1324371233817196,-1.1290977482304048,0.0,0.3434035867980623,-1.2358249565958348,1,14.0,1,1,-1.1308164588347034,-1.1308164588347036
2016-02-19,air_614e2f7e76dff854,1,0,0,0,0,0,0,-0.6916214546807266,-0.4038489281083248,0.0,0.9692494093764639,-1.0795672449271458,1,8.0,1,1,-0.8148836694987955,-0.8148836694987958
2016-02-20,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.9057319223354945,-1.0665762982198808,0.0,-1.208694053196373,-0.5867544619720505,1,16.0,1,1,-0.8486436326335736,-0.8486436326335738
2016-02-21,air_614e2f7e76dff854,0,0,0,1,0,0,0,-0.7168109214636403,-0.5038832481251635,0.0,-0.40761140029601933,-0.622813933895594,1,17.0,1,1,-1.2137047265312852,-1.2137047265312857
2016-02-23,air_614e2f7e76dff854,0,0,0,0,0,1,0,-1.0694634564244347,-1.2166277782451385,0.0,-1.3338632177120533,-0.7790716455642828,1,8.0,1,1,-1.2205071071629197,-1.2205071071629199
2016-02-24,air_614e2f7e76dff854,0,0,0,0,0,0,1,-1.1828160569475472,-1.5042264482935497,0.0,-1.3338632177120533,-1.0675474209526314,1,4.0,1,1,-1.1769214831157808,-1.1769214831157813
2016-02-25,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.434710724776686,-1.4166964182788158,0.0,-0.8582203925524683,-1.3199637244174363,1,10.0,1,1,-1.0736260735242957,-1.0736260735242962
2016-02-26,air_614e2f7e76dff854,1,0,0,0,0,0,0,-1.1828160569475472,-1.0415677182156708,0.0,1.2696554042140964,-1.35602319634098,1,9.0,1,1,-0.6674987558133839,-0.6674987558133841
2016-02-27,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.9309213891184084,-0.9040205281925179,0.0,1.2696554042140964,-1.0435077730036022,1,15.0,1,1,-0.5009664003500385,-0.5009664003500388
2016-02-28,air_614e2f7e76dff854,0,0,0,1,0,0,0,-0.817568788595296,-0.5914132781398972,0.0,1.0944185738921441,-0.9233095332584571,1,7.0,1,1,-1.078916814015567,-1.0789168140155674
2016-03-01,air_614e2f7e76dff854,0,0,0,0,0,1,0,-1.258384457296289,-1.179114908238824,0.0,1.3697907358266408,-1.1156267168506895,1,7.0,1,1,-1.2792091326136905,-1.2792091326136907
2016-03-02,air_614e2f7e76dff854,0,0,0,0,0,0,1,-1.1198423899902625,-0.9165248181946226,0.0,0.8190464119576473,-1.2358249565958348,1,18.0,1,1,-1.150467780659425,-1.1504677806594252
2016-03-03,air_614e2f7e76dff854,0,0,0,0,1,0,0,-0.7545951216380112,-0.4163532181104298,0.0,1.3447569029235047,-1.0915870689016605,1,11.0,1,1,-1.16709582220342,-1.1670958222034205
2016-03-04,air_614e2f7e76dff854,1,0,0,0,0,0,0,-0.6034583209405278,-0.47887466812095375,0.0,1.0693847409890078,-0.6949328777426812,1,10.0,1,1,-0.7974998078846187,-0.797499807884619
2016-03-05,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.5656741207661571,-0.42885750811253437,0.0,-0.7080173951336519,-0.44251657427787616,1,13.0,1,1,-0.5762964673448044,-0.5762964673448047
2016-03-06,air_614e2f7e76dff854,0,0,0,1,0,0,0,-0.2508057859797335,-0.30381460809148614,0.0,-0.5828482306179716,-0.28625886260918737,1,3.0,1,1,-1.2051387657358938,-1.205138765735894
2016-03-09,air_614e2f7e76dff854,0,0,0,0,0,0,1,-0.817568788595296,-0.603917568142002,0.0,-1.3588970506151894,-0.9112897092839426,1,7.0,1,1,-1.2041310056423185,-1.2041310056423187
2016-03-10,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.1450318567731765,-1.404192128276711,0.0,-1.3588970506151894,-0.9353293572329717,1,8.0,1,1,-1.0844594945302322,-1.0844594945302324
2016-03-11,air_614e2f7e76dff854,1,0,0,0,0,0,0,-1.3339528576450306,-1.7042950883272268,0.0,-1.3588970506151894,-1.0074483010800588,1,9.0,1,1,-0.748119563299421,-0.7481195632994213
2016-03-12,air_614e2f7e76dff854,0,0,1,0,0,0,0,-1.1828160569475472,-1.4166964182788158,0.0,-1.0084233899712847,-1.0194681250545732,1,12.0,1,1,-0.5594164857774154,-0.5594164857774157
2016-03-13,air_614e2f7e76dff854,0,0,0,1,0,0,0,-1.0694634564244347,-1.3166620982619772,0.0,-1.3338632177120533,-0.899269885309428,1,10.0,1,1,-1.1552546411039084,-1.1552546411039086
2016-03-15,air_614e2f7e76dff854,0,0,0,0,0,1,0,-0.8931371889440376,-0.7039518881588407,0.0,1.494959900342321,-0.8872500613349136,1,6.0,1,1,-1.1096534968696186,-1.109653496869619
2016-03-16,air_614e2f7e76dff854,0,0,0,0,0,0,1,-0.817568788595296,-0.7289604681630503,0.0,-0.758085060939924,-1.0194681250545732,1,7.0,1,1,-1.020970608634978,-1.0209706086349781
2016-03-17,air_614e2f7e76dff854,0,0,0,0,1,0,0,-0.2634005193711904,0.08381838197376325,0.0,1.494959900342321,-0.5987742859465649,1,11.0,1,1,-0.9738578242603249,-0.9738578242603252
2016-03-18,air_614e2f7e76dff854,1,0,0,0,0,0,0,-0.04929005171642227,0.20886128199481152,0.0,0.5436742500231507,-0.4545363982523907,1,4.0,1,1,-0.6009865896374033,-0.6009865896374036
2016-03-19,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.03669531832496537,-0.37884034810411527,0.0,-0.8832542254556043,0.26665304021848063,1,7.0,1,1,-0.5836027280232265,-0.5836027280232268
2016-03-20,air_614e2f7e76dff854,0,0,0,1,0,0,0,-0.22561631919681951,-0.09124167805570416,1.0,-0.05713773965211446,-0.37039763043078894,1,17.0,1,1,-0.7944765276038923,-0.7944765276038926
2016-03-21,air_614e2f7e76dff854,0,1,0,0,0,0,0,-0.7168109214636403,-0.741464758165155,1.0,-0.23237456997406689,-0.5386751660739924,1,3.0,1,1,-1.2368832086835209,-1.2368832086835213
2016-03-23,air_614e2f7e76dff854,0,0,0,0,0,0,1,-0.46491625363450145,-0.21628457807675242,0.0,0.11809909066983797,-0.46655622222690524,1,8.0,1,1,-1.0050983871611643,-1.0050983871611645
2016-03-24,air_614e2f7e76dff854,0,0,0,0,1,0,0,-1.1198423899902625,-1.2791492282556627,0.0,-0.9833895570681486,-0.8752302373603991,1,12.0,1,1,-1.0643042926587227,-1.0643042926587232
2016-03-25,air_614e2f7e76dff854,1,0,0,0,0,0,0,-0.8931371889440376,-0.6664390181525262,0.0,0.9442155764733275,-1.0675474209526314,1,13.0,1,1,-0.46367927688774635,-0.4636792768877466
2016-03-26,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.9057319223354945,-0.9040205281925179,0.0,0.19320058937924608,-0.7550319976152539,1,13.0,1,1,-0.46947389742580525,-0.46947389742580553
2016-03-27,air_614e2f7e76dff854,0,0,0,1,0,0,0,-0.6034583209405278,-0.45386608811674395,0.0,-0.05713773965211446,-0.646853581844623,1,10.0,1,1,-1.024497768962492,-1.0244977689624923
2016-03-29,air_614e2f7e76dff854,0,0,0,0,0,1,0,-0.27599525276264736,-0.1412588380641233,0.0,1.0944185738921441,-0.4785760462014197,1,13.0,1,1,-0.8677910744115074,-0.8677910744115076
2016-03-30,air_614e2f7e76dff854,0,0,0,0,0,0,1,-0.03669531832496537,0.033801221965344116,0.0,-0.45767906610229137,-0.23817956671112925,1,10.0,1,1,-0.9526948622952401,-0.9526948622952405
2016-03-31,air_614e2f7e76dff854,0,0,0,0,1,0,0,-0.03669531832496537,0.058809801969553675,0.0,0.9191817435701916,-0.2982786865837019,1,11.0,1,1,-0.917171318996705,-0.9171713189967053
2016-04-01,air_614e2f7e76dff854,1,0,0,0,0,0,0,-0.30118471954556114,-0.16626741806833328,0.0,-0.28244223578033906,-0.3944372783798181,1,6.0,1,1,-0.7113363198839165,-0.7113363198839169
2016-04-02,air_614e2f7e76dff854,0,0,1,0,0,0,0,-0.5908635875490709,-0.8039862081756791,0.0,-1.3588970506151894,-0.44251657427787616,1,11.0,1,1,-0.7284682414746995,-0.7284682414746997
2016-04-03,air_614e2f7e76dff854,0,0,0,1,0,0,0,-0.2634005193711904,-0.3413274780978007,0.0,-1.3588970506151894,-0.22615974273661477,1,12.0,1,1,-1.2504879699467897,-1.2504879699467901
2016-04-04,air_614e2f7e76dff854,0,1,0,0,0,0,0,0.05146781541523314,0.27138273200533564,0.0,-1.183660220293237,-0.2021200947875858,1,5.0,1,1,-1.3626012803570602,-1.3626012803570604
2016-04-06,air_614e2f7e76dff854,0,0,0,0,0,0,1,-0.07447951849933629,0.058809801969553675,0.0,0.7189110803451033,-0.4905958701759343,1,6.0,1,1,-1.092269635255442,-1.0922696352554422
