visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_d186b2cb0b9ce022,1,0,0,0,0,0,0,1.0386839257308054,1.1114125447416041,0.0,-0.16640703193153747,0.9889244421465341,1,16.0,1,1,1.3900172425386332,1.3900172425386337
2016-07-02,air_d186b2cb0b9ce022,0,0,1,0,0,0,0,1.1986312087598854,1.2484823193626997,0.0,0.4991017220270867,1.142100772191259,1,10.0,1,1,1.5535086518227663,1.5535086518227668
2016-07-03,air_d186b2cb0b9ce022,0,0,0,1,0,0,0,1.4499769392341544,1.6596916432259863,0.0,0.6854441731355013,1.2733947693724523,1,10.0,1,1,-0.4877871975884548,-0.4877871975884549
2016-07-04,air_d186b2cb0b9ce022,0,1,0,0,0,0,0,1.2900296562050744,1.4769319437311919,0.0,0.5523424223437764,1.1639831050547915,1,2.0,1,1,-1.280994322057885,-1.2809943220578854
2016-07-05,air_d186b2cb0b9ce022,0,0,0,0,0,1,0,0.5931164944355102,0.5402884838203726,0.0,-1.3377024388987162,0.7919834463747446,1,14.0,1,1,-0.5953473352753844,-0.5953473352753846
2016-07-06,air_d186b2cb0b9ce022,0,0,0,0,0,0,1,0.7530637774645906,0.6887807396598925,0.0,-0.24626808240657255,0.824806945670043,1,9.0,1,1,-0.12286498499970804,-0.12286498499970805
2016-07-07,air_d186b2cb0b9ce022,0,0,0,0,1,0,0,1.2443304324824798,1.8081838990655068,0.0,2.06970238136944,0.9779832757147678,1,4.0,1,1,-0.19170347311934302,-0.19170347311934305
2016-07-08,air_d186b2cb0b9ce022,1,0,0,0,0,0,0,1.0044095079388595,1.0200326949942071,0.0,-0.7786750855734718,0.9998656085783003,1,15.0,1,1,1.1780259893520302,1.1780259893520304
2016-07-09,air_d186b2cb0b9ce022,0,0,1,0,0,0,0,0.6730901359500502,0.4603311152913999,0.0,-1.3377024388987162,0.8029246128065108,1,12.0,1,1,1.4905370803042366,1.490537080304237
2016-07-10,air_d186b2cb0b9ce022,0,0,0,1,0,0,0,1.0386839257308054,1.1913699132705766,0.0,1.7768785296276448,0.7919834463747446,1,10.0,1,1,-0.32273127721069367,-0.3227312772106937
2016-07-11,air_d186b2cb0b9ce022,0,1,0,0,0,0,0,1.3128792680663715,1.4426645000759184,0.0,1.9898413308944047,1.0217479414418325,1,11.0,1,1,-1.3330143159210184,-1.3330143159210186
2016-07-12,air_d186b2cb0b9ce022,0,0,0,0,0,1,0,1.2100560146905341,1.2484823193626997,0.0,0.33937962107701675,1.2733947693724523,1,4.0,1,1,-0.5797022243391038,-0.5797022243391039
2016-07-13,air_d186b2cb0b9ce022,0,0,0,0,0,0,1,0.9815598960775624,0.7687381081888653,0.0,-1.3377024388987162,1.1530419386230253,1,14.0,1,1,-0.5042145640715495,-0.5042145640715496
