visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Kōtō-ku Tōyō,total_area_visitors,total_genre_visitors
2016-07-01,air_2703dcb33192b181,1,0,0,0,0,0,0,0.14230477697230193,0.4116733815148797,0.0,0.9460365068134458,-0.07014278026684057,1,50.0,1,1,1.6250887765501718,1.6250887765501723
2016-07-02,air_2703dcb33192b181,0,0,1,0,0,0,0,-0.15465575761517986,-0.42540890902014744,0.0,0.4108720196154287,0.025396523889717287,1,54.0,1,1,1.8282910241901422,1.8282910241901424
2016-07-03,air_2703dcb33192b181,0,0,0,1,0,0,0,0.26957357750979455,0.7217038594908157,0.0,0.8529644220833561,0.3597840884376706,1,66.0,1,1,-0.7088202926352294,-0.708820292635229
2016-07-05,air_2703dcb33192b181,0,0,0,0,0,1,0,-1.512189630015099,-1.0454698649720195,0.0,-1.1946214419786232,-1.21661443014554,1,56.0,1,1,-0.8425059818720521,-0.8425059818720516
2016-07-06,air_2703dcb33192b181,0,0,0,0,0,0,1,-1.0879602948901248,-0.9834637693768326,0.0,-0.14756048876511116,-1.1688447780672602,1,39.0,1,1,-0.25526120878811853,-0.25526120878811814
2016-07-07,air_2703dcb33192b181,0,0,0,0,1,0,0,0.3968423780472856,1.1867495764547187,0.0,1.5044690151939857,-0.1656820844233984,1,21.0,1,1,-0.340820049899685,-0.3408200498996846
2016-07-08,air_2703dcb33192b181,1,0,0,0,0,0,0,-0.3243474916651705,-0.1463814788418054,0.0,-0.6361889335980835,-0.45229999689307365,1,35.0,1,1,1.3616064363088705,1.361606436308871
2016-07-09,air_2703dcb33192b181,0,0,1,0,0,0,0,-1.0879602948901248,-1.3244972951503626,0.0,-1.1946214419786232,-0.8822268655975848,1,51.0,1,1,1.7500241297642205,1.750024129764221
2016-07-10,air_2703dcb33192b181,0,0,0,1,0,0,0,-0.02738695707768874,0.4116733815148797,0.0,1.3881289092813731,-0.9299965176758646,1,57.0,1,1,-0.5036735258790871,-0.5036735258790866
2016-07-12,air_2703dcb33192b181,0,0,0,0,0,1,0,0.5665341120972763,0.5666886205028477,0.0,0.992572549178491,0.7897109571421834,1,21.0,1,1,-0.8230607907103323,-0.823060790710332
2016-07-13,air_2703dcb33192b181,0,0,0,0,0,0,1,0.09988184345980387,-0.5184180524129285,0.0,-1.1946214419786232,0.6464020009073459,1,34.0,1,1,-0.729237743355035,-0.7292377433550347
2016-07-14,air_2703dcb33192b181,0,0,0,0,1,0,0,0.43926531155978366,1.0937404330619387,0.0,-0.00795236166997629,-0.4045303448147939,1,46.0,1,1,-0.4492269906262721,-0.44922699062627164
2016-07-15,air_2703dcb33192b181,1,0,0,0,0,0,0,-1.2152290954276157,-1.3555003429479555,0.0,-1.1946214419786232,-0.6911482572844692,1,48.0,1,1,1.0864569813705374,1.0864569813705378
2016-07-16,air_2703dcb33192b181,0,0,1,0,0,0,0,-0.4940392257151597,-0.30139671782977345,0.0,-0.7292610183281735,-1.0733054739107022,1,68.0,1,1,1.6737017544544708,1.6737017544544712
2016-07-17,air_2703dcb33192b181,0,0,0,1,0,0,0,-0.02738695707768874,-0.6114271958057095,0.0,-1.1946214419786232,0.550862696750788,1,48.0,1,1,0.4729612002182824,0.4729612002182828
2016-07-18,air_2703dcb33192b181,0,1,0,0,0,0,0,1.2028781147847378,1.0937404330619387,1.0,0.5504801467105636,1.171868173768415,1,52.0,1,1,-1.5065592600447781,-1.5065592600447777
2016-07-21,air_2703dcb33192b181,0,0,0,0,1,0,0,-1.427343762990103,-1.3244972951503626,0.0,-1.1946214419786232,-0.9299965176758646,1,36.0,1,1,-0.3685294473051355,-0.3685294473051351
2016-07-22,air_2703dcb33192b181,1,0,0,0,0,0,0,-1.512189630015099,-1.8205460599118597,0.0,-1.1946214419786232,-1.0255358218324224,1,46.0,1,1,1.169099043807846,1.1690990438078463
2016-07-23,air_2703dcb33192b181,0,0,1,0,0,0,0,-1.3000749624526118,-1.1384790083648006,0.0,-0.7292610183281735,-1.4076930384586555,1,55.0,1,1,1.5789064475410877,1.578906447541088
2016-07-24,air_2703dcb33192b181,0,0,0,1,0,0,0,-0.7061538932776469,-0.2083875744369924,0.0,0.4574080619804735,-1.646541298850051,1,67.0,1,1,-0.7375019495987659,-0.7375019495987655
2016-07-26,air_2703dcb33192b181,0,0,0,0,0,1,0,-0.6637309597651503,-0.7044363391984905,0.0,-1.1946214419786232,-0.1656820844233984,1,44.0,1,1,-0.6237475813027059,-0.6237475813027056
2016-07-27,air_2703dcb33192b181,0,0,0,0,0,0,1,-0.5364621592276577,-0.6114271958057095,0.0,-0.8688691454233084,0.025396523889717287,1,48.0,1,1,-0.3597791112823617,-0.3597791112823613
2016-07-28,air_2703dcb33192b181,0,0,0,0,1,0,0,0.3119965110222911,0.1326459513365366,0.0,1.2019847398211936,0.3120144363593925,1,50.0,1,1,-0.06761511407752391,-0.06761511407752349
2016-07-29,air_2703dcb33192b181,1,0,0,0,0,0,0,0.6089570456097728,0.6596977638956287,0.0,1.900025375296868,0.4075537405159504,1,45.0,1,1,1.4889724384181342,1.4889724384181346
2016-07-30,air_2703dcb33192b181,0,0,1,0,0,0,0,0.9483405137097526,0.9697282418715648,0.0,1.853489332931823,-0.11791243234512033,1,65.0,1,1,1.6425894485957195,1.6425894485957198
