visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.2147366348728759,1.2372452941768703,0.0,1.8884911814832375,1.1556871505308384,1,9.0,1,1,1.3071329265397285,1.3071329265397282
2016-07-02,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.0622097806805355,0.9765853694283747,0.0,-1.1540987816134898,1.2011315938366487,1,7.0,1,1,1.4637289410202974,1.4637289410202972
2016-07-03,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.133987123829872,1.16997821682242,0.0,0.22416846662690812,1.0375315979357318,1,3.0,1,1,-0.4914734503052745,-0.491473450305275
2016-07-04,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,0.7122952328275202,0.5813912899709781,0.0,0.718264272599881,0.8648427133736523,1,12.0,1,1,-1.2512263626655467,-1.251226362665547
2016-07-05,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,0.8199612475515249,0.9345434460818431,0.0,1.446405460349525,0.7466871607785455,1,6.0,1,1,-0.5944971440424909,-0.5944971440424914
2016-07-08,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,0.9814602696375321,0.9934021387669874,0.0,1.992511351161758,0.8375760473901661,1,19.0,1,1,1.1040825919740147,1.1040825919740145
2016-07-09,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.1070706201488707,1.0438524467828254,0.0,0.53622897566247,1.0102649319522454,1,21.0,1,1,1.4034132512323272,1.4034132512323267
2016-07-10,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,0.8827664228071942,0.7243338293491853,0.0,-1.1540987816134898,1.0193538206134074,1,9.0,1,1,-0.3333789093703461,-0.3333789093703466
2016-07-11,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,0.8289334154451921,0.8336428300501675,0.0,0.8482894846980318,0.9284649340017869,1,5.0,1,1,-1.3010523672730003,-1.301052367273001
2016-07-12,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,0.9904324375311993,1.0018105234362937,0.0,2.122536563259909,1.0011760432910832,1,9.0,1,1,-0.5795118794988958,-0.5795118794988963
2016-07-14,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.133987123829872,1.1952033708303387,0.0,0.6402491453409906,1.1829538165143247,1,18.0,1,1,-0.2914201686482798,-0.29142016864828024
2016-07-15,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.1698757954045405,1.2288369095075642,0.0,1.108339908894333,1.2011315938366487,1,18.0,1,1,0.892041098682144,0.8920410986821437
2016-07-16,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.1967922990855415,1.2456536788461767,0.0,1.2123600785728537,1.2556649258036212,1,24.0,1,1,1.3445960878987162,1.344596087898716
2016-07-17,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.0352932769995347,0.8168260607115546,0.0,-1.050078611934969,1.192042705175487,1,19.0,1,1,0.4192560023317183,0.4192560023317179
2016-07-18,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.2057644669792087,1.1279362934758885,1.0,-0.7380181028994073,1.2374871484812973,1,5.0,1,1,-1.106243928206264,-1.1062439282062644
2016-07-19,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.0173489412122,0.774784137365023,0.0,-1.1280937391938597,1.1829538165143247,1,6.0,1,1,-0.9309163330462011,-0.9309163330462017
2016-07-21,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.133987123829872,1.2961039868620148,0.0,0.7442693150195111,1.1193315958861902,1,15.0,1,1,-0.22923132079236008,-0.22923132079236055
2016-07-22,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.0891262843615368,1.119527908806582,0.0,1.108339908894333,1.1284204845473524,1,25.0,1,1,0.9557284729924233,0.9557284729924229
2016-07-23,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.0891262843615368,1.2372452941768703,0.0,2.2005516905188,1.0647982639192177,1,24.0,1,1,1.2715429232486901,1.27154292324869
2016-07-24,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.0801541164678699,1.2036117554996453,0.0,2.35658194503658,1.0647982639192177,1,10.0,1,1,-0.5135767155070773,-0.5135767155070778
2016-07-25,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.1250149559362053,1.144753062814501,0.0,2.044521436001019,1.1193315958861902,1,8.0,1,1,-1.1568191960408973,-1.156819196040898
2016-07-26,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.2147366348728759,1.2288369095075642,0.0,1.4724105027691552,1.1193315958861902,1,4.0,1,1,-0.4259129179270459,-0.4259129179270464
2016-07-28,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.2775418101285452,1.119527908806582,0.0,-1.0760836543545993,1.4010871443822146,1,2.0,1,1,0.002665648019774242,0.002665648019773793
2016-07-29,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.3134304817032134,1.2036117554996453,0.0,-1.1540987816134898,1.4647093650103489,1,12.0,1,1,1.2022360747345628,1.2022360747345624
2016-07-30,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.4390408322145525,1.3717794488857715,0.0,-0.6600029756405169,1.582864917605456,1,23.0,1,1,1.320619664628964,1.3206196646289639
2016-07-31,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.5108181753638887,1.5399471422718978,0.0,0.27617855146616843,1.4919760309938352,1,4.0,1,1,-0.46862092187629195,-0.46862092187629245
2016-08-01,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.6095120221942267,1.5988058349570418,0.0,0.38019872114468917,1.6646649155559143,1,9.0,1,1,-1.2115154116250195,-1.2115154116250202
2016-08-02,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.483901671682888,1.4390465262402221,0.0,1.2383651209924837,1.5646871402831315,1,8.0,1,1,-0.8556153787146357,-0.8556153787146362
2016-08-04,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.4659573358955535,1.464271680248141,0.0,0.718264272599881,1.5374204742996456,1,11.0,1,1,-0.2764349041046847,-0.27643490410468513
2016-08-05,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.3403469853842145,1.2456536788461767,0.0,0.7962793998587714,1.3374649237540797,1,16.0,1,1,0.7833979307410794,0.7833979307410791
2016-08-06,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.3134304817032134,1.4810884495867536,0.0,2.148541605679539,1.1829538165143247,1,13.0,1,1,0.5391381186804791,0.5391381186804788
2016-08-07,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.5556790148322241,1.6408477583035734,0.0,2.30457186019732,1.3374649237540797,1,12.0,1,1,-0.6675503086925171,-0.6675503086925175
2016-08-08,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.6095120221942267,1.5315387576025914,0.0,1.7064558845458266,1.619220472250104,1,9.0,1,1,-1.1927838309455256,-1.1927838309455263
2016-08-09,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.2954861459158793,1.1867949861610325,0.0,0.9783146967961823,1.3192871464317557,1,7.0,1,1,-0.3536090165041995,-0.35360901650419996
2016-08-10,air_2fc478dc9f0a6b31,0,0,0,0,0,0,1,1.23268097066021,1.1363446781451947,0.0,1.6804508421261966,1.3465538124152419,1,12.0,1,1,0.65902023502924,0.6590202350292397
2016-08-11,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.3313748174905473,1.413821372232303,1.0,1.7324609269654567,1.2011315938366487,1,5.0,1,1,0.3458282060681023,0.34582820606810183
2016-08-12,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.394179992746217,1.497905218925366,0.0,1.446405460349525,1.2920204804482693,1,13.0,1,1,-0.09061762376410532,-0.09061762376410577
2016-08-13,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.403152160639884,1.5063136035946727,1.0,2.2005516905188,1.355642701076404,1,4.0,1,1,0.07684270751057004,0.0768427075105696
2016-08-14,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.421096496427218,1.4054129875629966,1.0,2.2005516905188,1.3011093691094315,1,13.0,1,1,-0.9687541260187787,-0.9687541260187793
2016-08-15,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.4569851680018864,1.4306381415709155,1.0,-0.035881957569393365,1.5737760289442937,1,10.0,1,1,-1.4992324908620456,-1.4992324908620462
2016-08-16,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.403152160639884,1.254062063515483,0.0,-0.7900281877386677,1.501064919654997,1,4.0,1,1,-1.3804742693540544,-1.380474269354055
2016-08-18,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.4300686643208853,1.4390465262402221,0.0,0.6142441029213603,1.3919982557210524,1,8.0,1,1,-0.5956210388832606,-0.595621038883261
2016-08-19,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.4121243285335512,1.2876956021927084,0.0,-1.1020886967742294,1.4647093650103489,1,14.0,1,1,0.7463094009956815,0.7463094009956812
2016-08-20,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.3313748174905473,1.2120201401689517,0.0,-1.1020886967742294,1.5283315856384834,1,16.0,1,1,0.6279258111012802,0.6279258111012798
2016-08-21,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.4480130001082192,1.413821372232303,0.0,0.042133169689497034,1.5374204742996456,1,8.0,1,1,-0.8612348529184838,-0.8612348529184843
2016-08-22,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.3762356569588827,1.069077600790744,0.0,-1.1540987816134898,1.582864917605456,1,8.0,1,1,-2.058182858338143,-2.058182858338144
2016-08-23,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.268569642234878,1.1867949861610325,0.0,-0.19191221208717416,1.355642701076404,1,11.0,1,1,-0.6608069396478993,-0.6608069396478997
2016-08-25,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.3582913211715486,1.4222297569016094,0.0,1.940501266322498,1.228398259820135,1,15.0,1,1,-0.33899838357419426,-0.33899838357419476
2016-08-26,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.0711819485742027,1.0522608314521316,0.0,-1.1280937391938597,1.101153818563866,1,13.0,1,1,1.0463893234811736,1.0463893234811732
2016-08-27,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.0532376127868686,1.0186272927749063,0.0,2.0965315208402786,0.9284649340017869,1,10.0,1,1,1.109702066177863,1.1097020661778627
2016-08-28,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.0711819485742027,1.1615698321531136,0.0,1.5244205876084158,0.9011982680183005,1,13.0,1,1,-0.30752932803264454,-0.307529328032645
2016-08-29,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.546706846938557,1.657664527642186,0.0,1.8624861390636074,1.2920204804482693,1,6.0,1,1,-1.4842472263184505,-1.4842472263184512
2016-08-30,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.663345029556229,1.5819890656184292,0.0,0.2501735090465384,1.6828426928782385,1,13.0,1,1,-0.6874057842127805,-0.6874057842127811
2016-09-01,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,1.546706846938557,1.5903974502877358,0.0,1.1863550361532236,1.501064919654997,1,2.0,1,1,-0.6510665176945624,-0.6510665176945629
2016-09-02,air_2fc478dc9f0a6b31,1,0,0,0,0,0,0,1.403152160639884,1.5231303729332852,0.0,-0.11389708482828377,1.4192649217045386,1,19.0,1,1,0.5593682258143325,0.5593682258143322
2016-09-03,air_2fc478dc9f0a6b31,0,0,1,0,0,0,0,1.3403469853842145,1.1867949861610325,0.0,0.17215838178764778,1.5101538083161592,1,13.0,1,1,1.1445428062417216,1.1445428062417213
2016-09-04,air_2fc478dc9f0a6b31,0,0,0,1,0,0,0,1.2775418101285452,1.1867949861610325,0.0,-0.08789204240865371,1.4556204763491867,1,12.0,1,1,-0.7938011624723058,-0.7938011624723064
2016-09-05,air_2fc478dc9f0a6b31,0,1,0,0,0,0,0,1.3582913211715486,1.3129207562006273,0.0,1.1343449513139636,1.4101760330433764,1,14.0,1,1,-1.3928371126025203,-1.392837112602521
2016-09-06,air_2fc478dc9f0a6b31,0,0,0,0,0,1,0,1.3224026495968806,1.0858943701293569,0.0,-1.1540987816134898,1.5283315856384834,1,11.0,1,1,-0.6874057842127805,-0.6874057842127811
2016-09-08,air_2fc478dc9f0a6b31,0,0,0,0,1,0,0,0.8917385907008614,0.7495589833571044,0.0,-1.050078611934969,0.9102871566794626,1,18.0,1,1,-0.4423967089250005,-0.442396708925001
