visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_55e11c33d4758131,1,0,0,0,0,0,0,1.0854902701574354,1.1607762635327108,0.0,-0.18936858155714634,1.0315814872043891,1,43.0,1,1,1.41630048945484,1.4163004894548403
2016-07-02,air_55e11c33d4758131,0,0,1,0,0,0,0,1.2474152893232238,1.3000291354003106,0.0,0.4778882142615702,1.1860224098136896,1,43.0,1,1,1.5727058304060342,1.5727058304060344
2016-07-03,air_55e11c33d4758131,0,0,0,1,0,0,0,1.5018688908694628,1.71778775100311,0.0,0.6647201170908106,1.3184003434788045,1,26.0,1,1,-0.38011587874296593,-0.38011587874296554
2016-07-04,air_55e11c33d4758131,0,1,0,0,0,0,0,1.3399438717036745,1.5321172551796434,0.0,0.5312687579270673,1.2080853987578757,1,6.0,1,1,-1.138943705176032,-1.1389437051760316
2016-07-05,air_55e11c33d4758131,0,0,0,0,0,1,0,0.6344134310527385,0.5805559640843777,0.0,-1.3637405421980875,0.833014586706717,1,9.0,1,1,-0.4830141293687515,-0.48301412936875116
2016-07-06,air_55e11c33d4758131,0,0,0,0,0,0,1,0.7963384502185273,0.7314132419409439,0.0,-0.2694393970553925,0.8661090701229958,1,13.0,1,1,-0.031010177528936943,-0.031010177528936634
2016-07-07,air_55e11c33d4758131,0,0,0,0,1,0,0,1.2936795805134491,1.8686450288596772,0.0,2.052614252393741,1.020549992732296,1,16.0,1,1,-0.09686505792943972,-0.0968650579294394
2016-07-08,air_55e11c33d4758131,1,0,0,0,0,0,0,1.0507920517647664,1.0679410156209774,0.0,-0.8032448337103656,1.0426129816764822,1,44.0,1,1,1.2134973918578373,1.2134973918578376
2016-07-09,air_55e11c33d4758131,0,0,1,0,0,0,0,0.7153759406356327,0.49932512216161073,0.0,-1.3637405421980875,0.84404608117881,1,60.0,1,1,1.5124635818578471,1.5124635818578471
2016-07-10,air_55e11c33d4758131,0,0,0,1,0,0,0,1.0854902701574354,1.2420071054554773,0.0,1.7590212622335055,0.833014586706717,1,16.0,1,1,-0.22221383596448763,-0.22221383596448732
