visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Taitō-ku Asakusa,total_area_visitors,total_genre_visitors
2016-07-01,air_81bd68142db76f58,1,0,0,0,0,0,0,1.0828252218616439,1.1599695191401453,0.0,-0.16221242618559037,1.0240367311582443,1,36.0,1,1,1.3048138609065174,1.3048138609065172
2016-07-02,air_81bd68142db76f58,0,0,1,0,0,0,0,1.2456155985295867,1.299778818463553,0.0,0.4995464668143057,1.178898242888768,1,23.0,1,1,1.4571709732882427,1.4571709732882423
2016-07-04,air_81bd68142db76f58,0,1,0,0,0,0,0,1.3386386709112685,1.5327943173358989,0.0,0.5524871782542973,1.2010213159931287,1,49.0,1,1,-1.1842931258274576,-1.1842931258274578
2016-07-05,air_81bd68142db76f58,0,0,0,0,0,1,0,0.6293377440009456,0.5774307719592798,0.0,-1.3269080778654077,0.8249290732189997,1,32.0,1,1,-0.5453409296428541,-0.5453409296428542
2016-07-06,air_81bd68142db76f58,0,0,0,0,0,0,1,0.7921281206688887,0.7288908462263045,0.0,-0.2416234933455781,0.8581136828755406,1,51.0,1,1,-0.10503616467365769,-0.10503616467365787
2016-07-07,air_81bd68142db76f58,0,0,0,0,1,0,0,1.2921271347204273,1.8706667907008014,0.0,2.0612974542940607,1.012975194606064,1,26.0,1,1,-0.16918652778175253,-0.1691865277817527
2016-07-08,air_81bd68142db76f58,1,0,0,0,0,0,0,1.0479415697185133,1.0667633195912067,0.0,-0.7710306077454948,1.0350982677104248,1,38.0,1,1,1.1072599017895435,1.1072599017895433
2016-07-09,air_81bd68142db76f58,0,0,1,0,0,0,0,0.710732932334917,0.4958753473539583,0.0,-1.3269080778654077,0.8359906097711801,1,9.0,1,1,1.398487970672315,1.3984879706723146
2016-07-11,air_81bd68142db76f58,0,1,0,0,0,0,0,1.3618944390066887,1.4978419925050472,0.0,1.9818863871340728,1.0572213408147852,1,49.0,1,1,-1.2327703888580066,-1.2327703888580066
2016-07-12,air_81bd68142db76f58,0,0,0,0,0,1,0,1.2572434825772971,1.299778818463553,0.0,0.34072433249433054,1.3116366815149314,1,20.0,1,1,-0.5307613016637416,-0.5307613016637417
2016-07-13,air_81bd68142db76f58,0,0,0,0,0,0,1,1.0246858016230929,0.810446270831626,0.0,-1.3269080778654077,1.1899597794409482,1,38.0,1,1,-0.46041459666452395,-0.4604145966645241
2016-07-14,air_81bd68142db76f58,0,0,0,0,1,0,0,1.1177088740047743,1.427937342843343,0.0,-0.2945642047855697,0.9466059752929827,1,54.0,1,1,-0.2504679537653045,-0.2504679537653047
2016-07-15,air_81bd68142db76f58,1,0,0,0,0,0,0,0.6874771642394966,0.3910183728614026,0.0,-1.3269080778654077,0.9134213656364418,1,44.0,1,1,0.9009581658851022,0.9009581658851019
2016-07-16,air_81bd68142db76f58,0,0,1,0,0,0,0,0.9084069611459908,0.8220970457752431,0.0,-0.9033823863454741,0.8138675366668197,1,9.0,1,1,1.3412629308542985,1.3412629308542983
2016-07-17,air_81bd68142db76f58,0,0,0,1,0,0,0,1.1177088740047743,0.9502555701550337,0.0,-1.3004377221454118,1.2010213159931287,1,3.0,1,1,0.44097090314410403,0.4409709031441038
2016-07-19,air_81bd68142db76f58,0,0,0,0,0,1,0,1.2804992506727173,1.358032693181639,0.0,0.31425397677433475,1.2120828525453087,1,33.0,1,1,-0.8726535777739288,-0.8726535777739289
2016-07-20,air_81bd68142db76f58,0,0,0,0,0,0,1,1.1642204101956153,1.0784140945348237,0.0,-0.10927171474559887,1.167836706336588,1,27.0,1,1,-0.4046475196444188,-0.4046475196444189
2016-07-21,air_81bd68142db76f58,0,0,0,0,1,0,0,0.640965628048656,0.42597069769225465,0.0,-1.3269080778654077,0.9023598290842615,1,33.0,1,1,-0.18996249765198778,-0.18996249765198794
2016-07-22,air_81bd68142db76f58,1,0,0,0,0,0,0,0.5944540918578148,0.23955829859437752,0.0,-1.3269080778654077,0.8470521463233601,1,28.0,1,1,0.9629215847963302,0.9629215847963299
2016-07-23,air_81bd68142db76f58,0,0,1,0,0,0,0,0.710732932334917,0.7521923961135395,0.0,-0.9563230977854658,0.7806829270102789,1,3.0,1,1,1.2701872444561253,1.270187244456125
