visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-07-01,air_23e1b11aee2a1407,1,0,0,0,0,0,0,1.0886344484771968,1.16255811353933,0.0,-0.17205647432124524,1.0351339173581622,1,20.0,1,1,1.4225834567783027,1.4225834567783027
2016-07-02,air_23e1b11aee2a1407,0,0,1,0,0,0,0,1.2518324740668774,1.302651804330611,0.0,0.4914441023295692,1.1908746500331568,1,46.0,1,1,1.5837464756799506,1.5837464756799506
2016-07-03,air_23e1b11aee2a1407,0,0,0,1,0,0,0,1.508286514279233,1.7229328767044547,0.0,0.677224263791797,1.3243667066117242,1,60.0,1,1,-0.4284779158217258,-0.4284779158217258
2016-07-04,air_23e1b11aee2a1407,0,1,0,0,0,0,0,1.3450884886895522,1.5361412889827462,0.0,0.5445241484616341,1.213123326129585,1,26.0,1,1,-1.2103884477177596,-1.2103884477177596
2016-07-05,air_23e1b11aee2a1407,0,0,0,0,0,1,0,0.634011377191657,0.5788344019089909,0.0,-1.3398174892266788,0.8348958324903115,1,43.0,1,1,-0.5345062177307047,-0.5345062177307047
2016-07-06,air_23e1b11aee2a1407,0,0,0,0,0,0,1,0.7972094027813381,0.7306025669328787,0.0,-0.25167654351934315,0.8682688466349533,1,38.0,1,1,-0.06875280425417184,-0.06875280425417184
2016-07-07,air_23e1b11aee2a1407,0,0,0,0,1,0,0,1.2984604813782146,1.8747010417283434,0.0,2.0573054632254912,1.024009579309948,1,33.0,1,1,-0.13661091747591836,-0.13661091747591836
2016-07-08,air_23e1b11aee2a1407,1,0,0,0,0,0,0,1.0536634429936935,1.0691623196784754,0.0,-0.7824770048399946,1.0462582554063762,1,27.0,1,1,1.2136113126522423,1.2136113126522423
2016-07-09,air_23e1b11aee2a1407,0,0,1,0,0,0,0,0.7156103899864973,0.4971130822807432,0.0,-1.3398174892266788,0.8460201705385255,1,54.0,1,1,1.521671724380512,1.521671724380512
2016-07-10,air_23e1b11aee2a1407,0,0,0,1,0,0,0,1.0886344484771968,1.2442794331675773,0.0,1.7653652094991326,0.8348958324903115,1,51.0,1,1,-0.26577266707412905,-0.26577266707412905
2016-07-11,air_23e1b11aee2a1407,0,1,0,0,0,0,0,1.368402492345221,1.5011178662849263,0.0,1.9776853940273933,1.068506931502804,1,16.0,1,1,-1.2616675900955565,-1.2616675900955565
2016-07-12,air_23e1b11aee2a1407,0,0,0,0,0,1,0,1.263489475894712,1.302651804330611,0.0,0.3322039639333736,1.3243667066117242,1,36.0,1,1,-0.5190839192712169,-0.5190839192712169
2016-07-13,air_23e1b11aee2a1407,0,0,0,0,0,0,1,1.030349439338025,0.8123238865611265,0.0,-1.3398174892266788,1.2019989880813708,1,15.0,1,1,-0.44467132920418806,-0.44467132920418806
2016-07-14,air_23e1b11aee2a1407,0,0,0,0,1,0,0,1.1236054539606994,1.4310710208892854,0.0,-0.3047565896514082,0.9572635510206647,1,15.0,1,1,-0.2225902313875631,-0.2225902313875631
2016-07-15,air_23e1b11aee2a1407,1,0,0,0,0,0,0,0.6922963863308287,0.3920428141872824,0.0,-1.3398174892266788,0.923890536876023,1,22.0,1,1,0.9953857894504894,0.9953857894504894
