visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Hyōgo-ken Himeji-shi Yasuda,total_area_visitors,total_genre_visitors
2016-07-01,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,0.9522244077191199,0.894613345950981,0.0,0.3004979528972542,0.9639647780290638,1,7.0,1,1,1.2841430988311615,1.284143098831161
2016-07-02,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,1.163346525858616,1.1753976621141826,0.0,0.982824431977054,1.096605429098751,1,11.0,1,1,1.4423149909943147,1.4423149909943143
2016-07-03,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.2794636908353387,1.2617928363182445,0.0,0.5461354853659822,1.3618867312381255,1,11.0,1,1,-0.5325632511097449,-0.5325632511097453
2016-07-04,air_fef9ccb3ba0da2f7,0,1,0,0,0,0,0,1.1844587376725655,1.1753976621141826,0.0,0.027567361265334236,1.2700585881898803,1,7.0,1,1,-1.2999618092601632,-1.2999618092601635
2016-07-06,air_fef9ccb3ba0da2f7,0,0,0,0,0,0,1,1.268907584928364,1.1645982653386748,0.0,1.0374105503034383,1.4129023662649283,1,8.0,1,1,-0.1795145061618454,-0.1795145061618458
2016-07-07,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,1.3005759026492882,1.2725922330937522,0.0,1.392220319424934,1.2802617151952411,1,27.0,1,1,-0.24611319759896255,-0.24611319759896297
2016-07-08,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,0.8888877722772708,0.6138290297877796,0.0,-1.5008439518734173,1.0659960480826693,1,15.0,1,1,1.079049401337312,1.0790494013373115
2016-07-09,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,0.8255511368354218,0.7434217910938726,0.0,-1.3097925377310733,1.0149804130558666,1,17.0,1,1,1.3813923243955883,1.381392324395588
2016-07-10,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.1211221022307165,1.0566042975835972,0.0,0.9009452544874784,1.1068085561041117,1,14.0,1,1,-0.3728777523230208,-0.3728777523230212
2016-07-11,air_fef9ccb3ba0da2f7,0,1,0,0,0,0,0,1.163346525858616,1.1537988685631673,0.0,-0.24536323036658572,1.2088398261577171,1,16.0,1,1,-1.3502892294938937,-1.3502892294938942
2016-07-13,air_fef9ccb3ba0da2f7,0,0,0,0,0,0,1,1.0683415726958425,0.7326223943183647,0.0,-1.3370855968942654,1.2904648422006018,1,8.0,1,1,-0.5484561206572388,-0.5484561206572391
2016-07-14,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,0.9838927254400439,1.1106012814611361,0.0,0.19132571624448635,1.1068085561041117,1,10.0,1,1,-0.33049676686303714,-0.3304967668630375
2016-07-15,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,0.7938828191144978,0.8082181717469193,0.0,-0.4637077036721216,0.8823397619861797,1,8.0,1,1,0.8648740641020375,0.864874064102037
2016-07-16,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,0.9311121959051699,0.8730145523999656,0.0,-0.19077711204020167,0.7599022379218527,1,20.0,1,1,1.3219832644204326,1.3219832644204321
2016-07-17,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.057785466788868,0.9054127427264889,0.0,-0.7366382953040416,1.1884335721469963,1,15.0,1,1,0.387331174365436,0.38733117436543557
2016-07-18,air_fef9ccb3ba0da2f7,0,1,0,0,0,0,0,1.163346525858616,1.1106012814611361,1.0,1.2284619644457822,1.1272148101148327,1,23.0,1,1,-1.153520368429684,-1.1535203684296844
2016-07-20,air_fef9ccb3ba0da2f7,0,0,0,0,0,0,1,1.142234314044666,1.1537988685631673,0.0,2.1018398576679256,1.0455897940719483,1,8.0,1,1,-0.490560667305654,-0.4905606673056544
2016-07-21,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,1.1211221022307165,1.1537988685631673,0.0,0.8190660769979022,1.0455897940719483,1,12.0,1,1,-0.2676820919848471,-0.2676820919848475
2016-07-22,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,1.142234314044666,1.1753976621141826,0.0,1.6651509110568539,1.0251835400612272,1,14.0,1,1,0.9292023456037984,0.929202345603798
2016-07-23,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,1.142234314044666,1.1645982653386748,0.0,0.846359136161094,1.1476210641255538,1,17.0,1,1,1.248194941521354,1.2481949415213536
2016-07-24,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.0788976786028175,0.9702091233795356,0.0,-0.19077711204020167,1.1374179371201933,1,15.0,1,1,-0.5548889488074149,-0.5548889488074152
2016-07-25,air_fef9ccb3ba0da2f7,0,1,0,0,0,0,0,0.9838927254400439,0.7002242039918418,0.0,-1.5008439518734173,1.2190429531630775,1,8.0,1,1,-1.2046045919752,-1.2046045919752004
2016-07-27,air_fef9ccb3ba0da2f7,0,0,0,0,0,0,1,1.163346525858616,1.0674036943591052,0.0,0.08215347959171827,1.2700585881898803,1,14.0,1,1,-0.2608708621787783,-0.2608708621787787
2016-07-28,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,1.21612705539349,1.1861970588896906,0.0,1.3649272602617422,1.1680273181362748,1,7.0,1,1,-0.03345146698725886,-0.03345146698725928
2016-07-29,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,1.205570949486515,1.1537988685631673,0.0,0.27320489373406226,1.2190429531630775,1,10.0,1,1,1.1781906351812024,1.178190635181202
2016-07-30,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,1.258351479021389,1.1969964556651984,0.0,1.255755023608974,1.1884335721469963,1,23.0,1,1,1.2977655584432992,1.2977655584432986
2016-07-31,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.258351479021389,1.2725922330937522,0.0,0.8190660769979022,1.2190429531630775,1,14.0,1,1,-0.5094807501002896,-0.5094807501002899
2016-08-01,air_fef9ccb3ba0da2f7,0,1,0,0,0,0,0,1.3216881144632382,1.304990423420276,0.0,0.846359136161094,1.2700585881898803,1,7.0,1,1,-1.2598512337355359,-1.259851233735536
2016-08-03,air_fef9ccb3ba0da2f7,0,0,0,0,0,0,1,1.268907584928364,1.3697868040733219,0.0,0.6553077220187503,1.1374179371201933,1,4.0,1,1,-0.44439566528674324,-0.4443956652867436
2016-08-04,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,1.3850247499050867,1.3805862008488299,0.0,1.774323147709622,1.2802617151952411,1,10.0,1,1,-0.3153607006273287,-0.3153607006273291
2016-08-05,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,1.4061369617190362,1.4561819782773844,0.0,1.3649272602617422,1.3414804772274045,1,8.0,1,1,0.7551375838931512,0.7551375838931508
2016-08-06,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,1.4166930676260112,1.4669813750528924,0.0,1.6651509110568539,1.3414804772274045,1,13.0,1,1,0.5084197042511036,0.5084197042511032
2016-08-07,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.4166930676260112,1.4885801686039073,0.0,1.74703008854643,1.3108710962113228,1,6.0,1,1,-0.7104120293793192,-0.7104120293793196
2016-08-08,air_fef9ccb3ba0da2f7,0,1,0,0,0,0,0,1.4378052794399607,1.585774739583477,0.0,1.637857851893662,1.096605429098751,1,8.0,1,1,-1.2409311509409002,-1.2409311509409007
2016-08-10,air_fef9ccb3ba0da2f7,0,0,0,0,0,0,1,1.2477953731144142,1.3805862008488299,0.0,1.637857851893662,1.07619917508803,1,9.0,1,1,0.6295082341367711,0.6295082341367707
2016-08-11,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,1.2794636908353387,1.4237837879508608,1.0,1.9653745618519658,1.055792921077309,1,21.0,1,1,0.3131644498104646,0.31316444981046415
2016-08-12,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,1.3111320085562632,1.4237837879508608,0.0,2.01996068017835,1.1578241911309144,1,16.0,1,1,-0.12767347930454395,-0.12767347930454437
2016-08-13,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,1.3533564321841622,1.4669813750528924,1.0,0.5734285445291741,1.2904648422006018,1,14.0,1,1,0.04147206087949796,0.04147206087949753
2016-08-14,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.3005759026492882,1.4453825815018766,1.0,0.4642563078764063,1.3618867312381255,1,12.0,1,1,-1.014646960717059,-1.0146469607170594
2016-08-18,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,1.3744686439981122,1.564175946032462,0.0,1.3103411419353583,1.1068085561041117,1,12.0,1,1,-0.6377589114479186,-0.6377589114479191
2016-08-19,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,1.5116980207887842,1.585774739583477,0.0,1.3649272602617422,1.44351174728101,1,16.0,1,1,0.7176758199597729,0.7176758199597724
2016-08-20,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,1.4905858089748347,1.7261668976650781,0.0,1.419513378588126,1.25985546118452,1,11.0,1,1,0.5981008966976761,0.5981008966976756
2016-08-21,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.6172590798585325,1.6829693105630474,0.0,1.6651509110568539,1.5761523983506969,1,5.0,1,1,-0.9060456854758508,-0.9060456854758513
2016-08-22,air_fef9ccb3ba0da2f7,0,1,0,0,0,0,0,1.4272491735329862,1.6289723266855085,0.0,0.7098938403451341,1.4129023662649283,1,16.0,1,1,-2.115038976053063,-2.1150389760530635
2016-08-25,air_fef9ccb3ba0da2f7,0,0,0,0,1,0,0,1.3955808558120617,1.3697868040733219,0.0,0.737186899508326,1.4026992392595676,1,12.0,1,1,-0.3785537771614115,-0.37855377716141186
2016-08-26,air_fef9ccb3ba0da2f7,1,0,0,0,0,0,0,1.3005759026492882,1.348188010522307,0.0,0.3277910120604463,1.3312773502220439,1,8.0,1,1,1.0207755463298345,1.020775546329834
2016-08-27,air_fef9ccb3ba0da2f7,0,0,1,0,0,0,0,0.9627805136260944,0.8190175685224268,0.0,-1.2552064194046892,1.1272148101148327,1,6.0,1,1,1.0847254261757027,1.0847254261757022
2016-08-28,air_fef9ccb3ba0da2f7,0,0,0,1,0,0,0,1.057785466788868,0.9594097266040277,0.0,-0.9003966502831935,1.07619917508803,1,13.0,1,1,-0.34676803806642376,-0.34676803806642414
2016-08-31,air_fef9ccb3ba0da2f7,0,0,0,0,0,0,1,0.9838927254400439,1.0134067104815665,0.0,1.61056479273047,0.8619335079754582,1,10.0,1,1,-0.2941702078973369,-0.2941702078973373
