visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-07-02,air_5c7489c9ec755e2d,0,0,1,0,0,0,0,1.2100953866871922,1.1931870777070368,0.0,-0.573128195993668,1.2002589707780766,1,32.0,1,1,1.3404678276288202,1.3404678276288202
2016-07-03,air_5c7489c9ec755e2d,0,0,0,1,0,0,0,1.0800130006157114,0.8343926277202406,0.0,-0.9683770757934717,1.0962918057092486,1,62.0,1,1,-0.48436696017643743,-0.48436696017643743
2016-07-06,air_5c7489c9ec755e2d,0,0,0,0,0,0,1,0.9987115093210358,1.0786782106899742,0.0,1.7419009571194675,0.9603347436961656,1,2.0,1,1,-0.15814146544137217,-0.15814146544137217
2016-07-09,air_5c7489c9ec755e2d,0,0,1,0,0,0,0,1.1857049392987895,1.1779192287714286,0.0,0.5279222548772138,1.1042892799453121,1,23.0,1,1,1.2841738247860062,1.2841738247860062
2016-07-10,air_5c7489c9ec755e2d,0,0,0,1,0,0,0,1.0637527023567763,0.9489014947373032,0.0,-0.9119129501077855,1.2002589707780766,1,59.0,1,1,-0.33681373533378195,-0.33681373533378195
2016-07-11,air_5c7489c9ec755e2d,0,1,0,0,0,0,0,1.0393622549683736,1.017606814947541,0.0,0.01974512370603753,1.0643019087649936,1,6.0,1,1,-1.2399653461597986,-1.2399653461597986
2016-07-15,air_5c7489c9ec755e2d,1,0,0,0,0,0,0,1.2100953866871922,1.3000620202562956,0.0,1.2619558887911346,1.2082564450141404,1,14.0,1,1,0.8068985832925829,0.8068985832925829
2016-07-16,air_5c7489c9ec755e2d,0,0,1,0,0,0,0,1.2913968779818679,1.2924280957884913,0.0,-0.12141519050817808,1.2482438161944591,1,13.0,1,1,1.2292784307094733,1.2292784307094733
2016-07-17,air_5c7489c9ec755e2d,0,0,0,1,0,0,0,1.2019652375577246,1.1931870777070368,0.0,0.01974512370603753,1.2722362389026503,1,53.0,1,1,0.3656375175308976,0.3656375175308976
2016-07-18,air_5c7489c9ec755e2d,0,1,0,0,0,0,0,1.1694446410398545,1.063410361754366,1.0,-0.8554488244220992,1.3122236100829687,1,77.0,1,1,-1.0581462065432563,-1.0581462065432563
2016-07-22,air_5c7489c9ec755e2d,1,0,0,0,0,0,0,1.307657176240803,1.2924280957884913,0.0,1.572508580062409,1.304226135846905,1,12.0,1,1,0.8663394558595293,0.8663394558595293
2016-07-23,air_5c7489c9ec755e2d,0,0,1,0,0,0,0,1.340177772758673,1.406936962805554,0.0,1.7136688942766245,1.256241290430523,1,9.0,1,1,1.16109625335327,1.16109625335327
2016-07-24,air_5c7489c9ec755e2d,0,0,0,1,0,0,0,1.340177772758673,1.4832762074835957,0.0,2.532398716719075,1.2402463419583951,1,40.0,1,1,-0.5049964394790836,-0.5049964394790836
2016-07-27,air_5c7489c9ec755e2d,0,0,0,0,0,0,1,1.2344858340755946,1.1244817574967994,0.0,-0.9966091386363148,1.3682059297354145,1,10.0,1,1,-0.233316686628981,-0.233316686628981
2016-07-29,air_5c7489c9ec755e2d,1,0,0,0,0,0,0,1.4702601588301538,1.2160888511104495,0.0,-0.9966091386363148,1.6401200537615805,1,9.0,1,1,1.0964105979127694,1.0964105979127694
