visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hyōgo-ken Himeji-shi Yasuda,total_area_visitors,total_genre_visitors
2016-07-01,air_5485912b44f976de,1,0,0,0,0,0,0,0.9179532317292403,0.8565160642438027,0.0,0.33837430080744535,0.9306871014829958,1,15.0,1,1,1.3398003613871399,1.33980036138714
2016-07-02,air_5485912b44f976de,0,0,1,0,0,0,0,1.128803023389215,1.1360373118025575,0.0,1.0279241142703563,1.06392963782662,1,16.0,1,1,1.500166833461168,1.5001668334611682
2016-07-03,air_5485912b44f976de,0,0,0,1,0,0,0,1.2447704088022011,1.2220438495129433,0.0,0.5866122336540934,1.3304147105138686,1,5.0,1,1,-0.502112156381781,-0.502112156381781
2016-07-04,air_5485912b44f976de,0,1,0,0,0,0,0,1.1498880025552125,1.1360373118025575,0.0,0.06255437542228097,1.23816987766059,1,2.0,1,1,-1.2801581022337643,-1.2801581022337643
2016-07-05,air_5485912b44f976de,0,0,0,0,0,1,0,1.2869403671341964,1.3403028388647242,0.0,1.1382520844244222,1.23816987766059,1,7.0,1,1,-0.6076164143252205,-0.6076164143252206
2016-07-06,air_5485912b44f976de,0,0,0,0,0,0,1,1.2342279192192025,1.125286494588759,0.0,1.0830880993473895,1.381661839876801,1,11.0,1,1,-0.14416498306822062,-0.14416498306822065
2016-07-07,air_5485912b44f976de,0,0,0,0,1,0,0,1.2658553879681984,1.2327946667267418,0.0,1.4416540023481028,1.2484193035331768,1,10.0,1,1,-0.21168770815202193,-0.21168770815202195
2016-07-08,air_5485912b44f976de,1,0,0,0,0,0,0,0.8546982942312477,0.5769948166850482,0.0,-1.4820372067346395,1.0331813602088606,1,14.0,1,1,1.1318610602767971,1.1318610602767973
2016-07-09,air_5485912b44f976de,0,0,1,0,0,0,0,0.791443356733255,0.7060046232506272,0.0,-1.2889632589650244,0.9819342308459282,1,12.0,1,1,1.4383988860833723,1.4383988860833725
2016-07-10,air_5485912b44f976de,0,0,0,1,0,0,0,1.0866330650572198,1.0177783224507766,0.0,0.9451781366548073,1.0741790636992068,1,16.0,1,1,-0.34021107691948466,-0.3402110769194847
2016-07-12,air_5485912b44f976de,0,0,0,0,0,1,0,1.0971755546402189,0.8887685158851975,0.0,-1.2889632589650244,1.2689181552783497,1,8.0,1,1,-0.5922703404425383,-0.5922703404425385
