visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_fc477473134e9ae5,1,0,0,0,0,0,0,1.1899555821877081,1.2111479239310114,0.0,1.9197539953332456,1.1227772532627736,1,40.0,1,1,1.4006452312666222,1.4006452312666222
2016-07-02,air_fc477473134e9ae5,0,0,1,0,0,0,0,1.0359325098053305,0.9480307002016536,0.0,-1.180442300311539,1.1685479685000586,1,40.0,1,1,1.5611618915250471,1.5611618915250471
2016-07-03,air_fc477473134e9ae5,0,0,0,1,0,0,0,1.1084139556323316,1.1432467049040806,0.0,0.22392012421131216,1.0037733936458328,1,14.0,1,1,-0.44299229481160285,-0.44299229481160285
2016-07-04,air_fc477473134e9ae5,0,1,0,0,0,0,0,0.6825854613987002,0.5491110384184332,0.0,0.7273708047006363,0.8298446757441496,1,13.0,1,1,-1.2217669048692243,-1.2217669048692243
2016-07-05,air_fc477473134e9ae5,0,0,0,0,0,1,0,0.7913076301392018,0.9055924383098216,0.0,1.4692981233164821,0.7108408161272086,1,18.0,1,1,-0.5485953607710929,-0.5485953607710929
2016-07-06,air_fc477473134e9ae5,0,0,0,0,0,0,1,0.7097660035838257,0.6849134764722954,0.0,0.8863552301183174,0.8206905326966927,1,14.0,1,1,-0.08470989284722374,-0.08470989284722374
2016-07-07,air_fc477473134e9ae5,0,0,0,0,1,0,0,0.8728492566945782,1.0244195716069509,0.0,2.2907176546411683,0.7932281035543216,1,3.0,1,1,-0.1522958550612974,-0.1522958550612974
2016-07-08,air_fc477473134e9ae5,1,0,0,0,0,0,0,0.9543908832499544,0.9650060049583863,0.0,2.0257436122783665,0.8023822466017787,1,23.0,1,1,1.192511188539191,1.192511188539191
2016-07-09,air_fc477473134e9ae5,0,0,1,0,0,0,0,1.0812334134472061,1.0159319192285847,0.0,0.5418889750466748,0.9763109645034618,1,35.0,1,1,1.4993360965451277,1.4993360965451277
2016-07-10,air_fc477473134e9ae5,0,0,0,1,0,0,0,0.8547288952378277,0.6934011288506619,0.0,-1.180442300311539,0.9854651075509185,1,18.0,1,1,-0.2809395899574035,-0.2809395899574035
