visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_10713fbf3071c361,1,0,0,0,0,0,0,1.076975946958048,1.1456598901450015,0.0,-0.20571851096229918,1.028191574442987,1,19.0,1,1,1.3528274500373,1.3528274500373
2016-07-02,air_10713fbf3071c361,0,0,1,0,0,0,0,1.2375794612271809,1.2833969408472778,0.0,0.456426608096248,1.1811555885747838,1,10.0,1,1,1.5091627393602596,1.5091627393602596
2016-07-03,air_10713fbf3071c361,0,0,0,1,0,0,0,1.4899564122215325,1.6966080929541072,0.0,0.641827241432641,1.3122676006877525,1,9.0,1,1,-0.4427843299615739,-0.4427843299615739
2016-07-04,air_10713fbf3071c361,0,1,0,0,0,0,0,1.3293528979523996,1.5129586920177382,0.0,0.5093982176209316,1.203007590593612,1,6.0,1,1,-1.2012722886863638,-1.2012722886863638
2016-07-05,air_10713fbf3071c361,0,0,0,0,0,1,0,0.6295804429226057,0.5717555122188491,0.0,-1.3710939205053423,0.8315235562735341,1,1.0,1,1,-0.5456364939898368,-0.5456364939898368
2016-07-06,air_10713fbf3071c361,0,0,0,0,0,0,1,0.790183957191739,0.7209706504796484,0.0,-0.285175925249325,0.8643015593017764,1,7.0,1,1,-0.09383498800386733,-0.09383498800386733
2016-07-07,air_10713fbf3071c361,0,0,0,0,1,0,0,1.28346617958979,1.8458232312149072,0.0,2.0190890890744195,1.017265573433573,1,10.0,1,1,-0.1596603729819556,-0.1596603729819556
2016-07-08,air_10713fbf3071c361,1,0,0,0,0,0,0,1.0425609081860907,1.053835189676817,0.0,-0.8148920204961627,1.0391175754524014,1,9.0,1,1,1.1501151849343236,1.1501151849343236
2016-07-09,air_10713fbf3071c361,0,0,1,0,0,0,0,0.7098822000571722,0.4914088993091875,0.0,-1.3710939205053423,0.8424495572829483,1,12.0,1,1,1.4489474724200766,1.4489474724200766
2016-07-10,air_10713fbf3071c361,0,0,0,1,0,0,0,1.076975946958048,1.2260065030546625,0.0,1.7277452366886585,0.8315235562735341,1,8.0,1,1,-0.2849530091618395,-0.2849530091618395
2016-07-11,air_10713fbf3071c361,0,1,0,0,0,0,0,1.3522962571337043,1.4785244293421695,0.0,1.9396316747873936,1.0609695774712293,1,2.0,1,1,-1.2510153352891238,-1.2510153352891238
2016-07-12,air_10713fbf3071c361,0,0,0,0,0,1,0,1.2490511408178333,1.2833969408472778,0.0,0.2975117795221966,1.3122676006877525,1,1.0,1,1,-0.5306761792220895,-0.5306761792220895
2016-07-13,air_10713fbf3071c361,0,0,0,0,0,0,1,1.019617549004786,0.8013172633893101,0.0,-1.3710939205053423,1.1920815895841979,1,20.0,1,1,-0.45849266046770865,-0.45849266046770865
2016-07-14,air_10713fbf3071c361,0,0,0,0,1,0,0,1.1113909857300046,1.409655903991031,0.0,-0.3381475347740087,0.9517095673770889,1,6.0,1,1,-0.243064127812147,-0.243064127812147
2016-07-15,air_10713fbf3071c361,1,0,0,0,0,0,0,0.6869388408758675,0.38810611128248024,0.0,-1.3710939205053423,0.9189315643488466,1,7.0,1,1,0.9384267309706988,0.9384267309706988
2016-07-16,air_10713fbf3071c361,0,0,1,0,0,0,0,0.9049007530982626,0.8127953509478328,0.0,-0.9473210443078721,0.8205975552641204,1,17.0,1,1,1.3902282369566683,1.3902282369566683
2016-07-17,air_10713fbf3071c361,0,0,0,1,0,0,0,1.1113909857300046,0.9390543140915865,0.0,-1.3446081157430005,1.203007590593612,1,11.0,1,1,0.46642880004827036,0.46642880004827036
2016-07-18,air_10713fbf3071c361,0,1,0,0,0,0,0,1.4325980142682708,1.4785244293421695,1.0,0.6153414366702993,1.3559716047254087,1,9.0,1,1,-1.0565312433084084,-1.0565312433084084
2016-07-19,air_10713fbf3071c361,0,0,0,0,0,1,0,1.271994499999138,1.3407873786398927,0.0,0.2710259747598548,1.2139335916030258,1,6.0,1,1,-0.8814955605257645,-0.8814955605257645
2016-07-20,air_10713fbf3071c361,0,0,0,0,0,0,1,1.1572777040926143,1.0653132772353398,0.0,-0.15274690143761557,1.1702295875653699,1,12.0,1,1,-0.4012694564810751,-0.4012694564810751
2016-07-21,air_10713fbf3071c361,0,0,0,0,1,0,0,0.6410521225132583,0.42254037395804944,0.0,-1.3710939205053423,0.9080055633394324,1,10.0,1,1,-0.18097882152599556,-0.18097882152599556
2016-07-22,air_10713fbf3071c361,1,0,0,0,0,0,0,0.5951654041506486,0.23889097302168058,0.0,-1.3710939205053423,0.8533755582923622,1,2.0,1,1,1.002008068733625,1.002008068733625
2016-07-23,air_10713fbf3071c361,0,0,1,0,0,0,0,0.7098822000571722,0.7439268255966948,0.0,-1.000292653832556,0.7878195522358782,1,23.0,1,1,1.3172967024639002,1.3172967024639002
2016-07-24,air_10713fbf3071c361,0,0,0,1,0,0,0,0.8819573939169575,0.9620104892086325,0.0,0.5623698271456155,0.7004115441605656,1,8.0,1,1,-0.4648507942440013,-0.4648507942440013
2016-07-25,air_10713fbf3071c361,0,1,0,0,0,0,0,0.9737308306421765,0.8357515260648788,0.0,-1.1592074824066072,0.9298575653582608,1,8.0,1,1,-1.1070223056495556,-1.1070223056495556
2016-07-27,air_10713fbf3071c361,0,0,0,0,0,0,1,0.9507874714608718,0.7668830007137408,0.0,-1.2916365062183168,1.0718955784806432,1,5.0,1,1,-0.17424667988050926,-0.17424667988050926
2016-07-28,air_10713fbf3071c361,0,0,0,0,1,0,0,1.180221063273919,1.2030503279376166,0.0,0.00616792713643589,1.1702295875653699,1,12.0,1,1,0.05053204950489446,0.05053204950489446
2016-07-29,air_10713fbf3071c361,1,0,0,0,0,0,0,1.2605228204084853,1.352265466198416,0.0,1.6747736271639748,1.1265255835277135,1,10.0,1,1,1.2481052466630687,1.2481052466630687
2016-07-30,air_10713fbf3071c361,0,0,1,0,0,0,0,1.2605228204084853,1.409655903991031,0.0,1.4893729938275817,1.0391175754524014,1,9.0,1,1,1.3662917333282727,1.3662917333282727
2016-07-31,air_10713fbf3071c361,0,0,0,1,0,0,0,1.2949378591804426,1.1686160652620474,0.0,0.456426608096248,1.290415598668924,1,10.0,1,1,-0.41996984994075925,-0.41996984994075925
2016-08-01,air_10713fbf3071c361,0,1,0,0,0,0,0,1.28346617958979,1.2489626781717087,0.0,-0.8678636300208465,1.3122676006877525,1,15.0,1,1,-1.1616274545518335,-1.1616274545518335
2016-08-03,air_10713fbf3071c361,0,0,0,0,0,0,1,1.2146361020458762,1.3063531159643238,0.0,-0.285175925249325,1.1811555885747838,1,5.0,1,1,-0.3556404964394457,-0.3556404964394457
2016-08-04,air_10713fbf3071c361,0,0,0,0,1,0,0,1.363767936724357,1.4211339915495542,0.0,0.8801994842937182,1.290415598668924,1,7.0,1,1,-0.22810381304439967,-0.22810381304439967
2016-08-05,air_10713fbf3071c361,1,0,0,0,0,0,0,1.4325980142682708,1.4670463417836463,0.0,1.4893729938275817,1.3122676006877525,1,12.0,1,1,0.8299644489045307,0.8299644489045307
2016-08-06,air_10713fbf3071c361,0,0,1,0,0,0,0,1.4784847326308805,1.5588710422518313,0.0,0.959656898580744,1.443379612800721,1,10.0,1,1,0.5861113181902491,0.5861113181902491
2016-08-07,air_10713fbf3071c361,0,0,0,1,0,0,0,1.4211263346776186,1.4900025169006927,0.0,1.595316212876949,1.3013415996783384,1,24.0,1,1,-0.6185680284826052,-0.6185680284826052
2016-08-08,air_10713fbf3071c361,0,1,0,0,0,0,0,1.4096546550869662,1.4440901666666008,0.0,-0.15274690143761557,1.3887496077536507,1,7.0,1,1,-1.1429270610921491,-1.1429270610921491
2016-08-09,air_10713fbf3071c361,0,0,0,0,0,1,0,1.799691761169146,1.9606041068001379,0.0,0.7742562652443505,1.432453611791307,1,1.0,1,1,-0.3051494340982984,-0.3051494340982984
2016-08-10,air_10713fbf3071c361,0,0,0,0,0,0,1,1.4784847326308805,1.5359148671347849,0.0,-0.07328948715058974,1.465231614819549,1,5.0,1,1,0.7057938363322278,0.7057938363322278
2016-08-11,air_10713fbf3071c361,0,0,0,0,1,0,0,1.271994499999138,1.317831203522847,1.0,-0.07328948715058974,1.3778236067442367,1,15.0,1,1,0.39312325768630846,0.39312325768630846
2016-08-12,air_10713fbf3071c361,1,0,0,0,0,0,0,1.2031644224552236,1.2948750284058006,0.0,0.08562534142346151,1.268563596650096,1,5.0,1,1,-0.0425959099243327,-0.0425959099243327
2016-08-13,air_10713fbf3071c361,0,0,1,0,0,0,0,1.180221063273919,1.2833969408472778,1.0,0.5358840223832737,1.1702295875653699,1,15.0,1,1,0.12458560760524377,0.12458560760524377
2016-08-14,air_10713fbf3071c361,0,0,0,1,0,0,0,1.1228626653206573,1.122703715027955,1.0,-0.36463333953635063,1.1920815895841979,1,8.0,1,1,-0.9192703553143265,-0.9192703553143265
2016-08-15,air_10713fbf3071c361,0,1,0,0,0,0,0,1.1916927428645716,1.1686160652620474,1.0,-1.1856932871689492,1.290415598668924,1,7.0,1,1,-1.4488654980925821,-1.4488654980925821
2016-08-16,air_10713fbf3071c361,0,0,0,0,0,1,0,1.2261077816365282,1.4326120791080774,0.0,-0.8148920204961627,1.2139335916030258,1,7.0,1,1,-1.3303050035581847,-1.3303050035581847
2016-08-17,air_10713fbf3071c361,0,0,0,0,0,0,1,1.4325980142682708,1.5703491298103536,0.0,1.2774865557288464,1.1374515845371276,1,10.0,1,1,-0.824272356539131,-0.824272356539131
2016-08-18,air_10713fbf3071c361,0,0,0,0,1,0,0,1.2261077816365282,1.260440765730232,0.0,-1.0797500681195815,1.3778236067442367,1,16.0,1,1,-0.5467585175974179,-0.5467585175974179
