visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-06,air_a8533b7a992bb0ca,0,0,0,0,0,0,1,-0.796343978380877,-1.0475030606210551,0.0,-1.295453830058014,-0.5326537698296924,1,29.0,1,1,-1.3533891862807677,-1.3533891862807677
2016-01-07,air_a8533b7a992bb0ca,0,0,0,0,1,0,0,-0.821250107564727,-0.8493551852467792,0.0,-0.10348025001323881,-0.842003602953822,1,20.0,1,1,-1.2823685763484405,-1.2823685763484405
2016-01-08,air_a8533b7a992bb0ca,1,0,0,0,0,0,0,-1.057858334811301,-1.097040029464624,0.0,0.864998283773141,-1.0085765900206611,1,27.0,1,1,-0.9392323693860243,-0.9392323693860243
2016-01-09,air_a8533b7a992bb0ca,0,0,1,0,0,0,0,-0.9955930118516764,-1.0103503339883784,0.0,0.9146638496083402,-1.0442708015349838,1,47.0,1,1,-0.6744009374771998,-0.6744009374771998
2016-01-10,air_a8533b7a992bb0ca,0,0,0,1,0,0,0,-0.9208746243001266,-0.8493551852467792,0.0,0.964329415443539,-1.0918630835540806,1,92.0,1,1,-0.9675885836080891,-0.9675885836080891
2016-01-11,air_a8533b7a992bb0ca,0,1,0,0,0,0,0,-1.0204991410355262,-1.146576998308193,1.0,-0.4759719937772311,-0.9252900964872416,1,64.0,1,1,-1.338820856038239,-1.338820856038239
2016-01-12,air_a8533b7a992bb0ca,0,0,0,0,0,1,0,-1.4812625309367495,-1.6914836555874517,0.0,-1.295453830058014,-1.2703341411256939,1,17.0,1,1,-1.3939723919563831,-1.3939723919563831
2016-01-13,air_a8533b7a992bb0ca,0,0,0,0,0,0,1,-1.3691849496094248,-1.2456509359953312,0.0,0.864998283773141,-1.4844994102116298,1,34.0,1,1,-1.1848127934743646,-1.1848127934743646
2016-01-14,air_a8533b7a992bb0ca,0,0,0,0,1,0,0,-1.1574828515467008,-1.035118818410163,0.0,0.964329415443539,-1.3536206346591135,1,28.0,1,1,-1.0898584981435975,-1.0898584981435975
2016-01-15,air_a8533b7a992bb0ca,1,0,0,0,0,0,0,-1.2072951099144007,-1.097040029464624,0.0,0.7160015862675442,-1.1394553655731774,1,35.0,1,1,-0.806816653431612,-0.806816653431612
2016-01-16,air_a8533b7a992bb0ca,0,0,1,0,0,0,0,-1.095217528587076,-0.9855818495665939,0.0,0.964329415443539,-1.1632515065827258,1,63.0,1,1,-0.6556702271653772,-0.6556702271653772
2016-01-17,air_a8533b7a992bb0ca,0,0,0,1,0,0,0,-1.1823889807305505,-1.3818776003151458,0.0,-0.52563755961243,-1.103761154058855,1,41.0,1,1,-1.2735235187011908,-1.2735235187011908
2016-01-18,air_a8533b7a992bb0ca,0,1,0,0,0,0,0,-1.5559809184882991,-1.6790994133765595,0.0,-0.9477948692116213,-1.3536206346591135,1,11.0,1,1,-1.5638495285344407,-1.5638495285344407
2016-01-19,air_a8533b7a992bb0ca,0,0,0,0,0,1,0,-1.2695604328740253,-1.3818776003151458,0.0,0.964329415443539,-1.2703341411256939,1,34.0,1,1,-1.3216510382524016,-1.3216510382524016
2016-01-20,air_a8533b7a992bb0ca,0,0,0,0,0,0,1,-1.394091078793275,-1.3199563892606845,0.0,0.9891621983611384,-1.4607032692020812,1,23.0,1,1,-1.193657851121614,-1.193657851121614
2016-01-21,air_a8533b7a992bb0ca,0,0,0,0,1,0,0,-1.2322012390982504,-1.2704194204171155,0.0,0.5421721058443479,-1.2584360706209197,1,38.0,1,1,-1.068786449042797,-1.068786449042797
2016-01-22,air_a8533b7a992bb0ca,1,0,0,0,0,0,0,-1.1823889807305505,-1.1713454827299774,0.0,0.7160015862675442,-1.0204746605254353,1,37.0,1,1,-0.753226010039453,-0.753226010039453
2016-01-23,air_a8533b7a992bb0ca,0,0,1,0,0,0,0,-1.4189972079771247,-1.654330928954775,0.0,-1.245788264222815,-1.0680669425445322,1,42.0,1,1,-0.6783031687921628,-0.6783031687921628
2016-01-24,air_a8533b7a992bb0ca,0,0,0,1,0,0,0,-1.4937155955286745,-1.3075721470497923,0.0,0.9394966325259396,-1.5201936217259524,1,44.0,1,1,-1.3913709044130744,-1.3913709044130744
2016-01-25,air_a8533b7a992bb0ca,0,1,0,0,0,0,0,-1.5435278538963744,-1.4066460847369302,0.0,1.0884933300315365,-1.6867666087927915,1,34.0,1,1,-1.4166053335831688,-1.4166053335831688
2016-01-26,air_a8533b7a992bb0ca,0,0,0,0,0,1,0,-1.4314502725690497,-1.2580351782062233,0.0,0.8401655008555416,-1.5320916922307266,1,27.0,1,1,-1.239964329392509,-1.239964329392509
