visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,total_area_visitors,total_genre_visitors
2016-01-07,air_4043b7ccfbffa732,0,0,0,0,1,0,0,-0.8736133725284947,-0.9688981652678738,0.0,-0.9408284153351627,-0.6701243753902196,1,52.0,1,1,-1.2731517952205762,-1.273151795220576
2016-01-08,air_4043b7ccfbffa732,1,0,0,0,0,0,0,-0.9445922185525578,-1.1254185650962982,0.0,-0.9664473792440784,-0.8809579977322698,1,41.0,1,1,-0.949983652149361,-0.9499836521493608
2016-01-09,air_4043b7ccfbffa732,0,0,1,0,0,0,0,-1.0510604875886527,-1.1142385365371252,0.0,0.9549749139245974,-1.1035045990933228,1,84.0,1,1,-0.7005635083688475,-0.7005635083688474
2016-01-10,air_4043b7ccfbffa732,0,0,0,1,0,0,0,-0.9682518338939123,-1.0918784794187786,0.0,0.6987852748354406,-0.9863748089032949,1,89.0,1,1,-0.9766897382712431,-0.9766897382712428
2016-01-11,air_4043b7ccfbffa732,0,1,0,0,0,0,0,-0.9919114492352666,-1.0136182795045665,1.0,-0.24911638979443948,-1.0566526830173115,1,89.0,1,1,-1.3263189574999195,-1.3263189574999192
2016-01-14,air_4043b7ccfbffa732,0,0,0,0,1,0,0,-1.1811883719661018,-1.1924987364513373,0.0,0.032692213203633115,-1.2089214102643475,1,15.0,1,1,-1.0918444215490832,-1.091844421549083
2016-01-15,air_4043b7ccfbffa732,1,0,0,0,0,0,0,-1.1930181796367791,-1.2036787650105105,0.0,0.7244042387443562,-1.1737824732073392,1,46.0,1,1,-0.8252735802591042,-0.825273580259104
2016-01-16,air_4043b7ccfbffa732,0,0,1,0,0,0,0,-1.2285076026488106,-1.1365985936554714,0.0,0.44259563574628386,-1.2206343892833504,1,100.0,1,1,-0.6829227909305401,-0.6829227909305399
2016-01-17,air_4043b7ccfbffa732,0,0,0,1,0,0,0,-1.1930181796367791,-1.2148587935696835,0.0,-0.4540681010657649,-1.290912263397367,1,93.0,1,1,-1.2648214564302644,-1.2648214564302642
2016-01-18,air_4043b7ccfbffa732,0,1,0,0,0,0,0,-0.9209326032112035,-1.047158365182086,0.0,-1.4275887296045606,-0.8809579977322698,1,47.0,1,1,-1.5382525767240296,-1.5382525767240294
2016-01-21,air_4043b7ccfbffa732,0,0,0,0,1,0,0,-1.3468056793555825,-1.4049192790756277,0.0,-0.4540681010657649,-1.290912263397367,1,60.0,1,1,-1.0719986144309874,-1.0719986144309872
