visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-01-04,air_c6a164dd4060e960,0,1,0,0,0,0,0,-0.5460969138245366,-0.53680557521666,0.0,0.4345417919142473,-0.6996587541693039,1,8.0,1,1,-1.506120489697476,-1.506120489697476
2016-01-05,air_c6a164dd4060e960,0,0,0,0,0,1,0,-0.6874412941391168,-0.9032916424540425,0.0,-0.9185479493707529,-0.6644434935609922,1,6.0,1,1,-1.3795206730729799,-1.3795206730729799
2016-01-06,air_c6a164dd4060e960,0,0,0,0,0,0,1,-0.6992199924986651,-0.7256014280359178,0.0,-0.7398379835406586,-0.5705361319388276,1,2.0,1,1,-1.3170845061996903,-1.3170845061996903
2016-01-07,air_c6a164dd4060e960,0,0,0,0,1,0,0,-0.8170069760941486,-0.9032916424540425,0.0,-0.9185479493707529,-0.6292282329526804,1,11.0,1,1,-1.2497126739609234,-1.2497126739609234
2016-01-08,air_c6a164dd4060e960,1,0,0,0,0,0,0,-0.8876791662514387,-1.0587705800699017,0.0,-0.9440779444893378,-0.8405197966025507,1,23.0,1,1,-0.9242055431076869,-0.9242055431076869
2016-01-09,air_c6a164dd4060e960,0,0,1,0,0,0,0,-0.993687451487374,-1.047664941668769,0.0,0.9706716894045303,-1.0635497804551912,1,24.0,1,1,-0.6729801760048857,-0.6729801760048857
2016-01-12,air_c6a164dd4060e960,0,0,0,0,0,1,0,-1.0172448482064707,-1.0920874952733,0.0,0.17924184072839822,-1.0283345198468796,1,6.0,1,1,-1.3555826960504143,-1.3555826960504143
2016-01-13,air_c6a164dd4060e960,0,0,0,0,0,0,1,-1.2528188153974378,-1.1809326024823625,0.0,-0.5866580128291491,-1.1457187218745855,1,8.0,1,1,-1.1571689483582217,-1.1571689483582217
2016-01-14,air_c6a164dd4060e960,0,0,0,0,1,0,0,-1.123253133442406,-1.1254044104766985,0.0,0.05159186513547368,-1.1691955622801267,1,3.0,1,1,-1.0670930554382585,-1.0670930554382585
2016-01-15,air_c6a164dd4060e960,1,0,0,0,0,0,0,-1.135031831801954,-1.1365100488778312,0.0,0.740901733337266,-1.1339803016718148,1,38.0,1,1,-0.7985928595562863,-0.7985928595562863
2016-01-16,air_c6a164dd4060e960,0,0,1,0,0,0,0,-1.1703679268805993,-1.0698762184710344,0.0,0.46007178703283214,-1.180933982482897,1,11.0,1,1,-0.655211780689167,-0.655211780689167
2016-01-18,air_c6a164dd4060e960,0,1,0,0,0,0,0,-0.8641217695323421,-0.9810311112619721,0.0,-1.4036178566238662,-0.8405197966025507,1,6.0,1,1,-1.5167321702332524,-1.5167321702332524
2016-01-19,air_c6a164dd4060e960,0,0,0,0,0,1,0,-1.5119501793075016,-1.6251581385276745,0.0,-0.35688805676188495,-1.3452718653216849,1,1.0,1,1,-1.2869769474702781,-1.2869769474702781
2016-01-20,air_c6a164dd4060e960,0,0,0,0,0,0,1,-1.4059418940715664,-1.4474679241095498,0.0,-1.0461979249636773,-1.3452718653216849,1,13.0,1,1,-1.1655595794795333,-1.1655595794795333
2016-01-21,air_c6a164dd4060e960,0,0,0,0,1,0,0,-1.2881549104760828,-1.3364115400982217,0.0,-0.43347804211763963,-1.2513645036995205,1,6.0,1,1,-1.047103610708075,-1.047103610708075
2016-01-22,air_c6a164dd4060e960,1,0,0,0,0,0,0,-1.2763762121165345,-1.158721325680097,0.0,0.33242181143990757,-1.1457187218745855,1,28.0,1,1,-0.7477555062918688,-0.7477555062918688
2016-01-23,air_c6a164dd4060e960,0,0,1,0,0,0,0,-1.3588271006333732,-1.4807848393129481,0.0,-1.3270278712681114,-1.2161492430912086,1,26.0,1,1,-0.6766819250289938,-0.6766819250289938
2016-01-25,air_c6a164dd4060e960,0,1,0,0,0,0,0,-1.6415158612625336,-1.5363130313186122,0.0,0.8685517089301905,-1.8500239340408193,1,5.0,1,1,-1.3770528403902411,-1.3770528403902411
2016-01-26,air_c6a164dd4060e960,0,0,0,0,0,1,0,-1.2881549104760828,-1.3030946248948232,0.0,0.38348180167707746,-1.3570102855244557,1,3.0,1,1,-1.2094870012322825,-1.2094870012322825
2016-01-27,air_c6a164dd4060e960,0,0,0,0,0,0,1,-0.9112365629705356,-1.0143480264653706,0.0,0.40901179679566224,-0.7466124349803861,1,6.0,1,1,-1.062404173341055,-1.062404173341055
2016-01-28,air_c6a164dd4060e960,0,0,0,0,1,0,0,-0.9230152613300839,-0.8810803656517769,0.0,-0.5866580128291491,-1.1457187218745855,1,7.0,1,1,-1.0678334052430802,-1.0678334052430802
2016-01-29,air_c6a164dd4060e960,1,0,0,0,0,0,0,-0.9701300547682774,-1.2586720712902921,0.0,-1.454677846861036,-0.6527050733582216,1,26.0,1,1,-0.9291412084731643,-0.9291412084731643
2016-01-30,air_c6a164dd4060e960,0,0,1,0,0,0,0,-0.9230152613300839,-1.0698762184710344,0.0,-1.0972579152008475,-0.6761819137637627,1,43.0,1,1,-0.6367030355686266,-0.6367030355686266
2016-02-01,air_c6a164dd4060e960,0,1,0,0,0,0,0,-1.0172448482064707,-1.1809326024823625,0.0,-1.1227879103194323,-0.8170429561970095,1,4.0,1,1,-1.4217206119478119,-1.4217206119478119
