visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-01,air_627cabe2fe53f33f,1,0,0,0,0,0,0,0.9279053675530182,0.9317099864906431,0.0,0.9897805418135628,0.8846383636067681,1,6.0,1,1,1.274396680367394,1.2743966803673938
2016-07-02,air_627cabe2fe53f33f,0,0,1,0,0,0,0,1.103156097774813,0.9962933494685879,0.0,1.6236543852039094,1.1859175391923786,1,41.0,1,1,1.4262572403900442,1.426257240390044
2016-07-03,air_627cabe2fe53f33f,0,0,0,1,0,0,0,1.1579219509691236,1.1039322877651623,0.0,1.016191951954827,1.1966775097490072,1,3.0,1,1,-0.46981994324204157,-0.46981994324204174
2016-07-04,air_627cabe2fe53f33f,0,1,0,0,0,0,0,1.2345941454411586,1.2976823766989964,0.0,0.8841349012485048,1.1751575686357494,1,11.0,1,1,-1.2065979712945172,-1.2065979712945172
2016-07-05,air_627cabe2fe53f33f,0,0,0,0,0,1,0,1.2893599986354694,1.3299740581879684,0.0,1.6236543852039094,1.2719973036454097,1,6.0,1,1,-0.5697282064148378,-0.569728206414838
2016-07-07,air_627cabe2fe53f33f,0,0,0,0,1,0,0,1.201734633524572,1.2008073322320796,0.0,2.0198255373228764,1.218197450862265,1,6.0,1,1,-0.19479974243547155,-0.19479974243547168
2016-07-08,air_627cabe2fe53f33f,1,0,0,0,0,0,0,0.9936243913861913,0.8994183050016706,0.0,-1.466480601324032,0.9814780986164284,1,19.0,1,1,1.077486576223192,1.0774865762231918
2016-07-09,air_627cabe2fe53f33f,0,0,1,0,0,0,0,0.708841954775775,0.5119181271340029,0.0,-0.9382523984987429,0.8200785402669942,1,14.0,1,1,1.3677654935870618,1.3677654935870616
2016-07-11,air_627cabe2fe53f33f,0,1,0,0,0,0,0,1.136015609691399,1.2330990137210516,0.0,0.2238496477168934,1.1428776569658625,1,4.0,1,1,-1.2549172403926332,-1.2549172403926332
2016-07-12,air_627cabe2fe53f33f,0,0,0,0,0,1,0,1.125062439052537,0.9532377741499579,0.0,-1.2551893201939164,1.2074374803056365,1,12.0,1,1,-0.5551960954078856,-0.5551960954078857
2016-07-13,air_627cabe2fe53f33f,0,0,0,0,0,0,1,1.0264839033027775,0.7487237913864666,0.0,-1.466480601324032,1.1966775097490072,1,6.0,1,1,-0.48507865979934134,-0.4850786597993415
2016-07-14,air_627cabe2fe53f33f,0,0,0,0,1,0,0,1.0155307326639156,1.1254600754244772,0.0,0.3030838781406867,1.0137580102863153,1,8.0,1,1,-0.2758162612992299,-0.2758162612992301
2016-07-15,air_627cabe2fe53f33f,1,0,0,0,0,0,0,0.8731395143587074,0.8778905173423558,0.0,-1.1495436796288585,0.9707181280597997,1,25.0,1,1,0.8718572054748186,0.8718572054748184
2016-07-16,air_627cabe2fe53f33f,0,0,1,0,0,0,0,1.0045775620250532,0.9209460926609858,0.0,-0.7005497072273628,0.9491981869465415,1,29.0,1,1,1.3107269578847744,1.3107269578847742
2016-07-17,air_627cabe2fe53f33f,0,0,0,1,0,0,0,1.1907814628857099,1.1146961815948195,0.0,-1.2023664999113874,1.1751575686357494,1,18.0,1,1,0.41336910320547726,0.4133691032054771
2016-07-18,air_627cabe2fe53f33f,0,1,0,0,0,0,0,1.1688751216079856,1.1039322877651623,1.0,0.8577234911072404,1.1751575686357494,1,17.0,1,1,-1.0659997973022548,-1.065999797302255
2016-07-20,air_627cabe2fe53f33f,0,0,0,0,0,0,1,1.179828292246848,1.2115712260617364,0.0,2.1254711778879343,1.0890778041827178,1,14.0,1,1,-0.42949333519774924,-0.4294933351977494
2016-07-21,air_627cabe2fe53f33f,0,0,0,0,1,0,0,1.1469687803302613,1.2115712260617364,0.0,1.201071822943678,1.0998377747393469,1,12.0,1,1,-0.2155080006203784,-0.21550800062037856
2016-07-22,air_627cabe2fe53f33f,1,0,0,0,0,0,0,1.179828292246848,1.2976823766989964,0.0,1.6236543852039094,1.0783178336260892,1,22.0,1,1,0.9336186772543653,0.9336186772543651
2016-07-23,air_627cabe2fe53f33f,0,0,1,0,0,0,0,1.0702965858582263,1.1362239692541347,0.0,1.518008744638852,1.0998377747393469,1,14.0,1,1,1.2398829167258825,1.2398829167258822
2016-07-25,air_627cabe2fe53f33f,0,1,0,0,0,0,0,0.982671220747329,0.7487237913864666,0.0,-1.466480601324032,1.1751575686357494,1,4.0,1,1,-1.1150456719507185,-1.1150456719507185
2016-07-26,air_627cabe2fe53f33f,0,0,0,0,0,1,0,0.9059990262752939,0.6626126407492069,0.0,-1.413657781041503,1.0460379219562022,1,2.0,1,1,-0.4062419575866258,-0.4062419575866259
2016-07-27,air_627cabe2fe53f33f,0,0,0,0,0,0,1,1.0812497564970882,0.9747655618092731,0.0,0.5936093896945956,1.1536376275224918,1,13.0,1,1,-0.2089685506672499,-0.20896855066725006
