visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,total_area_visitors,total_genre_visitors
2016-01-02,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-0.8117559970255346,-0.5989122470704185,1.0,-0.09002691944930054,-0.9932611149007406,1,46.0,1,1,-1.8210778296489347,-1.8210778296489347
2016-01-03,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-0.6161521423205865,-0.50440932840053,1.0,0.7128674384794338,-0.6675678330668435,1,48.0,1,1,-1.6842074694547662,-1.6842074694547662
2016-01-04,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-0.5931399241200044,-0.4099064097306416,0.0,0.0354253239770642,-0.7001371612502332,1,22.0,1,1,-1.4860252936345855,-1.4860252936345855
2016-01-05,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-0.9613354153293183,-0.9887367865837089,0.0,-1.319458905027675,-0.8521273594393852,1,9.0,1,1,-1.3555150802895883,-1.3555150802895883
2016-01-06,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-0.8462743243264077,-1.0241753810849172,0.0,-1.0936448668602183,-0.6892807185224367,1,23.0,1,1,-1.2911503941759739,-1.2911503941759739
2016-01-07,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-0.8117559970255346,-0.8824210030800842,0.0,-0.24056961156093834,-0.7109936039780299,1,19.0,1,1,-1.2216975905830223,-1.2216975905830223
2016-01-08,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-1.0303720699310648,-0.9651110569162369,0.0,-1.269278007657129,-0.906409573078368,1,38.0,1,1,-0.8861362428207393,-0.8861362428207393
2016-01-09,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-1.064890397231938,-1.0596139755861254,0.0,0.3114202595150665,-1.0692562139953166,1,60.0,1,1,-0.62715106312248,-0.62715106312248
2016-01-10,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-1.076396506332229,-0.8351695437451399,0.0,0.16087756740342893,-1.1235384276342995,1,43.0,1,1,-0.9138664830831267,-0.9138664830831267
2016-01-11,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-0.9843476335299004,-0.9532981920825007,1.0,-0.4162027523578489,-1.0258304430841305,1,25.0,1,1,-1.27690366523383,-1.27690366523383
2016-01-12,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-0.9498293062290273,-1.0359882459186533,0.0,-0.7172881365811242,-0.8738402448949785,1,39.0,1,1,-1.3308377105148035,-1.3308377105148035
2016-01-13,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-1.1569392700342662,-1.1068654349210696,0.0,0.08560622134761015,-1.1452513130898927,1,31.0,1,1,-1.1262953878454514,-1.1262953878454514
2016-01-14,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-1.2950125792377591,-1.1186782997548057,0.0,0.13578711871815585,-1.3080979540068414,1,30.0,1,1,-1.033437243847549,-1.033437243847549
2016-01-15,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-1.3755553429397966,-1.4139999205982074,0.0,-0.9180117260633078,-1.1995335267288756,1,44.0,1,1,-0.7566436529716097,-0.7566436529716097
2016-01-16,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-1.3870614520400875,-1.2131812184246944,0.0,0.9888623740174362,-1.4275188240126035,1,47.0,1,1,-0.6088338401968665,-0.6088338401968665
2016-01-17,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-1.225975924636013,-1.3903741909307354,0.0,-1.3947302510834938,-1.1235384276342995,1,32.0,1,1,-1.2130477908681492,-1.2130477908681492
2016-01-18,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-0.9153109789281542,-0.8706081382463482,0.0,-0.7925594826369431,-0.9932611149007406,1,37.0,1,1,-1.4969647462151603,-1.4969647462151603
2016-01-19,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-1.5481469794441625,-1.7447601359428175,0.0,-0.46638364972839474,-1.188677084001079,1,45.0,1,1,-1.2601128775520174,-1.2601128775520174
2016-01-20,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-1.3870614520400875,-1.3785613260969993,0.0,0.5372342976825232,-1.2212464121844686,1,27.0,1,1,-1.1349451875603245,-1.1349451875603245
2016-01-21,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-1.248988142836595,-1.4139999205982074,0.0,-0.867830828692762,-1.1452513130898927,1,32.0,1,1,-1.0128303680562336,-1.0128303680562336
2016-01-22,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-1.064890397231938,-1.16592975908975,0.0,-0.24056961156093834,-0.9281224585339612,1,42.0,1,1,-0.7042360429344374,-0.7042360429344374
2016-01-23,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-1.3065186883380502,-1.4139999205982074,0.0,-0.7674690339516701,-1.0909690994509098,1,57.0,1,1,-0.6309671512319829,-0.6309671512319829
2016-01-24,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-1.9738730161549318,-2.2763390534609407,0.0,-0.44129320104312186,-1.6120783503851455,1,30.0,1,1,-1.328293651775135,-1.328293651775135
2016-01-25,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-1.789775270550275,-1.6502572172729288,0.0,0.38669160557088533,-1.9811974031302286,1,32.0,1,1,-1.3529710215499198,-1.3529710215499198
2016-01-26,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-1.2144698155357216,-1.354935596429527,0.0,-1.319458905027675,-1.1995335267288756,1,26.0,1,1,-1.1802294331264247,-1.1802294331264247
2016-01-27,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-0.9958537426301916,-0.9769239217499729,0.0,0.110696670032883,-1.036686885811927,1,30.0,1,1,-1.0286035322421787,-1.0286035322421787
2016-01-28,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-1.0188659608307737,-1.0714268404198612,0.0,-1.1940066616013103,-1.0692562139953166,1,8.0,1,1,-1.0342004614694496,-1.0342004614694496
2016-01-29,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-0.8002498879252435,-1.3076841370945829,0.0,-1.3947302510834938,-0.36358743668853954,1,43.0,1,1,-0.8912243603000765,-0.8912243603000765
2016-01-30,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-0.8002498879252435,-1.1068654349210696,0.0,-1.3947302510834938,-0.7218500467058264,1,65.0,1,1,-0.5897533996493523,-0.5897533996493523
2016-01-31,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-1.064890397231938,-1.1304911645885416,0.0,-0.46638364972839474,-1.0692562139953166,1,9.0,1,1,-1.1446126107710648,-1.1446126107710648
2016-02-01,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-0.9153109789281542,-1.0950525700873337,0.0,-1.0936448668602183,-0.6458549476112504,1,4.0,1,1,-1.3990184847379208,-1.3990184847379208
2016-02-02,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-1.099408724532811,-1.2840584074271106,0.0,-0.6921976878958513,-1.0258304430841305,1,11.0,1,1,-1.2509542660892106,-1.2509542660892106
2016-02-03,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-1.2144698155357216,-1.189555488757222,0.0,0.4117820542561584,-1.2212464121844686,1,11.0,1,1,-1.176158939142955,-1.176158939142955
2016-02-04,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-1.1454331609339754,-1.0478011107523892,0.0,0.13578711871815585,-1.2429592976400619,1,5.0,1,1,-1.1385068697958605,-1.1385068697958605
2016-02-05,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-1.1569392700342662,-1.0596139755861254,0.0,-0.06493647076402768,-1.134394870362096,1,47.0,1,1,-0.7645302350645823,-0.7645302350645823
2016-02-06,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-1.2950125792377591,-1.343122731595791,0.0,-0.5918358931547595,-1.1126819849065028,1,45.0,1,1,-0.5414162835956496,-0.5414162835956496
2016-02-07,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-1.4100736702406698,-1.4258127854319436,0.0,-0.11511736813457361,-1.2646721830956549,1,22.0,1,1,-1.1519903811161036,-1.1519903811161036
2016-02-08,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-1.225975924636013,-1.142304029422278,0.0,0.4117820542561584,-1.3732366103736207,1,8.0,1,1,-1.3476284981966158,-1.3476284981966158
2016-02-09,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-0.9153109789281542,-0.9060467327475565,0.0,0.2863298108297937,-1.0801126567231134,1,6.0,1,1,-1.1298570700809873,-1.1298570700809873
2016-02-10,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-1.1684453791345575,-1.0359882459186533,0.0,1.1394050661290738,-1.188677084001079,1,41.0,1,1,-0.8059983925211798,-0.8059983925211798
2016-02-11,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-1.1339270518336844,-0.9651110569162369,1.0,1.1143146174438008,-1.2429592976400619,1,11.0,1,1,-0.8792672842236342,-0.8792672842236342
2016-02-12,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-0.6851887969223328,-0.6225379767378907,0.0,-0.9431021747485808,-1.0475433285397235,1,19.0,1,1,-0.823043586076959,-0.823043586076959
2016-02-13,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-0.2824749784121456,-0.6343508415716268,0.0,-1.3947302510834938,0.016388058784340537,1,53.0,1,1,-0.6332568040976846,-0.6332568040976846
2016-02-14,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-0.20193221471010825,-0.23271343722460047,0.0,-0.7674690339516701,-0.11388925394921844,1,21.0,1,1,-1.1695443864198167,-1.1695443864198167
2016-02-15,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-1.1109148336331023,-1.2368069480921664,0.0,0.2612393621445206,-1.0801126567231134,1,43.0,1,1,-1.3511901804321518,-1.3511901804321518
2016-02-16,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-1.2950125792377591,-1.354935596429527,0.0,0.5121438489972501,-1.3515237249180274,1,23.0,1,1,-1.1906600739590658,-1.1906600739590658
2016-02-17,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-1.1109148336331023,-1.2368069480921664,0.0,0.01033487529179112,-1.1452513130898927,1,11.0,1,1,-1.0217345736450736,-1.0217345736450736
2016-02-18,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-1.283506470137468,-1.0950525700873337,0.0,1.2146764121848928,-1.416662381284807,1,6.0,1,1,-1.0314019968558141,-1.0314019968558141
2016-02-19,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-0.8347682152261167,-0.681602300906571,0.0,0.16087756740342893,-1.1018255421787064,1,39.0,1,1,-0.7123770309013768,-0.7123770309013768
2016-02-20,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-0.7772376697246614,-1.2722455425933747,0.0,-1.3947302510834938,-0.33101810850514984,1,39.0,1,1,-0.7464674180129355,-0.7464674180129355
2016-02-21,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-0.9498293062290273,-1.000549651417445,0.0,0.8383196819057985,-0.8738402448949785,1,30.0,1,1,-1.1151015293909097,-1.1151015293909097
2016-02-22,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-1.1224209427333933,-1.2368069480921664,0.0,-0.46638364972839474,-1.1452513130898927,1,11.0,1,1,-1.3382154808598423,-1.3382154808598423
2016-02-23,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-0.9958537426301916,-1.16592975908975,0.0,-1.3445493537129478,-0.8738402448949785,1,17.0,1,1,-1.1219704879880148,-1.1219704879880148
2016-02-24,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-1.1339270518336844,-1.3667484612632632,0.0,-1.1689162129160373,-0.884696687622775,1,13.0,1,1,-1.0779582717917486,-1.0779582717917486
2016-02-25,air_3c05c8f26c611eb9,0,0,0,0,1,0,0,-1.2720003610371768,-1.3076841370945829,0.0,0.110696670032883,-1.1778206412732823,1,10.0,1,1,-0.9736518634653377,-0.9736518634653377
2016-02-26,air_3c05c8f26c611eb9,1,0,0,0,0,0,0,-1.2720003610371768,-1.0359882459186533,0.0,0.3365107082003396,-1.4275188240126035,1,42.0,1,1,-0.5635495946307661,-0.5635495946307661
2016-02-27,air_3c05c8f26c611eb9,0,0,1,0,0,0,0,-1.0418781790313556,-0.681602300906571,0.0,-0.2656600602462112,-1.0692562139953166,1,31.0,1,1,-0.3953873119386744,-0.3953873119386744
2016-02-28,air_3c05c8f26c611eb9,0,0,0,1,0,0,0,-0.8347682152261167,-0.6579765712390988,0.0,0.9386814766468904,-0.9172660158061647,1,24.0,1,1,-0.9789943868186417,-0.9789943868186417
2016-02-29,air_3c05c8f26c611eb9,0,1,0,0,0,0,0,-1.0879026154325202,-1.2249940832584303,0.0,-1.0434639694896728,-1.0475433285397235,1,12.0,1,1,-1.2903871765540733,-1.2903871765540733
2016-03-01,air_3c05c8f26c611eb9,0,0,0,0,0,1,0,-1.4445919975415429,-1.5675671634367765,0.0,-0.44129320104312186,-1.1778206412732823,1,5.0,1,1,-1.1812470566222921,-1.1812470566222921
2016-03-02,air_3c05c8f26c611eb9,0,0,0,0,0,0,1,-1.1799514882348485,-0.9060467327475565,0.0,0.7379578871647067,-1.340667282190231,1,8.0,1,1,-1.0512456550252287,-1.0512456550252287
