visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Fukuoka-ken Yame-shi Motomachi,total_area_visitors,total_genre_visitors
2016-07-01,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.114148732343113,1.0733742289708692,0.0,0.24468223210280493,0.9559614933531189,1,12.0,1,1,1.330635741438351,1.330635741438351
2016-07-02,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.156690890403398,0.9362836256917827,0.0,-1.2060774089584863,1.431796882903539,1,5.0,1,1,1.481739109066712,1.481739109066712
2016-07-04,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.263046285554111,1.1682831081640832,0.0,0.0072851999291392525,1.3913002540056312,1,10.0,1,1,-1.1379884153417406,-1.1379884153417406
2016-07-05,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.3162239831294675,1.3370100045075735,0.0,1.2470252568360605,1.2394378956384757,1,8.0,1,1,-0.5042941487089245,-0.5042941487089245
2016-07-06,air_b2dcec37b83e2494,0,0,0,0,0,0,1,1.3374950621596104,1.35810086655051,0.0,1.5635546330676153,1.2191895811895217,1,10.0,1,1,-0.06761264608916316,-0.06761264608916318
2016-07-07,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.1992330484636835,1.1471922461211463,0.0,0.4557018162571745,1.0572030655978892,1,3.0,1,1,-0.13123511666952575,-0.13123511666952575
2016-07-08,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.7950825468909737,0.44064836768277804,0.0,-1.4170969931128556,1.1078238517202743,1,5.0,1,1,1.1347074513556434,1.1347074513556434
2016-07-09,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.1779619694335408,1.052283366927933,0.0,-0.8367931366883392,1.1483204806181824,1,8.0,1,1,1.4235390081380848,1.423539008138085
2016-07-10,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.114148732343113,0.9257381946703144,0.0,-1.2588323049970787,1.350803625107723,1,15.0,1,1,-0.2523347055582841,-0.2523347055582841
2016-07-11,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.0609710347677563,0.6621024191336097,0.0,-1.3643420970742632,1.3406794678832459,1,20.0,1,1,-1.1860667595871281,-1.1860667595871281
2016-07-12,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.1779619694335408,0.8624656085415054,0.0,-1.2588323049970787,1.4419210401280163,1,10.0,1,1,-0.48983449630429665,-0.4898344963042967
2016-07-13,air_b2dcec37b83e2494,0,0,0,0,0,0,1,1.0184288767074712,0.5250118158545236,0.0,-1.4170969931128556,1.2900586817608608,1,4.0,1,1,-0.42006667345196724,-0.4200666734519673
2016-07-14,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.156690890403398,1.0417379359064647,0.0,0.2974371281413974,1.1280721661692283,1,8.0,1,1,-0.21184767882532607,-0.2118476788253261
2016-07-15,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.9865222581622572,0.9257381946703144,0.0,1.3525350489132455,1.047078908373412,1,28.0,1,1,0.9301033698301592,0.9301033698301592
2016-07-16,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.0503354952526849,1.052283366927933,0.0,-0.9159254807462279,0.9660856505775961,1,11.0,1,1,1.3667848724499205,1.3667848724499205
2016-07-17,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.1460553508883269,0.999556211820592,0.0,-0.23011183224452667,1.2394378956384757,1,17.0,1,1,0.47390133646415017,0.4739013364641502
2016-07-18,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.1354198113732554,1.1471922461211463,1.0,1.2734027048553567,1.0572030655978892,1,10.0,1,1,-0.9980912783269659,-0.998091278326966
2016-07-19,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.263046285554111,1.3686462975719784,0.0,1.4580448409904303,1.1078238517202743,1,10.0,1,1,-0.82891334519282,-0.82891334519282
2016-07-20,air_b2dcec37b83e2494,0,0,0,0,0,0,1,1.156690890403398,1.2948282804217008,0.0,-0.2828667282831191,1.2191895811895217,1,3.0,1,1,-0.36475850300426566,-0.3647585030042657
2016-07-21,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.1992330484636835,1.3686462975719784,0.0,1.7218193211833923,1.1381963233937054,1,12.0,1,1,-0.15184012134612043,-0.15184012134612046
2016-07-22,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.0609710347677563,1.189373970207019,0.0,1.1678929127781723,0.9559614933531189,1,24.0,1,1,0.9915568925498275,0.9915568925498276
2016-07-23,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.263046285554111,1.3686462975719784,0.0,1.3525350489132455,0.9762098078020729,1,16.0,1,1,1.2962940669773597,1.2962940669773597
2016-07-24,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.3481306016746815,1.4530097457437237,0.0,0.7722311924887292,1.2495620528629525,1,17.0,1,1,-0.4262120257239341,-0.42621202572393413
2016-07-25,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.25241074603904,1.3475554355290418,0.0,0.48207926427647085,1.3001828389853376,1,19.0,1,1,-1.0468926051925849,-1.046892605192585
2016-07-26,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.25241074603904,1.3370100045075735,0.0,0.7194762964501366,1.1685687950671366,1,9.0,1,1,-0.3416230591568611,-0.34162305915686114
2016-07-27,air_b2dcec37b83e2494,0,0,0,0,0,0,1,1.3162239831294675,1.379191728593447,0.0,1.7745742172219845,1.1381963233937054,1,2.0,1,1,-0.1453332777640379,-0.14533327776403793
2016-07-28,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.3481306016746815,1.4530097457437237,0.0,0.8777409845659137,1.2293137384139985,1,16.0,1,1,0.07192299961549568,0.07192299961549568
2016-07-29,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.3055884436143965,1.516282331872533,0.0,0.6139665043729519,1.2698103673119068,1,8.0,1,1,1.2294181746059558,1.2294181746059558
2016-07-30,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.3055884436143965,1.3686462975719784,0.0,0.8249860885273214,1.1584446378426594,1,9.0,1,1,1.343649428602516,1.343649428602516
2016-07-31,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.3055884436143965,1.5690094869798739,0.0,0.9304958806045063,1.1888171095160907,1,17.0,1,1,-0.3828330685100505,-0.38283306851005056
2016-08-02,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.326859522644539,1.463555176765192,0.0,1.2734027048553567,1.1786929522916134,1,2.0,1,1,-0.756253591859565,-0.7562535918595651
2016-08-04,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.2098685879787545,1.4424643147222553,0.0,0.6930988484308404,1.1786929522916134,1,9.0,1,1,-0.1973880264206982,-0.19738802642069822
2016-08-05,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.1247842718581844,1.410828021657851,0.0,0.7722311924887292,1.1483204806181824,1,11.0,1,1,0.8252708898966071,0.8252708898966072
2016-08-06,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.0716065742828278,1.3897371596149144,0.0,0.5612116083343593,1.1078238517202743,1,17.0,1,1,0.589578555701173,0.5895785557011731
2016-08-07,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.2311396670088974,1.3053737114431692,0.0,0.4293243682378784,1.1483204806181824,1,13.0,1,1,-0.5747849541814853,-0.5747849541814853
2016-08-08,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.3374950621596104,1.516282331872533,0.0,0.9568733286238024,1.2596862100874298,1,9.0,1,1,-1.0815957709636919,-1.0815957709636919
2016-08-10,air_b2dcec37b83e2494,0,0,0,0,0,0,1,1.4119438387651095,1.5584640559584055,0.0,1.7218193211833923,1.2495620528629525,1,13.0,1,1,0.7052557749381959,0.705255774938196
2016-08-11,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.4438504573103235,1.6322820731086831,1.0,1.7218193211833923,1.1685687950671366,1,16.0,1,1,0.40304903968147365,0.4030490396814737
2016-08-12,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.4544859968253947,1.6322820731086831,0.0,1.6954418731640963,1.1685687950671366,1,21.0,1,1,-0.018088336603312747,-0.018088336603312754
2016-08-13,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.4544859968253947,1.5479186249369372,1.0,1.4316673929711343,1.2900586817608608,1,24.0,1,1,0.1434982790184036,0.1434982790184036
2016-08-14,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.4651215363404662,1.5584640559584055,1.0,1.2734027048553567,1.401424411230108,1,11.0,1,1,-0.8654239675145053,-0.8654239675145053
2016-08-15,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.433214917795252,1.4424643147222553,1.0,0.5084567122957669,1.431796882903539,1,6.0,1,1,-1.3772956626383315,-1.3772956626383317
2016-08-16,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.25241074603904,1.189373970207019,0.0,-0.6257735525339697,1.3710519395566771,1,13.0,1,1,-1.2627029173316557,-1.262702917331656
2016-08-17,air_b2dcec37b83e2494,0,0,0,0,0,0,1,1.3162239831294675,1.4319188837007877,0.0,1.5107997370290225,1.1888171095160907,1,1.0,1,1,-0.7736051747451184,-0.7736051747451185
2016-08-18,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.358766141189753,1.5373731939154696,0.0,0.7986086405080253,1.2293137384139985,1,9.0,1,1,-0.5053786226392716,-0.5053786226392717
2016-08-19,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.390672759734967,1.4424643147222553,0.0,0.9568733286238024,1.320431153434292,1,7.0,1,1,0.7894832501951532,0.7894832501951533
2016-08-20,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.3481306016746815,1.4846460388081286,0.0,1.6163095291062075,1.2293137384139985,1,12.0,1,1,0.6752519961985931,0.6752519961985931
2016-08-21,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.4119438387651095,1.5057369008510646,0.0,0.7194762964501366,1.1685687950671366,1,14.0,1,1,-0.7616759615113005,-0.7616759615113005
2016-08-22,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.390672759734967,1.4319188837007877,0.0,1.5107997370290225,1.2394378956384757,1,14.0,1,1,-1.9166406973309507,-1.9166406973309509
2016-08-25,air_b2dcec37b83e2494,0,0,0,0,1,0,0,1.4119438387651095,1.6111912110657465,0.0,0.27105968012210124,1.1888171095160907,1,8.0,1,1,-0.2577570752100195,-0.25775707521001956
2016-08-26,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.2736818250691826,1.4319188837007877,0.0,0.6139665043729519,1.2698103673119068,1,10.0,1,1,1.079037789597826,1.0790377895978263
2016-08-29,air_b2dcec37b83e2494,0,1,0,0,0,0,0,0.46538082192376296,0.1875580231675413,0.0,-0.9686803767848202,0.6218643049453769,1,11.0,1,1,-1.3628360102337036,-1.3628360102337038
2016-08-30,air_b2dcec37b83e2494,0,0,0,0,0,1,0,0.667456072710118,0.6515569881121418,0.0,-0.01909224809015709,0.4902502610271757,1,9.0,1,1,-0.5939439936176173,-0.5939439936176173
2016-08-31,air_b2dcec37b83e2494,0,0,0,0,0,0,1,0.9227090210718293,0.7781021603697599,0.0,0.9568733286238024,0.9154648644552109,1,2.0,1,1,-0.1771445130542192,-0.17714451305421922
2016-09-01,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.9439801001019718,0.8097384534341645,0.0,-1.3115872010356708,1.0673272228223663,1,1.0,1,1,-0.5588793365363947,-0.5588793365363948
2016-09-12,air_b2dcec37b83e2494,0,1,0,0,0,0,0,0.6461849936799755,0.33519405746809616,0.0,-1.4170969931128556,0.8749682355573026,1,13.0,1,1,-1.254027125888879,-1.254027125888879
2016-09-13,air_b2dcec37b83e2494,0,0,0,0,0,1,0,0.8482602444663302,0.7253750052624189,0.0,-0.3092441763024152,0.9559614933531189,1,10.0,1,1,-0.7530001700685237,-0.7530001700685238
2016-09-15,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.9333445605869007,0.957374487734719,0.0,-0.5730186564953772,1.0572030655978892,1,8.0,1,1,-0.05676790678569227,-0.05676790678569228
2016-09-16,air_b2dcec37b83e2494,1,0,0,0,0,0,0,1.0609710347677563,1.1155559530567418,0.0,0.11279499200632392,1.0369547511489352,1,10.0,1,1,0.8505752816047059,0.850575281604706
2016-09-17,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.1247842718581844,1.1788285391855506,0.0,0.5084567122957669,1.047078908373412,1,19.0,1,1,1.2977400322178225,1.2977400322178225
2016-09-18,air_b2dcec37b83e2494,0,0,0,1,0,0,0,0.9014379420416867,0.6093752640262687,0.0,-1.3907195450935597,1.1685687950671366,1,9.0,1,1,0.15831942273314714,0.15831942273314714
2016-09-19,air_b2dcec37b83e2494,0,1,0,0,0,0,0,0.7844470073759022,0.3246486264466278,1.0,-1.4170969931128556,0.9762098078020729,1,7.0,1,1,-1.2569190563698045,-1.2569190563698047
2016-09-20,air_b2dcec37b83e2494,0,0,0,0,0,1,0,0.4547452824086919,0.03992198886698685,0.0,-1.4170969931128556,0.7636025060880556,1,9.0,1,1,-1.7250503029696316,-1.7250503029696318
2016-09-21,air_b2dcec37b83e2494,0,0,0,0,0,0,1,0.60364283561969,0.5039209538115869,0.0,0.7986086405080253,0.6319884621698542,1,23.0,1,1,0.3593085911574744,0.35930859115747443
2016-09-22,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.5717362170744761,0.30355776440369153,1.0,-1.3115872010356708,0.7129817199656704,1,14.0,1,1,-0.28486892346869674,-0.2848689234686968
2016-09-23,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.7950825468909737,0.8202838844556325,0.0,0.9568733286238024,0.7433541916391012,1,6.0,1,1,0.18073188396032033,0.18073188396032033
2016-09-24,air_b2dcec37b83e2494,0,0,1,0,0,0,0,0.9014379420416867,0.9257381946703144,0.0,1.0887605687202835,0.7636025060880556,1,16.0,1,1,1.0786762982877105,1.0786762982877105
2016-09-25,air_b2dcec37b83e2494,0,0,0,1,0,0,0,0.9546156396170432,0.946829056713251,0.0,-0.33562162432171155,0.8952165500062566,1,10.0,1,1,-0.36548148562449706,-0.3654814856244971
2016-09-26,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.1673264299184694,1.2948282804217008,0.0,0.3238145761606935,1.0875755372713203,1,10.0,1,1,-1.0331559354081885,-1.0331559354081885
2016-09-27,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.1247842718581844,1.2948282804217008,0.0,-0.07184714412874954,1.006582279475504,1,9.0,1,1,-0.42982693882509104,-0.4298269388250911
2016-09-29,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.7738114678608311,0.35628491951103247,0.0,-1.4170969931128556,1.0167064366999812,1,8.0,1,1,-0.20100293952185516,-0.2010029395218552
2016-09-30,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.8695313234964727,0.7253750052624189,0.0,-1.3379646490549673,1.0167064366999812,1,7.0,1,1,1.1448292080388829,1.1448292080388829
2016-10-01,air_b2dcec37b83e2494,0,0,1,0,0,0,0,1.0396999557376139,0.9890107807991236,0.0,-0.7840382406497469,1.1786929522916134,1,11.0,1,1,1.1777249172594113,1.1777249172594113
2016-10-02,air_b2dcec37b83e2494,0,0,0,1,0,0,0,1.0396999557376139,1.2104648322499558,0.0,0.9304958806045063,1.0369547511489352,1,9.0,1,1,-0.41970518214185154,-0.4197051821418516
2016-10-03,air_b2dcec37b83e2494,0,1,0,0,0,0,0,1.0184288767074712,1.105010522035274,0.0,-0.5202637604567849,1.0167064366999812,1,6.0,1,1,-1.465861033616677,-1.4658610336166773
2016-10-04,air_b2dcec37b83e2494,0,0,0,0,0,1,0,1.1035131928280415,0.9890107807991236,0.0,-0.8631705847076354,1.1786929522916134,1,23.0,1,1,-0.651421111926013,-0.651421111926013
2016-10-06,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.8163536259211162,0.7886475913912282,0.0,0.8513635365466176,0.9154648644552109,1,9.0,1,1,-0.35969762466264593,-0.359697624662646
2016-10-07,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.8801668630115442,0.9362836256917827,0.0,0.2974371281413974,0.8648440783328258,1,8.0,1,1,0.7750235977905253,0.7750235977905254
2016-10-08,air_b2dcec37b83e2494,0,0,1,0,0,0,0,0.8057180864060451,0.7253750052624189,0.0,-1.2060774089584863,0.9357131789041649,1,23.0,1,1,1.0179457581882734,1.0179457581882734
2016-10-09,air_b2dcec37b83e2494,0,0,0,1,0,0,0,0.3802965058031928,0.30355776440369153,0.0,0.5875890563536555,0.37888453155792845,1,6.0,1,1,0.3256898993167146,0.3256898993167146
2016-10-10,air_b2dcec37b83e2494,0,1,0,0,0,0,0,0.2845766501675508,0.2719214713392869,1.0,1.3789124969325415,0.29789127376211216,1,10.0,1,1,-0.7464933264864412,-0.7464933264864412
2016-10-11,air_b2dcec37b83e2494,0,0,0,0,0,1,0,0.32711880822783623,0.40901207461837336,0.0,-0.01909224809015709,0.24727048763972703,1,6.0,1,1,-1.1238902542472282,-1.1238902542472284
2016-10-13,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.2207634130771232,0.018831126824050547,0.0,-1.3907195450935597,0.23714633041525005,1,6.0,1,1,-0.4070529862878022,-0.4070529862878022
2016-10-14,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.21012787356205173,0.20864888521047797,0.0,-0.7840382406497469,0.29789127376211216,1,11.0,1,1,0.9261269654188865,0.9261269654188865
