visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-01-06,air_401b39f97e56b939,0,0,0,0,0,0,1,-0.7175951649089038,-0.7452013985170188,0.0,-0.7686538920170758,-0.5870101847296589,1,6.0,1,1,-1.312033432500246,-1.312033432500246
2016-01-08,air_401b39f97e56b939,1,0,0,0,0,0,0,-0.9051952219266322,-1.0757594853172485,0.0,-0.9737252236621233,-0.8556630254124539,1,10.0,1,1,-0.9198475035320159,-0.9198475035320159
2016-01-09,air_401b39f97e56b939,0,0,1,0,0,0,0,-1.0107202539991045,-1.0647408824239075,0.0,0.9488185105101985,-1.0775936329330233,1,23.0,1,1,-0.6690652951842406,-0.6690652951842406
2016-01-10,air_401b39f97e56b939,0,0,0,1,0,0,0,-0.9286452290538484,-1.0427036766372255,0.0,0.6924793459538889,-0.9607880500274604,1,27.0,1,1,-0.9466994295731824,-0.9466994295731824
2016-01-11,air_401b39f97e56b939,0,1,0,0,0,0,0,-0.9520952361810643,-0.9655734563838386,1.0,-0.25597556290445656,-1.0308713997707983,1,26.0,1,1,-1.2982379475616652,-1.2982379475616652
2016-01-12,air_401b39f97e56b939,0,0,0,0,0,1,0,-1.0341702611263206,-1.1088152939972713,0.0,0.15416710038563888,-1.0425519580613547,1,7.0,1,1,-1.3504637119720073,-1.3504637119720073
2016-01-15,air_401b39f97e56b939,1,0,0,0,0,0,0,-1.1514202967624008,-1.1528897055706353,0.0,0.7181132624095198,-1.1476769826763613,1,10.0,1,1,-0.7944563993581283,-0.7944563993581283
2016-01-16,air_401b39f97e56b939,0,0,1,0,0,0,0,-1.1865953074532247,-1.0867780882105895,0.0,0.4361401813975794,-1.1943992158385863,1,21.0,1,1,-0.6513282431203509,-0.6513282431203509
2016-01-17,air_401b39f97e56b939,0,0,0,1,0,0,0,-1.1514202967624008,-1.1639083084639763,0.0,-0.4610468945495042,-1.2644825655819243,1,30.0,1,1,-1.2364046132833826,-1.2364046132833826
2016-01-18,air_401b39f97e56b939,0,1,0,0,0,0,0,-0.8817452147994163,-0.9986292650638615,0.0,-1.4351357198634807,-0.8556630254124539,1,5.0,1,1,-1.5113289202736746,-1.5113289202736746
2016-01-19,air_401b39f97e56b939,0,0,0,0,0,1,0,-1.5266204107978574,-1.6377082328776391,0.0,-0.3841451451826114,-1.3579270319063745,1,8.0,1,1,-1.281978983169766,-1.281978983169766
2016-01-20,air_401b39f97e56b939,0,0,0,0,0,0,1,-1.421095378725385,-1.4614105865841833,0.0,-1.076260889484647,-1.3579270319063745,1,4.0,1,1,-1.160775794066519,-1.160775794066519
2016-01-22,air_401b39f97e56b939,1,0,0,0,0,0,0,-1.2921203395256968,-1.1749269113573175,0.0,0.30797059911942454,-1.1593575409669177,1,12.0,1,1,-0.7437087226197769,-0.7437087226197769
2016-01-23,air_401b39f97e56b939,0,0,1,0,0,0,0,-1.374195364470953,-1.494466395264206,0.0,-1.3582339704965878,-1.2294408907102554,1,26.0,1,1,-0.6727605143642177,-0.6727605143642177
2016-01-24,air_401b39f97e56b939,0,0,0,1,0,0,0,-1.86664551414249,-1.891136099424482,0.0,0.3592384320306865,-1.7317048972041762,1,25.0,1,1,-1.3480002325186893,-1.3480002325186893
2016-01-25,air_401b39f97e56b939,0,1,0,0,0,0,0,-1.6555954499975456,-1.549559409730911,0.0,0.8462828446876746,-1.8601910384002955,1,9.0,1,1,-1.3718959832158741,-1.3718959832158741
2016-01-26,air_401b39f97e56b939,0,0,0,0,0,1,0,-1.3038453430893049,-1.3181687489707503,0.0,0.3592384320306865,-1.3696075901969311,1,10.0,1,1,-1.2046257283355801,-1.2046257283355801
