visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-01,air_4beac252540f865e,1,0,0,0,0,0,0,0.8869478080514782,0.8937390319043822,0.0,0.9877385615094049,0.8443958303635758,1,47.0,1,1,1.3685478208133424,1.3685478208133424
2016-07-02,air_4beac252540f865e,0,0,1,0,0,0,0,1.060597971260845,0.9576501604657229,0.0,1.6232807994779224,1.1436925859329197,1,61.0,1,1,1.5353850444478336,1.5353850444478336
2016-07-03,air_4beac252540f865e,0,0,0,1,0,0,0,1.114863647263772,1.0641687080679572,0.0,1.0142194880914264,1.1543817557746818,1,30.0,1,1,-0.5476854582995603,-0.5476854582995603
2016-07-04,air_4beac252540f865e,0,1,0,0,0,0,0,1.19083559366787,1.255902093751979,0.0,0.8818148551813185,1.1330034160911573,1,4.0,1,1,-1.3571253854066143,-1.3571253854066143
2016-07-05,air_4beac252540f865e,0,0,0,0,0,1,0,1.245101269670797,1.2878576580326488,0.0,1.6232807994779224,1.2292059446670176,1,23.0,1,1,-0.6574467896380415,-0.6574467896380415
2016-07-06,air_4beac252540f865e,0,0,0,0,0,0,1,1.1365699176649429,1.0215612890270633,0.0,1.3055096804936637,1.2505842843505426,1,46.0,1,1,-0.17529519597664042,-0.17529519597664042
2016-07-07,air_4beac252540f865e,0,0,0,0,1,0,0,1.1582761880661137,1.1600354009099683,0.0,2.020494698208246,1.1757600954582061,1,24.0,1,1,-0.24554244803326838,-0.24554244803326838
2016-07-08,air_4beac252540f865e,1,0,0,0,0,0,0,0.9520666192549909,0.8617834676237119,0.0,-1.474987610618602,0.9405983589394361,1,53.0,1,1,1.152218215048045,1.152218215048045
2016-07-09,air_4beac252540f865e,0,0,1,0,0,0,0,0.6698851040397699,0.47831669625566886,0.0,-0.9453690789781704,0.780260811313002,1,43.0,1,1,1.4711247741005775,1.4711247741005775
2016-07-10,air_4beac252540f865e,0,0,0,1,0,0,0,1.0388917008596739,1.0002575795066164,0.0,0.40515817670492993,1.036800887515297,1,33.0,1,1,-0.37925170620923637,-0.37925170620923637
2016-07-12,air_4beac252540f865e,0,0,0,0,0,1,0,1.0823042416620159,0.915042741424829,0.0,-1.2631401979624293,1.1650709256164442,1,23.0,1,1,-0.6414815050797169,-0.6414815050797169
2016-07-13,air_4beac252540f865e,0,0,0,0,0,0,1,0.9846260248567469,0.7126575009805841,0.0,-1.474987610618602,1.1543817557746818,1,53.0,1,1,-0.564449007085801,-0.564449007085801
2016-07-14,air_4beac252540f865e,0,0,0,0,1,0,0,0.9737728896561617,1.0854724175884038,0.0,0.29923447037684375,0.972665868464723,1,24.0,1,1,-0.3345489094459277,-0.3345489094459277
