visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-01-01,air_81c5dff692063446,1,0,0,0,0,0,0,-0.9781408980303569,-0.9825258643876825,1.0,0.8251211820284496,-0.9237643691597714,1,7.0,1,1,-1.911814598409747,-1.911814598409747
2016-01-03,air_81c5dff692063446,0,0,0,1,0,0,0,-0.5873236246068535,-0.43555120042151013,1.0,0.4390072135708913,-0.6407135314212928,1,21.0,1,1,-1.6356040031943506,-1.6356040031943506
2016-01-04,air_81c5dff692063446,0,1,0,0,0,0,0,-0.5517947815683534,-0.5471786828635862,0.0,0.4132662823403875,-0.6996824559501426,1,16.0,1,1,-1.445021139002328,-1.445021139002328
2016-01-05,air_81c5dff692063446,0,0,0,0,0,1,0,-0.6939101537223545,-0.915549374922437,0.0,-0.9510030728763189,-0.6643011012328328,1,11.0,1,1,-1.319515350388069,-1.319515350388069
2016-01-06,air_81c5dff692063446,0,0,0,0,0,0,1,-0.7057531014018545,-0.7369454030151155,0.0,-0.7708165542627917,-0.5699508219866731,1,1.0,1,1,-1.2576187333911732,-1.2576187333911732
2016-01-07,air_81c5dff692063446,0,0,0,0,1,0,0,-0.8241825781968556,-0.915549374922437,0.0,-0.9510030728763189,-0.6289197465155228,1,6.0,1,1,-1.1908291031929419,-1.1908291031929419
2016-01-08,air_81c5dff692063446,1,0,0,0,0,0,0,-0.8952402642738561,-1.0718278503413434,0.0,-0.9767440041068228,-0.841207874819382,1,18.0,1,1,-0.8681348825648572,-0.8681348825648572
2016-01-09,air_81c5dff692063446,0,0,1,0,0,0,0,-1.001826793389357,-1.0606651020971358,0.0,0.9538258381809691,-1.0652897880290109,1,26.0,1,1,-0.6190805106168735,-0.6190805106168735
2016-01-10,air_81c5dff692063446,0,0,0,1,0,0,0,-0.9189261596328564,-1.0383396056087206,0.0,0.6964165258759302,-0.9473519389713115,1,17.0,1,1,-0.8948018045121363,-0.8948018045121363
2016-01-11,air_81c5dff692063446,0,1,0,0,0,0,0,-0.9426120549918565,-0.9602003678992674,1.0,-0.25599792965271384,-1.0181146484059311,1,25.0,1,1,-1.2439182964274336,-1.2439182964274336
2016-01-12,air_81c5dff692063446,0,0,0,0,0,1,0,-1.0255126887483572,-1.1053160950739662,0.0,0.15585697003534854,-1.029908433311701,1,1.0,1,1,-1.2957842363615912,-1.2957842363615912
2016-01-13,air_81c5dff692063446,0,0,0,0,0,0,1,-1.262371642338359,-1.194618081027627,0.0,-0.6163709668797683,-1.1478462823694005,1,10.0,1,1,-1.099085105667899,-1.099085105667899
2016-01-14,air_81c5dff692063446,0,0,0,0,1,0,0,-1.1320992178638583,-1.138804339806589,0.0,0.02715231388282909,-1.1714338521809402,1,4.0,1,1,-1.0097876147435236,-1.0097876147435236
2016-01-15,air_81c5dff692063446,1,0,0,0,0,0,0,-1.1439421655433581,-1.1499670880507966,0.0,0.722157457106434,-1.1360524974636306,1,19.0,1,1,-0.7436076965908653,-0.7436076965908653
2016-01-16,air_81c5dff692063446,0,0,1,0,0,0,0,-1.1794710085818585,-1.082990598585551,0.0,0.4390072135708913,-1.1832276370867105,1,10.0,1,1,-0.6014656630920653,-0.6014656630920653
2016-01-17,air_81c5dff692063446,0,0,0,1,0,0,0,-1.1439421655433581,-1.1611298362950042,0.0,-0.46192537949674495,-1.25399034652133,1,9.0,1,1,-1.1825109807506713,-1.1825109807506713
2016-01-18,air_81c5dff692063446,0,1,0,0,0,0,0,-0.8715543689148559,-0.9936886126318901,0.0,-1.4400807662558928,-0.841207874819382,1,5.0,1,1,-1.4555411173851995,-1.4555411173851995
2016-01-19,air_81c5dff692063446,0,0,0,0,0,1,0,-1.5229164912873614,-1.641128010795931,0.0,-0.3847025858052333,-1.3483406257674895,1,4.0,1,1,-1.2277713528630259,-1.2277713528630259
2016-01-20,air_81c5dff692063446,0,0,0,0,0,0,1,-1.4163299621718606,-1.4625240388886094,0.0,-1.0797077290288382,-1.3483406257674895,1,6.0,1,1,-1.1074032281101693,-1.1074032281101693
2016-01-21,air_81c5dff692063446,0,0,0,0,1,0,0,-1.2979004853768594,-1.3508965564465334,0.0,-0.46192537949674495,-1.25399034652133,1,3.0,1,1,-0.9899709112781143,-0.9899709112781143
2016-01-22,air_81c5dff692063446,1,0,0,0,0,0,0,-1.2860575376973595,-1.1722925845392118,0.0,0.3103025574183718,-1.1478462823694005,1,26.0,1,1,-0.6932096606171083,-0.6932096606171083
2016-01-23,air_81c5dff692063446,0,0,1,0,0,0,0,-1.3689581714538603,-1.4960122836212322,0.0,-1.3628579725643812,-1.2186089918040202,1,52.0,1,1,-0.6227502705178752,-0.6227502705178752
2016-01-24,air_81c5dff692063446,0,0,0,1,0,0,0,-1.8663619739928643,-1.8978712204127057,0.0,0.36178441987937965,-1.7257417427521278,1,24.0,1,1,-1.2933377297609234,-1.2933377297609234
2016-01-25,air_81c5dff692063446,0,1,0,0,0,0,0,-1.6531889157618624,-1.5518260248422702,0.0,0.8508621132589534,-1.8554733767155973,1,23.0,1,1,-1.3170688437874012,-1.3170688437874012
2016-01-26,air_81c5dff692063446,0,0,0,0,0,1,0,-1.2979004853768594,-1.3174083117139106,0.0,0.36178441987937965,-1.3601344106732596,1,23.0,1,1,-1.1509510456020566,-1.1509510456020566
2016-01-27,air_81c5dff692063446,0,0,0,0,0,0,1,-0.9189261596328564,-1.027176857364513,0.0,0.38752535110988345,-0.7468575955732223,1,13.0,1,1,-1.0051392522022549,-1.0051392522022549
2016-01-28,air_81c5dff692063446,0,0,0,0,1,0,0,-0.9307691073123565,-0.8932238784340218,0.0,-0.6163709668797683,-1.1478462823694005,1,13.0,1,1,-1.010521566723724,-1.010521566723724
2016-01-29,air_81c5dff692063446,1,0,0,0,0,0,0,-0.9781408980303569,-1.2727573187370802,0.0,-1.4915626287169006,-0.6525073163270628,1,23.0,1,1,-0.8730278957661928,-0.8730278957661928
2016-01-30,air_81c5dff692063446,0,0,1,0,0,0,0,-0.9307691073123565,-1.082990598585551,0.0,-1.1311895914898462,-0.6760948861386027,1,15.0,1,1,-0.5831168635870567,-0.5831168635870567
2016-01-31,air_81c5dff692063446,0,0,0,1,0,0,0,-0.8952402642738561,-0.9602003678992674,0.0,0.8766030444894573,-0.8647954446309217,1,19.0,1,1,-1.116699953192707,-1.116699953192707
2016-02-01,air_81c5dff692063446,0,1,0,0,0,0,0,-1.0255126887483572,-1.194618081027627,0.0,-1.1569305227203501,-0.8176203050078421,1,10.0,1,1,-1.3613506132594886,-1.3613506132594886
2016-02-02,air_81c5dff692063446,0,0,0,0,0,1,0,-1.1557851132228585,-1.1276415915623814,0.0,0.0786341763438367,-1.0063208635001613,1,5.0,1,1,-1.2189639291006218,-1.2189639291006218
2016-02-03,air_81c5dff692063446,0,0,0,0,0,0,1,-1.3097434330563598,-1.194618081027627,0.0,-0.43618444826624114,-1.25399034652133,1,13.0,1,1,-1.147036635040988,-1.147036635040988
2016-02-04,air_81c5dff692063446,0,0,0,0,1,0,0,-1.2031569039408587,-1.1164788433181738,0.0,0.6706755946454264,-1.3955157653905694,1,5.0,1,1,-1.1108283373511043,-1.1108283373511043
2016-02-05,air_81c5dff692063446,1,0,0,0,0,0,0,-1.0728844794663577,-1.0383396056087206,0.0,0.8508621132589534,-1.0888773578405508,1,19.0,1,1,-0.7511918670529356,-0.7511918670529356
2016-02-06,air_81c5dff692063446,0,0,1,0,0,0,0,-1.1439421655433581,-1.138804339806589,0.0,-0.20451606719170604,-1.077083572934781,1,32.0,1,1,-0.5366332381743681,-0.5366332381743681
2016-02-07,air_81c5dff692063446,0,0,0,1,0,0,0,-1.3334293284153598,-1.306245563469703,0.0,0.15585697003534854,-1.2068152068982503,1,14.0,1,1,-1.123794822334644,-1.123794822334644
2016-02-08,air_81c5dff692063446,0,1,0,0,0,0,0,-1.238685746979359,-1.0048513608760978,0.0,1.1597532880250003,-1.5016598295424988,1,2.0,1,1,-1.3119311799259987,-1.3119311799259987
2016-02-09,air_81c5dff692063446,0,0,0,0,0,1,0,-0.9189261596328564,-0.971363116143475,0.0,-0.10155234226969037,-0.9001767993482317,1,6.0,1,1,-1.1025102149088337,-1.1025102149088337
2016-02-10,air_81c5dff692063446,0,0,0,0,0,0,1,-1.1557851132228585,-1.194618081027627,0.0,0.38752535110988345,-0.9827332936886213,1,17.0,1,1,-0.791069924643821,-0.791069924643821
2016-02-11,air_81c5dff692063446,0,0,0,0,1,0,0,-1.0491985841073574,-0.7927591442361535,1.0,1.1340123567944962,-1.2893717012386399,1,14.0,1,1,-0.861529314743054,-0.861529314743054
2016-02-12,air_81c5dff692063446,1,0,0,0,0,0,0,-0.6110095199658538,-0.3685747109562648,0.0,0.3103025574183718,-0.7940327351963021,1,13.0,1,1,-0.8074615188682953,-0.8074615188682953
2016-02-13,air_81c5dff692063446,0,0,1,0,0,0,0,-0.29124993261935106,-0.2346217320257733,0.0,-1.1569305227203501,-0.16896213519049494,1,9.0,1,1,-0.6249521264584763,-0.6249521264584763
2016-02-14,air_81c5dff692063446,0,0,0,1,0,0,0,-0.042548031349849046,0.01095872934679381,0.0,-0.5648891044187605,-0.18075592009626507,1,21.0,1,1,-1.1406757178792517,-1.1406757178792517
2016-02-15,air_81c5dff692063446,0,1,0,0,0,0,0,-1.0373556364278573,-1.049502353852928,0.0,-0.8737802791848073,-0.9945270785943912,1,5.0,1,1,-1.3153562891669337,-1.3153562891669337
2016-02-16,air_81c5dff692063446,0,0,0,0,0,1,0,-1.2742145900178594,-1.3285710599581182,0.0,0.9795667694114729,-1.1478462823694005,1,9.0,1,1,-1.1609817226647945,-1.1609817226647945
2016-02-17,air_81c5dff692063446,0,0,0,0,0,0,1,-1.2031569039408587,-1.1834553327834194,0.0,-0.23025699842220984,-1.1242587125578607,1,5.0,1,1,-0.9985336843804516,-0.9985336843804516
2016-02-18,air_81c5dff692063446,0,0,0,0,1,0,0,-1.1557851132228585,-0.971363116143475,0.0,1.211235150486008,-1.3365468408617196,1,12.0,1,1,-1.0078304094629893,-1.0078304094629893
