visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-01,air_831658500aa7c846,1,0,0,0,0,0,0,1.082332619310347,1.158493295765751,0.0,-0.17095314408298687,1.0265885596689042,1,45.0,1,1,1.2814318201067483,1.2814318201067485
2016-07-02,air_831658500aa7c846,0,0,1,0,0,0,0,1.2440867659080457,1.2974328904481875,0.0,0.4902677194128536,1.18080058875072,1,44.0,1,1,1.4330249407391769,1.433024940739177
2016-07-04,air_831658500aa7c846,0,1,0,0,0,0,0,1.3365177068210166,1.5289988815855815,0.0,0.5431653884925206,1.2028308786195512,1,18.0,1,1,-1.1951935885029539,-1.1951935885029537
2016-07-05,air_831658500aa7c846,0,0,0,0,0,1,0,0.6317317823596142,0.5795783179222651,0.0,-1.334701863835666,0.8283159508494266,1,24.0,1,1,-0.5594454055636058,-0.5594454055636056
2016-07-06,air_831658500aa7c846,0,0,0,0,0,0,1,0.7934859289573134,0.7300962121615712,0.0,-0.2502996477024879,0.8613613856526728,1,17.0,1,1,-0.1213485401952473,-0.12134854019524706
2016-07-07,air_831658500aa7c846,0,0,0,0,1,0,0,1.290302236364531,1.864769568734804,0.0,2.050748957263037,1.0155734147344886,1,20.0,1,1,-0.18517722256679622,-0.18517722256679597
2016-07-08,air_831658500aa7c846,1,0,0,0,0,0,0,1.047671016467983,1.0658668993107931,0.0,-0.7792763384991601,1.0376037046033197,1,39.0,1,1,1.0848684914398192,1.0848684914398194
2016-07-09,air_831658500aa7c846,0,0,1,0,0,0,0,0.7126088556584635,0.49853022102417677,0.0,-1.334701863835666,0.8393310957838421,1,21.0,1,1,1.3746362028879304,1.3746362028879306
2016-07-11,air_831658500aa7c846,0,1,0,0,0,0,0,1.3596254420492593,1.4942639829149729,0.0,1.971402453643536,1.0596339944721507,1,9.0,1,1,-1.2434277632496356,-1.2434277632496353
2016-07-12,air_831658500aa7c846,0,0,0,0,0,1,0,1.2556406335221673,1.2974328904481875,0.0,0.3315747121738517,1.3129823279637054,1,13.0,1,1,-0.5449388868427992,-0.544938886842799
2016-07-13,air_831658500aa7c846,0,0,0,0,0,0,1,1.0245632812397403,0.8111443090596595,0.0,-1.334701863835666,1.1918157336851356,1,30.0,1,1,-0.4749449340149075,-0.4749449340149072
2016-07-14,air_831658500aa7c846,0,0,0,0,1,0,0,1.1169942221527107,1.4247941855737543,0.0,-0.30319731678215506,0.9494825451279963,1,12.0,1,1,-0.26605106443529286,-0.26605106443529264
2016-07-15,air_831658500aa7c846,1,0,0,0,0,0,0,0.6895011204302209,0.39432552501234946,0.0,-1.334701863835666,0.9164371103247501,1,44.0,1,1,0.8796012515404061,0.8796012515404064
2016-07-16,air_831658500aa7c846,0,0,1,0,0,0,0,0.9090246050985268,0.822722608616529,0.0,-0.9115205111983282,0.8173008059150113,1,4.0,1,1,1.3176981169087647,1.317698116908765
2016-07-19,air_831658500aa7c846,0,0,0,0,0,1,0,1.27874836875041,1.3553243882325359,0.0,0.30512587763401816,1.2138460235539663,1,11.0,1,1,-0.8851167508457133,-0.8851167508457131
2016-07-20,air_831658500aa7c846,0,0,0,0,0,0,1,1.1632096926091964,1.0774451988676628,0.0,-0.11805547500331982,1.169785443816305,1,34.0,1,1,-0.41945749990782233,-0.4194574999078221
2016-07-21,air_831658500aa7c846,0,0,0,0,1,0,0,0.6432856499737357,0.4290604236829587,0.0,-1.334701863835666,0.9054219653903345,1,33.0,1,1,-0.20584901174394557,-0.20584901174394535
2016-07-22,air_831658500aa7c846,1,0,0,0,0,0,0,0.59707017951725,0.24380763077304307,0.0,-1.334701863835666,0.8503462407182573,1,46.0,1,1,0.9412539561038341,0.9412539561038343
2016-07-23,air_831658500aa7c846,0,0,1,0,0,0,0,0.7126088556584635,0.753252811275311,0.0,-0.9644181802779955,0.784255371111765,1,27.0,1,1,1.2469788381448326,1.2469788381448328
2016-07-25,air_831658500aa7c846,0,1,0,0,0,0,0,0.9783478107832547,0.8458792077302684,0.0,-1.1231111875169972,0.9274522552591656,1,37.0,1,1,-1.1038025205618724,-1.1038025205618722
2016-07-26,air_831658500aa7c846,0,0,0,0,0,1,0,0.8743630022561627,0.7879877099459197,0.0,-1.3082530292958325,0.9604976900624116,1,23.0,1,1,-0.39624706995453185,-0.39624706995453157
2016-07-27,air_831658500aa7c846,0,0,0,0,0,0,1,0.9552400755550121,0.7764094103890503,0.0,-1.2553553602161653,1.0706491394065658,1,42.0,1,1,-0.19932107831958262,-0.19932107831958237
2016-07-28,air_831658500aa7c846,0,0,0,0,1,0,0,1.186317427837439,1.2163847935500998,0.0,0.04063753223568201,1.169785443816305,1,38.0,1,1,0.018639365460536125,0.01863936546053636
2016-07-29,air_831658500aa7c846,1,0,0,0,0,0,0,1.2671945011362884,1.3669026877894057,0.0,1.7069141082451997,1.125724864078643,1,42.0,1,1,1.1798861890611023,1.1798861890611025
2016-07-30,air_831658500aa7c846,0,0,1,0,0,0,0,1.2671945011362884,1.4247941855737543,0.0,1.5217722664663647,1.0376037046033197,1,42.0,1,1,1.2944876869554742,1.2944876869554744
