visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-01-05,air_fe58c074ec1445ea,0,0,0,0,0,1,0,-0.509236911964127,-0.5053090994516959,0.0,0.7728238570437599,-0.728745978431723,1,32.0,1,1,-1.3208985144900371,-1.3208985144900371
2016-01-06,air_fe58c074ec1445ea,0,0,0,0,0,0,1,-0.7578211851849432,-1.0111355666511173,0.0,-1.2937538013480556,-0.49050579565942226,1,33.0,1,1,-1.2547314289544227,-1.2547314289544227
2016-01-07,air_fe58c074ec1445ea,0,0,0,0,1,0,0,-0.782679612507025,-0.8137398721342699,0.0,-0.11285228226701834,-0.8002180332634131,1,32.0,1,1,-1.1833337437717242,-1.1833337437717242
2016-01-08,air_fe58c074ec1445ea,1,0,0,0,0,0,0,-1.0188346720668005,-1.0604844902803292,0.0,0.8466302019863244,-0.9669861612040236,1,31.0,1,1,-0.838375697046525,-0.838375697046525
2016-01-12,air_fe58c074ec1445ea,0,0,0,0,0,1,0,-1.4414279365421878,-1.6526715738308715,0.0,-1.2937538013480556,-1.2290503622535542,1,29.0,1,1,-1.295530106201679,-1.295530106201679
2016-01-13,air_fe58c074ec1445ea,0,0,0,0,0,0,1,-1.3295650135928208,-1.2085312611679648,0.0,0.8466302019863244,-1.443466526748625,1,30.0,1,1,-1.0852600003888966,-1.0852600003888966
2016-01-14,air_fe58c074ec1445ea,0,0,0,0,1,0,0,-1.1182683813551269,-0.9987983357438144,0.0,0.9450386619097443,-1.3124344262238596,1,24.0,1,1,-0.9898015568296109,-0.9898015568296109
2016-01-15,air_fe58c074ec1445ea,1,0,0,0,0,0,0,-1.1679852359992902,-1.0604844902803292,0.0,0.6990175121011949,-1.098018261728789,1,29.0,1,1,-0.7052569360282336,-0.7052569360282336
2016-01-16,air_fe58c074ec1445ea,0,0,1,0,0,0,0,-1.0561223130499227,-0.9494494121146025,0.0,0.9450386619097443,-1.121842280006019,1,44.0,1,1,-0.5533080162804392,-0.5533080162804392
2016-01-18,air_fe58c074ec1445ea,0,1,0,0,0,0,0,-1.516003218508433,-1.6403343429235686,0.0,-0.9493241916160865,-1.3124344262238596,1,19.0,1,1,-1.4663091846789764,-1.4663091846789764
2016-01-19,air_fe58c074ec1445ea,0,0,0,0,0,1,0,-1.2301313043044941,-1.3442408011482974,0.0,0.9450386619097443,-1.2290503622535542,1,19.0,1,1,-1.2228247711072096,-1.2228247711072096
2016-01-20,air_fe58c074ec1445ea,0,0,0,0,0,0,1,-1.3544234409149023,-1.2825546466117828,0.0,0.9696407768905991,-1.4196425084713948,1,30.0,1,1,-1.0941520197889396,-1.0941520197889396
