visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-15,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-1.204027124354388,-1.100270155183799,0.0,0.7164992218244891,-1.127203806491114,1,29.0,1,1,-0.8472587243733323,-0.8472587243733322
2016-01-16,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-1.0900813397151714,-0.9864875707004457,0.0,0.9630677799422284,-1.151315117859908,1,22.0,1,1,-0.7011104970811728,-0.7011104970811727
2016-01-18,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-1.5585251210097284,-1.6944680963746446,0.0,-0.9355101175643635,-1.3442056088102592,1,6.0,1,1,-1.5792575908452495,-1.5792575908452495
2016-01-19,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-1.2673303380428418,-1.3910478710857022,0.0,0.9630677799422284,-1.2598160190194805,1,9.0,1,1,-1.3450682627746808,-1.3450682627746808
2016-01-20,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-1.393936765419749,-1.3278353241505059,0.0,0.9877246357540022,-1.4527065099698315,1,31.0,1,1,-1.2213076296804597,-1.2213076296804597
2016-01-21,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-1.2293484098297693,-1.2772652866023488,0.0,0.5439012311420719,-1.2477603633350836,1,21.0,1,1,-1.100565548612927,-1.1005655486129269
2016-01-22,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-1.1787058388790066,-1.1761252115060346,0.0,0.7164992218244891,-1.0066472496471446,1,18.0,1,1,-0.7954402479151828,-0.7954402479151828
2016-01-23,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-1.4192580508951302,-1.6691830776005658,0.0,-1.2313923873056505,-1.0548698723847325,1,26.0,1,1,-0.7229949992746632,-0.722994999274663
2016-01-25,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-1.5458644782720377,-1.4163328898597807,0.0,1.086352059001098,-1.6817639679733734,1,21.0,1,1,-1.4368825535864507,-1.4368825535864505
2016-01-26,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-1.431918693632821,-1.2646227772153096,0.0,0.8397835008833587,-1.5250404440762133,1,11.0,1,1,-1.2660828180763366,-1.2660828180763364
2016-01-27,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-1.1154026251905529,-0.7842074205078176,0.0,1.0370383473775502,-1.5009291327074192,1,24.0,1,1,-1.1161614007508167,-1.1161614007508165
2016-01-28,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-0.9254929841251921,-0.708352364185582,0.0,1.0370383473775502,-1.1151481508067171,1,21.0,1,1,-1.1216954127997452,-1.1216954127997452
2016-01-29,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-1.2293484098297693,-1.4921879461820162,0.0,-1.2807060989291985,-1.0548698723847325,1,26.0,1,1,-0.9803265595498424,-0.9803265595498423
2016-01-30,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-1.4952219073212747,-1.8461782090191154,0.0,-1.2807060989291985,-1.187482084913099,1,6.0,1,1,-0.6822445469143709,-0.6822445469143708
2016-02-03,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-1.2799909807805323,-1.3151928147634666,0.0,0.4699306637067499,-1.187482084913099,1,18.0,1,1,-1.262058082040752,-1.262058082040752
2016-02-04,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-1.2673303380428418,-1.2772652866023488,0.0,0.174048393965463,-1.2357047076506866,1,12.0,1,1,-1.2248292737115962,-1.224829273711596
2016-02-05,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-0.9634749123382642,-0.7968499298948567,0.0,0.9384109241304545,-1.2959829860726713,1,45.0,1,1,-0.8550566504422771,-0.855056650442277
2016-02-06,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-1.0647600542397901,-1.2266952490541916,0.0,-1.0341375408114593,-0.8378680700655874,1,15.0,1,1,-0.6344508064918057,-0.6344508064918057
2016-02-08,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-1.3559548372066768,-1.3025503053764271,0.0,0.07542097071836724,-1.2115933962818926,1,19.0,1,1,-1.431600087539746,-1.4316000875397459
2016-02-09,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-1.0774206969774809,-0.6198547984763073,0.0,0.8397835008833587,-1.2959829860726713,1,15.0,1,1,-1.2162767096359792,-1.2162767096359792
2016-02-10,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-1.1533845534036251,-1.1129126645708383,0.0,1.16032262643642,-1.175426429228702,1,32.0,1,1,-0.8960586488047935,-0.8960586488047934
2016-02-11,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-1.1533845534036251,-1.0244150988615635,1.0,1.16032262643642,-1.163370773544305,1,3.0,1,1,-0.9685038974453131,-0.968503897445313
2016-02-12,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-1.0014568405513364,-0.9738450613134064,0.0,-0.6889415594466244,-1.187482084913099,1,26.0,1,1,-0.9129122309538032,-0.9129122309538031
2016-02-13,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-0.14053313438836698,0.2777633680034805,0.0,-0.14649073158759815,-0.36769749837410665,1,8.0,1,1,-0.7252589132946794,-0.7252589132946793
2016-02-15,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-0.8875110559121199,-0.518714723379993,0.0,-1.1820786756821027,-0.9825359382783506,1,14.0,1,1,-1.4351217315708824,-1.4351217315708822
2016-02-16,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-1.204027124354388,-1.2140527396671525,0.0,1.0370383473775502,-1.2236490519662897,1,15.0,1,1,-1.2763962041675216,-1.2763962041675214
2016-02-17,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-1.1280632679282439,-0.7842074205078176,0.0,0.8151266450715849,-1.2115933962818926,1,17.0,1,1,-1.109369658690768,-1.109369658690768
2016-02-18,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-1.1280632679282439,-1.1255551739578777,0.0,0.3959600962714282,-1.2357047076506866,1,22.0,1,1,-1.118928406775281,-1.118928406775281
2016-02-19,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-0.6849407721090683,-0.39228962950960045,0.0,1.0123814915657765,-1.0789811837535264,1,43.0,1,1,-0.8034897199863517,-0.8034897199863515
2016-02-20,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-0.9001716986498106,-1.0623426270226815,0.0,-1.132764964058555,-0.5846993006932517,1,20.0,1,1,-0.8371968842843712,-0.8371968842843711
2016-02-22,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-1.0647600542397901,-1.2393377584412308,0.0,-1.1574218198703288,-0.7775897916436028,1,7.0,1,1,-1.422292885457457,-1.422292885457457
2016-02-23,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-1.0647600542397901,-1.2140527396671525,0.0,-1.2560492431174246,-0.7775897916436028,1,16.0,1,1,-1.2084787835670345,-1.2084787835670343
2016-02-24,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-1.1787058388790066,-1.5048304555690555,0.0,-1.2560492431174246,-1.0669255280691294,1,21.0,1,1,-1.164961325182278,-1.1649613251822777
2016-02-25,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-1.431918693632821,-1.4163328898597807,0.0,-0.78756898269372,-1.3200942974414651,1,21.0,1,1,-1.0618274642704268,-1.0618274642704268
2016-02-26,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-1.1787058388790066,-1.0370576082486027,0.0,1.3082637613070633,-1.3562612644946561,1,32.0,1,1,-0.6563353086852961,-0.656335308685296
2016-02-27,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-0.9254929841251921,-0.8979900049911709,0.0,1.3082637613070633,-1.0428142167003354,1,23.0,1,1,-0.4900634012152145,-0.4900634012152144
2016-02-29,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-0.8621897704367383,-0.6072122890892678,0.0,-0.7629121268819461,-0.7896454473279997,1,22.0,1,1,-1.37500223703934,-1.37500223703934
2016-03-01,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-1.254669695305151,-1.1761252115060346,0.0,1.4068911845541592,-1.1151481508067171,1,19.0,1,1,-1.2670890020852326,-1.2670890020852326
2016-03-02,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-1.1154026251905529,-0.9106325143782101,0.0,0.8644403566951325,-1.2357047076506866,1,21.0,1,1,-1.138548994948755,-1.138548994948755
2016-03-03,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-0.7482439857975219,-0.4049321388966399,0.0,1.3822343287423853,-1.0910368394379235,1,20.0,1,1,-1.1551510310955408,-1.1551510310955406
2016-03-04,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-0.5963162729452332,-0.468144685831836,0.0,1.111008914812872,-0.6932002018528242,1,37.0,1,1,-0.7861330458328938,-0.7861330458328937
2016-03-05,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-0.558334344732161,-0.4175746482836789,0.0,-0.6396278478230765,-0.44003143248048837,1,13.0,1,1,-0.5652756558801985,-0.5652756558801983
2016-03-07,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-0.12787249165067632,-0.518714723379993,0.0,-1.2807060989291985,0.1748070074237558,1,11.0,1,1,-1.478387643953415,-1.478387643953415
2016-03-08,air_ba937bf13d40fb24,0,0,0,0,0,1,0,0.08735843489006617,0.15133827413308787,0.0,0.7164992218244891,0.16275135173935867,1,8.0,1,1,-1.1460953750154759,-1.1460953750154756
2016-03-09,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-0.8115471994859756,-0.5945697797022286,0.0,-1.2807060989291985,-0.9102020041719692,1,23.0,1,1,-1.1921282934224726,-1.1921282934224726
2016-03-10,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-1.1407239106659344,-1.4036903804727414,0.0,-1.2807060989291985,-0.934313315540763,1,31.0,1,1,-1.07264394236606,-1.07264394236606
2016-03-11,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-1.3306335517312953,-1.7071106057616836,0.0,-1.2807060989291985,-1.0066472496471446,1,37.0,1,1,-0.7368300293969846,-0.7368300293969845
2016-03-12,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-1.1787058388790066,-1.4163328898597807,0.0,-0.9355101175643635,-1.0187029053315415,1,25.0,1,1,-0.5484220737311887,-0.5484220737311886
2016-03-14,air_ba937bf13d40fb24,0,1,0,0,0,0,0,-1.1913664816166973,-1.6059705306653695,0.0,-1.2807060989291985,-0.8981463484875721,1,10.0,1,1,-1.3704744089993075,-1.3704744089993075
2016-03-15,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-0.8875110559121199,-0.6957098547985427,0.0,1.5301754636130287,-0.8860906928031752,1,20.0,1,1,-1.0977985425884627,-1.0977985425884627
2016-03-16,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-0.8115471994859756,-0.7209948735726213,0.0,-0.6889415594466244,-1.0187029053315415,1,25.0,1,1,-1.0092543498056055,-1.0092543498056052
2016-03-17,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-0.25447891902758357,0.10076823658493056,0.0,1.5301754636130287,-0.5967549563776485,1,27.0,1,1,-0.9622152473897124,-0.9622152473897123
2016-03-18,air_ba937bf13d40fb24,1,0,0,0,0,0,0,-0.03924799248684109,0.22719333045532317,0.0,0.5932149427656195,-0.45208708816488535,1,39.0,1,1,-0.589927164098153,-0.5899271640981529
2016-03-19,air_ba937bf13d40fb24,0,0,1,0,0,0,0,-0.026587349749150408,-0.36700461073552204,0.0,-0.812225838505494,0.27125225289893123,1,32.0,1,1,-0.5725704899446953,-0.5725704899446952
2016-03-22,air_ba937bf13d40fb24,0,0,0,0,0,1,0,-0.5203524165190888,-0.26586453563920787,0.0,0.8890972125069069,-0.717311513221618,1,17.0,1,1,-1.0937738065528784,-1.0937738065528781
2016-03-23,air_ba937bf13d40fb24,0,0,0,0,0,0,1,-0.45704920283063516,-0.20265198870401155,0.0,0.174048393965463,-0.4641427438492822,1,29.0,1,1,-0.9934069516654918,-0.9934069516654916
2016-03-24,air_ba937bf13d40fb24,0,0,0,0,1,0,0,-1.1154026251905529,-1.2772652866023488,0.0,-0.9108532617525896,-0.8740350371187784,1,25.0,1,1,-1.052520262188138,-1.0525202621881378
