visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-01-04,air_675aa35cba456fd1,0,1,0,0,0,0,0,-0.7290360082384664,-0.5377965944440867,0.0,0.9046506853621645,-0.8200445255402757,1,28.0,1,1,-1.4802681250070315,-1.4802681250070315
2016-01-05,air_675aa35cba456fd1,0,0,0,0,0,1,0,-0.5162053100655926,-0.5128725483568288,0.0,0.7839683063010272,-0.7362719702054487,1,31.0,1,1,-1.344744307195412,-1.344744307195412
2016-01-06,air_675aa35cba456fd1,0,0,0,0,0,0,1,-0.7665943667395616,-1.0238154931456123,0.0,-1.2434956619260802,-0.4969218121059425,1,37.0,1,1,-1.2779070247269133,-1.2779070247269133
2016-01-07,air_675aa35cba456fd1,0,0,0,0,1,0,0,-0.7916332724069586,-0.8244231244475505,0.0,-0.08494482293916175,-0.8080770176353005,1,53.0,1,1,-1.2057861626166364,-1.2057861626166364
2016-01-08,air_675aa35cba456fd1,1,0,0,0,0,0,0,-1.0295028762472294,-1.0736635853201277,0.0,0.8563777337377093,-0.9756221283049549,1,39.0,1,1,-0.8573340852413415,-0.8573340852413415
2016-01-12,air_675aa35cba456fd1,0,0,0,0,0,1,0,-1.4551642725929765,-1.6718406914143136,0.0,-1.2434956619260802,-1.2389073022144117,1,25.0,1,1,-1.3191189459327861,-1.3191189459327861
2016-01-13,air_675aa35cba456fd1,0,0,0,0,0,0,1,-1.3424891970896906,-1.2232078618436744,0.0,0.8563777337377093,-1.4543224445039673,1,23.0,1,1,-1.1067190443332886,-1.1067190443332886
2016-01-14,air_675aa35cba456fd1,0,0,0,0,1,0,0,-1.1296584989168168,-1.0113534701019835,0.0,0.9529236369866193,-1.322679857549239,1,62.0,1,1,-1.0102937158708303,-1.0102937158708303
2016-01-15,air_675aa35cba456fd1,1,0,0,0,0,0,0,-1.1797363102516105,-1.0736635853201277,0.0,0.7115588788643447,-1.1072647152596833,1,54.0,1,1,-0.7228669833580776,-0.7228669833580776
2016-01-16,air_675aa35cba456fd1,0,0,1,0,0,0,0,-1.0670612347483246,-0.9615053779274679,0.0,0.9529236369866193,-1.1311997310696338,1,20.0,1,1,-0.5693789947644109,-0.5693789947644109
2016-01-18,air_675aa35cba456fd1,0,1,0,0,0,0,0,-1.5302809895951675,-1.6593786683706846,0.0,-0.9055850005548957,-1.322679857549239,1,23.0,1,1,-1.4916278212368554,-1.4916278212368554
2016-01-19,air_675aa35cba456fd1,0,0,0,0,0,1,0,-1.242333574420103,-1.3602901153235918,0.0,0.9529236369866193,-1.2389073022144117,1,54.0,1,1,-1.2456771889120644,-1.2456771889120644
2016-01-20,air_675aa35cba456fd1,0,0,0,0,0,0,1,-1.3675281027570874,-1.2979800001054476,0.0,0.9770601127988466,-1.4303874286940166,1,47.0,1,1,-1.1157011297243122,-1.1157011297243122
2016-01-21,air_675aa35cba456fd1,0,0,0,0,1,0,0,-1.2047752159190075,-1.248131907930932,0.0,0.5426035481787526,-1.2269397943094362,1,28.0,1,1,-0.9888952183216272,-0.9888952183216272
