visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-01,air_877f79706adbfb06,1,0,0,0,0,0,0,-0.9624727724560702,-0.9491338173493253,1.0,0.9239641204959423,-0.9323545376489655,1,3.0,1,1,-1.9477264497884814,-1.9477264497884814
2016-01-02,air_877f79706adbfb06,0,0,1,0,0,0,0,-0.9876053278554948,-0.786293866022437,1.0,0.554815334765885,-1.051950679480218,1,12.0,1,1,-1.8007874903201229,-1.8007874903201226
2016-01-08,air_877f79706adbfb06,1,0,0,0,0,0,0,-1.050436716354056,-1.0994476185741453,0.0,0.8501343633499306,-0.9921526085645918,1,17.0,1,1,-0.8870807626615478,-0.8870807626615478
2016-01-09,air_877f79706adbfb06,0,0,1,0,0,0,0,-0.9876053278554948,-1.011764567859667,0.0,0.899354201447272,-1.0280314511139674,1,8.0,1,1,-0.6339777834080976,-0.6339777834080976
2016-01-12,air_877f79706adbfb06,0,0,0,0,0,1,0,-1.4776901581442738,-1.7007028234734252,0.0,-1.2909285938844015,-1.2552641205933472,1,15.0,1,1,-1.3216819490417353,-1.3216819490417353
2016-01-13,air_877f79706adbfb06,0,0,0,0,0,0,1,-1.3645936588468632,-1.2497614197989653,0.0,0.8501343633499306,-1.4705371758896018,1,17.0,1,1,-1.1217852935213286,-1.1217852935213286
2016-01-14,air_877f79706adbfb06,0,0,0,0,1,0,0,-1.1509669379517544,-1.0368168680638035,0.0,0.9485740395446127,-1.3389814198752241,1,15.0,1,1,-1.03103618995796,-1.03103618995796
2016-01-15,air_877f79706adbfb06,1,0,0,0,0,0,0,-1.2012320487506036,-1.0994476185741453,0.0,0.7024748490579078,-1.1237083645789694,1,19.0,1,1,-0.7605292730348227,-0.7605292730348228
2016-01-16,air_877f79706adbfb06,0,0,1,0,0,0,0,-1.088135549453193,-0.9867122676555302,0.0,0.9485740395446127,-1.14762759294522,1,8.0,1,1,-0.6160765903764194,-0.6160765903764195
2016-01-18,air_877f79706adbfb06,0,1,0,0,0,0,0,-1.5530878243425477,-1.6881766733713568,0.0,-0.9463897272030147,-1.3389814198752241,1,25.0,1,1,-1.4840358247318168,-1.4840358247318168
2016-01-19,air_877f79706adbfb06,0,0,0,0,0,1,0,-1.264063437249165,-1.3875490709217169,0.0,0.9485740395446127,-1.2552641205933472,1,11.0,1,1,-1.2525634537249777,-1.2525634537249777
2016-01-20,air_877f79706adbfb06,0,0,0,0,0,0,1,-1.389726214246288,-1.3249183204113752,0.0,0.9731839585932831,-1.4466179475233512,1,12.0,1,1,-1.1302386346751767,-1.1302386346751767
2016-01-21,air_877f79706adbfb06,0,0,0,0,1,0,0,-1.2263646041500282,-1.2748137200031018,0.0,0.5302054157172146,-1.243304506410222,1,9.0,1,1,-1.010897347797322,-1.010897347797322
2016-01-22,air_877f79706adbfb06,1,0,0,0,0,0,0,-1.176099493351179,-1.174604519186555,0.0,0.7024748490579078,-1.004112222747717,1,8.0,1,1,-0.7093119707497434,-0.7093119707497434
