visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-01-04,air_91beafbba9382b0a,0,1,0,0,0,0,0,-0.5340123034364725,-0.40287572217874656,0.0,-0.7327108337822549,-0.4735973230286331,1,16.0,1,1,-1.5061520230836658,-1.5061520230836658
2016-01-05,air_91beafbba9382b0a,0,0,0,0,0,1,0,-0.8752026141005217,-0.9384463085769131,0.0,-0.41579801769621705,-0.7384846409726618,1,27.0,1,1,-1.3782646967018588,-1.3782646967018588
2016-01-06,air_91beafbba9382b0a,0,0,0,0,0,0,1,-0.9693240791112937,-0.858680476560165,0.0,-0.6534826297607454,-0.9803382790954703,1,8.0,1,1,-1.3151935591295445,-1.3151935591295445
2016-01-07,air_91beafbba9382b0a,0,0,0,0,1,0,0,-0.9810892622376404,-1.1321633291890159,0.0,-0.1781134056316889,-0.8191025203469312,1,7.0,1,1,-1.247136560879577,-1.247136560879577
2016-01-08,air_91beafbba9382b0a,1,0,0,0,0,0,0,-0.9810892622376404,-0.9726316651555196,0.0,-0.09888520161017929,-0.8997203997212008,1,38.0,1,1,-0.9183190491883418,-0.9183190491883418
2016-01-09,air_91beafbba9382b0a,0,0,1,0,0,0,0,-1.0987410935011057,-1.0751877348913386,0.0,0.16520881179485214,-0.9918551190060803,1,55.0,1,1,-0.6645387406957889,-0.6645387406957889
2016-01-10,air_91beafbba9382b0a,0,0,0,1,0,0,0,-0.9928544453639869,-0.858680476560165,0.0,-0.15170400429118563,-1.03792247864852,1,25.0,1,1,-0.9454919898815524,-0.9454919898815524
2016-01-12,air_91beafbba9382b0a,0,0,0,0,0,1,0,-1.3575751222807289,-1.405646181817867,0.0,-0.5478450243987327,-1.2912929566819387,1,13.0,1,1,-1.3540832724152403,-1.3540832724152403
2016-01-13,air_91beafbba9382b0a,0,0,0,0,0,0,1,-1.1222714597537986,-0.984026784015055,0.0,0.4028934238593803,-1.2682592768607188,1,44.0,1,1,-1.1536516731735775,-1.1536516731735775
2016-01-14,air_91beafbba9382b0a,0,0,0,0,1,0,0,-1.1810973753855312,-1.2689047555034414,0.0,0.0067524037518331475,-1.0609561584697398,1,2.0,1,1,-1.0626597158064048,-1.0626597158064048
