visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-01,air_dad0b6a36138f309,1,0,0,0,0,0,0,1.0679839723833195,1.140213048257781,0.0,-0.23130106207370899,1.0149218827024682,1,12.0,1,1,1.2814636132901145,1.2814636132901143
2016-07-02,air_dad0b6a36138f309,0,0,1,0,0,0,0,1.224538348062122,1.27541333401777,0.0,0.4352317348278439,1.1647745919627002,1,7.0,1,1,1.4440937570644443,1.4440937570644443
2016-07-03,air_dad0b6a36138f309,0,0,0,1,0,0,0,1.4705523669859542,1.6810141912977372,0.0,0.6218609179602785,1.2932197713286138,1,17.0,1,1,-0.5864486361370569,-0.5864486361370573
2016-07-05,air_dad0b6a36138f309,0,0,0,0,0,1,0,0.6318682115637985,0.5768785242578264,0.0,-1.4043987846204422,0.8222541136535984,1,7.0,1,1,-0.6934421517780633,-0.6934421517780639
2016-07-06,air_dad0b6a36138f309,0,0,0,0,0,0,1,0.7884225872426011,0.7233455004978142,0.0,-0.3112849977018955,0.8543654084950768,1,7.0,1,1,-0.22344881761684218,-0.22344881761684257
2016-07-07,air_dad0b6a36138f309,0,0,0,0,1,0,0,1.2692681696846366,1.8274811675377258,0.0,2.0082491355155088,1.0042181177553087,1,15.0,1,1,-0.29192466762708635,-0.29192466762708674
2016-07-08,air_dad0b6a36138f309,1,0,0,0,0,0,0,1.0344366061664332,1.0500795244177883,0.0,-0.8445112352231376,1.025625647649628,1,7.0,1,1,1.0705891206449307,1.0705891206449305
2016-07-09,air_dad0b6a36138f309,0,0,1,0,0,0,0,0.7101453994031995,0.49801169089783237,0.0,-1.4043987846204422,0.832957878600758,1,8.0,1,1,1.381453916998255,1.381453916998255
2016-07-10,air_dad0b6a36138f309,0,0,0,1,0,0,0,1.0679839723833195,1.2190798816177746,0.0,1.714974704878825,0.8222541136535984,1,9.0,1,1,-0.42226222304431243,-0.4222622230443128
2016-07-12,air_dad0b6a36138f309,0,0,0,0,0,1,0,1.2357208034677507,1.27541333401777,0.0,0.27526386357147103,1.2932197713286138,1,6.0,1,1,-0.677879458593917,-0.6778794585939175
2016-07-13,air_dad0b6a36138f309,0,0,0,0,0,0,1,1.0120716953551758,0.8022123338578082,0.0,-1.4043987846204422,1.1754783569098597,1,11.0,1,1,-0.6027894639804107,-0.6027894639804111
2016-07-14,air_dad0b6a36138f309,0,0,0,0,1,0,0,1.1015313386002055,1.3993469292977598,0.0,-0.36460762145401965,0.9399955280723523,1,6.0,1,1,-0.3786866821287025,-0.37868668212870293
2016-07-15,air_dad0b6a36138f309,1,0,0,0,0,0,0,0.6877804885919421,0.3966114765778407,0.0,-1.4043987846204422,0.907884233230874,1,10.0,1,1,0.8503770120892592,0.8503770120892591
2016-07-16,air_dad0b6a36138f309,0,0,1,0,0,0,0,0.9002471412988885,0.813479024337807,0.0,-0.9778177946034483,0.8115503487064392,1,19.0,1,1,1.3203703462504803,1.3203703462504803
2016-07-17,air_dad0b6a36138f309,0,0,0,1,0,0,0,1.1015313386002055,0.9374126196177972,0.0,-1.37773747274438,1.1861821218570194,1,5.0,1,1,0.35937404212944035,0.35937404212944013
2016-07-19,air_dad0b6a36138f309,0,0,0,0,0,1,0,1.258085714279008,1.331746786417765,0.0,0.24860255169540904,1.1968858868041785,1,12.0,1,1,-1.04282461376215,-1.0428246137621506
2016-07-20,air_dad0b6a36138f309,0,0,0,0,0,0,1,1.1462611602227206,1.061346214897787,0.0,-0.17797843832158494,1.154070827015541,1,6.0,1,1,-0.5432621625510506,-0.5432621625510511
2016-07-21,air_dad0b6a36138f309,0,0,0,0,1,0,0,0.6430506669694274,0.43041154801783804,0.0,-1.4043987846204422,0.8971804682837143,1,13.0,1,1,-0.31410150541449494,-0.3141015054144954
2016-07-22,air_dad0b6a36138f309,1,0,0,0,0,0,0,0.5983208453469121,0.2501445003378524,0.0,-1.4043987846204422,0.8436616435479172,1,13.0,1,1,0.9165184581218814,0.9165184581218813
2016-07-23,air_dad0b6a36138f309,0,0,1,0,0,0,0,0.7101453994031995,0.7458788814578128,0.0,-1.0311404183555726,0.7794390538649608,1,3.0,1,1,1.2445022169777666,1.2445022169777666
2016-07-24,air_dad0b6a36138f309,0,0,0,1,0,0,0,0.8778822304876307,0.9599460005777953,0.0,0.5418769823320922,0.6938089342876853,1,6.0,1,1,-0.6094036085836728,-0.6094036085836733
2016-07-26,air_dad0b6a36138f309,0,0,0,0,0,1,0,0.8666997750820021,0.7796789528978098,0.0,-1.37773747274438,0.9506992930195115,1,13.0,1,1,-0.5183618534564164,-0.5183618534564168
2016-07-27,air_dad0b6a36138f309,0,0,0,0,0,0,1,0.9449769629214033,0.7684122624178109,0.0,-1.3244148489922558,1.0577369424911058,1,4.0,1,1,-0.3070982934816291,-0.3070982934816295
2016-07-28,air_dad0b6a36138f309,0,0,0,0,1,0,0,1.1686260710339782,1.1965465006577765,0.0,-0.018010567065212108,1.154070827015541,1,4.0,1,1,-0.07326882838982947,-0.07326882838982982
2016-07-29,air_dad0b6a36138f309,1,0,0,0,0,0,0,1.2469032588733793,1.3430134768977644,0.0,1.661652081126701,1.111255767226903,1,6.0,1,1,1.1725247610010896,1.1725247610010896
2016-07-30,air_dad0b6a36138f309,0,0,1,0,0,0,0,1.2469032588733793,1.3993469292977598,0.0,1.4750228979942666,1.025625647649628,1,9.0,1,1,1.295470037155846,1.295470037155846
2016-07-31,air_dad0b6a36138f309,0,0,0,1,0,0,0,1.2804506250902654,1.1627464292177792,0.0,0.4352317348278439,1.2718122414342945,1,11.0,1,1,-0.5627155290312337,-0.5627155290312341
2016-08-02,air_dad0b6a36138f309,0,0,0,0,0,1,0,1.1015313386002055,1.0050127624977916,0.0,-0.9511564827273861,1.0684407074382654,1,3.0,1,1,-0.9646220805118143,-0.9646220805118149
2016-08-03,air_dad0b6a36138f309,0,0,0,0,0,0,1,1.2021734372508643,1.2979467149777681,0.0,-0.3112849977018955,1.1647745919627002,1,4.0,1,1,-0.49579594833940416,-0.4957959483394046
2016-08-04,air_dad0b6a36138f309,0,0,0,0,1,0,0,1.3475453575240381,1.410613619777759,0.0,0.8618127248448376,1.2718122414342945,1,7.0,1,1,-0.3631239889445561,-0.36312398894455655
2016-08-05,air_dad0b6a36138f309,1,0,0,0,0,0,0,1.4146400899578104,1.4556803816977553,0.0,1.4750228979942666,1.2932197713286138,1,7.0,1,1,0.7375474865041978,0.7375474865041977
2016-08-06,air_dad0b6a36138f309,0,0,1,0,0,0,0,1.4593699115803256,1.5458139055377484,0.0,0.9417966604730241,1.421664950694527,1,8.0,1,1,0.48387558760261157,0.4838755876026113
2016-08-07,air_dad0b6a36138f309,0,0,0,1,0,0,0,1.4034576345521819,1.4782137626577538,0.0,1.5816681454985146,1.282516006381454,1,6.0,1,1,-0.769310281050777,-0.7693102810507776
2016-08-09,air_dad0b6a36138f309,0,0,0,0,0,1,0,1.77247866293793,1.9401480723377167,0.0,0.7551674773405891,1.4109611857473672,1,8.0,1,1,-0.44327185884291004,-0.4432718588429105
2016-08-10,air_dad0b6a36138f309,0,0,0,0,0,0,1,1.4593699115803256,1.52328052457775,0.0,-0.0979945026933984,1.4430724805888455,1,9.0,1,1,0.6083771330757827,0.6083771330757826
2016-08-11,air_dad0b6a36138f309,0,0,0,0,1,0,0,1.258085714279008,1.3092134054577673,1.0,-0.0979945026933984,1.35744236101157,1,4.0,1,1,0.283116845527123,0.28311684552712274
2016-08-12,air_dad0b6a36138f309,1,0,0,0,0,0,0,1.1909909818452356,1.286680024497769,0.0,0.06197336856297419,1.2504047115399757,1,3.0,1,1,-0.17014659346114078,-0.17014659346114117
2016-08-13,air_dad0b6a36138f309,0,0,1,0,0,0,0,1.1686260710339782,1.27541333401777,1.0,0.5152156704560302,1.154070827015541,1,8.0,1,1,0.0037665028716952005,0.0037665028716948614
2016-08-14,air_dad0b6a36138f309,0,0,0,1,0,0,0,1.1127137940058345,1.1176796672977825,1.0,-0.3912689333300818,1.1754783569098597,1,4.0,1,1,-1.0821204140521197,-1.0821204140521201
