visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-01-01,air_db4b38ebe7a7ceff,1,0,0,0,0,0,0,-1.013458581706881,-1.0163246695616415,1.0,0.8391169703312189,-0.9626914265690757,1,21.0,1,1,-1.9608903053590663,-1.9608903053590663
2016-01-02,air_db4b38ebe7a7ceff,0,0,1,0,0,0,0,-0.9551575781002666,-0.8397431632671477,1.0,0.43009952127553236,-1.1364805153723305,1,9.0,1,1,-1.8118389837455993,-1.8118389837455993
2016-01-04,air_db4b38ebe7a7ceff,0,1,0,0,0,0,0,-0.5936913557392574,-0.5859072479688128,0.0,0.43009952127553236,-0.7425585807516194,1,16.0,1,1,-1.4796890843125432,-1.4796890843125432
2016-01-05,air_db4b38ebe7a7ceff,0,0,0,0,0,1,0,-0.7336137643951318,-0.9501066047012063,0.0,-0.9247707787214295,-0.7078007629909685,1,11.0,1,1,-1.35030951072928,-1.35030951072928
2016-01-06,air_db4b38ebe7a7ceff,0,0,0,0,0,0,1,-0.7452739651164547,-0.7735250984067126,0.0,-0.7458256447595667,-0.6151132489625657,1,10.0,1,1,-1.2865024305800292,-1.2865024305800292
2016-01-07,air_db4b38ebe7a7ceff,0,0,0,0,1,0,0,-0.8618759723296835,-0.9501066047012063,0.0,-0.9247707787214295,-0.6730429452303174,1,2.0,1,1,-1.217651312474316,-1.217651312474316
2016-01-08,air_db4b38ebe7a7ceff,1,0,0,0,0,0,0,-0.9318371766576207,-1.1046154227088885,0.0,-0.95033436928741,-0.8815898517942234,1,5.0,1,1,-0.8849970092456138,-0.8849970092456138
2016-01-09,air_db4b38ebe7a7ceff,0,0,1,0,0,0,0,-1.0367789831495267,-1.0935790785654826,0.0,0.966934923161121,-1.1017226976116796,1,13.0,1,1,-0.6282554772616722,-0.6282554772616722
2016-01-10,air_db4b38ebe7a7ceff,0,0,0,1,0,0,0,-0.9551575781002666,-1.0715063902786708,0.0,0.7112990175013167,-0.9858633050761765,1,21.0,1,1,-0.9124870161083344,-0.9124870161083344
2016-01-11,air_db4b38ebe7a7ceff,0,1,0,0,0,0,0,-0.9784779795429123,-0.9942519812748298,1.0,-0.23455383343995848,-1.0553789405974783,1,15.0,1,1,-1.2723791243019342,-1.2723791243019342
2016-01-12,air_db4b38ebe7a7ceff,0,0,0,0,0,1,0,-1.0600993845921725,-1.137724455139106,0.0,0.17446361561572823,-1.0669648798510287,1,15.0,1,1,-1.3258459266404368,-1.3258459266404368
2016-01-13,air_db4b38ebe7a7ceff,0,0,0,0,0,0,1,-1.2933033990186302,-1.226015208286353,0.0,-0.5924441013636842,-1.1828242723865319,1,2.0,1,1,-1.123075600790644,-1.123075600790644
2016-01-14,air_db4b38ebe7a7ceff,0,0,0,0,1,0,0,-1.1650411910840783,-1.1708334875693236,0.0,0.046645662785826186,-1.2059961508936325,1,7.0,1,1,-1.0310219080852032,-1.0310219080852032
2016-01-15,air_db4b38ebe7a7ceff,1,0,0,0,0,0,0,-1.1767013918054012,-1.1818698317127294,0.0,0.7368626080672971,-1.1712383331329816,1,15.0,1,1,-0.7566262432536429,-0.756626243253643
2016-01-16,air_db4b38ebe7a7ceff,0,0,1,0,0,0,0,-1.21168199396937,-1.1156517668522943,0.0,0.4556631118415127,-1.217582090147183,1,17.0,1,1,-0.6100969406184071,-0.6100969406184071
2016-01-17,air_db4b38ebe7a7ceff,0,0,0,1,0,0,0,-1.1767013918054012,-1.1929061758561352,0.0,-0.43906255796780175,-1.287097725668485,1,13.0,1,1,-1.2090764479483298,-1.2090764479483298
2016-01-18,air_db4b38ebe7a7ceff,0,1,0,0,0,0,0,-0.9085167752149751,-1.0273610137050473,0.0,-1.4104789994750573,-0.8815898517942234,1,13.0,1,1,-1.4905337659189375,-1.4905337659189377
2016-01-19,air_db4b38ebe7a7ceff,0,0,0,0,0,1,0,-1.5498278148877334,-1.6674689740225872,0.0,-0.36237178626986055,-1.3797852396968875,1,20.0,1,1,-1.255733799045608,-1.255733799045608
2016-01-21,air_db4b38ebe7a7ceff,0,0,0,0,1,0,0,-1.3282840011825987,-1.3805240262940348,0.0,-0.43906255796780175,-1.287097725668485,1,19.0,1,1,-1.01059355436153,-1.01059355436153
2016-01-22,air_db4b38ebe7a7ceff,1,0,0,0,0,0,0,-1.3166238004612758,-1.2039425199995413,0.0,0.3278451590116106,-1.1828242723865319,1,20.0,1,1,-0.7046726523020791,-0.7046726523020792
2016-01-23,air_db4b38ebe7a7ceff,0,0,1,0,0,0,0,-1.3982452055105359,-1.523996500158311,0.0,-1.333788227777116,-1.252339907907834,1,23.0,1,1,-0.6320385057290191,-0.6320385057290191
2016-01-24,air_db4b38ebe7a7ceff,0,0,0,1,0,0,0,-1.8879736358060968,-1.9213048893209221,0.0,0.3789723401435715,-1.7505352958104983,1,13.0,1,1,-1.3233239076622054,-1.3233239076622056
2016-01-25,air_db4b38ebe7a7ceff,0,1,0,0,0,0,0,-1.678090022822285,-1.5791782208753402,0.0,0.8646805608971991,-1.8779806275995519,1,4.0,1,1,-1.3477874917510486,-1.3477874917510486
2016-01-26,air_db4b38ebe7a7ceff,0,0,0,0,0,1,0,-1.3282840011825987,-1.3474149938638174,0.0,0.3789723401435715,-1.391371178950438,1,12.0,1,1,-1.1765424031291465,-1.1765424031291467
2016-01-28,air_db4b38ebe7a7ceff,0,0,0,0,1,0,0,-0.9668177788215895,-0.9280339164143947,0.0,-0.5924441013636842,-1.1828242723865319,1,6.0,1,1,-1.0317785137786726,-1.0317785137786726
2016-01-29,air_db4b38ebe7a7ceff,1,0,0,0,0,0,0,-1.013458581706881,-1.3032696172901939,0.0,-1.4616061806070182,-0.696214823737418,1,20.0,1,1,-0.8900410472020762,-0.8900410472020762
2016-01-30,air_db4b38ebe7a7ceff,0,0,1,0,0,0,0,-0.9668177788215895,-1.1156517668522943,0.0,-1.1037159126832925,-0.7193867022445187,1,26.0,1,1,-0.5911817982816727,-0.5911817982816728
2016-01-31,air_db4b38ebe7a7ceff,0,0,0,1,0,0,0,-0.9318371766576207,-0.9942519812748298,0.0,0.8902441514631795,-0.904761730301324,1,25.0,1,1,-1.141234137433909,-1.141234137433909
2016-02-01,air_db4b38ebe7a7ceff,0,1,0,0,0,0,0,-1.0600993845921725,-1.226015208286353,0.0,-1.1292795032492728,-0.8584179732871228,1,14.0,1,1,-1.3934360352570343,-1.3934360352570343
2016-02-02,air_db4b38ebe7a7ceff,0,0,0,0,0,1,0,-1.1883615925267241,-1.1597971434259178,0.0,0.09777284391778683,-1.043793001343928,1,5.0,1,1,-1.2466545307239754,-1.2466545307239754
2016-02-03,air_db4b38ebe7a7ceff,0,0,0,0,0,0,1,-1.3399442019039214,-1.226015208286353,0.0,-0.4134989674018214,-1.287097725668485,1,5.0,1,1,-1.1725071727639766,-1.1725071727639766
2016-02-04,air_db4b38ebe7a7ceff,0,0,0,0,1,0,0,-1.2350023954120157,-1.148760799282512,0.0,0.6857354269353365,-1.4261289967110888,1,13.0,1,1,-1.135181291886154,-1.1351812918861541
2016-02-05,air_db4b38ebe7a7ceff,1,0,0,0,0,0,0,-1.1067401874774638,-1.0715063902786708,0.0,0.8646805608971991,-1.1248945761187803,1,12.0,1,1,-0.7644445020861599,-0.7644445020861599
2016-02-06,air_db4b38ebe7a7ceff,0,0,1,0,0,0,0,-1.1767013918054012,-1.1708334875693236,0.0,-0.1834266523079976,-1.11330863686523,1,19.0,1,1,-0.543263437695279,-0.543263437695279
2016-02-07,air_db4b38ebe7a7ceff,0,0,0,1,0,0,0,-1.3632646033465674,-1.3363786497204113,0.0,0.17446361561572823,-1.2407539686542837,1,3.0,1,1,-1.1485479924707798,-1.1485479924707798
