visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-05,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-0.5364998593611672,-0.530266196979977,0.0,0.7923406212475982,-0.7540713758455827,1,8.0,1,1,-1.4163711835966872,-1.4163711835966872
2016-01-06,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-0.7854021675677461,-1.040307061658457,0.0,-1.2522221780412912,-0.5177270704069796,1,6.0,1,1,-1.3537125345049668,-1.353712534504967
2016-01-07,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-0.8102923983884041,-0.8412667242229527,0.0,-0.08390057844764016,-0.8249746674771635,1,3.0,1,1,-1.2861006325206203,-1.2861006325206203
2016-01-08,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-1.046749591184654,-1.0900671460173332,0.0,0.8653607212222011,-0.9904156812841858,1,7.0,1,1,-0.9594336042519279,-0.9594336042519279
2016-01-12,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-1.4698835151358378,-1.6871881583238466,0.0,-1.2522221780412912,-1.250394417266649,1,8.0,1,1,-1.3923479070674505,-1.3923479070674507
2016-01-13,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-1.3578774764428776,-1.2393473990939616,0.0,0.8653607212222011,-1.463104292161392,1,3.0,1,1,-1.1932271407838806,-1.1932271407838806
2016-01-14,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-1.1463105144672854,-1.027867040568738,0.0,0.9627208545216721,-1.3331149241701603,1,12.0,1,1,-1.102830275493454,-1.102830275493454
2016-01-15,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-1.1960909761086014,-1.0900671460173332,0.0,0.7193205212729948,-1.1204050492754174,1,20.0,1,1,-0.8333733181345933,-0.8333733181345933
2016-01-16,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-1.0840849374156407,-0.978106956209862,0.0,0.9627208545216721,-1.1440394798192777,1,3.0,1,1,-0.6894813216038045,-0.6894813216038045
2016-01-19,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-1.258316553160246,-1.376187631080871,0.0,0.9627208545216721,-1.250394417266649,1,22.0,1,1,-1.3234976918599475,-1.3234976918599475
2016-01-20,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-1.3827677072635354,-1.3139875256322757,0.0,0.9870608878465398,-1.4394698616175314,1,6.0,1,1,-1.201647670701345,-1.201647670701345
2016-01-21,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-1.2209812069292592,-1.2642274412733996,0.0,0.5489402879989209,-1.238577201994719,1,13.0,1,1,-1.0827696012783183,-1.0827696012783183
2016-01-22,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-1.1712007452879434,-1.1647072725556473,0.0,0.7193205212729948,-1.0022328965561158,1,8.0,1,1,-0.7823548133405442,-0.7823548133405442
2016-01-23,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-1.4076579380841931,-1.6498680950546893,0.0,-1.2035421113915556,-1.0495017576438366,1,6.0,1,1,-0.7110279716867282,-0.7110279716867282
2016-01-25,air_df5cf5cd03eb68d0,0,1,0,0,0,0,0,-1.5321090921874827,-1.401067673260309,0.0,1.0844210211460108,-1.6639969517842044,1,6.0,1,1,-1.4138945571503743,-1.4138945571503743
2016-01-26,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-1.4201030534945223,-1.2517874201836807,0.0,0.8410206878973335,-1.5103731532491125,1,27.0,1,1,-1.2457316214457175,-1.2457316214457175
2016-01-27,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-1.1089751682362987,-0.7790666187743576,0.0,1.0357409544962755,-1.486738722705252,1,3.0,1,1,-1.0981246852454591,-1.0981246852454591
2016-01-28,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-0.9222984370813645,-0.7044264922360435,0.0,1.0357409544962755,-1.1085878340034874,1,14.0,1,1,-1.1035732634273479,-1.1035732634273479
2016-01-29,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-1.2209812069292592,-1.475707799798623,0.0,-1.2522221780412912,-1.0495017576438366,1,5.0,1,1,-0.964386857144554,-0.9643868571445541
2016-01-30,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-1.4823286305461671,-1.824028390310756,0.0,-1.2522221780412912,-1.1794911256350682,1,4.0,1,1,-0.6709066232564566,-0.6709066232564566
2016-02-01,air_df5cf5cd03eb68d0,0,1,0,0,0,0,0,-1.3080970148015616,-1.6125480317855325,0.0,-1.2522221780412912,-1.0495017576438366,1,15.0,1,1,-1.4587214958286405,-1.4587214958286405
2016-02-03,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-1.270761668570575,-1.3015475045425569,0.0,0.47592018802431757,-1.1794911256350682,1,1.0,1,1,-1.2417690191316166,-1.2417690191316166
2016-02-05,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-0.9596337833123513,-0.7915066398640765,0.0,0.9383808211968045,-1.2858460630824395,1,14.0,1,1,-0.8410508601181637,-0.8410508601181638
2016-02-06,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-1.0591947065949827,-1.2144673569145235,0.0,-1.0088218447926138,-0.8367918827490937,1,6.0,1,1,-0.6238507207765085,-0.6238507207765085
2016-02-08,air_df5cf5cd03eb68d0,0,1,0,0,0,0,0,-1.3454323610325485,-1.2891074834528375,0.0,0.08647965482643398,-1.2031255561789285,1,4.0,1,1,-1.4086936416131168,-1.4086936416131168
2016-02-09,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-1.0716398220053118,-0.6173463446080103,0.0,0.8410206878973335,-1.2858460630824395,1,11.0,1,1,-1.1966944178087189,-1.1966944178087189
2016-02-10,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-1.1463105144672854,-1.1025071671070523,0.0,1.1574411211206141,-1.167673910363138,1,4.0,1,1,-0.8814198711930665,-0.8814198711930665
2016-02-12,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-0.996969129543338,-0.965666935120143,0.0,-0.6680613782444657,-1.1794911256350682,1,4.0,1,1,-0.898013268383364,-0.898013268383364
2016-02-13,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-0.15070128164097002,0.26589515276204073,0.0,-0.13258064509737566,-0.3759204871438177,1,3.0,1,1,-0.7132569354884098,-0.7132569354884098
2016-02-15,air_df5cf5cd03eb68d0,0,1,0,0,0,0,0,-0.8849630908503777,-0.517826175890258,0.0,-1.15486204474182,-0.9785984660122556,1,5.0,1,1,-1.4121609186379551,-1.4121609186379551
2016-02-16,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-1.1960909761086014,-1.2020273358248046,0.0,1.0357409544962755,-1.2149427714508587,1,5.0,1,1,-1.255885789875601,-1.255885789875601
2016-02-18,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-1.1214202836466274,-1.1149471881967714,0.0,0.40290008804971444,-1.2267599867227887,1,1.0,1,1,-1.1008489743364036,-1.1008489743364036
2016-02-19,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-0.6858412442851146,-0.39342596499306776,0.0,1.011400921171408,-1.0731361881876966,1,4.0,1,1,-0.790280017968746,-0.790280017968746
2016-02-20,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-0.8974082062607066,-1.0527470827481762,0.0,-1.1061819780920847,-0.5886303620385606,1,6.0,1,1,-0.8234668123493409,-0.823466812349341
2016-02-23,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-1.0591947065949827,-1.2020273358248046,0.0,-1.2278821447164234,-0.7777058063894429,1,9.0,1,1,-1.1890168758251485,-1.1890168758251485
2016-02-24,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-1.1712007452879434,-1.4881478208883423,0.0,-1.2278821447164234,-1.0613189729157666,1,3.0,1,1,-1.1461712383039326,-1.1461712383039326
2016-02-25,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-1.4201030534945223,-1.401067673260309,0.0,-0.7654215115439366,-1.3094804936262998,1,2.0,1,1,-1.0446295540050972,-1.0446295540050972
2016-02-26,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-1.1712007452879434,-1.027867040568738,0.0,1.3034813210698204,-1.3449321394420903,1,8.0,1,1,-0.645397370859432,-0.645397370859432
2016-02-27,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-0.9222984370813645,-0.8910268085818288,0.0,1.3034813210698204,-1.0376845423719063,1,7.0,1,1,-0.48169236275813887,-0.48169236275813887
2016-03-01,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-1.245871437749917,-1.1647072725556473,0.0,1.4008414543692915,-1.1085878340034874,1,4.0,1,1,-1.2467222720242428,-1.2467222720242428
2016-03-02,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-1.1089751682362987,-0.9034668296715478,0.0,0.8653607212222011,-1.2267599867227887,1,2.0,1,1,-1.1201666606176455,-1.1201666606176455
2016-03-03,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-0.7480668213367594,-0.40586598608278696,0.0,1.3765014210444237,-1.0849534034596269,1,3.0,1,1,-1.1365123951633116,-1.1365123951633116
2016-03-04,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-0.598725436412812,-0.4680660915313819,0.0,1.1087610544708784,-0.6949852994859319,1,8.0,1,1,-0.7731912954891859,-0.7731912954891859
2016-03-05,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-0.5613900901818252,-0.4183060071725057,0.0,-0.6193813115947302,-0.4468237787753987,1,10.0,1,1,-0.5557434935028993,-0.5557434935028993
2016-03-07,air_df5cf5cd03eb68d0,0,1,0,0,0,0,0,-0.13825616623064113,-0.517826175890258,0.0,-1.2522221780412912,0.15585420009303916,1,9.0,1,1,-1.4547588935145397,-1.4547588935145397
2016-03-08,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,0.07331079574495104,0.14149494186485048,0.0,0.7193205212729948,0.14403698482110885,1,4.0,1,1,-1.1275965399565846,-1.1275965399565846
2016-03-09,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-0.8102923983884041,-0.5924663024285721,0.0,-1.2522221780412912,-0.9076951743806747,1,8.0,1,1,-1.1729188039241136,-1.1729188039241136
2016-03-10,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-1.1338653990569565,-1.3886276521705898,0.0,-1.2522221780412912,-0.931329604924535,1,3.0,1,1,-1.0552790477242433,-1.0552790477242433
2016-03-11,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-1.3205421302118907,-1.6871881583238466,0.0,-1.2522221780412912,-1.0022328965561158,1,19.0,1,1,-0.7246494171414499,-0.7246494171414499
2016-03-12,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-1.1712007452879434,-1.401067673260309,0.0,-0.9114617114931429,-1.014050111828046,1,16.0,1,1,-0.5391500963126018,-0.5391500963126018
2016-03-15,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-0.8849630908503777,-0.6919864711463245,0.0,1.52254162099363,-0.8840607438368143,1,8.0,1,1,-1.0800453121873739,-1.0800453121873739
2016-03-16,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-0.8102923983884041,-0.7168665133257625,0.0,-0.6680613782444657,-1.014050111828046,1,5.0,1,1,-0.9928680612771542,-0.9928680612771542
2016-03-17,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-0.26270732033393057,0.0917348575059741,0.0,1.52254162099363,-0.6004475773104906,1,10.0,1,1,-0.9465551467311,-0.9465551467311
2016-03-18,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-0.05114035835833839,0.21613506840316438,0.0,0.5976203546486563,-0.4586409940473289,1,11.0,1,1,-0.5800144326767673,-0.5800144326767673
2016-03-19,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-0.03869524294800949,-0.3685459228136298,0.0,-0.7897615448688043,0.2503919222684803,1,3.0,1,1,-0.5629257101972072,-0.5629257101972072
2016-03-22,air_df5cf5cd03eb68d0,0,0,0,0,0,1,0,-0.5240547439508383,-0.2690257540958775,0.0,0.8897007545470692,-0.7186197300297922,1,2.0,1,1,-1.076082709873273,-1.076082709873273
2016-03-23,air_df5cf5cd03eb68d0,0,0,0,0,0,0,1,-0.46182916689919357,-0.20682564864728237,0.0,0.18383978812590498,-0.47045820931925897,1,8.0,1,1,-0.9772653146653819,-0.9772653146653819
2016-03-24,air_df5cf5cd03eb68d0,0,0,0,0,1,0,0,-1.1089751682362987,-1.2642274412733996,0.0,-0.8871216781682751,-0.8722435285648842,1,12.0,1,1,-1.035466036153739,-1.035466036153739
2016-03-25,air_df5cf5cd03eb68d0,1,0,0,0,0,0,0,-0.8849630908503777,-0.6546664078771672,0.0,0.9870608878465398,-1.0613189729157666,1,7.0,1,1,-0.4450382913527056,-0.4450382913527056
2016-03-26,air_df5cf5cd03eb68d0,0,0,1,0,0,0,0,-0.8974082062607066,-0.8910268085818288,0.0,0.25685988810050814,-0.7540713758455827,1,5.0,1,1,-0.45073453217922566,-0.45073453217922566
2016-03-28,air_df5cf5cd03eb68d0,0,1,0,0,0,0,0,-0.4867193977198514,-0.3561059017239106,0.0,-0.5707012449449947,-0.2931999802403067,1,2.0,1,1,-1.1110031427662872,-1.1110031427662872
