visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.1765683322459906,1.261869289959686,0.0,-0.1997152002599556,1.119743038063477,1,42.0,1,1,1.368803340040704,1.368803340040704
2016-07-04,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.4367067086805743,1.6440126711462149,0.0,0.5078006945082638,1.299501117752597,1,46.0,1,1,-1.150976632937889,-1.150976632937889
2016-07-05,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,0.7154139376574102,0.6647702568557338,0.0,-1.3527040658081653,0.9175151984132168,1,56.0,1,1,-0.5041507004980774,-0.5041507004980774
2016-07-06,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,0.8809565408430546,0.820016005462761,0.0,-0.2783280774564246,0.9512198383549268,1,70.0,1,1,-0.058420109290266545,-0.058420109290266545
2016-07-07,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.3894088220561043,1.9903301103465076,0.0,2.001445361241172,1.1085081580829068,1,24.0,1,1,-0.12336099012849064,-0.12336099012849064
2016-07-08,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.1410949172776381,1.1663334446630536,0.0,-0.8024139254328835,1.1309779180440471,1,32.0,1,1,1.168814945641173,1.168814945641173
2016-07-09,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,0.7981852392502323,0.5811763922211801,0.0,-1.3527040658081653,0.928750078393787,1,35.0,1,1,1.4636317853556107,1.4636317853556107
2016-07-11,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.460355651992809,1.608186729159978,0.0,1.922832484044703,1.153447678005187,1,25.0,1,1,-1.200051275844047,-1.200051275844047
2016-07-12,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.3539354070877523,1.4051730579046344,0.0,0.29816635531768027,1.411849917558297,1,3.0,1,1,-0.489391409398481,-0.489391409398481
2016-07-13,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.1174459739654035,0.9036098700973146,0.0,-1.3527040658081653,1.2882662377720269,1,26.0,1,1,-0.41817782984292845,-0.41817782984292845
2016-07-14,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.2120417472143425,1.5365348451875036,0.0,-0.33073666225407045,1.041098878199487,1,36.0,1,1,-0.20564403800874048,-0.20564403800874048
2016-07-15,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,0.7745362959379974,0.4736985662624689,0.0,-1.3527040658081653,1.007394238257777,1,27.0,1,1,0.9599709765818841,0.9599709765818841
2016-07-16,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,0.999201257404229,0.9155518507593934,0.0,-0.9334353874269982,0.906280318432647,1,3.0,1,1,1.405701567789695,1.405701567789695
2016-07-19,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.377584350399987,1.4648829612150291,0.0,0.2719620629188574,1.310735997733167,1,10.0,1,1,-0.8354967856840163,-0.8354967856840163
2016-07-20,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.2593396338388125,1.1782754253251322,0.0,-0.1473066154623099,1.265796477810887,1,27.0,1,1,-0.36172354138697227,-0.36172354138697227
2016-07-21,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,0.7272384093135279,0.5095245082487061,0.0,-1.3527040658081653,0.9961593582772067,1,16.0,1,1,-0.1443929799454155,-0.1443929799454155
2016-07-22,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,0.6799405226890579,0.3184528176554413,0.0,-1.3527040658081653,0.9399849583743567,1,46.0,1,1,1.0226979637551687,1.0226979637551687
2016-07-25,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.0701480873409335,0.9394358120835514,0.0,-1.1430697266175818,1.0186291182383471,1,4.0,1,1,-1.0579930990104318,-1.0579930990104318
2016-07-26,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,0.9637278424358766,0.8797259087731563,0.0,-1.3264997734093424,1.0523337581800567,1,8.0,1,1,-0.33810867562761804,-0.33810867562761804
2016-07-27,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.0464991440286986,0.8677839281110774,0.0,-1.2740911886116966,1.1646825579857567,1,17.0,1,1,-0.13775129895059712,-0.13775129895059712
2016-07-28,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.2829885771510474,1.321579193270081,0.0,0.009919138930627923,1.265796477810887,1,18.0,1,1,0.08400704982083858,0.08400704982083858
2016-07-29,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.3657598787438694,1.4768249418771084,0.0,1.6607895600564735,1.2208569578886068,1,65.0,1,1,1.2654883023435293,1.2654883023435293
2016-07-30,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,1.3657598787438694,1.5365348451875036,0.0,1.477359513264713,1.1309779180440471,1,8.0,1,1,1.3820867020303407,1.3820867020303407
2016-08-01,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.3894088220561043,1.3693471159183972,0.0,-0.8548225102305294,1.411849917558297,1,14.0,1,1,-1.1118645115239585,-1.1118645115239585
2016-08-02,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.2120417472143425,1.118565522014737,0.0,-0.9072310950281752,1.1759174379663269,1,26.0,1,1,-0.7613313479085444,-0.7613313479085444
2016-08-03,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.3184619921193999,1.4290570192287924,0.0,-0.2783280774564246,1.2770313577914567,1,27.0,1,1,-0.3167077035332033,-0.3167077035332033
2016-08-04,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.4721801236489265,1.5484768258495827,0.0,0.8746607880917852,1.3893801575971567,1,10.0,1,1,-0.19088474690914412,-0.19088474690914412
2016-08-05,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.543126953585631,1.5962447484978988,0.0,1.477359513264713,1.411849917558297,1,40.0,1,1,0.8529661161098103,0.8529661161098103
2016-08-08,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.5194780102733962,1.5723607871737413,0.0,-0.1473066154623099,1.490494077422287,1,4.0,1,1,-1.0934153976494632,-1.0934153976494632
2016-08-09,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.9215100465813888,2.109749916967298,0.0,0.7698436184964932,1.535433597344567,1,28.0,1,1,-0.2668950960720655,-0.2668950960720655
2016-08-18,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.330286463775517,1.3812890965804763,0.0,-1.0644568494211128,1.4792591974417169,1,25.0,1,1,-0.5052576473305471,-0.5052576473305471
2016-08-19,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.4130577653683394,1.4648829612150291,0.0,0.45539210971061805,1.456789437480577,1,28.0,1,1,0.8164368706383093,0.8164368706383093
2016-08-22,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.1883928039021079,0.9872037347318678,0.0,-1.3527040658081653,1.2545615978303168,1,5.0,1,1,-1.9457644586511544,-1.9457644586511544
2016-08-23,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.3184619921193999,1.2379853286355276,0.0,-0.9072310950281752,1.3669103976360168,1,24.0,1,1,-0.5694605636137914,-0.5694605636137914
2016-08-24,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.2829885771510474,1.33352117393216,0.0,-0.8548225102305294,1.2882662377720269,1,27.0,1,1,-0.3809106198164476,-0.3809106198164476
2016-08-25,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.460355651992809,1.512650883863346,0.0,1.7656067296517655,1.2882662377720269,1,27.0,1,1,-0.252504787249959,-0.252504787249959
2016-08-26,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.4958290669611614,1.5245928645254243,0.0,1.320133758871775,1.344440637674877,1,27.0,1,1,1.1119916749077268,1.1119916749077268
2016-08-29,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.1765683322459906,1.2021593866492908,0.0,-0.6713924634387687,1.1309779180440471,1,1.0,1,1,-1.3804836095366129,-1.3804836095366129
2016-08-30,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.1174459739654035,0.9633197734077098,0.0,-1.1954783114152279,1.1759174379663269,1,31.0,1,1,-0.595658305315575,-0.595658305315575
2016-08-31,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.3184619921193999,1.321579193270081,0.0,1.6083809752588278,1.1759174379663269,1,33.0,1,1,-0.17022173936970916,-0.17022173936970916
2016-09-01,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.3421109354316345,1.4887669225391875,0.0,1.2939294664729522,1.119743038063477,1,26.0,1,1,-0.5598670243990538,-0.5598670243990538
2016-09-02,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.3066375204632823,1.1663334446630536,0.0,-0.06869373826584087,1.232091837869177,1,20.0,1,1,0.6323147141708443,0.6323147141708443
2016-09-05,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.5076535386172785,1.5484768258495827,0.0,1.1629080044788374,1.4343196775194371,1,9.0,1,1,-1.2904519338290747,-1.2904519338290747
2016-09-06,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.5549514252417485,1.4768249418771084,0.0,1.1629080044788374,1.5579033573057068,1,25.0,1,1,-0.595658305315575,-0.595658305315575
2016-09-07,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.3539354070877523,1.2260433479734487,0.0,-0.7500053406352376,1.5017289574028567,1,27.0,1,1,-0.5000918954456884,-0.5000918954456884
2016-09-08,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.2711641054949299,1.2379853286355276,0.0,-1.0120482646234672,1.423084797538867,1,17.0,1,1,-0.35434389583717407,-0.35434389583717407
2016-09-09,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,1.3421109354316345,1.4887669225391875,0.0,0.03612343132945078,1.187152317946897,1,33.0,1,1,0.9459496500372675,0.9459496500372675
2016-09-12,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.0701480873409335,0.9155518507593934,0.0,-1.2740911886116966,1.1759174379663269,1,11.0,1,1,-1.26941994401215,-1.26941994401215
2016-09-13,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,0.8218341825624675,0.46175658560038974,0.0,-1.3527040658081653,1.0523337581800567,1,7.0,1,1,-0.7580105074111352,-0.7580105074111352
2016-09-14,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,0.8809565408430546,0.7841900634765242,0.0,-1.2740911886116966,0.962454718335497,1,23.0,1,1,-0.3679962401043007,-0.3679962401043007
2016-09-15,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,0.999201257404229,0.7603061021523658,0.0,-1.3264997734093424,1.1422127980246168,1,29.0,1,1,-0.047350640965569256,-0.047350640965569256
2016-09-16,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,0.8573075975308194,0.521466488910785,0.0,-1.3527040658081653,1.1085081580829068,1,25.0,1,1,0.878794875534104,0.878794875534104
2016-09-20,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,0.40797767459835715,0.007961320441386425,0.0,-1.3527040658081653,0.625408318918397,1,6.0,1,1,-1.7502038515815024,-1.7502038515815024
2016-09-21,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,0.5262223911595315,0.3781627209658365,0.0,-1.3264997734093424,0.625408318918397,1,27.0,1,1,0.37734796042531676,0.37734796042531676
2016-09-23,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,0.6089936927523535,0.2468009336829673,0.0,-1.3527040658081653,0.8276361585686567,1,35.0,1,1,0.19507071534530138,0.19507071534530138
2016-09-24,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,0.7272384093135279,0.46175658560038974,0.0,-1.3527040658081653,0.984924478296637,1,22.0,1,1,1.111622692630237,1.111622692630237
2016-09-26,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,1.1529193889337555,1.2021593866492908,0.0,-0.540371001444654,1.1085081580829068,1,25.0,1,1,-1.0439717724658153,-1.0439717724658153
2016-09-27,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.1765683322459906,1.1663334446630536,0.0,-0.7500053406352376,1.209622077908037,1,11.0,1,1,-0.428140351335156,-0.428140351335156
2016-09-28,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,1.2829885771510474,1.261869289959686,0.0,-0.8024139254328835,1.344440637674877,1,24.0,1,1,-0.31449380986826386,-0.31449380986826386
2016-09-29,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.0583236156848161,0.9394358120835514,0.0,-1.1692740190164046,1.0860383981217667,1,15.0,1,1,-0.1945745696840432,-0.1945745696840432
2016-09-30,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,0.6799405226890579,0.5572924308970222,0.0,-0.7238010482364147,0.760226878685237,1,38.0,1,1,1.1791464494108903,1.1791464494108903
2016-10-03,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,0.8336586542185846,0.772248082814445,0.0,-1.3527040658081653,0.906280318432647,1,6.0,1,1,-1.485643558621237,-1.485643558621237
2016-10-04,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,1.0937970306531681,1.4290570192287924,0.0,0.2719620629188574,0.8613407985103668,1,14.0,1,1,-0.6543264874364706,-0.6543264874364706
2016-10-05,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,0.9873767857481115,0.7603061021523658,0.0,-1.1692740190164046,1.0635686381606269,1,14.0,1,1,-0.8218444414168896,-0.8218444414168896
2016-10-06,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,1.2238662188704603,1.345463154594239,0.0,0.8222522032941394,1.0523337581800567,1,11.0,1,1,-0.35655778950211353,-0.35655778950211353
2016-10-07,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,0.6799405226890579,0.5811763922211801,0.0,0.16714489332356552,0.7826966386463768,1,38.0,1,1,0.8016775795387129,0.8016775795387129
2016-10-08,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,0.6562915793768231,0.6289443148694965,0.0,-1.3002954810105194,0.6928175988018167,1,1.0,1,1,1.0496336700119322,1.0496336700119322
2016-10-11,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,0.2306105997565956,0.007961320441386425,0.0,-1.3002954810105194,0.4681199991904167,1,14.0,1,1,-1.1365863241157825,-1.1365863241157825
2016-10-12,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,0.2660840147249476,0.3781627209658365,0.0,0.7960479108953161,0.18724799967616665,1,10.0,1,1,-0.43847185510487346,-0.43847185510487346
2016-10-13,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,0.1005414115393036,-0.21893631213811565,0.0,-1.3527040658081653,0.36700607936528684,1,22.0,1,1,-0.4048944678532917,-0.4048944678532917
2016-10-14,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,-0.005878833365753385,-0.063690563531088,0.0,-0.3045323698552475,0.06366431988989665,1,22.0,1,1,0.955912171529495,0.955912171529495
2016-10-15,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,0.1241903548515384,0.3184528176554413,0.0,1.477359513264713,-0.026214719954663245,1,6.0,1,1,1.4123432487845133,1.4123432487845133
2016-10-17,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,0.21878612810047798,-0.063690563531088,0.0,-1.3527040658081653,0.4119455992875667,1,20.0,1,1,-1.3535479032798494,-1.3535479032798494
2016-10-18,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,0.6208181644084707,0.748364121490287,0.0,0.1933491857223886,0.5242943990932667,1,20.0,1,1,-0.566877687671362,-0.566877687671362
2016-10-19,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,0.6089936927523535,0.46175658560038974,0.0,-0.8548225102305294,0.7152873587629567,1,7.0,1,1,-0.4325681386650349,-0.4325681386650349
2016-10-20,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,0.7390628809696451,0.9155518507593934,0.0,1.2677251740741293,0.5579990390349768,1,7.0,1,1,-0.21634452405594787,-0.21634452405594787
2016-10-21,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,0.30155742969329996,0.16320706904841364,0.0,-0.06869373826584087,0.3782409593458568,1,49.0,1,1,0.9787890727338695,0.9787890727338695
2016-10-22,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,0.1241903548515384,-0.20699433147603644,0.0,-1.3264997734093424,0.2995967994818667,1,41.0,1,1,1.515658286481688,1.515658286481688
2016-10-24,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,-0.08865013495857536,-0.111458486179404,0.0,1.2153165892764837,-0.014979839974093283,1,15.0,1,1,-1.1904577366293094,-1.1904577366293094
2016-10-25,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,-0.19507037986363235,-0.3383561187589061,0.0,-0.7238010482364147,-0.22844255960492338,1,23.0,1,1,-0.5307174244773509,-0.5307174244773509
2016-10-26,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,0.40797767459835715,0.6767122375178126,0.0,1.1629080044788374,0.06366431988989665,1,10.0,1,1,-0.14660687361035496,-0.14660687361035496
2016-10-27,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,0.39615320294223955,0.3901047016279157,0.0,0.6388221565023785,0.13107359977331662,1,39.0,1,1,-0.1333235116207182,-0.1333235116207182
2016-10-28,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,-0.40791086967374635,-0.6249636546488029,0.0,-1.3527040658081653,-0.21720767962435342,1,40.0,1,1,0.8828536805864929,0.8828536805864929
2016-10-29,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,-0.017703305021870782,0.09155518507593964,0.0,-1.3527040658081653,-0.04868447991580337,1,5.0,1,1,1.6935077442318245,1.6935077442318245
2016-10-31,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,-0.15959696489527994,-0.111458486179404,0.0,-0.33073666225407045,-0.2509123195660633,1,5.0,1,1,-1.02404672948136,-1.02404672948136
2016-11-01,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,-0.26601720980033694,-0.4338919640555385,0.0,-0.4879624166470082,-0.037449599935233405,1,29.0,1,1,-0.7458340922539682,-0.7458340922539682
2016-11-02,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,-0.5616290012032729,-0.9354551518628582,0.0,-1.3527040658081653,-0.38573087933290345,1,43.0,1,1,0.38472760597511496,0.38472760597511496
2016-11-04,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,-0.19507037986363235,-0.14728442816564122,0.0,1.0580908348835456,-0.3969657593134734,1,9.0,1,1,0.05559541445411554,0.05559541445411554
2016-11-07,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,-0.5498045295471555,-0.6727315772971192,0.0,0.8484564956929622,-0.43067039925518347,1,22.0,1,1,-1.2594574225199224,-1.2594574225199224
2016-11-08,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,-0.6798737177644473,-0.7682674225937516,0.0,-0.8810268026293524,-0.6666028788471535,1,10.0,1,1,-1.0827149116022556,-1.0827149116022556
2016-11-09,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,-0.6207513594838601,-0.6488476159729611,0.0,0.21955347812121145,-0.4643750391968934,1,7.0,1,1,-0.7823633377254693,-0.7823633377254693
2016-11-10,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,-0.7153471327327997,-0.8399193065662258,0.0,-1.2216826038140507,-0.49807967913860346,1,15.0,1,1,-0.5244447257600224,-0.5244447257600224
2016-11-11,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,-0.7862939626695042,-0.9473971325249372,0.0,-1.3527040658081653,-0.7115423987694335,1,38.0,1,1,0.3991179147972214,0.3991179147972214
2016-11-12,air_c7f78b4f3cba33ff,0,0,1,0,0,0,0,-0.24236826648810214,-0.14728442816564122,0.0,0.29816635531768027,-0.22844255960492338,1,48.0,1,1,1.7543898200176595,1.7543898200176595
2016-11-14,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,-0.23054379483198476,-0.3980660220693013,0.0,-1.3527040658081653,-0.059919359896373335,1,11.0,1,1,-1.366831265269486,-1.366831265269486
2016-11-15,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,-0.04135224833410557,-0.087574524855246,0.0,-0.9334353874269982,0.07489919987046662,1,11.0,1,1,-0.8790366944278256,-0.8790366944278256
2016-11-16,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,-0.3724374547053939,-0.6249636546488029,0.0,-1.1954783114152279,-0.14979839974093342,1,7.0,1,1,-0.3126488984808143,-0.3126488984808143
2016-11-17,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,-0.3606129830492765,-0.20699433147603644,0.0,0.7698436184964932,-0.4756099191774634,1,26.0,1,1,-0.2643122201296361,-0.2643122201296361
2016-11-18,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,-0.5143311145788031,-0.5174858286900917,0.0,1.0056822500859,-0.6666028788471535,1,39.0,1,1,0.9939173461109557,0.9939173461109557
2016-11-21,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,-0.3606129830492765,-0.6369056353108822,0.0,-1.3527040658081653,-0.20597279964378346,1,23.0,1,1,-1.2664680857922308,-1.2664680857922308
2016-11-22,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,-0.19507037986363235,-0.087574524855246,0.0,0.4029835249129721,-0.19473791966321327,1,43.0,1,1,0.6629402432025068,0.6629402432025068
2016-11-24,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,-1.5194112053487854,-1.3653664556977037,0.0,-1.3527040658081653,-1.2508166378367935,1,24.0,1,1,-1.0908325217070338,-1.0908325217070338
2016-11-25,air_c7f78b4f3cba33ff,1,0,0,0,0,0,0,-1.1883259989774972,-1.1026428811319646,0.0,1.0842951272823689,-1.3182259177202136,1,47.0,1,1,0.862190673047058,0.862190673047058
2016-11-28,air_c7f78b4f3cba33ff,0,1,0,0,0,0,0,-0.5379800578910381,-0.7204994999454354,0.0,-0.4879624166470082,-0.2958518394883433,1,13.0,1,1,-1.2214522479384617,-1.2214522479384617
2016-11-29,air_c7f78b4f3cba33ff,0,0,0,0,0,1,0,-0.6089268878277427,-0.6846735579591982,0.0,0.14094060092474267,-0.5093145591191734,1,5.0,1,1,-0.5860647661008374,-0.5860647661008374
2016-11-30,air_c7f78b4f3cba33ff,0,0,0,0,0,0,1,-0.809942905981739,-0.9832230745111742,0.0,-0.06869373826584087,-0.8126563185945636,1,18.0,1,1,-0.350654073062275,-0.350654073062275
2016-12-01,air_c7f78b4f3cba33ff,0,0,0,0,1,0,0,-0.6680492461083298,-0.4219499833934593,0.0,-0.540371001444654,-0.6890726388082934,1,30.0,1,1,-0.4539691107594497,-0.4539691107594497
