visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-01,air_5c65468938c07fa5,1,0,0,0,0,0,0,-0.9645742646055966,-0.9495609542000143,1.0,0.909555918383813,-0.9382611510536093,1,8.0,1,1,-1.8865672119208985,-1.8865672119208985
2016-01-02,air_5c65468938c07fa5,0,0,1,0,0,0,0,-0.9896810847623719,-0.7874384394593016,1.0,0.5375781624289404,-1.0583011571896597,1,8.0,1,1,-1.7388653715308973,-1.7388653715308973
2016-01-03,air_5c65468938c07fa5,0,0,0,1,0,0,0,-0.7386128831946185,-0.4382514846331516,1.0,0.735966298938206,-1.0102851547352396,1,12.0,1,1,-1.6044092122587812,-1.6044092122587812
2016-01-04,air_5c65468938c07fa5,0,1,0,0,0,0,0,-0.7511662932730063,-0.5629611113567766,0.0,0.8847574013201549,-0.8422291461447687,1,13.0,1,1,-1.4097226916770367,-1.4097226916770367
2016-01-05,air_5c65468938c07fa5,0,0,0,0,0,1,0,-0.537758321940416,-0.5380191860120516,0.0,0.7607648160018641,-0.7582011418495335,1,15.0,1,1,-1.2815144951963757,-1.2815144951963757
2016-01-06,air_5c65468938c07fa5,0,0,0,0,0,0,1,-0.7888265235081693,-1.049328655578914,0.0,-1.3223106173454227,-0.5181211295774325,1,9.0,1,1,-1.218285111746849,-1.218285111746849
2016-01-07,air_5c65468938c07fa5,0,0,0,0,1,0,0,-0.8139333436649447,-0.8497932528211142,0.0,-0.1319817982898303,-0.8302251455311638,1,30.0,1,1,-1.150057358064158,-1.150057358064158
2016-01-08,air_5c65468938c07fa5,1,0,0,0,0,0,0,-1.0524481351543105,-1.0992125062683642,0.0,0.8351603671928383,-0.9982811541216345,1,29.0,1,1,-0.8204148411869809,-0.8204148411869809
2016-01-09,air_5c65468938c07fa5,0,0,1,0,0,0,0,-0.9896810847623719,-1.0119157675618269,0.0,0.8847574013201549,-1.0342931559624495,1,38.0,1,1,-0.5659977963189247,-0.5659977963189247
2016-01-10,air_5c65468938c07fa5,0,0,0,1,0,0,0,-0.9143606242920459,-0.8497932528211142,0.0,0.9343544354474711,-1.0823091584168698,1,50.0,1,1,-0.8476559589577257,-0.8476559589577257
2016-01-11,air_5c65468938c07fa5,0,1,0,0,0,0,0,-1.0147879049191473,-1.1490963569578143,1.0,-0.5039595542447028,-0.9142531498263992,1,31.0,1,1,-1.2042896750939893,-1.2042896750939893
2016-01-12,air_5c65468938c07fa5,0,0,0,0,0,1,0,-1.479264077819491,-1.6978187145417647,0.0,-1.3223106173454227,-1.2623691676209456,1,10.0,1,1,-1.2572723995655295,-1.2572723995655295
2016-01-13,air_5c65468938c07fa5,0,0,0,0,0,0,1,-1.366283387114002,-1.2488640583367145,0.0,0.8351603671928383,-1.4784411786658365,1,16.0,1,1,-1.0563379161923299,-1.0563379161923299
2016-01-14,air_5c65468938c07fa5,0,0,0,0,1,0,0,-1.1528754157814116,-1.0368576929065518,0.0,0.9343544354474711,-1.3463971719161811,1,34.0,1,1,-0.9651176594370837,-0.9651176594370837
