visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-01-03,air_f068442ebb6c246c,0,0,0,1,0,0,0,-0.7059226643725286,-0.3992744948459636,1.0,0.7752902148411718,-0.9779061166532739,1,5.0,1,1,-1.7263713494148678,-1.7263713494148678
2016-01-04,air_f068442ebb6c246c,0,1,0,0,0,0,0,-0.7184829363178098,-0.5244997317664664,0.0,0.9221045958521688,-0.8107110497515307,1,20.0,1,1,-1.5310535638932712,-1.5310535638932712
2016-01-05,air_f068442ebb6c246c,0,0,0,0,0,1,0,-0.5049583132480318,-0.4994546843823656,0.0,0.7997592783430045,-0.7271135163006592,1,8.0,1,1,-1.4024296563546585,-1.4024296563546585
2016-01-06,air_f068442ebb6c246c,0,0,0,0,0,0,1,-0.7561637521536528,-1.0128781557564268,0.0,-1.2556420558109547,-0.4882634207267405,1,8.0,1,1,-1.3389952536114444,-1.3389952536114444
2016-01-07,air_f068442ebb6c246c,0,0,0,0,1,0,0,-0.781284296044215,-0.8125177766836225,0.0,-0.08112700772297805,-0.7987685449728348,1,6.0,1,1,-1.2705462735762763,-1.2705462735762763
2016-01-08,air_f068442ebb6c246c,1,0,0,0,0,0,0,-1.019929463004555,-1.0629682505246278,0.0,0.8731664688485028,-0.9659636118745779,1,8.0,1,1,-0.9398349011719298,-0.9398349011719298
2016-01-09,air_f068442ebb6c246c,0,0,1,0,0,0,0,-0.9571281032781498,-0.9753105846802761,0.0,0.9221045958521688,-1.0017911262106656,1,15.0,1,1,-0.6845929170114864,-0.6845929170114864
2016-01-10,air_f068442ebb6c246c,0,0,0,1,0,0,0,-0.8817664716064634,-0.8125177766836225,0.0,0.9710427228558343,-1.0495611453254494,1,13.0,1,1,-0.9671643474130774,-0.9671643474130774
2016-01-12,air_f068442ebb6c246c,0,0,0,0,0,1,0,-1.4469787091441109,-1.6640493877430411,0.0,-1.2556420558109547,-1.2286987170058885,1,8.0,1,1,-1.3781089564886833,-1.3781089564886833
2016-01-13,air_f068442ebb6c246c,0,0,0,0,0,0,1,-1.3339362616365813,-1.2132385348292314,0.0,0.8731664688485028,-1.4436638030224154,1,12.0,1,1,-1.1765229493521445,-1.1765229493521445
