visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_712dd258f7f91b4b,1,0,0,0,0,0,0,1.0723583634384939,1.1479918985685755,0.0,-0.18324733438602792,1.024056499506094,1,25.0,1,1,1.3585100674531165,1.3585100674531165
2016-07-02,air_712dd258f7f91b4b,0,0,1,0,0,0,0,1.236500683602146,1.2882272779746085,0.0,0.47441554287475096,1.1815698793004283,1,34.0,1,1,1.5240234995072384,1.5240234995072384
2016-07-03,air_712dd258f7f91b4b,0,0,0,1,0,0,0,1.4944386152878848,1.7089334161927077,0.0,0.6585611485077688,1.3165813476955726,1,7.0,1,1,-0.5425186102785553,-0.5425186102785553
2016-07-05,air_712dd258f7f91b4b,0,0,0,0,0,1,0,0.61510475726832,0.5636778177101041,0.0,-1.3407339983649988,0.8215392969133778,1,13.0,1,1,-0.6514090261036355,-0.6514090261036355
2016-07-06,air_712dd258f7f91b4b,0,0,0,0,0,0,1,0.7792470774319723,0.7155994787333063,0.0,-0.26216687965732155,0.8552921640121639,1,12.0,1,1,-0.17308312677019255,-0.17308312677019255
2016-07-07,air_712dd258f7f91b4b,0,0,0,0,1,0,0,1.2833984893631891,1.8608550772159107,0.0,2.0264999332101894,1.0128055438064985,1,19.0,1,1,-0.24277299289824383,-0.24277299289824383
2016-07-08,air_712dd258f7f91b4b,1,0,0,0,0,0,0,1.0371850091177113,1.05450164563122,0.0,-0.7882971814659445,1.0353074552056893,1,16.0,1,1,1.1438969569905948,1.1438969569905948
2016-07-09,air_712dd258f7f91b4b,0,0,1,0,0,0,0,0.697175917350146,0.4818738463899177,0.0,-1.3407339983649988,0.8327902526129733,1,47.0,1,1,1.4602731106060096,1.4602731106060096
2016-07-10,air_712dd258f7f91b4b,0,0,0,1,0,0,0,1.0723583634384939,1.2297958698887614,0.0,1.7371282672154462,0.8215392969133778,1,5.0,1,1,-0.3754213176306142,-0.3754213176306142
2016-07-11,air_712dd258f7f91b4b,0,1,0,0,0,0,0,1.3537451980047546,1.4868940654664888,0.0,1.9475803879388955,1.05780936660488,1,4.0,1,1,-1.3981992960894578,-1.3981992960894578
