visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_4c2ed28f3f19ca52,1,0,0,0,0,0,0,1.0254799137308857,1.0955377273906262,0.0,-0.17798695884027804,0.9749062371489798,1,15.0,1,1,1.3516363068606039,1.3516363068606039
2016-07-02,air_4c2ed28f3f19ca52,0,0,1,0,0,0,0,1.1872607360113587,1.2337302177035332,0.0,0.4908772301678239,1.1296664393942955,1,30.0,1,1,1.5102789989589296,1.5102789989589296
2016-07-03,air_4c2ed28f3f19ca52,0,0,0,1,0,0,0,1.441487742452102,1.6483076886422547,0.0,0.6781592030900923,1.2623180413188522,1,19.0,1,1,-0.4704774844409799,-0.4704774844409799
2016-07-04,air_4c2ed28f3f19ca52,0,1,0,0,0,0,0,1.2797069201716291,1.4640510348917115,0.0,0.5443863652884718,1.1517750397150552,1,6.0,1,1,-1.2401602106979288,-1.2401602106979288
2016-07-05,air_4c2ed28f3f19ca52,0,0,0,0,0,1,0,0.5748047659495676,0.5197356844201791,0.0,-1.3551879314945376,0.7759288342621451,1,6.0,1,1,-0.5748476766109311,-0.5748476766109311
2016-07-06,air_4c2ed28f3f19ca52,0,0,0,0,0,0,1,0.7365855882300409,0.669444215592495,0.0,-0.2582506615212505,0.8090917347432843,1,9.0,1,1,-0.11637788700620015,-0.11637788700620015
2016-07-07,air_4c2ed28f3f19ca52,0,0,0,0,1,0,0,1.2334838280914937,1.7980162198145715,0.0,2.0693967162269447,0.9638519369885999,1,17.0,1,1,-0.1831748099949689,-0.1831748099949689
2016-07-08,air_4c2ed28f3f19ca52,1,0,0,0,0,0,0,0.9908125946707843,1.0034094005153544,0.0,-0.793342012727732,0.9859605373093597,1,22.0,1,1,1.1459321462929182,1.1459321462929182
2016-07-09,air_4c2ed28f3f19ca52,0,0,1,0,0,0,0,0.6556951770898041,0.4391233984043163,0.0,-1.3551879314945376,0.786983134422525,1,10.0,1,1,1.4491749955430673,1.4491749955430673
2016-07-10,air_4c2ed28f3f19ca52,0,0,0,1,0,0,0,1.0254799137308857,1.1761500134064886,0.0,1.7750964730633794,0.7759288342621451,1,9.0,1,1,-0.31031668045654576,-0.31031668045654576
2016-07-11,air_4c2ed28f3f19ca52,0,1,0,0,0,0,0,1.3028184662116966,1.429502912313485,0.0,1.9891330135459722,1.008069137630119,1,1.0,1,1,-1.2906374309110324,-1.2906374309110324
2016-07-12,air_4c2ed28f3f19ca52,0,0,0,0,0,1,0,1.1988165090313925,1.2337302177035332,0.0,0.3303498248058793,1.2623180413188522,1,22.0,1,1,-0.5596665577498473,-0.5596665577498473
2016-07-13,air_4c2ed28f3f19ca52,0,0,0,0,0,0,1,0.9677010486307168,0.7500565016083579,0.0,-1.3551879314945376,1.1407207395546755,1,23.0,1,1,-0.48641765924511793,-0.48641765924511793
2016-07-14,air_4c2ed28f3f19ca52,0,0,0,0,1,0,0,1.0601472327909867,1.3604066671570314,0.0,-0.31175979664189857,0.897526136026322,1,11.0,1,1,-0.2678095476455111,-0.2678095476455111
2016-07-15,air_4c2ed28f3f19ca52,1,0,0,0,0,0,0,0.6325836310497366,0.335479030669636,0.0,-1.3551879314945376,0.8643632355451828,1,9.0,1,1,0.9311193144085824,0.9311193144085824
2016-07-16,air_4c2ed28f3f19ca52,0,0,1,0,0,0,0,0.8521433184303788,0.7615725424677666,0.0,-0.9271148505293524,0.7648745341017656,1,14.0,1,1,1.3895891040133133,1.3895891040133133
2016-07-17,air_4c2ed28f3f19ca52,0,0,0,1,0,0,0,1.0601472327909867,0.888248991921265,0.0,-1.3284333639342136,1.1517750397150552,1,25.0,1,1,0.45215501434138833,0.45215501434138833
2016-07-18,air_4c2ed28f3f19ca52,0,1,0,0,0,0,0,1.383708877351933,1.429502912313485,1.0,0.6514046355297683,1.3065352419603709,1,14.0,1,1,-1.093282885716943,-1.093282885716943
2016-07-19,air_4c2ed28f3f19ca52,0,0,0,0,0,1,0,1.2219280550714602,1.2913104220005776,0.0,0.3035952572455553,1.1628293398754348,1,1.0,1,1,-0.9156637950422625,-0.9156637950422625
2016-07-20,air_4c2ed28f3f19ca52,0,0,0,0,0,0,1,1.106370324871122,1.0149254413747633,0.0,-0.12447782371963008,1.1186121392339161,1,6.0,1,1,-0.42834987960147236,-0.42834987960147236
2016-07-21,air_4c2ed28f3f19ca52,0,0,0,0,1,0,0,0.5863605389696016,0.3700271532478629,0.0,-1.3551879314945376,0.853308935384803,1,16.0,1,1,-0.20480790437201332,-0.20480790437201332
2016-07-22,air_4c2ed28f3f19ca52,1,0,0,0,0,0,0,0.5401374468894662,0.18577049949731975,0.0,-1.3551879314945376,0.7980374345829044,1,4.0,1,1,0.9956390695681886,0.9956390695681886
2016-07-23,air_4c2ed28f3f19ca52,0,0,1,0,0,0,0,0.6556951770898041,0.6924762973113132,0.0,-0.9806239856500005,0.7317116336206265,1,42.0,1,1,1.3155811495655299,1.3155811495655299
