visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_87ca98aa7664de94,1,0,0,0,0,0,0,1.0820495404536101,1.1581022394654112,0.0,-0.12454829549900112,1.021595382155545,1,19.0,1,1,1.2952478113519748,1.2952478113519748
2016-07-02,air_87ca98aa7664de94,0,0,1,0,0,0,0,1.2444569761002515,1.2972939236640366,0.0,0.5471654129573552,1.1759152543829317,1,13.0,1,1,1.4508169584998332,1.4508169584998332
2016-07-04,air_87ca98aa7664de94,0,1,0,0,0,0,0,1.3372612250411897,1.5292800639950788,0.0,0.6009025096338635,1.1979609504154158,1,6.0,1,1,-1.2463352170516742,-1.2463352170516742
2016-07-05,air_87ca98aa7664de94,0,0,0,0,0,1,0,0.6296288268665369,0.5781368886378051,0.0,-1.3067644223821884,0.8231841178631902,1,20.0,1,1,-0.5939124540129282,-0.5939124540129282
2016-07-06,air_87ca98aa7664de94,0,0,0,0,0,0,1,0.7920362625131787,0.7289278798529824,0.0,-0.20515394051376407,0.8562526619119161,1,14.0,1,1,-0.14432506225548086,-0.14432506225548086
2016-07-07,air_87ca98aa7664de94,0,0,0,0,1,0,0,1.2908591005707204,1.8656599674750909,0.0,2.1324097649143563,1.0105725341393028,1,18.0,1,1,-0.20982786105457915,-0.20982786105457915
2016-07-08,air_87ca98aa7664de94,1,0,0,0,0,0,0,1.0472479471007583,1.0653077833329943,0.0,-0.742524907278849,1.032618230171787,1,10.0,1,1,1.0935289650502062,1.0935289650502062
2016-07-09,air_87ca98aa7664de94,0,0,1,0,0,0,0,0.7108325446898576,0.49694173952193993,0.0,-1.3067644223821884,0.8342069658794323,1,16.0,1,1,1.3908967845983853,1.3908967845983853
2016-07-12,air_87ca98aa7664de94,0,0,0,0,0,1,0,1.256057507217869,1.2972939236640366,0.0,0.3859541229278295,1.3081894305778352,1,17.0,1,1,-0.5790254542858604,-0.5790254542858604
2016-07-13,air_87ca98aa7664de94,0,0,0,0,0,0,1,1.024046884865524,0.8101230289688476,0.0,-1.3067644223821884,1.1869381023991739,1,17.0,1,1,-0.5071956806027583,-0.5071956806027583
2016-07-14,air_87ca98aa7664de94,0,0,0,0,1,0,0,1.1168511338064617,1.42488630084611,0.0,-0.2588910371902725,0.9444354460418516,1,12.0,1,1,-0.2928228845329821,-0.2928228845329821
2016-07-15,air_87ca98aa7664de94,1,0,0,0,0,0,0,0.6876314824546231,0.392547976372971,0.0,-1.3067644223821884,0.9113669019931258,1,11.0,1,1,0.8828779189121969,0.8828779189121969
2016-07-16,air_87ca98aa7664de94,0,0,1,0,0,0,0,0.9080415736893513,0.8217223359853995,0.0,-0.8768676489701203,0.8121612698469485,1,16.0,1,1,1.3324653106696442,1.3324653106696442
2016-07-19,air_87ca98aa7664de94,0,0,0,0,0,1,0,1.2792585694531036,1.3552904587467969,0.0,0.35908557458957535,1.2089837984316576,1,11.0,1,1,-0.9281255978856002,-0.9281255978856002
2016-07-20,air_87ca98aa7664de94,0,0,0,0,0,0,1,1.1632532582769308,1.0769070903495461,0.0,-0.07081119882249282,1.1648924063666901,1,22.0,1,1,-0.450252906646724,-0.450252906646724
2016-07-21,air_87ca98aa7664de94,0,0,0,0,1,0,0,0.6412293579841543,0.42734589742262746,0.0,-1.3067644223821884,0.9003440539768837,1,22.0,1,1,-0.23104183566565076,-0.23104183566565076
2016-07-22,air_87ca98aa7664de94,1,0,0,0,0,0,0,0.594827233513685,0.2417569851577933,0.0,-1.3067644223821884,0.845229813895674,1,16.0,1,1,0.946147667752235,0.946147667752235
2016-07-23,air_87ca98aa7664de94,0,0,1,0,0,0,0,0.7108325446898576,0.752126493886087,0.0,-0.9306047456466288,0.7790927257982226,1,19.0,1,1,1.2598911870001888,1.2598911870001888
2016-07-25,air_87ca98aa7664de94,0,1,0,0,0,0,0,0.9776447603950547,0.8449209500185036,0.0,-1.0918160356761544,0.9223897500093677,1,12.0,1,1,-1.1525471187711471,-1.1525471187711471
2016-07-26,air_87ca98aa7664de94,0,0,0,0,0,1,0,0.8732399803364994,0.786924414935743,0.0,-1.2798958740439341,0.9554582940580932,1,19.0,1,1,-0.42643370708341555,-0.42643370708341555
2016-07-27,air_87ca98aa7664de94,0,0,0,0,0,0,1,0.9544436981598202,0.7753251079191912,0.0,-1.2261587773674256,1.0656867742205125,1,15.0,1,1,-0.22434268578847025,-0.22434268578847025
2016-07-28,air_87ca98aa7664de94,0,0,0,0,1,0,0,1.1864543205121654,1.216098774548172,0.0,0.09040009120703284,1.1648924063666901,1,13.0,1,1,-0.00066551488927666,-0.00066551488927666
2016-07-29,air_87ca98aa7664de94,1,0,0,0,0,0,0,1.267658038335486,1.3668897657633492,0.0,1.7831186365170506,1.1208010143017222,1,25.0,1,1,1.1910388132625003,1.1910388132625003
2016-07-30,air_87ca98aa7664de94,0,0,1,0,0,0,0,1.267658038335486,1.42488630084611,0.0,1.595038798149271,1.032618230171787,1,18.0,1,1,1.3086461111063357,1.3086461111063357
2016-08-01,air_87ca98aa7664de94,0,1,0,0,0,0,0,1.2908591005707204,1.2624960026143803,0.0,-0.7962620039553575,1.3081894305778352,1,8.0,1,1,-1.2068846677749445,-1.2068846677749445
2016-08-02,air_87ca98aa7664de94,0,0,0,0,0,1,0,1.1168511338064617,1.0189105552667854,0.0,-0.849999100631866,1.0767096222367545,1,14.0,1,1,-0.8533184242570845,-0.8533184242570845
2016-08-03,air_87ca98aa7664de94,0,0,0,0,0,0,1,1.2212559138650172,1.3204925376971408,0.0,-0.20515394051376407,1.1759152543829317,1,13.0,1,1,-0.40484755747916723,-0.40484755747916723
2016-08-04,air_87ca98aa7664de94,0,0,0,0,1,0,0,1.3720628183940415,1.436485607862662,0.0,0.9770621863694231,1.286143734545351,1,11.0,1,1,-0.2779358848059143,-0.2779358848059143
2016-08-05,air_87ca98aa7664de94,1,0,0,0,0,0,0,1.441666005099745,1.4828828359288704,0.0,1.595038798149271,1.3081894305778352,1,17.0,1,1,0.7749471708909553,0.7749471708909553
