visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_2ac361b97630e2df,1,0,0,0,0,0,0,1.1039126204393388,1.1787440238319262,0.0,-0.21083606822121778,1.0521197693063822,1,13.0,1,1,1.3832472766317587,1.3832472766317587
2016-07-02,air_2ac361b97630e2df,0,0,1,0,0,0,0,1.2660280442704408,1.3183514275004997,0.0,0.4578604168087634,1.206833705108,1,22.0,1,1,1.5363983332657911,1.5363983332657911
2016-07-03,air_2ac361b97630e2df,0,0,0,1,0,0,0,1.5207808531478868,1.7371736385062198,0.0,0.6450954326171578,1.339445650080816,1,17.0,1,1,-0.37579153413376765,-0.37579153413376765
2016-07-04,air_2ac361b97630e2df,0,1,0,0,0,0,0,1.3586654293167848,1.5510304336147884,0.0,0.5113561356111617,1.228935695936803,1,3.0,1,1,-1.118830631870174,-1.118830631870174
2016-07-05,air_2ac361b97630e2df,0,0,0,0,0,1,0,0.6523053683384111,0.5970465085462034,0.0,-1.3877418818739846,0.8532018518471588,1,4.0,1,1,-0.47654880823510476,-0.47654880823510476
2016-07-06,air_2ac361b97630e2df,0,0,0,0,0,0,1,0.8144207921695135,0.748287862520491,0.0,-0.2910796464248157,0.8863548380903628,1,10.0,1,1,-0.03394958236450371,-0.03394958236450371
2016-07-07,air_2ac361b97630e2df,0,0,0,0,1,0,0,1.3123467367936126,1.8884149924805083,0.0,2.035984121479519,1.0410687738919806,1,15.0,1,1,-0.0984342377893595,-0.0984342377893595
2016-07-08,air_2ac361b97630e2df,1,0,0,0,0,0,0,1.0691736010469597,1.0856724213862106,0.0,-0.8260368344488005,1.0631707647207835,1,20.0,1,1,1.1846638491302142,1.1846638491302142
2016-07-09,air_2ac361b97630e2df,0,0,1,0,0,0,0,0.7333630802539621,0.5156088564062019,0.0,-1.3877418818739846,0.8642528472615603,1,17.0,1,1,1.4774095291555538,1.4774095291555538
2016-07-10,air_2ac361b97630e2df,0,0,0,1,0,0,0,1.1039126204393388,1.2601816759719273,0.0,1.741757668066327,0.8532018518471588,1,4.0,1,1,-0.22117491714917023,-0.22117491714917023
2016-07-11,air_2ac361b97630e2df,0,1,0,0,0,0,0,1.3818247755783708,1.5161285826976454,0.0,1.955740543275921,1.085272755549586,1,2.0,1,1,-1.167560513526457,-1.167560513526457
2016-07-12,air_2ac361b97630e2df,0,0,0,0,0,1,0,1.277607717401234,1.3183514275004997,0.0,0.29737326040156775,1.339445650080816,1,13.0,1,1,-0.4618932047294557,-0.4618932047294557
2016-07-13,air_2ac361b97630e2df,0,0,0,0,0,0,1,1.0460142547853737,0.8297255146604925,0.0,-1.3877418818739846,1.2178847005224016,1,5.0,1,1,-0.39117991781469913,-0.39117991781469913
