visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Katsushika-ku Tateishi,total_area_visitors,total_genre_visitors
2016-07-01,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,1.0787909551544823,1.1508232961762446,0.0,-0.22051466208563522,1.0292892528453068,1,21.0,1,1,1.3282807428671668,1.3282807428671668
2016-07-02,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,1.2398336850055285,1.289215849495666,0.0,0.44504781459652215,1.1829268761829084,1,45.0,1,1,1.495286167471445,1.4952861674714453
2016-07-03,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,1.4929008319143153,1.7043935094539309,0.0,0.631405308067526,1.3146162676151387,1,16.0,1,1,-0.5898844330302989,-0.5898844330302986
2016-07-05,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,0.6301719219979958,0.574187657345321,0.0,-1.3919046210462322,0.8317551656969618,1,27.0,1,1,-0.6997564229015347,-0.6997564229015344
2016-07-06,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,0.7912146518490424,0.7241129234413608,0.0,-0.3003821592874943,0.8646775135550194,1,12.0,1,1,-0.21711873648534255,-0.21711873648534227
2016-07-07,air_5acc13d655a6e8b2,0,0,0,0,1,0,0,1.2858458935343986,1.8543187755499715,0.0,2.0157752595664133,1.0183151368926209,1,11.0,1,1,-0.2874368100029335,-0.2874368100029332
2016-07-08,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,1.0442817987578294,1.0585615939632966,0.0,-0.8328321406332201,1.040263368797993,1,31.0,1,1,1.1117330391936766,1.1117330391936766
2016-07-09,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,0.7106932869235189,0.49345866790899134,0.0,-1.3919046210462322,0.8427292816496479,1,35.0,1,1,1.4309611115831944,1.4309611115831944
2016-07-10,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,1.0787909551544823,1.2315522856125738,0.0,1.722927769826264,0.8317551656969618,1,22.0,1,1,-0.4212808703915298,-0.4212808703915295
2016-07-11,air_5acc13d655a6e8b2,0,1,0,0,0,0,0,1.3548642063277043,1.4852719666981802,0.0,1.9359077623645544,1.0622116007033644,1,10.0,1,1,-1.4532785061639009,-1.4532785061639004
2016-07-12,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,1.2513367371377462,1.289215849495666,0.0,0.28531282019280424,1.3146162676151387,1,13.0,1,1,-0.6837750425566277,-0.6837750425566274
2016-07-13,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,1.0212756944933943,0.8048419128776905,0.0,-1.3919046210462322,1.1939009921355943,1,23.0,1,1,-0.6066648823924513,-0.606664882392451
2016-07-14,air_5acc13d655a6e8b2,0,0,0,0,1,0,0,1.1133001115511347,1.416075690038469,0.0,-0.3536271574220668,0.9524704411765061,1,8.0,1,1,-0.3765330054257901,-0.3765330054257898
2016-07-15,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,0.6876871826590838,0.3896642529194253,0.0,-1.3919046210462322,0.9195480933184486,1,37.0,1,1,0.8855965073132421,0.8855965073132422
2016-07-16,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,0.9062451731712183,0.8163746256543086,0.0,-0.9659446359696515,0.8207810497442762,1,37.0,1,1,1.3682341937294342,1.3682341937294344
2016-07-17,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,1.1133001115511347,0.943234466197112,0.0,-1.365282121978946,1.2048751080882805,1,35.0,1,1,0.3813839574314255,0.3813839574314257
2016-07-19,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,1.2743428414021813,1.346879413378758,0.0,0.25869032112551804,1.215849224040966,1,7.0,1,1,-1.0585384116446974,-1.058538411644697
2016-07-20,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,1.1593123200800053,1.070094306739915,0.0,-0.16726966395106282,1.1719527602302229,1,29.0,1,1,-0.5455361025731819,-0.5455361025731816
2016-07-21,air_5acc13d655a6e8b2,0,0,0,0,1,0,0,0.6416749741302136,0.4242623912492808,0.0,-1.3919046210462322,0.9085739773657626,1,29.0,1,1,-0.31021027699442594,-0.31021027699442566
2016-07-22,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,0.5956627656013429,0.23973898682338507,0.0,-1.3919046210462322,0.8537033976023335,1,24.0,1,1,0.953517373779097,0.9535173737790971
2016-07-23,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,0.7106932869235189,0.747178348994598,0.0,-1.0191896341042241,0.7878587018862186,1,35.0,1,1,1.2903249645480126,1.2903249645480126
2016-07-24,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,0.8832390689067828,0.9662998917503488,0.0,0.5515378108656671,0.7000657742647319,1,16.0,1,1,-0.6134569690390368,-0.6134569690390365
2016-07-26,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,0.8717360167745655,0.7817764873244532,0.0,-1.365282121978946,0.9634445571291917,1,16.0,1,1,-0.5199658940213306,-0.5199658940213303
2016-07-27,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,0.9522573817000886,0.7702437745478349,0.0,-1.3120371238443733,1.0731857166560501,1,22.0,1,1,-0.3030186558392178,-0.3030186558392175
2016-07-28,air_5acc13d655a6e8b2,0,0,0,0,1,0,0,1.1823184243444405,1.2084868600593368,0.0,-0.00753466954734491,1.1719527602302229,1,9.0,1,1,-0.06289841615698977,-0.0628984161569895
2016-07-29,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,1.2628397892699634,1.3584121261553768,0.0,1.6696827716916915,1.1280562964194791,1,44.0,1,1,1.2164110804528174,1.2164110804528177
2016-07-30,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,1.2628397892699634,1.416075690038469,0.0,1.4833252782206876,1.040263368797993,1,35.0,1,1,1.342663985177583,1.342663985177583
2016-07-31,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,1.2973489456666163,1.1738887217294813,0.0,0.44504781459652215,1.2926680357097666,1,5.0,1,1,-0.5655128280043157,-0.5655128280043153
2016-08-02,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,1.1133001115511347,1.0124307428568227,0.0,-0.9393221369023652,1.084159832608736,1,17.0,1,1,-0.9782319754115396,-0.9782319754115392
2016-08-03,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,1.2168275807410933,1.312281275048903,0.0,-0.3003821592874943,1.1829268761829084,1,23.0,1,1,-0.49679289252121545,-0.49679289252121517
2016-08-04,air_5acc13d655a6e8b2,0,0,0,0,1,0,0,1.366367258459922,1.4276084028150877,0.0,0.8710077996731027,1.2926680357097666,1,13.0,1,1,-0.36055162508088306,-0.3605516250808828
2016-08-05,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,1.4353855712532275,1.4737392539215615,0.0,1.4833252782206876,1.3146162676151387,1,15.0,1,1,0.7697314998126662,0.7697314998126663
2016-08-06,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,1.481397779782098,1.5660009561345096,0.0,0.9508752968749619,1.4463056590473686,1,34.0,1,1,0.5092350001906817,0.5092350001906819
2016-08-07,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,1.42388251912101,1.4968046794747987,0.0,1.5898152744898324,1.3036421516624528,1,8.0,1,1,-0.7776656520829565,-0.7776656520829561
2016-08-09,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,1.8034832394841904,1.9696459033161562,0.0,0.7645178034039575,1.4353315430946825,1,11.0,1,1,-0.44285573385715427,-0.442855733857154
2016-08-10,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,1.481397779782098,1.5429355305812724,0.0,-0.08740216674920374,1.46825389095274,1,26.0,1,1,0.6370860429499379,0.6370860429499381
2016-08-11,air_5acc13d655a6e8b2,0,0,0,0,1,0,0,1.2743428414021813,1.3238139878255217,1.0,-0.08740216674920374,1.3804609633312535,1,34.0,1,1,0.3030751937413811,0.3030751937413813
2016-08-12,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,1.2053245286088756,1.3007485622722843,0.0,0.07233282765451392,1.2707198038043952,1,22.0,1,1,-0.16238250880403599,-0.1623825088040357
2016-08-13,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,1.1823184243444405,1.289215849495666,1.0,0.5249153117983809,1.1719527602302229,1,20.0,1,1,0.016209416550300004,0.016209416550300258
2016-08-14,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,1.1248031636833524,1.1277578706230074,1.0,-0.3802496564893531,1.1939009921355943,1,43.0,1,1,-1.0988913970155876,-1.0988913970155871
2016-08-16,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,1.2283306328733106,1.4391411155917064,0.0,-0.8328321406332201,1.215849224040966,1,16.0,1,1,-1.537979821991908,-1.5379798219919076
2016-08-17,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,1.4353855712532275,1.5775336689111275,0.0,1.2703452856823971,1.1390304123721653,1,36.0,1,1,-0.997409631825428,-0.9974096318254276
2016-08-18,air_5acc13d655a6e8b2,0,0,0,0,1,0,0,1.2283306328733106,1.2661504239424293,0.0,-1.0990571313060828,1.3804609633312535,1,27.0,1,1,-0.7009550264274027,-0.7009550264274024
2016-08-19,air_5acc13d655a6e8b2,1,0,0,0,0,0,0,1.3088519977988342,1.346879413378758,0.0,0.44504781459652215,1.3585127314258818,1,28.0,1,1,0.7301775834590213,0.7301775834590215
2016-08-20,air_5acc13d655a6e8b2,0,0,1,0,0,0,0,1.0902940072866996,1.0816270195165336,0.0,-0.9659446359696515,1.2597456878517095,1,20.0,1,1,0.6039246787342558,0.603924678734256
2016-08-21,air_5acc13d655a6e8b2,0,0,0,1,0,0,0,1.3433611541954866,1.4852719666981802,0.0,0.7112728052693851,1.1939009921355943,1,33.0,1,1,-0.9842249930408797,-0.9842249930408793
2016-08-22,air_5acc13d655a6e8b2,0,1,0,0,0,0,0,1.0902940072866996,0.8855709023140196,0.0,-1.3919046210462322,1.1609786442775367,1,12.0,1,1,-2.260737748090328,-2.2607377480903277
2016-08-23,air_5acc13d655a6e8b2,0,0,0,0,0,1,0,1.2168275807410933,1.1277578706230074,0.0,-0.9393221369023652,1.2707198038043952,1,15.0,1,1,-0.7704740309277482,-0.7704740309277479
2016-08-24,air_5acc13d655a6e8b2,0,0,0,0,0,0,1,1.1823184243444405,1.220019572835955,0.0,-0.8860771387677927,1.1939009921355943,1,36.0,1,1,-0.566311897021561,-0.5663118970215607
