visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_dabfbd0ec951925a,1,0,0,0,0,0,0,1.0431249615141527,1.1203030161869036,0.0,-0.18690403917862813,0.9859478513822248,1,10.0,1,1,1.253389897287789,1.253389897287789
2016-07-02,air_dabfbd0ec951925a,0,0,1,0,0,0,0,1.2051992838054868,1.2596533095260274,0.0,0.485158175884569,1.1400112529375745,1,12.0,1,1,1.4196757947284517,1.4196757947284517
2016-07-03,air_dabfbd0ec951925a,0,0,0,1,0,0,0,1.4598875045490123,1.6777041895433986,0.0,0.673335596102264,1.2720655971278745,1,1.0,1,1,-0.6565110443692005,-0.6565110443692005
2016-07-05,air_dabfbd0ec951925a,0,0,0,0,0,1,0,0.5916322065597208,0.5396767939405543,0.0,-1.3697335376898552,0.7878663350967752,1,9.0,1,1,-0.7659096611064785,-0.7659096611064785
2016-07-06,air_dabfbd0ec951925a,0,0,0,0,0,0,1,0.7537065288510555,0.6906396117246049,0.0,-0.267551504986212,0.8208799211443503,1,9.0,1,1,-0.2853513737659988,-0.2853513737659988
2016-07-07,air_dabfbd0ec951925a,0,0,0,0,1,0,0,1.2515062330315823,1.82866700732745,0.0,2.0712250034337143,0.9749433226996997,1,5.0,1,1,-0.35536648847785673,-0.35536648847785673
2016-07-08,air_dabfbd0ec951925a,1,0,0,0,0,0,0,1.0083947495945809,1.0274028206274877,0.0,-0.8052012770367696,0.9969523800647501,1,6.0,1,1,1.0377751690274082,1.0377751690274082
2016-07-09,air_dabfbd0ec951925a,0,0,1,0,0,0,0,0.672669367705388,0.4583891228260651,0.0,-1.3697335376898552,0.7988708637793004,1,1.0,1,1,1.3556278772931727,1.3556278772931727
2016-07-12,air_dabfbd0ec951925a,0,0,0,0,0,1,0,1.2167760211120109,1.2596533095260274,0.0,0.32386324426940155,1.2720655971278745,1,13.0,1,1,-0.7499971350356017,-0.7499971350356017
2016-07-13,air_dabfbd0ec951925a,0,0,0,0,0,0,1,0.9852412749815332,0.7719272828390941,0.0,-1.3697335376898552,1.1510157816200997,1,8.0,1,1,-0.6732191967436211,-0.6732191967436211
2016-07-14,air_dabfbd0ec951925a,0,0,0,0,1,0,0,1.077855173433724,1.387391078420224,0.0,-0.3213164821912677,0.9089161506045501,1,5.0,1,1,-0.444078821322995,-0.444078821322995
2016-07-15,air_dabfbd0ec951925a,1,0,0,0,0,0,0,0.6495158930923403,0.3538764028217224,0.0,-1.3697335376898552,0.8759025645569751,1,5.0,1,1,0.8126129251245013,0.8126129251245013
2016-07-16,air_dabfbd0ec951925a,0,0,1,0,0,0,0,0.8694739019162944,0.7835398072840208,0.0,-0.939613720049409,0.7768618064142505,1,9.0,1,1,1.2931712124649812,1.2931712124649812
2016-07-17,air_dabfbd0ec951925a,0,0,0,1,0,0,0,1.077855173433724,0.9112775761782178,0.0,-1.3428510490873273,1.1620203103026248,1,7.0,1,1,0.31057272758833787,0.31057272758833787
2016-07-19,air_dabfbd0ec951925a,0,0,0,0,0,1,0,1.2399294957250586,1.317715931750662,0.0,0.29698075566687376,1.1730248389851494,1,10.0,1,1,-1.123145871397663,-1.123145871397663
2016-07-20,air_dabfbd0ec951925a,0,0,0,0,0,0,1,1.1241621226598197,1.0390153450724144,0.0,-0.13313906197357256,1.1290067242550497,1,10.0,1,1,-0.6123537845225173,-0.6123537845225173
2016-07-21,air_dabfbd0ec951925a,0,0,0,0,1,0,0,0.6032089438662449,0.38871397615650344,0.0,-1.3697335376898552,0.86489803587445,1,9.0,1,1,-0.3780418381288562,-0.3780418381288562
2016-07-22,air_dabfbd0ec951925a,1,0,0,0,0,0,0,0.5569019946401491,0.20291358503767146,0.0,-1.3697335376898552,0.809875392461825,1,4.0,1,1,0.8802411609257278,0.8802411609257278
2016-07-23,air_dabfbd0ec951925a,0,0,1,0,0,0,0,0.672669367705388,0.7138646606144591,0.0,-0.9933786972544648,0.7438482203666754,1,10.0,1,1,1.2155976478694566,1.2155976478694566
2016-07-24,air_dabfbd0ec951925a,0,0,0,1,0,0,0,0.8463204273032462,0.9345026250680717,0.0,0.5926881302946804,0.6558119909064756,1,2.0,1,1,-0.6799820203237438,-0.6799820203237438
2016-07-26,air_dabfbd0ec951925a,0,0,0,0,0,1,0,0.8347436899967227,0.7487022339492397,0.0,-1.3428510490873273,0.9199206792870749,1,6.0,1,1,-0.5868937428091144,-0.5868937428091144
2016-07-27,air_dabfbd0ec951925a,0,0,0,0,0,0,1,0.9157808511423897,0.737089709504313,0.0,-1.2890860718822716,1.0299659661123246,1,9.0,1,1,-0.3708812013969616,-0.3708812013969616
2016-07-28,air_dabfbd0ec951925a,0,0,0,0,1,0,0,1.1473155972728675,1.1783656384115386,0.0,0.0281558696415949,1.1290067242550497,1,7.0,1,1,-0.1317954971820375,-0.1317954971820375
2016-07-29,air_dabfbd0ec951925a,1,0,0,0,0,0,0,1.2283527584185345,1.3293284561955891,0.0,1.7217526516008517,1.0849886095249495,1,9.0,1,1,1.1420022147916513,1.1420022147916513
2016-07-30,air_dabfbd0ec951925a,0,0,1,0,0,0,0,1.2283527584185345,1.387391078420224,0.0,1.5335752313831565,0.9969523800647501,1,14.0,1,1,1.2677111707515782,1.2677111707515782
2016-07-31,air_dabfbd0ec951925a,0,0,0,1,0,0,0,1.2630829703381063,1.1435280650767576,0.0,0.485158175884569,1.2500565397628243,1,3.0,1,1,-0.6322444421111133,-0.6322444421111133
2016-08-02,air_dabfbd0ec951925a,0,0,0,0,0,1,0,1.077855173433724,0.9809527228477795,0.0,-0.9127312314468811,1.0409704947948497,1,7.0,1,1,-1.043185427891507,-1.043185427891507
2016-08-03,air_dabfbd0ec951925a,0,0,0,0,0,0,1,1.1820458091924393,1.2828783584158814,0.0,-0.267551504986212,1.1400112529375745,1,5.0,1,1,-0.563820580006343,-0.563820580006343
2016-08-04,air_dabfbd0ec951925a,0,0,0,0,1,0,0,1.3325433941772498,1.3990036028651511,0.0,0.915277993525015,1.2500565397628243,1,11.0,1,1,-0.4281662952521182,-0.4281662952521182
2016-08-05,air_dabfbd0ec951925a,1,0,0,0,0,0,0,1.402003818016393,1.445453700644859,0.0,1.5335752313831565,1.2720655971278745,1,4.0,1,1,0.6972471111106444,0.6972471111106444
2016-08-06,air_dabfbd0ec951925a,0,0,1,0,0,0,0,1.4483107672424886,1.5383538962042753,0.0,0.9959254593325989,1.4041199413181742,1,8.0,1,1,0.4378729361553524,0.4378729361553524
2016-08-09,air_dabfbd0ec951925a,0,0,0,0,0,1,0,1.772459411825157,1.9447922517767198,0.0,0.8077480391149034,1.393115412635649,1,6.0,1,1,-0.5101158045171338,-0.5101158045171338
2016-08-10,air_dabfbd0ec951925a,0,0,0,0,0,0,1,1.4483107672424886,1.515128847314421,0.0,-0.05249159616598871,1.426128998683224,1,8.0,1,1,0.5651731447223669,0.5651731447223669
2016-08-11,air_dabfbd0ec951925a,0,0,0,0,1,0,0,1.2399294957250586,1.2944908828608084,1.0,-0.05249159616598871,1.3380927692230242,1,5.0,1,1,0.2326013498410415,0.2326013498410415
2016-08-12,air_dabfbd0ec951925a,1,0,0,0,0,0,0,1.1704690718859152,1.2712658339709542,0.0,0.1088033354491785,1.2280474823977743,1,11.0,1,1,-0.2308509719732457,-0.2308509719732457
2016-08-13,air_dabfbd0ec951925a,0,0,1,0,0,0,0,1.1473155972728675,1.2596533095260274,1.0,0.5658056416921526,1.1290067242550497,1,11.0,1,1,-0.05302849313119729,-0.05302849313119729
2016-08-14,air_dabfbd0ec951925a,0,0,0,1,0,0,0,1.089431910740248,1.0970779672970494,1.0,-0.3481989707937956,1.1510157816200997,1,2.0,1,1,-1.163324999726627,-1.163324999726627
