visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_c6ffd6a93e6b68d6,1,0,0,0,0,0,0,1.0379790305619025,1.107715462761783,0.0,-0.18055730435650097,0.990582455701851,1,10.0,1,1,1.3765336077561512,1.3765336077561512
2016-07-02,air_c6ffd6a93e6b68d6,0,0,1,0,0,0,0,1.1990828286238735,1.2456091859083427,0.0,0.4829078560085944,1.1448797080279325,1,26.0,1,1,1.5374162566729583,1.5374162566729583
2016-07-03,air_c6ffd6a93e6b68d6,0,0,0,1,0,0,0,1.4522459398641139,1.6592903553480227,0.0,0.668678100910821,1.277134495736003,1,16.0,1,1,-0.4713075344677524,-0.4713075344677524
2016-07-04,air_c6ffd6a93e6b68d6,0,1,0,0,0,0,0,1.291142141802143,1.4754320578192759,0.0,0.535985068837802,1.1669221726459444,1,2.0,1,1,-1.2518578024181954,-1.2518578024181954
2016-07-05,air_c6ffd6a93e6b68d6,0,0,0,0,0,1,0,0.5891898788178401,0.5331582829844492,0.0,-1.348255986599069,0.7922002741397457,1,2.0,1,1,-0.5771513824393362,-0.5771513824393362
2016-07-06,air_c6ffd6a93e6b68d6,0,0,0,0,0,0,1,0.7502936768798114,0.6825431497265556,0.0,-0.26017312360031264,0.8252639710667633,1,2.0,1,1,-0.1122082248041611,-0.1122082248041611
2016-07-07,air_c6ffd6a93e6b68d6,0,0,0,0,1,0,0,1.245112485213008,1.8086752220901299,0.0,2.04868563447022,0.9795612233928449,1,5.0,1,1,-0.1799482875059747,-0.1799482875059747
2016-07-08,air_c6ffd6a93e6b68d6,1,0,0,0,0,0,0,1.0034567881200516,1.0157863139974093,0.0,-0.7909452518923888,1.001603688010857,1,19.0,1,1,1.167925005572157,1.167925005572157
2016-07-09,air_c6ffd6a93e6b68d6,0,0,1,0,0,0,0,0.6697417778488256,0.4527202778156222,0.0,-1.348255986599069,0.8032215064487518,1,23.0,1,1,1.4754494947695949,1.4754494947695949
2016-07-10,air_c6ffd6a93e6b68d6,0,0,0,1,0,0,0,1.0379790305619025,1.1881534679306094,0.0,1.7567609639095774,0.7922002741397457,1,17.0,1,1,-0.3088853386713585,-0.3088853386713585
