visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-01,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.0894892156610414,1.158902868015491,0.0,-0.17983879738161807,1.0350609092065575,1,21.0,1,1,1.2751451858008087,1.275145185800809
2016-07-02,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.2498793137713242,1.2963193661889436,0.0,0.48712676554406076,1.1880300377235467,1,19.0,1,1,1.4321142099834236,1.4321142099834239
2016-07-04,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,1.3415307984057716,1.5253468631446976,0.0,0.5404840105781149,1.2098827703688313,1,8.0,1,1,-1.2893080824840677,-1.2893080824840675
2016-07-05,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,0.6426882280681101,0.586334125626105,0.0,-1.353698188130813,0.8383863153989995,1,11.0,1,1,-0.6310145432684595,-0.6310145432684593
2016-07-06,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,0.8030783261783933,0.735201998647345,0.0,-0.25987466493269973,0.8711654143669258,1,16.0,1,1,-0.17738157386032793,-0.17738157386032774
2016-07-07,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.2957050560885477,1.857436733730542,0.0,2.061165494048663,1.0241345428839153,1,2.0,1,1,-0.24347379456879745,-0.24347379456879722
2016-07-08,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.0551199089231236,1.0672918692331892,0.0,-0.7934471152732426,1.0459872755291997,1,24.0,1,1,1.0716111879372263,1.0716111879372268
2016-07-09,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,0.7228832771232515,0.5061745016915906,0.0,-1.353698188130813,0.8493126817216418,1,24.0,1,1,1.371654848994426,1.3716548489944262
2016-07-11,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,1.3644436695643833,1.4909927386013346,0.0,1.9811296264975813,1.0678400081744839,1,16.0,1,1,-1.339252771996718,-1.3392527719967178
2016-07-12,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.2613357493506303,1.2963193661889436,0.0,0.3270550304418977,1.3191464335952523,1,12.0,1,1,-0.6159935840165346,-0.6159935840165345
2016-07-13,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.0322070377645118,0.8153616225818594,0.0,-1.353698188130813,1.1989564040461889,1,17.0,1,1,-0.5435174556259971,-0.5435174556259968
2016-07-14,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.1238585223989588,1.422284489514608,0.0,-0.31323190996675393,0.9585763449480628,1,18.0,1,1,-0.32721564239827866,-0.3272156423982785
2016-07-15,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,0.6999704059646398,0.4031121280615013,0.0,-1.353698188130813,0.9257972459801364,1,20.0,1,1,0.8590646145224893,0.8590646145224895
2016-07-16,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,0.9176426819714525,0.8268129974296469,0.0,-0.9268402278583784,0.8274599490763577,1,29.0,1,1,1.3126975839306207,1.3126975839306212
2016-07-17,air_e3020992d5fe5dfd,0,0,0,1,0,0,0,1.1238585223989588,0.952778120755312,0.0,-1.3270195656137858,1.2098827703688313,1,17.0,1,1,0.38515335012425905,0.38515335012425933
2016-07-19,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.284248620509242,1.3535762404278817,0.0,0.30037640792487064,1.220809136691473,1,18.0,1,1,-0.9682350784741732,-0.968235078474173
2016-07-20,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.1696842647161827,1.0787432440809765,0.0,-0.12648155234756395,1.1771036714009049,1,17.0,1,1,-0.48606228648738437,-0.48606228648738414
2016-07-21,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,0.6541446636474162,0.43746625260486455,0.0,-1.353698188130813,0.9148708796574941,1,4.0,1,1,-0.26487866150279044,-0.2648786615027902
2016-07-22,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,0.6083189213301923,0.2542442550402609,0.0,-1.353698188130813,0.8602390480442836,1,21.0,1,1,0.92290369134317,0.9229036913431703
2016-07-23,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,0.7228832771232515,0.7581047483429207,0.0,-0.9801974728924328,0.7946808501084313,1,17.0,1,1,1.239470407577487,1.2394704075774874
2016-07-25,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,0.9863812954472878,0.8497157471252222,0.0,-1.1402692079945957,0.9367236123027787,1,7.0,1,1,-1.1946760391969409,-1.1946760391969407
2016-07-26,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,0.8832733752335347,0.7924588728862836,0.0,-1.3270195656137858,0.9695027112707046,1,11.0,1,1,-0.4620287516843046,-0.46202875168430435
2016-07-27,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,0.9634684242886761,0.7810074980384961,0.0,-1.2736623205797315,1.0787663744971256,1,14.0,1,1,-0.2581192298394242,-0.258119229839424
2016-07-28,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.1925971358747944,1.2161597422544295,0.0,0.03359018275459912,1.1771036714009049,1,22.0,1,1,-0.032429317079252784,-0.03242931707925256
2016-07-29,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.272792184929936,1.3650276152756695,0.0,1.7143434013273098,1.1333982061103363,1,20.0,1,1,1.1699984710373343,1.1699984710373348
2016-07-30,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.272792184929936,1.422284489514608,0.0,1.5275930437081198,1.0459872755291997,1,14.0,1,1,1.288664049127541,1.2886640491275414
2016-08-02,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.1238585223989588,1.021486369842038,0.0,-0.9001616053413513,1.0896927408197679,1,10.0,1,1,-0.8927547582332507,-0.8927547582332505
2016-08-03,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.2269664426127123,1.3192221158845188,0.0,-0.25987466493269973,1.1880300377235467,1,13.0,1,1,-0.44024836076901347,-0.44024836076901325
2016-08-04,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.3759001051436894,1.433735864362396,0.0,0.9139847258164951,1.2972937009499677,1,8.0,1,1,-0.3121946831463538,-0.31219468314635357
2016-08-05,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.4446387186195246,1.4795413637535468,0.0,1.5275930437081198,1.3191464335952523,1,19.0,1,1,0.7501626599460338,0.750162659946034
2016-08-06,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.4904644609367486,1.571152362535849,0.0,0.9940205933675768,1.4502628294669575,1,12.0,1,1,0.5053210241396582,0.5053210241396584
2016-08-09,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.8112446571573142,1.971950482208419,0.0,0.8072702357483864,1.439336463144315,1,12.0,1,1,-0.38955262329376694,-0.3895526232937668
2016-08-10,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.4904644609367486,1.5482496128402732,0.0,-0.04644568479648229,1.4721155621122415,1,19.0,1,1,0.6254886981550573,0.6254886981550575
2016-08-11,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.284248620509242,1.3306734907323068,1.0,-0.04644568479648229,1.3847046315311047,1,8.0,1,1,0.3115506497898271,0.3115506497898274
2016-08-12,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.2155100070334062,1.307770741036731,0.0,0.11362605030568053,1.2754409683046837,1,8.0,1,1,-0.1259347884224852,-0.12593478842248498
2016-08-13,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.1925971358747944,1.2963193661889436,1.0,0.5671626330951421,1.1771036714009049,1,2.0,1,1,0.04192443121777541,0.04192443121777563
2016-08-15,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,1.2040535714541005,1.1818056177110663,1.0,-1.1669478305116228,1.2972937009499677,1,12.0,1,1,-1.5379049581034245,-1.5379049581034243
2016-08-16,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.2384228781920181,1.4451872392101839,0.0,-0.7934471152732426,1.220809136691473,1,19.0,1,1,-1.4188638560319198,-1.4188638560319198
2016-08-17,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.4446387186195246,1.5826037373836361,0.0,1.3141640635719025,1.1443245724329785,1,8.0,1,1,-0.9107799093355605,-0.9107799093355604
2016-08-18,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.2384228781920181,1.2734166164933682,0.0,-1.0602333404435142,1.3847046315311047,1,7.0,1,1,-0.6321411152123539,-0.6321411152123537
2016-08-19,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.3186179272471599,1.3535762404278817,0.0,0.48712676554406076,1.3628518988858205,1,6.0,1,1,0.7129857857975197,0.71298578579752
2016-08-20,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.100945651240347,1.0901946189287646,0.0,-0.9268402278583784,1.2645146019820417,1,14.0,1,1,0.5943202077073131,0.5943202077073134
2016-08-23,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.2269664426127123,1.136000118319915,0.0,-0.9001616053413513,1.2754409683046837,1,9.0,1,1,-0.6974822879582272,-0.697482287958227
2016-08-24,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.1925971358747944,1.227611117102217,0.0,-0.846804360307297,1.1989564040461889,1,13.0,1,1,-0.5055895335148867,-0.5055895335148866
2016-08-25,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.3644436695643833,1.3993817398190331,0.0,1.8210578913954185,1.1989564040461889,1,10.0,1,1,-0.3749071880231402,-0.37490718802314
2016-08-26,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.3988129763023012,1.4108331146668203,0.0,1.3675213086059566,1.2535882356593995,1,19.0,1,1,1.0137804948173157,1.013780494817316
2016-08-27,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,0.9405555531300642,0.7466533734951329,0.0,-1.353698188130813,0.9913554439159892,1,17.0,1,1,1.0772440476566982,1.0772440476566985
2016-08-29,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,1.0894892156610414,1.1016459937765524,0.0,-0.6600540026881069,1.0459872755291997,1,5.0,1,1,-1.5228839988514997,-1.5228839988514995
2016-08-30,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.0322070377645118,0.872618496820798,0.0,-1.19362645302865,1.0896927408197679,1,12.0,1,1,-0.7241444906303939,-0.7241444906303937
2016-08-31,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.2269664426127123,1.2161597422544295,0.0,1.6609861562932555,1.0896927408197679,1,10.0,1,1,-0.291165340193659,-0.29116534019365875
2016-09-01,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.2498793137713242,1.3764789901234575,0.0,1.3408426860889295,1.0350609092065575,1,2.0,1,1,-0.6877186644444759,-0.6877186644444758
2016-09-02,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.2155100070334062,1.0672918692331892,0.0,-0.04644568479648229,1.1443245724329785,1,10.0,1,1,0.5255993191297568,0.525599319129757
2016-09-03,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.272792184929936,1.3764789901234575,0.0,0.6205198781291965,1.3191464335952523,1,4.0,1,1,1.1121677779174235,1.112167777917424
2016-09-05,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,1.4102694118816068,1.433735864362396,0.0,1.2074495735037938,1.3409991662405363,1,4.0,1,1,-1.4312561474147578,-1.4312561474147578
2016-09-06,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.4560951541988307,1.3650276152756695,0.0,1.2074495735037938,1.4611891957895993,1,19.0,1,1,-0.7241444906303939,-0.7241444906303937
2016-09-07,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.2613357493506303,1.1245487434721277,0.0,-0.7400898702391884,1.4065573641763887,1,9.0,1,1,-0.6268837794741802,-0.62688377947418
2016-09-09,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,1.2498793137713242,1.3764789901234575,0.0,0.06026880527162618,1.1006191071424103,1,13.0,1,1,0.8447947032331606,0.8447947032331609
2016-09-10,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.2040535714541005,1.227611117102217,0.0,-0.25987466493269973,1.1771036714009049,1,9.0,1,1,1.356258365761203,1.3562583657612033
2016-09-12,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,0.9863812954472878,0.8268129974296469,0.0,-1.2736623205797315,1.0896927408197679,1,2.0,1,1,-1.4098512804807648,-1.4098512804807648
2016-09-13,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,0.7457961482818637,0.39166075321371346,0.0,-1.353698188130813,0.9695027112707046,1,8.0,1,1,-0.8893750424015676,-0.8893750424015674
2016-09-14,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,0.8030783261783933,0.7008478741039822,0.0,-1.2736623205797315,0.8820917806895682,1,11.0,1,1,-0.49244619416945246,-0.49244619416945223
2016-09-15,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,0.9176426819714525,0.6779451244084064,0.0,-1.3270195656137858,1.0569136418518417,1,9.0,1,1,-0.16611585442138427,-0.16611585442138407
2016-09-16,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,0.7801654550197811,0.44891762745265207,0.0,-1.353698188130813,1.0241345428839153,1,18.0,1,1,0.7764493386369024,0.7764493386369027
2016-09-17,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,1.0551199089231236,1.021486369842038,0.0,0.06026880527162618,0.9913554439159892,1,8.0,1,1,1.2409725035026795,1.2409725035026797
2016-09-18,air_e3020992d5fe5dfd,0,0,0,1,0,0,0,0.9749248598679822,0.735201998647345,0.0,-1.353698188130813,1.0569136418518417,1,10.0,1,1,0.05732091445099841,0.05732091445099864
2016-09-21,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,0.4593852587992156,0.3115011292791995,0.0,-1.3270195656137858,0.554300791010305,1,18.0,1,1,0.26611224805275435,0.2661122480527546
2016-09-23,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,0.539580307854357,0.18553600595353484,0.0,-1.353698188130813,0.7509753848178626,1,8.0,1,1,0.08060340129148198,0.08060340129148222
2016-09-24,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,0.6541446636474162,0.39166075321371346,0.0,-1.353698188130813,0.9039445133348523,1,4.0,1,1,1.0134049708360175,1.0134049708360178
2016-09-26,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,1.0665763445024292,1.1016459937765524,0.0,-0.5266608901029711,1.0241345428839153,1,22.0,1,1,-1.1804061279076123,-1.1804061279076121
2016-09-27,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.0894892156610414,1.0672918692331892,0.0,-0.7400898702391884,1.1224718397876943,1,10.0,1,1,-0.5536566031210464,-0.5536566031210461
2016-09-28,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,1.1925971358747944,1.158902868015491,0.0,-0.7934471152732426,1.2535882356593995,1,7.0,1,1,-0.4379952168812247,-0.4379952168812245
2016-09-29,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,0.9749248598679822,0.8497157471252222,0.0,-1.1669478305116228,1.002281810238631,1,8.0,1,1,-0.31594992295933505,-0.31594992295933483
2016-09-30,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,0.6083189213301923,0.4832717519960153,0.0,-0.7134112477221612,0.6854171868820103,1,19.0,1,1,1.0821258594135739,1.082125859413574
2016-10-03,air_e3020992d5fe5dfd,0,1,0,0,0,0,0,0.7572525838611693,0.6893964992561943,0.0,-1.353698188130813,0.8274599490763577,1,6.0,1,1,-1.6299083335214646,-1.6299083335214644
2016-10-04,air_e3020992d5fe5dfd,0,0,0,0,0,1,0,1.0092941666058997,1.3192221158845188,0.0,0.30037640792487064,0.7837544837857889,1,4.0,1,1,-0.7838528036567952,-0.7838528036567951
2016-10-05,air_e3020992d5fe5dfd,0,0,0,0,0,0,1,0.9061862463921464,0.6779451244084064,0.0,-1.1669478305116228,0.980429077593347,1,9.0,1,1,-0.9543406911661427,-0.9543406911661425
2016-10-06,air_e3020992d5fe5dfd,0,0,0,0,1,0,0,1.1353149579782649,1.2390624919500048,0.0,0.860627480782441,0.9695027112707046,1,4.0,1,1,-0.48080495074921065,-0.4808049507492105
2016-10-07,air_e3020992d5fe5dfd,1,0,0,0,0,0,0,0.6083189213301923,0.5061745016915906,0.0,0.19366191785676196,0.7072699195272943,1,14.0,1,1,0.6979648265455949,0.6979648265455951
2016-10-08,air_e3020992d5fe5dfd,0,0,1,0,0,0,0,0.5854060501715805,0.5519800010827418,0.0,-1.3003409430967585,0.6198589889461574,1,4.0,1,1,0.9503169419779329,0.9503169419779333
2016-10-09,air_e3020992d5fe5dfd,0,0,0,1,0,0,0,0.7114268415439459,0.5977855004738925,0.0,-1.353698188130813,0.663564454236726,1,7.0,1,1,0.23118851779202898,0.2311885177920292
