visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hyōgo-ken Himeji-shi Yasuda,total_area_visitors,total_genre_visitors
2016-07-01,air_99a5183695b849f9,1,0,0,0,0,0,0,0.9371486713294561,0.8817304546378696,0.0,0.3488917948847341,0.9410440484376754,1,10.0,1,1,1.3868289378143244,1.3868289378143241
2016-07-02,air_99a5183695b849f9,0,0,1,0,0,0,0,1.1475235276347464,1.1622457276019373,0.0,1.0401146255831666,1.0728942169816218,1,9.0,1,1,1.5420312632841955,1.5420312632841953
2016-07-03,air_99a5183695b849f9,0,0,0,1,0,0,0,1.2632296986026559,1.2485581192831885,0.0,0.5977320139361698,1.336594554069514,1,25.0,1,1,-0.395770020513071,-0.3957700205130709
2016-07-04,air_99a5183695b849f9,0,1,0,0,0,0,0,1.1685610132652753,1.1622457276019373,0.0,0.07240266260536114,1.2453136681544743,1,7.0,1,1,-1.1487612072424935,-1.1487612072424933
2016-07-05,air_99a5183695b849f9,0,0,0,0,0,1,0,1.305304669863714,1.3672376578449095,0.0,1.1507102784949157,1.2453136681544743,1,1.0,1,1,-0.49787681358535457,-0.4978768135853545
2016-07-06,air_99a5183695b849f9,0,0,0,0,0,0,1,1.2527109557873914,1.1514566786417806,0.0,1.0954124520390414,1.3873061573556473,1,2.0,1,1,-0.04934951892601412,-0.04934951892601413
2016-07-07,air_99a5183695b849f9,0,0,0,0,1,0,0,1.2842671842331848,1.259347168243345,0.0,1.4548483240022259,1.2554559888117012,1,5.0,1,1,-0.11469786649227565,-0.11469786649227565
2016-07-08,air_99a5183695b849f9,1,0,0,0,0,0,0,0.8740362144378689,0.6012151816738023,0.0,-1.4759364781591273,1.0424672550099416,1,6.0,1,1,1.1855857311045872,1.185585731104587
2016-07-09,air_99a5183695b849f9,0,0,1,0,0,0,0,0.8109237575462817,0.7306837691956795,0.0,-1.2823940855635663,0.9917556517238086,1,8.0,1,1,1.4822523771582403,1.48225237715824
2016-07-10,air_99a5183695b849f9,0,0,0,1,0,0,0,1.1054485563736882,1.0435661890402161,0.0,0.9571678858993549,1.0830365376388484,1,27.0,1,1,-0.2390825053257848,-0.2390825053257848
2016-07-11,air_99a5183695b849f9,0,1,0,0,0,0,0,1.1475235276347464,1.1406676296816245,0.0,-0.2040864696740118,1.1844597442111147,1,6.0,1,1,-1.1981437653465434,-1.1981437653465432
2016-07-12,air_99a5183695b849f9,0,0,0,0,0,1,0,1.1159672991889529,0.914097601518339,0.0,-1.2823940855635663,1.2757406301261542,1,7.0,1,1,-0.48302491641120426,-0.4830249164112042
2016-07-13,air_99a5183695b849f9,0,0,0,0,0,0,1,1.0528548422973656,0.7198947202355229,0.0,-1.3100429987915037,1.2655983094689278,1,8.0,1,1,-0.4113645125459288,-0.41136451254592876
2016-07-14,air_99a5183695b849f9,0,0,0,0,1,0,0,0.9687048997752494,1.0975114338409984,0.0,0.23829614197298507,1.0830365376388484,1,28.0,1,1,-0.19749719323816384,-0.1974971932381638
2016-07-15,air_99a5183695b849f9,1,0,0,0,0,0,0,0.7793675291004885,0.7954180629566183,0.0,-0.4252777754975101,0.8599054831798627,1,13.0,1,1,0.9754313860903598,0.9754313860903596
2016-07-16,air_99a5183695b849f9,0,0,1,0,0,0,0,0.9161111856989268,0.8601523567175567,0.0,-0.14878864321813717,0.7381976352931429,1,42.0,1,1,1.4239586807497002,1.4239586807497
2016-07-17,air_99a5183695b849f9,0,0,0,1,0,0,0,1.0423360994821014,0.8925195035980261,0.0,-0.7017669077768831,1.1641751028966616,1,56.0,1,1,0.5068540302459164,0.5068540302459162
2016-07-18,air_99a5183695b849f9,0,1,0,0,0,0,0,1.1475235276347464,1.0975114338409984,1.0,1.2889548446346022,1.1033211789533017,1,34.0,1,1,-1.0050691020825888,-1.0050691020825888
2016-07-19,air_99a5183695b849f9,0,0,0,0,0,1,0,1.1475235276347464,1.1730347765620939,0.0,1.6207418033698495,1.0728942169816218,1,18.0,1,1,-0.8313019051450299,-0.8313019051450298
2016-07-20,air_99a5183695b849f9,0,0,0,0,0,0,1,1.126486042004217,1.1406676296816245,0.0,2.1737200679285955,1.0221826136954886,1,29.0,1,1,-0.35455600585480374,-0.35455600585480374
2016-07-21,air_99a5183695b849f9,0,0,0,0,1,0,0,1.1054485563736882,1.1406676296816245,0.0,0.8742211462155428,1.0221826136954886,1,4.0,1,1,-0.1358618199654399,-0.1358618199654399
2016-07-22,air_99a5183695b849f9,1,0,0,0,0,0,0,1.126486042004217,1.1622457276019373,0.0,1.7313374562815989,1.0018979723810353,1,19.0,1,1,1.0385519490804989,1.0385519490804986
2016-07-23,air_99a5183695b849f9,0,0,1,0,0,0,0,1.126486042004217,1.1514566786417806,0.0,0.90187005944348,1.1236058202677548,1,28.0,1,1,1.3515556820257173,1.351555682025717
2016-07-24,air_99a5183695b849f9,0,0,0,1,0,0,0,1.0633735851126302,0.957253797358965,0.0,-0.14878864321813717,1.1134634996105284,1,44.0,1,1,-0.4176765688449427,-0.4176765688449427
2016-07-25,air_99a5183695b849f9,0,1,0,0,0,0,0,0.9687048997752494,0.6875275733550539,0.0,-1.4759364781591273,1.194602064868341,1,28.0,1,1,-1.0551942550453464,-1.0551942550453461
2016-07-26,air_99a5183695b849f9,0,0,0,0,0,1,0,0.9687048997752494,0.8493633077574005,0.0,-1.365340825247378,1.1540327822394347,1,8.0,1,1,-0.3307929703761632,-0.3307929703761632
2016-07-27,air_99a5183695b849f9,0,0,0,0,0,0,1,1.1475235276347464,1.054355238000373,0.0,0.12770048906123577,1.2453136681544743,1,16.0,1,1,-0.12917846623707224,-0.12917846623707224
2016-07-28,air_99a5183695b849f9,0,0,0,0,1,0,0,1.200117241711069,1.1730347765620939,0.0,1.4271994107742887,1.143890461582208,1,14.0,1,1,0.09397128880453673,0.0939712888045367
2016-07-29,air_99a5183695b849f9,1,0,0,0,0,0,0,1.1895984988958044,1.1406676296816245,0.0,0.3212428816567969,1.194602064868341,1,10.0,1,1,1.282865657595272,1.2828656575952717
2016-07-30,air_99a5183695b849f9,0,0,1,0,0,0,0,1.2421922129721268,1.1838238255222504,0.0,1.3166037578625394,1.1641751028966616,1,44.0,1,1,1.4001956452710598,1.4001956452710596
2016-07-31,air_99a5183695b849f9,0,0,0,1,0,0,0,1.2421922129721268,1.259347168243345,0.0,0.8742211462155428,1.194602064868341,1,37.0,1,1,-0.37312087732249166,-0.37312087732249166
2016-08-01,air_99a5183695b849f9,0,1,0,0,0,0,0,1.305304669863714,1.2917143151238148,0.0,0.90187005944348,1.2453136681544743,1,15.0,1,1,-1.1094036797309952,-1.109403679730995
2016-08-02,air_99a5183695b849f9,0,0,0,0,0,1,0,1.2527109557873914,1.2485581192831885,0.0,0.21064722874504763,1.194602064868341,1,17.0,1,1,-0.7566711218449244,-0.7566711218449242
2016-08-03,air_99a5183695b849f9,0,0,0,0,0,0,1,1.2527109557873914,1.356448608884753,0.0,0.7083276668479191,1.1134634996105284,1,22.0,1,1,-0.30925771947364517,-0.30925771947364517
2016-08-04,air_99a5183695b849f9,0,0,0,0,1,0,0,1.368417126755301,1.3672376578449095,0.0,1.8419331091933482,1.2554559888117012,1,17.0,1,1,-0.18264529606401347,-0.18264529606401347
2016-08-05,air_99a5183695b849f9,1,0,0,0,0,0,0,1.3894546123858298,1.442761000566005,0.0,1.4271994107742887,1.316309912755061,1,11.0,1,1,0.8677551315777697,0.8677551315777696
2016-08-06,air_99a5183695b849f9,0,0,1,0,0,0,0,1.3999733552010944,1.4535500495261615,0.0,1.7313374562815989,1.316309912755061,1,28.0,1,1,0.6256692076391192,0.625669207639119
2016-08-07,air_99a5183695b849f9,0,0,0,1,0,0,0,1.3999733552010944,1.475128147446474,0.0,1.814284195965411,1.285882950783381,1,56.0,1,1,-0.5702798123093376,-0.5702798123093374
2016-08-09,air_99a5183695b849f9,0,0,0,0,0,1,0,1.347379641124772,1.4211829026456917,0.0,0.9848167991272921,1.225029026840021,1,27.0,1,1,-0.2591325665108878,-0.25913256651088773
2016-08-10,air_99a5183695b849f9,0,0,0,0,0,0,1,1.2316734701568621,1.3672376578449095,0.0,1.7036885430536617,1.0526095756671685,1,42.0,1,1,0.744484385032322,0.7444843850323218
2016-08-11,air_99a5183695b849f9,0,0,0,0,1,0,0,1.2632296986026559,1.4103938536855352,1.0,2.035475501788909,1.0323249343527154,1,34.0,1,1,0.43407973409257966,0.4340797340925796
2016-08-12,air_99a5183695b849f9,1,0,0,0,0,0,0,1.2947859270484494,1.4103938536855352,0.0,2.090773328244784,1.1337481409249817,1,41.0,1,1,0.0015182288954508156,0.0015182288954507994
2016-08-13,air_99a5183695b849f9,0,0,1,0,0,0,0,1.3368608983095074,1.4535500495261615,1.0,0.6253809271641071,1.2655983094689278,1,57.0,1,1,0.16748817981658093,0.1674881798165809
2016-08-14,air_99a5183695b849f9,0,0,0,1,0,0,0,1.2842671842331848,1.4319719516058484,1.0,0.514785274252358,1.336594554069514,1,57.0,1,1,-0.8688029455097595,-0.8688029455097595
2016-08-15,air_99a5183695b849f9,0,1,0,0,0,0,0,1.3368608983095074,1.3996048047253793,1.0,0.10005157583329859,1.3061675920978342,1,42.0,1,1,-1.3945601054746817,-1.3945601054746817
2016-08-16,air_99a5183695b849f9,0,0,0,0,0,1,0,1.3368608983095074,1.4967062453667872,0.0,0.40418962134060876,1.3873061573556473,1,34.0,1,1,-1.2768588203695403,-1.2768588203695401
2016-08-17,air_99a5183695b849f9,0,0,0,0,0,0,1,1.1895984988958044,1.356448608884753,0.0,-1.0335538665121307,1.2655983094689278,1,44.0,1,1,-0.7744933984539047,-0.7744933984539047
2016-08-18,air_99a5183695b849f9,0,0,0,0,1,0,0,1.3578983839400367,1.5506514901675694,0.0,1.3719015843184144,1.0830365376388484,1,39.0,1,1,-0.4989907058734159,-0.4989907058734158
2016-08-19,air_99a5183695b849f9,1,0,0,0,0,0,0,1.494642040538475,1.5722295880878818,0.0,1.4271994107742887,1.4177331193273273,1,33.0,1,1,0.8309966860717477,0.8309966860717476
2016-08-20,air_99a5183695b849f9,0,0,1,0,0,0,0,1.473604554907946,1.712487224569916,0.0,1.482497237230163,1.2351713474972479,1,39.0,1,1,0.71366669839596,0.7136666983959599
2016-08-21,air_99a5183695b849f9,0,0,0,1,0,0,0,1.59982946869112,1.6693310287292904,0.0,1.7313374562815989,1.5495832878712732,1,36.0,1,1,-0.7622405832852308,-0.7622405832852307
2016-08-22,air_99a5183695b849f9,0,1,0,0,0,0,0,1.410492098016359,1.6153857839285082,0.0,0.7636254933037935,1.3873061573556473,1,24.0,1,1,-1.9485358700704898,-1.9485358700704893
2016-08-23,air_99a5183695b849f9,0,0,0,0,0,1,0,1.2842671842331848,1.4319719516058484,0.0,0.21064722874504763,1.194602064868341,1,17.0,1,1,-0.5635964585809699,-0.5635964585809699
2016-08-24,air_99a5183695b849f9,0,0,0,0,0,0,1,1.3894546123858298,1.4859171964066307,0.0,1.0677635388111038,1.2655983094689278,1,32.0,1,1,-0.3738634721811992,-0.37386347218119914
2016-08-25,air_99a5183695b849f9,0,0,0,0,1,0,0,1.3789358695705656,1.356448608884753,0.0,0.7912744065317308,1.3771638366984205,1,28.0,1,1,-0.2446519667660912,-0.24465196676609116
2016-08-26,air_99a5183695b849f9,1,0,0,0,0,0,0,1.2842671842331848,1.3348705109644405,0.0,0.37654070811267154,1.3061675920978342,1,13.0,1,1,1.1284059269841085,1.1284059269841082
2016-08-27,air_99a5183695b849f9,0,0,1,0,0,0,0,0.9476674141447204,0.8062071119167745,0.0,-1.2270962591076915,1.1033211789533017,1,50.0,1,1,1.1911551925448935,1.1911551925448933
2016-08-28,air_99a5183695b849f9,0,0,0,1,0,0,0,1.0423360994821014,0.9464647483988083,0.0,-0.8676603871445068,1.0526095756671685,1,39.0,1,1,-0.21346298270037545,-0.21346298270037545
2016-08-29,air_99a5183695b849f9,0,1,0,0,0,0,0,0.7478113006546948,0.5580589858331763,0.0,-1.4759364781591273,0.849763162522636,1,9.0,1,1,-1.3797082083005314,-1.3797082083005312
2016-08-30,air_99a5183695b849f9,0,0,0,0,0,1,0,0.7372925578394302,0.7198947202355229,0.0,0.5700831007082326,0.6266321080636502,1,22.0,1,1,-0.5899585760650867,-0.5899585760650867
2016-08-31,air_99a5183695b849f9,0,0,0,0,0,0,1,0.9687048997752494,1.0004099931995907,0.0,1.6760396298257245,0.8396208418654092,1,26.0,1,1,-0.161852640020203,-0.161852640020203
2016-09-01,air_99a5183695b849f9,0,0,0,0,1,0,0,0.8424799859920753,0.9680428463191212,0.0,1.2889548446346022,0.606347466749197,1,15.0,1,1,-0.5539427254177721,-0.5539427254177721
2016-09-02,air_99a5183695b849f9,1,0,0,0,0,0,0,1.000261128221043,1.0867223848808423,0.0,1.3442526710904765,0.7077706733214633,1,19.0,1,1,0.6457192688242221,0.645719268824222
2016-09-03,air_99a5183695b849f9,0,0,1,0,0,0,0,1.1685610132652753,1.3996048047253793,0.0,-0.231735382901949,1.0221826136954886,1,31.0,1,1,1.2256858534747932,1.225685853474793
2016-09-04,air_99a5183695b849f9,0,0,0,1,0,0,0,1.2421922129721268,1.3025033640839707,0.0,0.43183853456854615,1.3264522334122875,1,19.0,1,1,-0.6954070460015542,-0.6954070460015541
2016-09-05,air_99a5183695b849f9,0,1,0,0,0,0,0,0.9687048997752494,0.7414728181558361,0.0,-1.4206386517032528,1.194602064868341,1,10.0,1,1,-1.2891116355382144,-1.2891116355382142
2016-09-06,air_99a5183695b849f9,0,0,0,0,0,1,0,1.221154727341598,1.2377690703230326,0.0,0.514785274252358,1.225029026840021,1,32.0,1,1,-0.5899585760650867,-0.5899585760650867
2016-09-07,air_99a5183695b849f9,0,0,0,0,0,0,1,1.2527109557873914,1.2701362172035018,0.0,0.4594874477964834,1.225029026840021,1,21.0,1,1,-0.49379254186246324,-0.4937925418624632
2016-09-08,air_99a5183695b849f9,0,0,0,0,1,0,0,0.9581861569599851,0.8601523567175567,0.0,-1.171798432651817,0.930901727780449,1,29.0,1,1,-0.34713005726772855,-0.34713005726772855
2016-09-09,air_99a5183695b849f9,1,0,0,0,0,0,0,0.85299872880734,0.957253797358965,0.0,0.8742211462155428,0.8396208418654092,1,23.0,1,1,0.961322083774917,0.9613220837749168
2016-09-10,air_99a5183695b849f9,0,0,1,0,0,0,0,0.8740362144378689,1.0435661890402161,0.0,1.0954124520390414,0.6570590700353302,1,49.0,1,1,1.4670291825547364,1.4670291825547361
2016-09-11,air_99a5183695b849f9,0,0,0,1,0,0,0,1.0633735851126302,1.1406676296816245,0.0,0.8742211462155428,0.930901727780449,1,49.0,1,1,-0.258761269081534,-0.258761269081534
2016-09-12,air_99a5183695b849f9,0,1,0,0,0,0,0,1.000261128221043,0.9033085525581828,0.0,-1.4759364781591273,1.0728942169816218,1,15.0,1,1,-1.2679476820650502,-1.26794768206505
2016-09-13,air_99a5183695b849f9,0,0,0,0,0,1,0,0.8109237575462817,0.5472699368730201,0.0,-1.4759364781591273,1.0120402930382622,1,4.0,1,1,-0.7533294449807405,-0.7533294449807405
2016-09-14,air_99a5183695b849f9,0,0,0,0,0,0,1,0.8740362144378689,0.6659494754347407,0.0,-1.3100429987915037,1.0018979723810353,1,19.0,1,1,-0.3608680621538176,-0.3608680621538176
2016-09-15,air_99a5183695b849f9,0,0,0,0,1,0,0,0.8424799859920753,0.6335823285542717,0.0,-1.1994473458797543,0.9410440484376754,1,24.0,1,1,-0.03821059604540136,-0.03821059604540137
2016-09-16,air_99a5183695b849f9,1,0,0,0,0,0,0,0.9055924428836626,0.989620944239434,0.0,-0.5358734284092593,0.9410440484376754,1,9.0,1,1,0.8937459516325329,0.8937459516325328
2016-09-17,air_99a5183695b849f9,0,0,1,0,0,0,0,1.0844110707431591,1.03277714008006,0.0,-0.978256040056256,1.143890461582208,1,39.0,1,1,1.3530408717431324,1.3530408717431321
2016-09-18,air_99a5183695b849f9,0,0,0,1,0,0,0,0.8635174716226043,0.504113741032394,0.0,-1.4759364781591273,1.0931788582960749,1,52.0,1,1,0.18271137442008503,0.182711374420085
2016-09-19,air_99a5183695b849f9,0,1,0,0,0,0,0,0.653142615317314,0.5364808879128634,1.0,-1.4759364781591273,0.7381976352931429,1,36.0,1,1,-1.27091806149988,-1.27091806149988
2016-09-20,air_99a5183695b849f9,0,0,0,0,0,1,0,0.45328650182728847,0.12649702742691848,0.0,-1.4759364781591273,0.7280553146359164,1,2.0,1,1,-1.7517482325129976,-1.7517482325129974
2016-09-21,air_99a5183695b849f9,0,0,0,0,0,0,1,0.5900301584257271,0.5580589858331763,0.0,-1.2823940855635663,0.6164897874064235,1,22.0,1,1,0.38915274514077486,0.3891527451407748
