visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-04,air_290e7a57b390f78e,0,1,0,0,0,0,0,-0.7008632394873392,-0.5126686628053709,0.0,0.9257134192706573,-0.7861247339878901,1,13.0,1,1,-1.523690376438462,-1.523690376438462
2016-01-05,air_290e7a57b390f78e,0,0,0,0,0,1,0,-0.48884576980435485,-0.4876665334317853,0.0,0.8011444653901526,-0.7034990111963701,1,6.0,1,1,-1.3937308674589752,-1.3937308674589752
2016-01-06,air_290e7a57b390f78e,0,0,0,0,0,0,1,-0.7382780870784539,-1.0002101855902883,0.0,-1.2916139598023262,-0.46742551750631306,1,5.0,1,1,-1.3296377762858562,-1.3296377762858562
2016-01-07,air_290e7a57b390f78e,0,0,0,0,1,0,0,-0.763221318805864,-0.8001931506016042,0.0,-0.09575200254948124,-0.7743210593033872,1,15.0,1,1,-1.2604780375891702,-1.2604780375891702
2016-01-09,air_290e7a57b390f78e,0,0,1,0,0,0,0,-0.9378239408977332,-0.9627069915299102,0.0,0.9257134192706573,-0.9749835289399359,1,19.0,1,1,-0.6684402744603974,-0.6684402744603974
2016-01-13,air_290e7a57b390f78e,0,0,0,0,0,0,1,-1.311972416808882,-1.2002272205789726,0.0,0.8758858377184552,-1.4117194922665413,1,12.0,1,1,-1.165478396522294,-1.165478396522294
2016-01-14,air_290e7a57b390f78e,0,0,0,0,1,0,0,-1.0999549471258976,-0.9877091209034956,0.0,0.975541000822859,-1.28187907073701,1,14.0,1,1,-1.073012079217201,-1.073012079217201
2016-01-15,air_290e7a57b390f78e,1,0,0,0,0,0,0,-1.1498414105807175,-1.0502144443374595,0.0,0.7264030930618497,-1.0694129264159586,1,17.0,1,1,-0.7973864539351708,-0.7973864539351708
2016-01-16,air_290e7a57b390f78e,0,0,1,0,0,0,0,-1.0375968678073728,-0.9377048621563245,0.0,0.975541000822859,-1.093020275784964,1,5.0,1,1,-0.6502003433755572,-0.6502003433755572
2016-01-18,air_290e7a57b390f78e,0,1,0,0,0,0,0,-1.499046654764456,-1.6377644846167192,0.0,-0.9428208889369131,-1.28187907073701,1,6.0,1,1,-1.5345836686141305,-1.5345836686141305
2016-01-19,air_290e7a57b390f78e,0,0,0,0,0,1,0,-1.212199489899242,-1.337738932133693,0.0,0.975541000822859,-1.1992533479454899,1,8.0,1,1,-1.2987312263920991,-1.2987312263920991
2016-01-20,air_290e7a57b390f78e,0,0,0,0,0,0,1,-1.3369156485362916,-1.2752336086997291,0.0,1.00045479159896,-1.3881121428975356,1,2.0,1,1,-1.1740916973123574,-1.1740916973123574
