visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-01,air_931a8a4321b6e7d1,1,0,0,0,0,0,0,1.0257697582803829,1.1106064781146736,0.0,-0.14790163675734014,0.9711841243565942,1,9.0,1,1,1.4335348976279418,1.4335348976279414
2016-07-02,air_931a8a4321b6e7d1,0,0,1,0,0,0,0,1.1902289574494336,1.252431749102552,0.0,0.5174137957661367,1.1283975320134778,1,4.0,1,1,1.596404657187453,1.5964046571874528
2016-07-04,air_931a8a4321b6e7d1,0,1,0,0,0,0,0,1.2842056426888913,1.4888072007490154,0.0,0.5706390303680146,1.150856590250176,1,8.0,1,1,-1.2273205761325907,-1.227320576132591
2016-07-05,air_931a8a4321b6e7d1,0,0,0,0,0,1,0,0.5676334177380269,0.5196678489985139,0.0,-1.3188567979986594,0.7690526002263148,1,10.0,1,1,-0.5442806514727263,-0.5442806514727266
2016-07-06,air_931a8a4321b6e7d1,0,0,0,0,0,0,1,0.7320926169070779,0.6733118925687152,0.0,-0.22773948866015756,0.8027411875813615,1,10.0,1,1,-0.07359483915720091,-0.07359483915720119
2016-07-07,air_931a8a4321b6e7d1,0,0,0,0,1,0,0,1.2372173000691622,1.8315516056363887,0.0,2.087558216521542,0.9599545952382451,1,13.0,1,1,-0.14217158002436356,-0.14217158002436384
2016-07-08,air_931a8a4321b6e7d1,1,0,0,0,0,0,0,0.9905285013155862,1.016056297456088,0.0,-0.7599918346789388,0.9824136534749431,1,12.0,1,1,1.2223497070029297,1.2223497070029292
2016-07-09,air_931a8a4321b6e7d1,0,0,1,0,0,0,0,0.6498630173225521,0.43693644092225126,0.0,-1.3188567979986594,0.7802821293446639,1,3.0,1,1,1.5336725249169236,1.5336725249169232
2016-07-10,air_931a8a4321b6e7d1,0,0,0,1,0,0,0,1.0257697582803829,1.193337886190936,0.0,1.7948194262112116,0.7690526002263148,1,4.0,1,1,-0.27270117201583793,-0.27270117201583816
2016-07-11,air_931a8a4321b6e7d1,0,1,0,0,0,0,0,1.3076998139987555,1.4533508830020463,0.0,2.0077203646187245,1.0048727117116407,1,9.0,1,1,-1.2791427723560715,-1.2791427723560718
2016-07-12,air_931a8a4321b6e7d1,0,0,0,0,0,1,0,1.2019760431043658,1.252431749102552,0.0,0.35773809196050205,1.2631518814336644,1,8.0,1,1,-0.5286950285483712,-0.5286950285483715
