visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,total_area_visitors,total_genre_visitors
2016-07-02,air_68d075113f368946,0,0,1,0,0,0,0,1.398896638514881,1.2777336318973995,0.0,0.005378566060203081,1.5448402042276943,1,15.0,1,1,1.5754438725265767,1.575443872526577
2016-07-03,air_68d075113f368946,0,0,0,1,0,0,0,1.4103052955719435,1.3001181699562077,0.0,0.8879311013300285,1.4808302763329828,1,18.0,1,1,-0.398263241018981,-0.3982632410189804
2016-07-04,air_68d075113f368946,0,1,0,0,0,0,0,1.47875723791432,1.445617667338464,0.0,0.9398459563459004,1.3954837058067011,1,9.0,1,1,-1.1652067218142275,-1.1652067218142268
2016-07-05,air_68d075113f368946,0,0,0,0,0,1,0,1.5015745520284451,1.5687326266619115,0.0,1.4330370789966853,1.406152027122486,1,7.0,1,1,-0.5022619871820445,-0.5022619871820438
2016-07-06,air_68d075113f368946,0,0,0,0,0,0,1,1.3304446961725047,1.3225027080150165,0.0,1.8223984916157259,1.2034539221225669,1,10.0,1,1,-0.04542385858211464,-0.045423858582114125
2016-07-07,air_68d075113f368946,0,0,0,0,1,0,0,1.136497526202439,1.1322341345151434,0.0,0.7841013912982843,1.1181073515962847,1,20.0,1,1,-0.11198305612647527,-0.11198305612647474
2016-07-08,air_68d075113f368946,1,0,0,0,0,0,0,0.8284637856617464,0.6397742972213538,0.0,-1.3184502368445348,1.000755817122647,1,4.0,1,1,1.2123937041027915,1.212393704102792
2016-07-09,air_68d075113f368946,0,0,1,0,0,0,0,0.8855070709470598,0.7293124494565884,0.0,-1.0848333892731103,1.0434291023857882,1,20.0,1,1,1.5145573338638378,1.514557333863838
2016-07-10,air_68d075113f368946,0,0,0,1,0,0,0,1.033819612688875,0.9083887539270574,0.0,-1.0848333892731103,1.171448958175211,1,37.0,1,1,-0.23867243781602535,-0.23867243781602482
2016-07-11,air_68d075113f368946,0,1,0,0,0,0,0,1.136497526202439,0.9867346371328874,0.0,-1.2146205268127905,1.2354588860699225,1,4.0,1,1,-1.2155042972312726,-1.215504297231272
2016-07-12,air_68d075113f368946,0,0,0,0,0,1,0,1.239175439716003,1.221772286750378,0.0,-0.5137699840985176,1.2888004926488488,1,8.0,1,1,-0.48713489683105343,-0.4871348968310528
2016-07-13,air_68d075113f368946,0,0,0,0,0,0,1,1.0794542409171255,0.8524274087800359,0.0,-1.2924928093365988,1.171448958175211,1,1.0,1,1,-0.41414668588752157,-0.414146685887521
2016-07-14,air_68d075113f368946,0,0,0,0,1,0,0,1.0908628979741883,0.9419655610152704,0.0,1.0696330938855805,1.2141222434383518,1,21.0,1,1,-0.1963165848332504,-0.19631658483324987
2016-07-16,air_68d075113f368946,0,0,1,0,0,0,0,1.2163581256018778,1.5015790124854855,0.0,0.21303798612369157,1.000755817122647,1,15.0,1,1,1.455183504236198,1.4551835042361982
2016-07-17,air_68d075113f368946,0,0,0,1,0,0,0,1.0110022985747493,0.9419655610152704,0.0,0.6283568262506681,1.1607806368594256,1,76.0,1,1,0.5210856750625004,0.5210856750625007
2016-07-18,air_68d075113f368946,0,1,0,0,0,0,0,1.0110022985747493,1.0538882513093135,1.0,0.8360162463141566,0.9474142105437208,1,56.0,1,1,-1.0188521226683889,-1.0188521226683882
2016-07-19,air_68d075113f368946,0,0,0,0,0,1,0,1.0452282697459374,1.0762727893681219,0.0,1.4070796514887494,1.0327607810700028,1,3.0,1,1,-0.8418651655617936,-0.841865165561793
2016-07-20,air_68d075113f368946,0,0,0,0,0,0,1,1.0110022985747493,1.009119175191696,0.0,0.5245271162189239,1.1074390302804993,1,12.0,1,1,-0.3562855652949808,-0.35628556529498023
2016-07-21,air_68d075113f368946,0,0,0,0,1,0,0,0.9539590132894358,0.9083887539270574,0.0,0.9398459563459004,0.990087495806862,1,17.0,1,1,-0.13353915987663753,-0.133539159876637
2016-07-23,air_68d075113f368946,0,0,1,0,0,0,0,1.0452282697459374,1.1434264035445476,0.0,1.5109093615204936,0.8087260334385129,1,25.0,1,1,1.3814389387751165,1.3814389387751167
2016-07-24,air_68d075113f368946,0,0,0,1,0,0,0,1.2277667826589407,1.2329645557797824,0.0,0.4985696887109879,1.1501123155436406,1,36.0,1,1,-0.42057569928669275,-0.4205756992866922
2016-07-25,air_68d075113f368946,0,1,0,0,0,0,0,1.2848100679442542,1.221772286750378,0.0,0.6802716812665403,1.2247905647541373,1,16.0,1,1,-1.0699060526029838,-1.069906052602983
2016-07-26,air_68d075113f368946,0,0,0,0,0,1,0,1.2962187250013166,1.333694977044421,0.0,0.9917608113617727,1.2141222434383518,1,3.0,1,1,-0.3320822207333951,-0.33208222073339455
2016-07-27,air_68d075113f368946,0,0,0,0,0,0,1,1.3076273820583795,1.4232331292796552,0.0,1.5628242165363655,1.086102387648929,1,9.0,1,1,-0.12673196921869156,-0.12673196921869104
2016-07-28,air_68d075113f368946,0,0,0,0,1,0,0,1.3760793244007559,1.445617667338464,0.0,1.1734628039173247,1.2034539221225669,1,27.0,1,1,0.10055256330494904,0.10055256330494952
2016-07-29,air_68d075113f368946,1,0,0,0,0,0,0,1.3874879814578183,1.3560795151032292,0.0,1.5628242165363655,1.256795528701493,1,23.0,1,1,1.311476145901783,1.3114761459017832
2016-07-30,air_68d075113f368946,0,0,1,0,0,0,0,1.398896638514881,1.3896563221914424,0.0,0.9917608113617727,1.4168203484382715,1,37.0,1,1,1.4309801596746123,1.4309801596746126
2016-07-31,air_68d075113f368946,0,0,0,1,0,0,0,1.3760793244007559,1.4120408602502506,0.0,1.8223984916157259,1.3208054565962042,1,41.0,1,1,-0.3751944282337196,-0.37519442823371907
2016-08-01,air_68d075113f368946,0,1,0,0,0,0,0,1.3874879814578183,1.378464053162038,0.0,1.5109093615204936,1.3314737779119896,1,13.0,1,1,-1.125119932384101,-1.1251199323841004
2016-08-02,air_68d075113f368946,0,0,0,0,0,1,0,1.3532620102866302,1.3560795151032292,0.0,1.0177182388697086,1.3634787418593455,1,14.0,1,1,-0.7658515365480636,-0.7658515365480629
2016-08-03,air_68d075113f368946,0,0,0,0,0,0,1,1.2848100679442542,1.288925900926804,0.0,0.47261226120305194,1.2247905647541373,1,9.0,1,1,-0.3101479397244581,-0.31014793972445753
2016-08-04,air_68d075113f368946,0,0,0,0,1,0,0,1.2848100679442542,1.244156824809186,0.0,0.8879311013300285,1.2247905647541373,1,30.0,1,1,-0.18118949448225935,-0.18118949448225882
2016-08-05,air_68d075113f368946,1,0,0,0,0,0,0,1.2848100679442542,1.2553490938385905,0.0,1.1475053764093888,1.2034539221225669,1,20.0,1,1,0.8886739705915829,0.8886739705915833
2016-08-06,air_68d075113f368946,0,0,1,0,0,0,0,1.2962187250013166,1.400848591220847,0.0,1.1215479489014528,1.2247905647541373,1,26.0,1,1,0.6421023978704288,0.6421023978704291
2016-08-07,air_68d075113f368946,0,0,0,1,0,0,0,1.364670667343693,1.4903867434560811,0.0,1.3811222239808134,1.267463850017278,1,35.0,1,1,-0.5760065526431258,-0.5760065526431253
2016-08-08,air_68d075113f368946,0,1,0,0,0,0,0,1.398896638514881,1.4120408602502506,0.0,1.6406964990601738,1.3314737779119896,1,19.0,1,1,-1.1062110694453624,-1.1062110694453615
2016-08-09,air_68d075113f368946,0,0,0,0,0,1,0,1.3304446961725047,1.4344253983090596,0.0,1.4330370789966853,1.2888004926488488,1,15.0,1,1,-0.2590940097898633,-0.25909400978986274
2016-08-10,air_68d075113f368946,0,0,0,0,0,0,1,1.3418533532295676,1.4903867434560811,0.0,1.9002707741395342,1.256795528701493,1,27.0,1,1,0.7631191206783572,0.7631191206783575
2016-08-11,air_68d075113f368946,0,0,0,0,1,0,0,1.3874879814578183,1.6582707788971456,1.0,1.9002707741395342,1.1074390302804993,1,62.0,1,1,0.44696293234264417,0.4469629323426446
2016-08-12,air_68d075113f368946,1,0,0,0,0,0,0,1.4217139526290064,1.6582707788971456,0.0,1.8743133466315982,1.1394439942278551,1,21.0,1,1,0.006386425870029721,0.006386425870030225
2016-08-13,air_68d075113f368946,0,0,1,0,0,0,0,1.4331226096860692,1.535155819573698,1.0,1.4849519340125577,1.2354588860699225,1,21.0,1,1,0.17543166054235476,0.17543166054235523
2016-08-14,air_68d075113f368946,0,0,0,1,0,0,0,1.4445312667431318,1.5015790124854855,1.0,1.8483559191236618,1.2994688139646338,1,59.0,1,1,-0.880061068698046,-0.8800610686980453
2016-08-15,air_68d075113f368946,0,1,0,0,0,0,0,1.4559399238001947,1.4791944744266767,1.0,1.4070796514887494,1.3101371352804192,1,29.0,1,1,-1.4155600671231294,-1.4155600671231285
2016-08-16,air_68d075113f368946,0,0,0,0,0,1,0,1.3418533532295676,1.3225027080150165,0.0,-0.2022808540032852,1.3634787418593455,1,34.0,1,1,-1.2956778760915253,-1.2956778760915246
2016-08-17,air_68d075113f368946,0,0,0,0,0,0,1,1.2962187250013166,1.3225027080150165,0.0,1.1734628039173247,1.267463850017278,1,46.0,1,1,-0.7840040449692528,-0.7840040449692522
2016-08-18,air_68d075113f368946,0,0,0,0,1,0,0,1.3190360391154423,1.5015790124854855,0.0,1.5887816440443014,1.1607806368594256,1,18.0,1,1,-0.5033965189583688,-0.5033965189583682
2016-08-20,air_68d075113f368946,0,0,1,0,0,0,0,1.2848100679442542,1.1770032106327608,0.0,0.5504845437268601,1.3314737779119896,1,18.0,1,1,0.7317304082000508,0.7317304082000511
2016-08-21,air_68d075113f368946,0,0,0,1,0,0,0,1.3190360391154423,1.3896563221914424,0.0,1.4849519340125577,1.171448958175211,1,47.0,1,1,-0.7715241954296852,-0.7715241954296846
2016-08-22,air_68d075113f368946,0,1,0,0,0,0,0,1.3076273820583795,1.311310438985612,0.0,0.26495284113956347,1.3314737779119896,1,13.0,1,1,-1.9798005372150957,-1.9798005372150949
2016-08-24,air_68d075113f368946,0,0,0,0,0,0,1,1.2049494685448154,1.333694977044421,0.0,1.5368667890284295,0.990087495806862,1,31.0,1,1,-0.37595078275126914,-0.3759507827512686
2016-08-25,air_68d075113f368946,0,0,0,0,1,0,0,1.3532620102866302,1.4232331292796552,0.0,0.6802716812665403,1.256795528701493,1,30.0,1,1,-0.244345096697647,-0.24434509669764645
2016-08-26,air_68d075113f368946,1,0,0,0,0,0,0,1.136497526202439,1.1881954796621645,0.0,-0.8512165417016861,1.2354588860699225,1,16.0,1,1,1.154154406251476,1.1541544062514761
2016-08-27,air_68d075113f368946,0,0,1,0,0,0,0,0.988184984460624,0.8412351397506314,0.0,-0.9550462517334303,1.1607806368594256,1,35.0,1,1,1.218066362984413,1.2180663629844135
2016-08-28,air_68d075113f368946,0,0,0,1,0,0,0,0.7257858721481819,0.5166593378979067,0.0,-1.3184502368445348,0.819394354754298,1,27.0,1,1,-0.21257820696056579,-0.21257820696056523
2016-08-29,air_68d075113f368946,0,1,0,0,0,0,0,0.5318387021781161,0.46069799275088524,0.0,-0.2801531365270932,0.7020428202806606,1,11.0,1,1,-1.4004329767721384,-1.4004329767721375
2016-08-30,air_68d075113f368946,0,0,0,0,0,1,0,0.7257858721481819,0.6733511043095669,0.0,0.6543142537586041,0.5740229644912374,1,39.0,1,1,-0.5960499473581891,-0.5960499473581884
2016-08-31,air_68d075113f368946,0,0,0,0,0,0,1,0.919733042118248,0.8524274087800359,0.0,1.2513350864411332,0.9367458892279358,1,16.0,1,1,-0.16001156799087188,-0.16001156799087135
2016-09-01,air_68d075113f368946,0,0,0,0,1,0,0,0.8284637856617464,0.5950052211037368,0.0,-1.3184502368445348,1.0220924597542178,1,17.0,1,1,-0.5593667532570357,-0.5593667532570351
2016-09-02,air_68d075113f368946,1,0,0,0,0,0,0,0.6231079586346178,0.20327580507458617,0.0,-1.3184502368445348,0.9474142105437208,1,8.0,1,1,0.6625239698442666,0.6625239698442671
2016-09-03,air_68d075113f368946,0,0,1,0,0,0,0,0.874098413889997,0.6957356423683754,0.0,-1.2405779543207267,0.9580825318595062,1,15.0,1,1,1.2532368480504674,1.2532368480504676
2016-09-04,air_68d075113f368946,0,0,0,1,0,0,0,1.0680455838600627,0.8748119468388444,0.0,-1.1627056717969186,1.1821172794909964,1,20.0,1,1,-0.7034522888502255,-0.7034522888502248
2016-09-07,air_68d075113f368946,0,0,0,0,0,0,1,0.9767763274035615,1.0538882513093135,0.0,-1.0588759617651744,0.8620676400174392,1,16.0,1,1,-0.49810203733552194,-0.49810203733552133
2016-09-08,air_68d075113f368946,0,0,0,0,1,0,0,0.7600118433193701,0.7516969875153969,0.0,1.0696330938855805,0.7980577121227276,1,9.0,1,1,-0.3487220201194853,-0.3487220201194847
2016-09-09,air_68d075113f368946,1,0,0,0,0,0,0,0.805646471547621,0.9195810229564615,0.0,1.5368667890284295,0.7020428202806606,1,15.0,1,1,0.9839746398028266,0.983974639802827
2016-09-10,air_68d075113f368946,0,0,1,0,0,0,0,0.8284637856617464,0.8524274087800359,0.0,-0.1244085714794771,0.723379462912231,1,8.0,1,1,1.499052066254072,1.4990520662540723
2016-09-11,air_68d075113f368946,0,0,0,1,0,0,0,0.9083243850611852,0.8300428707212274,0.0,-0.2801531365270932,0.8620676400174392,1,27.0,1,1,-0.2587158325310885,-0.25871583253108793
2016-09-12,air_68d075113f368946,0,1,0,0,0,0,0,0.5432473592351791,0.4383134546920767,0.0,-1.3184502368445348,0.734047784228016,1,5.0,1,1,-1.2866016218809306,-1.28660162188093
2016-09-13,air_68d075113f368946,0,0,0,0,0,1,0,0.7942378144905582,0.7740815255742058,0.0,0.6543142537586041,0.7873893908069421,1,5.0,1,1,-0.7624479412190907,-0.76244794121909
