visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-01,air_56ea46c14b2dd967,1,0,0,0,0,0,0,1.1088360319862993,1.1890769317301448,0.0,-0.17916519782220375,1.0573812224521657,1,47.0,1,1,1.431874951735456,1.4318749517354568
2016-07-02,air_56ea46c14b2dd967,0,0,1,0,0,0,0,1.2726518523186265,1.3302063124872883,0.0,0.48055161586420614,1.2138124822810177,1,52.0,1,1,1.5941690985412644,1.594169098541265
2016-07-03,air_56ea46c14b2dd967,0,0,0,1,0,0,0,1.5300767128408552,1.753594454758719,0.0,0.6652723236964008,1.347896419277177,1,39.0,1,1,-0.43217815547671135,-0.432178155476711
2016-07-04,air_56ea46c14b2dd967,0,1,0,0,0,0,0,1.366260892508528,1.5654219470825275,0.0,0.5333289609591187,1.2361598051137113,1,44.0,1,1,-1.2195765519412554,-1.2195765519412551
2016-07-05,air_56ea46c14b2dd967,0,0,0,0,0,1,0,0.6524919610605299,0.6010378452420462,0.0,-1.3402667899102854,0.8562553169579272,1,26.0,1,1,-0.5389506204805327,-0.5389506204805323
2016-07-06,air_56ea46c14b2dd967,0,0,0,0,0,0,1,0.8163077813928575,0.7539280077289515,0.0,-0.2583312154645731,0.889776301206967,1,28.0,1,1,-0.06992830148192851,-0.06992830148192816
2016-07-07,air_56ea46c14b2dd967,0,0,0,0,1,0,0,1.319456372413577,1.9064846172456253,0.0,2.0374832961641336,1.046207561035819,1,32.0,1,1,-0.13826267908437415,-0.1382626790843738
2016-07-08,air_56ea46c14b2dd967,1,0,0,0,0,0,0,1.0737326419150863,1.0949906778920488,0.0,-0.7861046664137009,1.0685548838685124,1,48.0,1,1,1.221436129800652,1.2214361298006526
2016-07-09,air_56ea46c14b2dd967,0,0,1,0,0,0,0,0.7343998712266935,0.518712373133712,0.0,-1.3402667899102854,0.8674289783742739,1,54.0,1,1,1.531658673575391,1.5316586735753916
2016-07-10,air_56ea46c14b2dd967,0,0,0,1,0,0,0,1.1088360319862993,1.2714024038384786,0.0,1.7472078981421129,0.8562553169579272,1,39.0,1,1,-0.26833095463448375,-0.2683309546344834
2016-07-11,air_56ea46c14b2dd967,0,1,0,0,0,0,0,1.3896631525560033,1.5301396018932418,0.0,1.9583172785217642,1.0909022067012055,1,27.0,1,1,-1.2712155986521942,-1.2712155986521942
2016-07-12,air_56ea46c14b2dd967,0,0,0,0,0,1,0,1.2843529823423645,1.3302063124872883,0.0,0.32221958057946765,1.347896419277177,1,27.0,1,1,-0.5234200801163404,-0.5234200801163401
2016-07-13,air_56ea46c14b2dd967,0,0,0,0,0,0,1,1.050330381867611,0.8362534798372856,0.0,-1.3402667899102854,1.2249861436973644,1,41.0,1,1,-0.44848522285911313,-0.44848522285911285
2016-07-14,air_56ea46c14b2dd967,0,0,0,0,1,0,0,1.143939422057512,1.45957491151467,0.0,-0.3111085605594858,0.9791655925377397,1,7.0,1,1,-0.2248454416147456,-0.2248454416147453
2016-07-15,air_56ea46c14b2dd967,1,0,0,0,0,0,0,0.7109976111792182,0.4128653375658545,0.0,-1.3402667899102854,0.9456446082886999,1,27.0,1,1,1.0016789836473325,1.001678983647333
2016-07-16,air_56ea46c14b2dd967,0,0,1,0,0,0,0,0.9333190816302342,0.8480142615670473,0.0,-0.9180480291509829,0.8450816555415809,1,56.0,1,1,1.4707013026459366,1.4707013026459372
2016-07-17,air_56ea46c14b2dd967,0,0,0,1,0,0,0,1.143939422057512,0.9773828605944292,0.0,-1.313878117362829,1.2361598051137113,1,40.0,1,1,0.5116904351570689,0.5116904351570694
2016-07-19,air_56ea46c14b2dd967,0,0,0,0,0,1,0,1.3077552423898398,1.3890102211360977,0.0,0.29583090803201134,1.2473334665300575,1,30.0,1,1,-0.8876112516566472,-0.887611251656647
2016-07-20,air_56ea46c14b2dd967,0,0,0,0,0,0,1,1.190743942152463,1.1067514596218107,0.0,-0.12638785272729114,1.2026388208646714,1,31.0,1,1,-0.389080905966078,-0.3890809059660777
2016-07-21,air_56ea46c14b2dd967,0,0,0,0,1,0,0,0.6641930910842677,0.44814768275514044,0.0,-1.3402667899102854,0.9344709468723532,1,30.0,1,1,-0.16039369910334803,-0.1603936991033477
2016-07-22,air_56ea46c14b2dd967,1,0,0,0,0,0,0,0.6173885709893168,0.25997517507894874,0.0,-1.3402667899102854,0.8786026397906203,1,44.0,1,1,1.0676837801951493,1.0676837801951498
2016-07-23,air_56ea46c14b2dd967,0,0,1,0,0,0,0,0.7343998712266935,0.7774495711884758,0.0,-0.9708253742458958,0.8115606712925411,1,41.0,1,1,1.3949899183704997,1.3949899183705003
2016-07-24,air_56ea46c14b2dd967,0,0,0,1,0,0,0,0.9099168215827586,1.000904424053953,0.0,0.5861063060540316,0.7221713799617683,1,38.0,1,1,-0.4550857025138948,-0.4550857025138945
2016-07-25,air_56ea46c14b2dd967,0,1,0,0,0,0,0,1.0035258617726601,0.8715358250265712,0.0,-1.1291574095306343,0.9568182697050467,1,30.0,1,1,-1.1217341476468445,-1.1217341476468443
2016-07-26,air_56ea46c14b2dd967,0,0,0,0,0,1,0,0.8982156915590211,0.8127319163777613,0.0,-1.313878117362829,0.9903392539540861,1,21.0,1,1,-0.3642320413833705,-0.3642320413833702
2016-07-27,air_56ea46c14b2dd967,0,0,0,0,0,0,1,0.9801236017251848,0.8009711346479996,0.0,-1.2611007722679162,1.102075868117552,1,27.0,1,1,-0.15340495593946152,-0.15340495593946119
2016-07-28,air_56ea46c14b2dd967,0,0,0,0,1,0,0,1.2141462021999383,1.2478808403789547,0.0,0.031944182557447375,1.2026388208646714,1,33.0,1,1,0.07994141303252611,0.07994141303252648
2016-07-29,air_56ea46c14b2dd967,1,0,0,0,0,0,0,1.2960541123661018,1.40077100286586,0.0,1.6944305530472004,1.1579441751992847,1,47.0,1,1,1.323161169186111,1.3231611691861114
2016-07-30,air_56ea46c14b2dd967,0,0,1,0,0,0,0,1.2960541123661018,1.45957491151467,0.0,1.5097098452150057,1.0685548838685124,1,51.0,1,1,1.4458524380632292,1.4458524380632296
2016-07-31,air_56ea46c14b2dd967,0,0,0,1,0,0,0,1.331157502437315,1.2125984951896687,0.0,0.48055161586420614,1.3255490964444836,1,46.0,1,1,-0.4084940814213182,-0.40849408142131793
2016-08-01,air_56ea46c14b2dd967,0,1,0,0,0,0,0,1.319456372413577,1.2949239672980024,0.0,-0.8388820115086137,1.347896419277177,1,27.0,1,1,-1.178420619976146,-1.1784206199761458
2016-08-02,air_56ea46c14b2dd967,0,0,0,0,0,1,0,1.143939422057512,1.0479475509730007,0.0,-0.8916593566035265,1.1132495295338987,1,30.0,1,1,-0.8095702863265816,-0.8095702863265812
2016-08-03,air_56ea46c14b2dd967,0,0,0,0,0,0,1,1.2492495922711513,1.3537278759468123,0.0,-0.2583312154645731,1.2138124822810177,1,42.0,1,1,-0.3417127578552918,-0.34171275785529154
2016-08-04,air_56ea46c14b2dd967,0,0,0,0,1,0,0,1.4013642825797412,1.471335693244432,0.0,0.9027703766235085,1.3255490964444836,1,39.0,1,1,-0.2093149012505534,-0.20931490125055308
