visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-01-04,air_9aa32b3db0fab3a5,0,1,0,0,0,0,0,-0.7346009405735833,-0.5403953804535985,0.0,0.9193545023090302,-0.8261630674606464,1,11.0,1,1,-1.513768097849042,-1.5137680978490422
2016-01-05,air_9aa32b3db0fab3a5,0,0,0,0,0,1,0,-0.5220533964005285,-0.515518202205394,0.0,0.7965940839235244,-0.7426222649117266,1,16.0,1,1,-1.3855577798438843,-1.3855577798438845
2016-01-06,air_9aa32b3db0fab3a5,0,0,0,0,0,0,1,-0.7721093307217692,-1.0255003562935825,0.0,-1.265780944952973,-0.5039342576290983,1,27.0,1,1,-1.3223273501064476,-1.3223273501064479
2016-01-07,air_9aa32b3db0fab3a5,0,0,0,0,1,0,0,-0.7971149241538935,-0.8264829303079481,0.0,-0.08728092845211749,-0.814228667096515,1,13.0,1,1,-1.2540984674253404,-1.2540984674253406
2016-01-08,air_9aa32b3db0fab3a5,1,0,0,0,0,0,0,-1.034668061759072,-1.0752547127899912,0.0,0.8702503349548276,-0.9813102721943547,1,16.0,1,1,-0.9244504957902466,-0.9244504957902469
2016-01-09,air_9aa32b3db0fab3a5,0,0,1,0,0,0,0,-0.972154078178762,-0.9881845889212761,0.0,0.9193545023090302,-1.0171134732867488,1,23.0,1,1,-0.6700292409573995,-0.6700292409573997
2016-01-12,air_9aa32b3db0fab3a5,0,0,0,0,0,1,0,-1.4597631501051813,-1.6723069907468948,0.0,-1.265780944952973,-1.2438670802052458,1,14.0,1,1,-1.3613152830670805,-1.3613152830670807
2016-01-13,air_9aa32b3db0fab3a5,0,0,0,0,0,0,1,-1.3472379796606229,-1.2245177822792173,0.0,0.8702503349548276,-1.4586862867596113,1,16.0,1,1,-1.1603774747315116,-1.1603774747315119
2016-01-14,air_9aa32b3db0fab3a5,0,0,0,0,1,0,0,-1.1346904354875684,-1.0130617671694804,0.0,0.9684586696632324,-1.3274078827541658,1,11.0,1,1,-1.0691557085095182,-1.0691557085095185
2016-01-15,air_9aa32b3db0fab3a5,1,0,0,0,0,0,0,-1.1847016223518165,-1.0752547127899912,0.0,0.7229378328922207,-1.1125886761998003,1,12.0,1,1,-0.7972398683738231,-0.7972398683738233
2016-01-16,air_9aa32b3db0fab3a5,0,0,1,0,0,0,0,-1.0721764519072583,-0.9633074106730717,0.0,0.9684586696632324,-1.136457476928063,1,19.0,1,1,-0.6520348103601844,-0.6520348103601846
2016-01-18,air_9aa32b3db0fab3a5,0,1,0,0,0,0,0,-1.5347799304015535,-1.6598684016227927,0.0,-0.9220517734735569,-1.3274078827541658,1,11.0,1,1,-1.5245147716779344,-1.5245147716779346
2016-01-19,air_9aa32b3db0fab3a5,0,0,0,0,0,1,0,-1.2472156059321269,-1.361342262644341,0.0,0.9684586696632324,-1.2438670802052458,1,15.0,1,1,-1.2918367871500553,-1.2918367871500556
2016-01-20,air_9aa32b3db0fab3a5,0,0,0,0,0,0,1,-1.3722435730927471,-1.2991493170238302,0.0,0.9930107533403334,-1.4348174860313483,1,15.0,1,1,-1.168874844735752,-1.1688748447357522
2016-01-21,air_9aa32b3db0fab3a5,0,0,0,0,1,0,0,-1.2097072157839406,-1.2493949605274215,0.0,0.5510732471525128,-1.2319326798411143,1,13.0,1,1,-1.0489119740876514,-1.0489119740876516
2016-01-22,air_9aa32b3db0fab3a5,1,0,0,0,0,0,0,-1.1596960289196925,-1.1498862475346041,0.0,0.7229378328922207,-0.9932446725584861,1,18.0,1,1,-0.7457558030540131,-0.7457558030540133
2016-01-23,air_9aa32b3db0fab3a5,0,0,1,0,0,0,0,-1.3972491665248712,-1.6349912233745885,0.0,-1.2166767775987708,-1.0409822740150119,1,23.0,1,1,-0.6737780806651527,-0.6737780806651529
2016-01-25,air_9aa32b3db0fab3a5,0,1,0,0,0,0,0,-1.5222771336854914,-1.3862194408925452,0.0,1.0912190880487382,-1.661571092949845,1,18.0,1,1,-1.3830585533720487,-1.383058553372049
2016-01-26,air_9aa32b3db0fab3a5,0,0,0,0,0,1,0,-1.4097519632409332,-1.2369563714033194,0.0,0.8456982512777266,-1.506423888216137,1,13.0,1,1,-1.2133610759344229,-1.213361075934423
2016-01-27,air_9aa32b3db0fab3a5,0,0,0,0,0,0,1,-1.0971820453393821,-0.7642899846874373,0.0,1.042114920694536,-1.482555087487874,1,12.0,1,1,-1.0644071782130309,-1.064407178213031
2016-01-28,air_9aa32b3db0fab3a5,0,0,0,0,1,0,0,-0.9096400945984517,-0.6896584499428243,0.0,1.042114920694536,-1.100654275835669,1,17.0,1,1,-1.069905476451069,-1.0699054764510691
2016-01-29,air_9aa32b3db0fab3a5,1,0,0,0,0,0,0,-1.2097072157839406,-1.4608509756371582,0.0,-1.265780944952973,-1.0409822740150119,1,19.0,1,1,-0.9294489487339175,-0.9294489487339177
