visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_8f3b563416efc6ad,1,0,0,0,0,0,0,1.0772014217744839,1.1523990480418969,0.0,-0.18393523917522855,1.0232831458162504,1,18.0,1,1,1.4262129333952174,1.4262129333952174
2016-07-02,air_8f3b563416efc6ad,0,0,1,0,0,0,0,1.239128621898064,1.291469203430988,0.0,0.48169288811751687,1.1777201655324878,1,22.0,1,1,1.5860103816854845,1.5860103816854845
2016-07-03,air_8f3b563416efc6ad,0,0,0,1,0,0,0,1.49358565066369,1.7086796695982616,0.0,0.6680687637594854,1.310094753860692,1,12.0,1,1,-0.40916397866596094,-0.40916397866596094
2016-07-04,air_8f3b563416efc6ad,0,1,0,0,0,0,0,1.33165845054011,1.5232527957461397,0.0,0.5349431383009363,1.199782596920522,1,14.0,1,1,-1.1844492062560608,-1.1844492062560608
2016-07-05,air_8f3b563416efc6ad,0,0,0,0,0,1,0,0.6261185071445102,0.5729400672540167,0.0,-1.3554407432104605,0.8247212633239445,1,18.0,1,1,-0.5142938788569261,-0.5142938788569261
2016-07-06,air_8f3b563416efc6ad,0,0,0,0,0,0,1,0.7880457072680908,0.7235994022588652,0.0,-0.2638106144503582,0.8578149104059956,1,16.0,1,1,-0.0524868991089771,-0.0524868991089771
2016-07-07,air_8f3b563416efc6ad,0,0,0,0,1,0,0,1.2853935362190867,1.8593390046031109,0.0,2.052575268528396,1.012251930122233,1,12.0,1,1,-0.11977003523119485,-0.11977003523119485
2016-07-08,air_8f3b563416efc6ad,1,0,0,0,0,0,0,1.0425027360337167,1.059685611115836,0.0,-0.7963131162845544,1.0343143615102675,1,18.0,1,1,1.2190114573824786,1.2190114573824786
2016-07-09,air_8f3b563416efc6ad,0,0,1,0,0,0,0,0.7070821072063003,0.49181580994371316,0.0,-1.3554407432104605,0.8357524790179617,1,12.0,1,1,1.5244616037555012,1.5244616037555012
2016-07-10,air_8f3b563416efc6ad,0,0,0,1,0,0,0,1.0772014217744839,1.2335233053522001,0.0,1.7596988925195878,0.8247212633239445,1,19.0,1,1,-0.24783736819109795,-0.24783736819109795
2016-07-11,air_8f3b563416efc6ad,0,1,0,0,0,0,0,1.3547909077006213,1.4884852568988671,0.0,1.9726998932532664,1.0563767928983012,1,5.0,1,1,-1.2352938488938732,-1.2352938488938732
2016-07-12,air_8f3b563416efc6ad,0,0,0,0,0,1,0,1.25069485047832,1.291469203430988,0.0,0.3219421375672578,1.310094753860692,1,15.0,1,1,-0.49900225701096756,-0.49900225701096756
2016-07-13,air_8f3b563416efc6ad,0,0,0,0,0,0,1,1.0193702788732053,0.8047236595691688,0.0,-1.3554407432104605,1.188751381226505,1,14.0,1,1,-0.42522018160421743,-0.42522018160421743
2016-07-14,air_8f3b563416efc6ad,0,0,0,0,1,0,0,1.1119001075152508,1.4189501792043215,0.0,-0.31706086463377775,0.9460646359581315,1,13.0,1,1,-0.20502082702241392,-0.20502082702241392
2016-07-15,air_8f3b563416efc6ad,1,0,0,0,0,0,0,0.6839496500457889,0.3875131934018949,0.0,-1.3554407432104605,0.9129709888760804,1,17.0,1,1,1.002635008262165,1.002635008262165
2016-07-16,air_8f3b563416efc6ad,0,0,1,0,0,0,0,0.903707993070648,0.8163128391849261,0.0,-0.9294387417431035,0.8136900476299278,1,14.0,1,1,1.4644419880101138,1.4644419880101138
2016-07-17,air_8f3b563416efc6ad,0,0,0,1,0,0,0,1.1119001075152508,0.94379381495826,0.0,-1.328815618118751,1.199782596920522,1,18.0,1,1,0.5201843390221716,0.5201843390221716
2016-07-18,air_8f3b563416efc6ad,0,1,0,0,0,0,0,1.4357545077624114,1.4884852568988671,1.0,0.6414436386677757,1.3542196166367597,1,13.0,1,1,-1.0365027648964116,-1.0365027648964116
2016-07-19,air_8f3b563416efc6ad,0,0,0,0,0,1,0,1.2738273076388313,1.3494151015097757,0.0,0.2953170124755481,1.210813812614539,1,12.0,1,1,-0.8575907892986963,-0.8575907892986963
2016-07-20,air_8f3b563416efc6ad,0,0,0,0,0,0,1,1.158165021836274,1.0712747907315934,0.0,-0.1306849889918091,1.1666889498384712,1,14.0,1,1,-0.3667297280434259,-0.3667297280434259
2016-07-21,air_8f3b563416efc6ad,0,0,0,0,1,0,0,0.6376847357247661,0.4222807322491678,0.0,-1.3554407432104605,0.9019397731820633,1,10.0,1,1,-0.14156059636168583,-0.14156059636168583
2016-07-22,air_8f3b563416efc6ad,1,0,0,0,0,0,0,0.5914198214037429,0.23685385839704595,0.0,-1.3554407432104605,0.8467836947119785,1,21.0,1,1,1.0676244011074887,1.0676244011074887
2016-07-23,air_8f3b563416efc6ad,0,0,1,0,0,0,0,0.7070821072063003,0.7467777614903808,0.0,-0.9826889919265231,0.7805964005478767,1,13.0,1,1,1.3898953315110658,1.3898953315110658
2016-07-24,air_8f3b563416efc6ad,0,0,0,1,0,0,0,0.8805755359101363,0.9669721741897751,0.0,0.588193388484356,0.6923466749957409,1,12.0,1,1,-0.43171912088874986,-0.43171912088874986
2016-07-25,air_8f3b563416efc6ad,0,1,0,0,0,0,0,0.9731053645521821,0.8394911984164413,0.0,-1.142439742476782,0.9240022045700976,1,10.0,1,1,-1.0881119886265218,-1.0881119886265218
2016-07-26,air_8f3b563416efc6ad,0,0,0,0,0,1,0,0.8690093073298807,0.7815453003376532,0.0,-1.328815618118751,0.9570958516521482,1,13.0,1,1,-0.34226313308989215,-0.34226313308989215
2016-07-27,air_8f3b563416efc6ad,0,0,0,0,0,0,1,0.9499729073916707,0.7699561207218959,0.0,-1.2755653679353312,1.067408008592318,1,16.0,1,1,-0.13467936653100446,-0.13467936653100446
2016-07-28,air_8f3b563416efc6ad,0,0,0,0,1,0,0,1.1812974789967854,1.210344946120685,0.0,0.029065761558449935,1.1666889498384712,1,13.0,1,1,0.09507725170452318,0.09507725170452318
2016-07-29,air_8f3b563416efc6ad,1,0,0,0,0,0,0,1.2622610790585753,1.3610042811255334,0.0,1.7064486423361682,1.122564087062403,1,15.0,1,1,1.3191715804735074,1.3191715804735074
2016-07-30,air_8f3b563416efc6ad,0,0,1,0,0,0,0,1.2622610790585753,1.4189501792043215,0.0,1.5200727666941998,1.0343143615102675,1,15.0,1,1,1.4399753930565802,1.4399753930565802
2016-07-31,air_8f3b563416efc6ad,0,0,0,1,0,0,0,1.2969597647993427,1.175577407273412,0.0,0.48169288811751687,1.2880323224726575,1,12.0,1,1,-0.38584425535087413,-0.38584425535087413
2016-08-01,air_8f3b563416efc6ad,0,1,0,0,0,0,0,1.2853935362190867,1.2567016645837152,0.0,-0.849563366467974,1.310094753860692,1,13.0,1,1,-1.1439264083642706,-1.1439264083642706
2016-08-02,air_8f3b563416efc6ad,0,0,0,0,0,1,0,1.1119001075152508,1.0133288926528052,0.0,-0.9028136166513936,1.0784392242863352,1,5.0,1,1,-0.7807503895227544,-0.7807503895227544
2016-08-03,air_8f3b563416efc6ad,0,0,0,0,0,0,1,1.2159961647375526,1.3146475626625032,0.0,-0.2638106144503582,1.1777201655324878,1,10.0,1,1,-0.32009028141325224,-0.32009028141325224
2016-08-04,air_8f3b563416efc6ad,0,0,0,0,1,0,0,1.3663571362808773,1.4305393588200792,0.0,0.9076948895848738,1.2880323224726575,1,12.0,1,1,-0.18972920517645533,-0.18972920517645533
2016-08-05,air_8f3b563416efc6ad,1,0,0,0,0,0,0,1.4357545077624114,1.4768960772831095,0.0,1.5200727666941998,1.310094753860692,1,2.0,1,1,0.8917707498789651,0.8917707498789651
2016-08-06,air_8f3b563416efc6ad,0,0,1,0,0,0,0,1.4820194220834344,1.5696095142091708,0.0,0.9875702648600034,1.4424693421888957,1,16.0,1,1,0.6425173137898403,0.6425173137898403
2016-08-07,air_8f3b563416efc6ad,0,0,0,1,0,0,0,1.4241882791821558,1.500074436514625,0.0,1.6265732670610387,1.2990635381666746,1,12.0,1,1,-0.5888405353559742,-0.5888405353559742
2016-08-08,air_8f3b563416efc6ad,0,1,0,0,0,0,0,1.4126220506019,1.4537177180515948,0.0,-0.1306849889918091,1.3873132637188106,1,27.0,1,1,-1.1248118810568224,-1.1248118810568224
2016-08-09,air_8f3b563416efc6ad,0,0,0,0,0,1,0,1.8058738223305946,1.975230800760687,0.0,0.8011943892180344,1.4314381264948783,1,13.0,1,1,-0.268481057683142,-0.268481057683142
2016-08-10,air_8f3b563416efc6ad,0,0,0,0,0,0,1,1.4820194220834344,1.5464311549776553,0.0,-0.05080961371667947,1.4645317735769294,1,18.0,1,1,0.7648502885575089,0.7648502885575089
2016-08-11,air_8f3b563416efc6ad,0,0,0,0,1,0,0,1.2738273076388313,1.326236742278261,1.0,-0.05080961371667947,1.3762820480247935,1,17.0,1,1,0.4452553919769746,0.4452553919769746
2016-08-12,air_8f3b563416efc6ad,1,0,0,0,0,0,0,1.2044299361572968,1.3030583830467455,0.0,0.10894113683357934,1.2659698910846238,1,19.0,1,1,-0.00011309428656896934,-0.00011309428656896934
2016-08-13,air_8f3b563416efc6ad,0,0,1,0,0,0,0,1.1812974789967854,1.291469203430988,1.0,0.5615682633926462,1.1666889498384712,1,19.0,1,1,0.17077077984201813,0.17077077984201813
2016-08-14,air_8f3b563416efc6ad,0,0,0,1,0,0,0,1.1234663360955066,1.1292206888103813,1.0,-0.3436859897254876,1.188751381226505,1,15.0,1,1,-0.8962021344597416,-0.8962021344597416
