visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_12c4fb7a423df20d,1,0,0,0,0,0,0,1.0739112804951545,1.1496922717375748,0.0,-0.18606353211542168,1.0199947245554357,1,22.0,1,1,1.4162084138988082,1.4162084138988082
2016-07-02,air_12c4fb7a423df20d,0,0,1,0,0,0,0,1.2360860850506803,1.2888783179741032,0.0,0.48284718051372744,1.1749294598179418,1,22.0,1,1,1.5734541996387725,1.5734541996387725
2016-07-03,air_12c4fb7a423df20d,0,0,0,1,0,0,0,1.490932206495078,1.706436456683689,0.0,0.670142180049889,1.307730661471519,1,7.0,1,1,-0.3898610055690608,-0.3898610055690608
2016-07-04,air_12c4fb7a423df20d,0,1,0,0,0,0,0,1.3287574019395523,1.5208550617016505,0.0,0.5363600375240591,1.1970629934268717,1,27.0,1,1,-1.1527663966710893,-1.1527663966710893
2016-07-05,air_12c4fb7a423df20d,0,0,0,0,0,1,0,0.6221386106619037,0.5697504124187055,0.0,-1.3633463863427242,0.8207929220750705,1,17.0,1,1,-0.49331218039798475,-0.49331218039798475
2016-07-06,air_12c4fb7a423df20d,0,0,0,0,0,0,1,0.7843134152174298,0.7205352958416111,0.0,-0.26633281763091976,0.8539932224884648,1,14.0,1,1,-0.03887938333129328,-0.03887938333129328
2016-07-07,air_12c4fb7a423df20d,0,0,0,0,1,0,0,1.2824217434951162,1.8572213401065953,0.0,2.0614764623185193,1.0089279577509709,1,19.0,1,1,-0.10508813522180462,-0.10508813522180462
2016-07-08,air_12c4fb7a423df20d,1,0,0,0,0,0,0,1.0391595366618276,1.0569015742465555,0.0,-0.8014613877342389,1.0310614913599008,1,22.0,1,1,1.2123155529632563,1.2123155529632563
2016-07-09,air_12c4fb7a423df20d,0,0,1,0,0,0,0,0.7032260129396666,0.4885585521140635,0.0,-1.3633463863427242,0.8318596888795354,1,25.0,1,1,1.5128882391025662,1.5128882391025662
2016-07-10,air_12c4fb7a423df20d,0,0,0,1,0,0,0,1.0739112804951545,1.2308841320422164,0.0,1.7671557487616933,0.8207929220750705,1,21.0,1,1,-0.23111047546794836,-0.23111047546794836
2016-07-11,air_12c4fb7a423df20d,0,1,0,0,0,0,0,1.3519252311617702,1.4860585501425188,0.0,1.9812071768030213,1.05319502496883,1,25.0,1,1,-1.2027991466792596,-1.2027991466792596
2016-07-12,air_12c4fb7a423df20d,0,0,0,0,0,1,0,1.2476699996617895,1.2888783179741032,0.0,0.3223086094827315,1.307730661471519,1,16.0,1,1,-0.4782647367865049,-0.4782647367865049
2016-07-13,air_12c4fb7a423df20d,0,0,0,0,0,0,1,1.0159917074396096,0.8017271561462532,0.0,-1.3633463863427242,1.185996226622407,1,18.0,1,1,-0.40566082136111464,-0.40566082136111464
2016-07-14,air_12c4fb7a423df20d,0,0,0,0,1,0,0,1.1086630243284812,1.4164655270242543,0.0,-0.3198456746412516,0.9425273569241828,1,20.0,1,1,-0.18897763335580478,-0.18897763335580478
2016-07-15,air_12c4fb7a423df20d,1,0,0,0,0,0,0,0.6800581837174486,0.3841690174366672,0.0,-1.3633463863427242,0.9093270565107885,1,20.0,1,1,0.9993942258608164,0.9993942258608164
2016-07-16,air_12c4fb7a423df20d,0,0,1,0,0,0,0,0.9001525613285197,0.8133259933326303,0.0,-0.9352435302600687,0.809726155270606,1,25.0,1,1,1.4538270229275079,1.4538270229275079
2016-07-17,air_12c4fb7a423df20d,0,0,0,1,0,0,0,1.1086630243284812,0.9409132023827818,0.0,-1.3365899578375582,1.1970629934268717,1,30.0,1,1,0.5246473799186271,0.5246473799186271
2016-07-18,air_12c4fb7a423df20d,0,1,0,0,0,0,0,1.433012633439533,1.4860585501425188,1.0,0.6433857515447231,1.3519977286893778,1,12.0,1,1,-1.0071823797300217,-1.0071823797300217
2016-07-19,air_12c4fb7a423df20d,0,0,0,0,0,1,0,1.2708378288840074,1.3468725039059897,0.0,0.29555218097756564,1.2081297602313361,1,9.0,1,1,-0.8311272894757074,-0.8311272894757074
2016-07-20,air_12c4fb7a423df20d,0,0,0,0,0,0,1,1.1549986827729175,1.0685004114329326,0.0,-0.13255067510508992,1.1638626930134774,1,19.0,1,1,-0.3481043495472042,-0.3481043495472042
2016-07-21,air_12c4fb7a423df20d,0,0,0,0,1,0,0,0.6337225252730129,0.4189655289957994,0.0,-1.3633463863427242,0.8982602897063235,1,3.0,1,1,-0.12653074236816342,-0.12653074236816342
2016-07-22,air_12c4fb7a423df20d,1,0,0,0,0,0,0,0.5873868668285767,0.23338413401376112,0.0,-1.3633463863427242,0.8429264556839999,1,12.0,1,1,1.0633458612096056,1.0633458612096056
2016-07-23,air_12c4fb7a423df20d,0,0,1,0,0,0,0,0.7032260129396666,0.7437329702143662,0.0,-0.9887563872704007,0.7765258548572117,1,17.0,1,1,1.3804707353215435,1.3804707353215435
2016-07-24,air_12c4fb7a423df20d,0,0,0,1,0,0,0,0.8769847321063013,0.9641108767555364,0.0,0.5898728945343912,0.6879917204214938,1,21.0,1,1,-0.41205598489599354,-0.41205598489599354
2016-07-25,air_12c4fb7a423df20d,0,1,0,0,0,0,0,0.9696560489951734,0.836523667705385,0.0,-1.1492949583013965,0.9203938233152533,1,21.0,1,1,-1.0579675019187662,-1.0579675019187662
2016-07-26,air_12c4fb7a423df20d,0,0,0,0,0,1,0,0.8654008174951926,0.7785294817734981,0.0,-1.3365899578375582,0.9535941237286473,1,6.0,1,1,-0.32402843976883644,-0.32402843976883644
2016-07-27,air_12c4fb7a423df20d,0,0,0,0,0,0,1,0.9464882197729555,0.766930644587121,0.0,-1.2830771008272264,1.0642617917732946,1,11.0,1,1,-0.11975939274299748,-0.11975939274299748
2016-07-28,air_12c4fb7a423df20d,0,0,0,0,1,0,0,1.1781665119951352,1.2076864576694617,0.0,0.027987895925905996,1.1638626930134774,1,7.0,1,1,0.10632844751948727,0.10632844751948727
2016-07-29,air_12c4fb7a423df20d,1,0,0,0,0,0,0,1.2592539142728982,1.3584713410923672,0.0,1.7136428917513618,1.1195956257956183,1,21.0,1,1,1.3108763086184492,1.3108763086184492
2016-07-30,air_12c4fb7a423df20d,0,0,1,0,0,0,0,1.2592539142728982,1.4164655270242543,0.0,1.5263478922152,1.0310614913599008,1,15.0,1,1,1.42975111314914,1.42975111314914
2016-07-31,air_12c4fb7a423df20d,0,0,0,1,0,0,0,1.2940056581062251,1.1728899461103295,0.0,0.48284718051372744,1.2855971278625893,1,18.0,1,1,-0.366913654061554,-0.366913654061554
2016-08-01,air_12c4fb7a423df20d,0,1,0,0,0,0,0,1.2824217434951162,1.254081806414971,0.0,-0.8549742447445708,1.307730661471519,1,5.0,1,1,-1.1128906711006676,-1.1128906711006676
2016-08-02,air_12c4fb7a423df20d,0,0,0,0,0,1,0,1.1086630243284812,1.0105062255010457,0.0,-0.9084871017549028,1.0753285585777594,1,10.0,1,1,-0.7555138853280211,-0.7555138853280211
2016-08-03,air_12c4fb7a423df20d,0,0,0,0,0,0,1,1.2129182558284624,1.312075992346858,0.0,-0.26633281763091976,1.1749294598179418,1,11.0,1,1,-0.3022096465321907,-0.3022096465321907
2016-08-04,air_12c4fb7a423df20d,0,0,0,0,1,0,0,1.3635091457728794,1.4280643642106319,0.0,0.9109500365963827,1.2855971278625893,1,10.0,1,1,-0.17393018974432492,-0.17393018974432492
2016-08-05,air_12c4fb7a423df20d,1,0,0,0,0,0,0,1.433012633439533,1.4744597129561412,0.0,1.5263478922152,1.307730661471519,1,8.0,1,1,0.8903002596775874,0.8903002596775874
2016-08-06,air_12c4fb7a423df20d,0,0,1,0,0,0,0,1.4793482918839693,1.5672504104471607,0.0,0.9912193221118808,1.4405318631250956,1,19.0,1,1,0.6450269288104659,0.6450269288104659
2016-08-07,air_12c4fb7a423df20d,0,0,0,1,0,0,0,1.4214287188284243,1.4976573873288963,0.0,1.6333736062358635,1.2966638946670541,1,22.0,1,1,-0.566668468003949,-0.566668468003949
