visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Nagarekawachō,total_area_visitors,total_genre_visitors
2016-01-05,air_346ade7d29230634,0,0,0,0,0,1,0,-0.9618227631159497,-1.1251428933247398,0.0,-1.2815485010159093,-0.7341971955153288,1,10.0,1,1,-1.356131896316719,-1.356131896316719
2016-01-06,air_346ade7d29230634,0,0,0,0,0,0,1,-0.9618227631159497,-1.0563231014056833,0.0,-1.1061574007516146,-0.8245637998489204,1,5.0,1,1,-1.2935616270963297,-1.2935616270963297
2016-01-08,air_346ade7d29230634,1,0,0,0,0,0,0,-1.0540303529306572,-1.1366128586445825,0.0,-1.0811015292852868,-0.9714095318910065,1,16.0,1,1,-0.8998388263103232,-0.8998388263103232
2016-01-09,air_346ade7d29230634,0,0,1,0,0,0,0,-1.157763891472203,-1.1022029626850542,0.0,0.2969714013627432,-1.1069594383913939,1,6.0,1,1,-0.6480738695263064,-0.6480738695263065
2016-01-10,air_346ade7d29230634,0,0,0,1,0,0,0,-1.1116600965648493,-0.9530934135270988,0.0,0.6226977304250048,-1.118255263933093,1,18.0,1,1,-0.9267959778716767,-0.9267959778716767
2016-01-11,air_346ade7d29230634,0,1,0,0,0,0,0,-1.0425044042038187,-0.9416234482072561,1.0,0.44730663016071026,-1.061776136224598,1,3.0,1,1,-1.279712081340038,-1.279712081340038
2016-01-12,air_346ade7d29230634,0,0,0,0,0,1,0,-0.973348711842788,-1.0333831707659977,0.0,-0.22920189943014088,-0.8132679743072214,1,21.0,1,1,-1.3321425045602853,-1.3321425045602853
2016-01-13,air_346ade7d29230634,0,0,0,0,0,0,1,-1.2499714812869107,-1.274252442482695,0.0,-0.8806545575546642,-1.1973260427249854,1,11.0,1,1,-1.1333025976306688,-1.1333025976306688
2016-01-15,air_346ade7d29230634,1,0,0,0,0,0,0,-1.2960752761942642,-1.1366128586445825,0.0,0.6728094733576605,-1.2312135193500822,1,10.0,1,1,-0.7739563479183148,-0.7739563479183149
2016-01-16,air_346ade7d29230634,0,0,1,0,0,0,0,-1.2614974300137491,-1.1251428933247398,0.0,0.7229212162903161,-1.3667634258504695,1,11.0,1,1,-0.6302673106967885,-0.6302673106967887
2016-01-17,air_346ade7d29230634,0,0,0,1,0,0,0,-1.2845493274674258,-1.4463019222803362,0.0,-1.2815485010159093,-1.084367787307996,1,8.0,1,1,-1.2176364387538021,-1.2176364387538021
2016-01-18,air_346ade7d29230634,0,1,0,0,0,0,0,-1.157763891472203,-1.021913205446155,0.0,0.021356815233137306,-1.287692647058577,1,2.0,1,1,-1.4936381006113293,-1.4936381006113293
2016-01-19,air_346ade7d29230634,0,0,0,0,0,1,0,-1.7571132252678017,-1.8592206737946746,0.0,0.046412686699465036,-1.5136091578925557,1,2.0,1,1,-1.26338940241298,-1.26338940241298
2016-01-20,air_346ade7d29230634,0,0,0,0,0,0,1,-1.54964614818471,-1.4233619916406508,0.0,0.5475301160260214,-1.5926799366844482,1,2.0,1,1,-1.1417112504112745,-1.1417112504112745
2016-01-22,air_346ade7d29230634,1,0,0,0,0,0,0,-1.2269195838332336,-1.1366128586445825,0.0,0.17169204403110414,-1.2312135193500822,1,9.0,1,1,-0.7230098046005276,-0.7230098046005276
2016-01-23,air_346ade7d29230634,0,0,1,0,0,0,0,-1.3998088147358103,-1.5265916795192354,0.0,-0.905710429020992,-1.2989884726002758,1,23.0,1,1,-0.6517835692824561,-0.6517835692824561
2016-01-24,air_346ade7d29230634,0,0,0,1,0,0,0,-2.102891687072955,-2.2033196333899565,0.0,0.07146855816579299,-1.8524839241435238,1,8.0,1,1,-1.329669371389519,-1.329669371389519
2016-01-25,air_346ade7d29230634,0,1,0,0,0,0,0,-1.7571132252678017,-1.6412913327176626,0.0,0.5725859874923493,-1.7847089708933304,1,18.0,1,1,-1.3536587631459527,-1.3536587631459527
2016-01-26,air_346ade7d29230634,0,0,0,0,0,1,0,-1.3882828660089719,-1.5610015754787634,0.0,-1.2314367580832537,-1.3215801236836737,1,7.0,1,1,-1.1857330208509158,-1.1857330208509158
2016-01-27,air_346ade7d29230634,0,0,0,0,0,0,1,-1.1347119940185262,-1.0333831707659977,0.0,0.07146855816579299,-1.1634385660998887,1,12.0,1,1,-1.0383342838732401,-1.0383342838732401
2016-01-28,air_346ade7d29230634,0,0,0,0,1,0,0,-1.2269195838332336,-1.4348319569604935,0.0,-1.2815485010159093,-1.1747343916415875,1,4.0,1,1,-1.043775176848926,-1.043775176848926
2016-01-29,air_346ade7d29230634,1,0,0,0,0,0,0,-0.9964006092964649,-1.3316022690819087,0.0,-1.2815485010159093,-0.7341971955153288,1,12.0,1,1,-0.9047850926518559,-0.904785092651856
2016-01-30,air_346ade7d29230634,0,0,1,0,0,0,0,-0.8580892245744037,-1.0907329973652116,0.0,-1.2815485010159093,-0.7003097188902321,1,17.0,1,1,-0.6117188119160408,-0.6117188119160408
2016-01-31,air_346ade7d29230634,0,0,0,1,0,0,0,-1.0425044042038187,-1.1480828239644252,0.0,-0.4296488711607635,-1.0165928340578023,1,17.0,1,1,-1.1511091564601867,-1.1511091564601867
2016-02-01,air_346ade7d29230634,0,1,0,0,0,0,0,-1.0540303529306572,-1.239842546523167,0.0,-1.2815485010159093,-0.8245637998489204,1,3.0,1,1,-1.398422473536824,-1.398422473536824
2016-02-02,air_346ade7d29230634,0,0,0,0,0,1,0,-1.1347119940185262,-1.1595527892842679,0.0,-0.20414602796381315,-1.1747343916415875,1,10.0,1,1,-1.2544861229982212,-1.2544861229982212
2016-02-03,air_346ade7d29230634,0,0,0,0,0,0,1,-1.1462379427453646,-1.1939626852437961,0.0,-0.10392254209850178,-1.0052970085161035,1,18.0,1,1,-1.1817760077776898,-1.1817760077776898
2016-02-04,air_346ade7d29230634,0,0,0,0,1,0,0,-1.2038676863795568,-1.1136729280048971,0.0,0.5475301160260214,-1.3441717747670716,1,2.0,1,1,-1.1451736368503473,-1.1451736368503473
2016-02-05,air_346ade7d29230634,1,0,0,0,0,0,0,-1.2153936351063952,-1.1480828239644252,0.0,0.07146855816579299,-1.2425093448917812,1,4.0,1,1,-0.7816230607476906,-0.7816230607476906
2016-02-06,air_346ade7d29230634,0,0,1,0,0,0,0,-1.342179071101618,-1.1710227546041108,0.0,0.1466361725647764,-1.3102842981419747,1,20.0,1,1,-0.5647292816714797,-0.5647292816714797
2016-02-07,air_346ade7d29230634,0,0,0,1,0,0,0,-1.3076012249211029,-1.285722407802538,0.0,0.2719155298964155,-1.2086218682666843,1,8.0,1,1,-1.1582812426554092,-1.1582812426554092
2016-02-08,air_346ade7d29230634,0,1,0,0,0,0,0,-1.2153936351063952,-1.1824927199239534,0.0,-0.07886667063217406,-1.3102842981419747,1,7.0,1,1,-1.3484651834873433,-1.3484651834873431
2016-02-09,air_346ade7d29230634,0,0,0,0,0,1,0,-0.9848746605696265,-0.9989732748064698,0.0,0.6477536018913328,-1.0165928340578023,1,4.0,1,1,-1.1367649840697418,-1.1367649840697418
2016-02-10,air_346ade7d29230634,0,0,0,0,0,0,1,-1.1462379427453646,-0.8498637256485142,0.0,1.2992062600158563,-1.3441717747670716,1,16.0,1,1,-0.8219351314311825,-0.8219351314311825
2016-02-11,air_346ade7d29230634,0,0,0,0,1,0,0,-0.9964006092964649,-0.7925138990493005,1.0,1.2240386456168726,-1.2086218682666843,1,2.0,1,1,-0.8931613667492541,-0.8931613667492541
2016-02-12,air_346ade7d29230634,1,0,0,0,0,0,0,-0.7889335322133731,-0.7810439337294578,0.0,-1.1813250151505978,-0.9262262297242108,1,12.0,1,1,-0.8385051236753172,-0.8385051236753172
2016-02-13,air_346ade7d29230634,0,0,1,0,0,0,0,-0.4892588653155736,-0.8039838643691432,0.0,-1.2815485010159093,-0.2597725227639734,1,15.0,1,1,-0.6540093891361457,-0.6540093891361458
2016-02-14,air_346ade7d29230634,0,0,0,1,0,0,0,-0.420103172954543,-0.47135487009370397,0.0,-1.0811015292852868,-0.4179140803477584,1,6.0,1,1,-1.1753458615336971,-1.1753458615336971
2016-02-15,air_346ade7d29230634,0,1,0,0,0,0,0,-1.2614974300137491,-1.320132303762066,0.0,-0.028754927699518377,-1.1747343916415875,1,11.0,1,1,-1.3519275699264162,-1.3519275699264162
