visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shibuya-ku Dōgenzaka,total_area_visitors,total_genre_visitors
2016-07-01,air_49211568cab5fdee,1,0,0,0,0,0,0,1.0855830447927604,1.1608254982737525,0.0,-0.19019304184860747,1.0317043189712258,1,21.0,1,1,1.3979816063911914,1.3979816063911916
2016-07-02,air_49211568cab5fdee,0,0,1,0,0,0,0,1.2476003724769094,1.300199428359624,0.0,0.47647434122443827,1.1862319154643517,1,50.0,1,1,1.5513947347778005,1.551394734777801
2016-07-03,air_49211568cab5fdee,0,0,0,1,0,0,0,1.5021990302662864,1.7183212186172387,0.0,0.6631412084848909,1.3186841410298886,1,16.0,1,1,-0.3640672677334759,-0.3640672677334758
2016-07-04,air_49211568cab5fdee,0,1,0,0,0,0,0,1.3401817025821374,1.5324893118360763,0.0,0.5298077318702817,1.2083072863919415,1,14.0,1,1,-1.1083778523460202,-1.1083778523460202
2016-07-05,air_49211568cab5fdee,0,0,0,0,0,1,0,0.6342490605297731,0.5801007895826207,0.0,-1.3635276360571682,0.8330259806229207,1,19.0,1,1,-0.4649969574615083,-0.4649969574615082
2016-07-06,air_49211568cab5fdee,0,0,0,0,0,0,1,0.7962663882139226,0.7310892138423146,0.0,-0.27019312781737315,0.866139037014305,1,6.0,1,1,-0.021640356765278757,-0.021640356765278625
2016-07-07,air_49211568cab5fdee,0,0,0,0,1,0,0,1.2938910375295232,1.8693096428769336,0.0,2.0498093652768263,1.0206666335074308,1,7.0,1,1,-0.08623535819121948,-0.08623535819121936
2016-07-08,air_49211568cab5fdee,1,0,0,0,0,0,0,1.0508650460032998,1.0679095448831712,0.0,-0.8035270342758096,1.0427420044350206,1,38.0,1,1,1.1990583633635785,1.1990583633635787
2016-07-09,air_49211568cab5fdee,0,0,1,0,0,0,0,0.7152577243718476,0.4987993303658619,0.0,-1.3635276360571682,0.8440636660867156,1,48.0,1,1,1.4923049891552072,1.4923049891552074
2016-07-10,air_49211568cab5fdee,0,0,0,1,0,0,0,1.0855830447927604,1.242126957490511,0.0,1.7564757167246858,0.8330259806229207,1,12.0,1,1,-0.20918607113264076,-0.20918607113264065
2016-07-11,air_49211568cab5fdee,0,1,0,0,0,0,0,1.3633270351084446,1.4976458293146089,0.0,1.9698092793080608,1.06481737536261,1,9.0,1,1,-1.1571911204690322,-1.1571911204690322
2016-07-12,air_49211568cab5fdee,0,0,0,0,0,1,0,1.259173038740063,1.300199428359624,0.0,0.3164741692869072,1.3186841410298886,1,4.0,1,1,-0.45031627531924906,-0.45031627531924895
2016-07-13,air_49211568cab5fdee,0,0,0,0,0,0,1,1.0277197134769929,0.8123906730590734,0.0,-1.3635276360571682,1.1972696009281465,1,28.0,1,1,-0.37948198398284816,-0.37948198398284805
2016-07-14,air_49211568cab5fdee,0,0,0,0,1,0,0,1.1203010435822205,1.4279588642716727,0.0,-0.32352651846321673,0.9544405207246628,1,15.0,1,1,-0.16808016113431484,-0.16808016113431473
2016-07-15,air_49211568cab5fdee,1,0,0,0,0,0,0,0.6921123918455407,0.39426888280145833,0.0,-1.3635276360571682,0.9213274643332785,1,20.0,1,1,0.99132671105061,0.9913267110506102
2016-07-16,air_49211568cab5fdee,0,0,1,0,0,0,0,0.9119930508454577,0.8240051672328957,0.0,-0.9368605108904188,0.8219882951591262,1,19.0,1,1,1.4346833117468394,1.4346833117468398
2016-07-17,air_49211568cab5fdee,0,0,0,1,0,0,0,1.1203010435822205,0.9517646031449449,0.0,-1.3368609407342464,1.2083072863919415,1,17.0,1,1,0.5281511894623304,0.5281511894623306
2016-07-18,air_49211568cab5fdee,0,1,0,0,0,0,0,1.444335698950519,1.4976458293146089,1.0,0.6364745131619692,1.3628348828850674,1,8.0,1,1,-0.9663422526196619,-0.9663422526196619
2016-07-19,air_49211568cab5fdee,0,0,0,0,0,1,0,1.28231837126637,1.3582718992287368,0.0,0.28980747396398543,1.2193449718557359,1,5.0,1,1,-0.7945782715552286,-0.7945782715552285
2016-07-20,air_49211568cab5fdee,0,0,0,0,0,0,1,1.166591708634835,1.0795240390569938,0.0,-0.136859651202764,1.1751942300005571,1,17.0,1,1,-0.32332837478870646,-0.3233283747887064
2016-07-21,air_49211568cab5fdee,0,0,0,0,1,0,0,0.6458217267929268,0.4291123653229263,0.0,-1.3635276360571682,0.9102897788694836,1,11.0,1,1,-0.10715533024393893,-0.1071553302439388
2016-07-22,air_49211568cab5fdee,1,0,0,0,0,0,0,0.5995310617403126,0.24328045854176394,0.0,-1.3635276360571682,0.85510135155051,1,27.0,1,1,1.0537196101552118,1.053719610155212
2016-07-23,air_49211568cab5fdee,0,0,1,0,0,0,0,0.7152577243718476,0.7543182021899602,0.0,-0.9901939015362625,0.7888752387677419,1,25.0,1,1,1.3631149863033256,1.3631149863033258
2016-07-24,air_49211568cab5fdee,0,0,0,1,0,0,0,0.8888477183191503,0.9749935914925901,0.0,0.5831411225161255,0.7005737550573841,1,20.0,1,1,-0.3857212738933083,-0.38572127389330824
2016-07-25,air_49211568cab5fdee,0,1,0,0,0,0,0,0.9814290484243785,0.8472341555805409,0.0,-1.1501940734737934,0.9323651497970734,1,9.0,1,1,-1.0158895548497868,-1.0158895548497868
2016-07-26,air_49211568cab5fdee,0,0,0,0,0,1,0,0.8772750520559971,0.7891616847114278,0.0,-1.3368609407342464,0.9654782061884573,1,5.0,1,1,-0.29983928336109167,-0.29983928336109156
2016-07-27,air_49211568cab5fdee,0,0,0,0,0,0,1,0.9582837158980716,0.7775471905376053,0.0,-1.2835275500884027,1.0758550608264046,1,26.0,1,1,-0.10054902327992225,-0.10054902327992214
2016-07-28,air_49211568cab5fdee,0,0,0,0,1,0,0,1.1897370411611419,1.2188979691428656,0.0,0.023140520734767127,1.1751942300005571,1,19.0,1,1,0.12002822590752307,0.12002822590752323
2016-07-29,air_49211568cab5fdee,1,0,0,0,0,0,0,1.2707457050032163,1.3698863934025596,0.0,1.7031423260788423,1.1310434881453781,1,32.0,1,1,1.2952168313953765,1.295216831395377
2016-07-30,air_49211568cab5fdee,0,0,1,0,0,0,0,1.2707457050032163,1.4279588642716727,0.0,1.5164754588183897,1.0427420044350206,1,17.0,1,1,1.4111942203192247,1.411194220319225
2016-07-31,air_49211568cab5fdee,0,0,0,1,0,0,0,1.3054637037926768,1.1840544866213976,0.0,0.47647434122443827,1.296608770102299,1,18.0,1,1,-0.34167922746653057,-0.34167922746653046
2016-08-01,air_49211568cab5fdee,0,1,0,0,0,0,0,1.2938910375295232,1.265355945838156,0.0,-0.8568604249216534,1.3186841410298886,1,4.0,1,1,-1.0694740446690332,-1.0694740446690332
2016-08-02,air_49211568cab5fdee,0,0,0,0,0,1,0,1.1203010435822205,1.0214515681878804,0.0,-0.9101938155674969,1.0868927462901994,1,7.0,1,1,-0.7208078437903759,-0.7208078437903758
2016-08-03,air_49211568cab5fdee,0,0,0,0,0,0,1,1.2244550399506025,1.3234284167072692,0.0,-0.27019312781737315,1.1862319154643517,1,7.0,1,1,-0.27855229425481576,-0.27855229425481565
2016-08-04,air_49211568cab5fdee,0,0,0,0,1,0,0,1.3748997013715982,1.4395733584454955,0.0,0.9031414663911875,1.296608770102299,1,9.0,1,1,-0.15339947899205558,-0.15339947899205547
2016-08-05,air_49211568cab5fdee,1,0,0,0,0,0,0,1.444335698950519,1.486031335140786,0.0,1.5164754588183897,1.3186841410298886,1,25.0,1,1,0.8848917655192303,0.8848917655192305
2016-08-06,air_49211568cab5fdee,0,0,1,0,0,0,0,1.4906263640031332,1.5789472885313676,0.0,0.9831415523599532,1.4511363665954253,1,31.0,1,1,0.6455966466004045,0.6455966466004046
2016-08-07,air_49211568cab5fdee,0,0,0,1,0,0,0,1.4327630326873657,1.5092603234884316,0.0,1.6231422401100768,1.3076464555660938,1,7.0,1,1,-0.5365652829050221,-0.5365652829050221
2016-08-08,air_49211568cab5fdee,0,1,0,0,0,0,0,1.421190366424212,1.4628023467931413,0.0,-0.136859651202764,1.3959479392764518,1,18.0,1,1,-1.0511231919912092,-1.0511231919912092
2016-08-09,air_49211568cab5fdee,0,0,0,0,0,1,0,1.8146610193714312,1.98545458461516,0.0,0.7964746850995,1.4400986811316303,1,15.0,1,1,-0.22900499202469077,-0.22900499202469066
2016-08-10,air_49211568cab5fdee,0,0,0,0,0,0,1,1.4906263640031332,1.555718300183722,0.0,-0.05685956523399832,1.4732117375230147,1,24.0,1,1,0.7630421037384785,0.7630421037384787
2016-08-11,air_49211568cab5fdee,0,0,0,0,1,0,0,1.28231837126637,1.335042910881092,1.0,-0.05685956523399832,1.3849102538126568,1,9.0,1,1,0.45621584696526,0.45621584696526024
2016-08-12,air_49211568cab5fdee,1,0,0,0,0,0,0,1.2128823736874488,1.3118139225334464,0.0,0.10314060670353258,1.2745333991747096,1,16.0,1,1,0.0286409795719592,0.028640979571959338
2016-08-13,air_49211568cab5fdee,0,0,1,0,0,0,0,1.1897370411611419,1.300199428359624,1.0,0.5564744271932037,1.1751942300005571,1,20.0,1,1,0.1926976025117064,0.19269760251170656
2016-08-14,air_49211568cab5fdee,0,0,0,1,0,0,0,1.1318737098453742,1.137596509926107,1.0,-0.3501932137861386,1.1972696009281465,1,31.0,1,1,-0.8316469939644332,-0.8316469939644332
2016-08-15,air_49211568cab5fdee,0,1,0,0,0,0,0,1.2013097074242955,1.1840544866213976,1.0,-1.1768607687967152,1.296608770102299,1,12.0,1,1,-1.351343141800411,-1.351343141800411
2016-08-16,air_49211568cab5fdee,0,0,0,0,0,1,0,1.2360277062137557,1.4511878526193185,0.0,-0.8035270342758096,1.2193449718557359,1,12.0,1,1,-1.2349987358230063,-1.2349987358230063
