visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,total_area_visitors,total_genre_visitors
2016-07-01,air_0b1e72d2d4422b20,1,0,0,0,0,0,0,1.1446415636155887,1.177227136648022,0.0,1.2910973251023008,1.0168467644720247,1,30.0,1,1,1.2934169120640917,1.293416912064092
2016-07-02,air_0b1e72d2d4422b20,0,0,1,0,0,0,0,1.3550682124939313,1.6455630823336385,0.0,-0.561316270740199,1.3041903110674962,1,19.0,1,1,1.4538287033078239,1.453828703307824
2016-07-03,air_0b1e72d2d4422b20,0,0,0,1,0,0,0,0.871086920073743,0.5867165964357233,0.0,-1.005895533742399,1.1126279466705153,1,26.0,1,1,-0.549016125642029,-0.549016125642029
2016-07-05,air_0b1e72d2d4422b20,0,0,0,0,0,1,0,0.7553522631906547,0.6478038936990643,0.0,-0.9317989899086989,0.9742773501615846,1,20.0,1,1,-0.6545501988286948,-0.6545501988286949
2016-07-06,air_0b1e72d2d4422b20,0,0,0,0,0,0,1,0.9131722498494118,1.0652337583318963,0.0,-0.8330035981304322,1.0062044108944148,1,14.0,1,1,-0.1909677973396314,-0.19096779733963137
2016-07-07,air_0b1e72d2d4422b20,0,0,0,0,1,0,0,0.8290015902980746,0.6681663261201783,0.0,-0.9317989899086989,1.0274891180496348,1,24.0,1,1,-0.2585096041790976,-0.2585096041790976
2016-07-08,air_0b1e72d2d4422b20,1,0,0,0,0,0,0,0.9131722498494118,0.8310657854890882,0.0,-0.5119185748510656,0.9423502894287543,1,17.0,1,1,1.0854188478198263,1.0854188478198266
2016-07-09,air_0b1e72d2d4422b20,0,0,1,0,0,0,0,0.9131722498494118,0.8412470016996452,0.0,-0.9071001419641322,1.1445550074033453,1,23.0,1,1,1.3920433004603576,1.3920433004603578
2016-07-10,air_0b1e72d2d4422b20,0,0,0,1,0,0,0,1.0499495716203342,1.0550525421213393,0.0,0.970012301822934,1.1658397145585657,1,47.0,1,1,-0.3870692933337634,-0.3870692933337634
2016-07-11,air_0b1e72d2d4422b20,0,1,0,0,0,0,0,0.9131722498494118,0.7903409206468608,0.0,0.821819214155534,1.0594161787824652,1,3.0,1,1,-1.3783220607561564,-1.3783220607561566
2016-07-12,air_0b1e72d2d4422b20,0,0,0,0,0,1,0,0.9973429094007485,0.9634215962263276,0.0,2.4025454826078003,0.867853814385484,1,7.0,1,1,-0.6391997881833617,-0.6391997881833617
