visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-01-01,air_a083834e7ffe187e,1,0,0,0,0,0,0,-1.1348990374435481,-1.1551457073060643,1.0,-0.40302864380596765,-1.1522583681804497,1,27.0,1,1,-1.9577696130672724,-1.9577696130672724
2016-01-02,air_a083834e7ffe187e,0,0,1,0,0,0,0,-0.687777233568097,-0.6647937507145819,1.0,-1.1745746821429102,-0.9913974633469795,1,39.0,1,1,-1.8078324837466058,-1.8078324837466058
2016-01-03,air_a083834e7ffe187e,0,0,0,1,0,0,0,-0.40538451533097003,-0.42531953935595107,1.0,-0.6424739660484671,-0.30199358548925054,1,40.0,1,1,-1.6713414929267776,-1.6713414929267776
2016-01-04,air_a083834e7ffe187e,0,1,0,0,0,0,0,-0.5348145111896532,-0.40251247160751014,0.0,-0.7222890734626335,-0.4743445549536828,1,19.0,1,1,-1.4737086270371005,-1.4737086270371005
2016-01-05,air_a083834e7ffe187e,0,0,0,0,0,1,0,-0.8760390457261817,-0.9384785636958745,0.0,-0.40302864380596765,-0.7386160414658123,1,15.0,1,1,-1.3435601543780447,-1.3435601543780447
2016-01-06,air_a083834e7ffe187e,0,0,0,0,0,0,1,-0.9701699518052239,-0.8586538265763308,0.0,-0.6424739660484671,-0.9799073987160174,1,11.0,1,1,-1.2793738705910251,-1.2793738705910251
2016-01-07,air_a083834e7ffe187e,0,0,0,0,1,0,0,-0.9819363150651044,-1.1323386395576232,0.0,-0.16358332156346844,-0.8190464938825472,1,6.0,1,1,-1.2101135722753873,-1.2101135722753873
2016-01-08,air_a083834e7ffe187e,1,0,0,0,0,0,0,-0.9819363150651044,-0.9726891653185361,0.0,-0.0837682141493018,-0.8994769462992823,1,57.0,1,1,-0.87548231411302,-0.87548231411302
2016-01-09,air_a083834e7ffe187e,0,0,1,0,0,0,0,-1.0995999476639073,-1.0753209701865205,0.0,0.18228214389791972,-0.9913974633469795,1,44.0,1,1,-0.617214974606356,-0.617214974606356
2016-01-10,air_a083834e7ffe187e,0,0,0,1,0,0,0,-0.9937026783249847,-0.8586538265763308,0.0,-0.13697828575874615,-1.037357721870828,1,61.0,1,1,-0.903135693293989,-0.903135693293989
2016-01-11,air_a083834e7ffe187e,0,1,0,0,0,0,0,-1.3113944863417524,-1.3832163847904746,1.0,-0.5892638944390227,-1.094808045025639,1,5.0,1,1,-1.2651666299108943,-1.2651666299108943
2016-01-12,air_a083834e7ffe187e,0,0,0,0,0,1,0,-1.3584599393812737,-1.4060234525389157,0.0,-0.5360538228295784,-1.2901391437519956,1,10.0,1,1,-1.3189511839142467,-1.3189511839142467
2016-01-13,air_a083834e7ffe187e,0,0,0,0,0,0,1,-1.1231326741836678,-0.9840926991927565,0.0,0.42172746614041895,-1.267159014490071,1,29.0,1,1,-1.114975799863797,-1.114975799863797
2016-01-14,air_a083834e7ffe187e,0,0,0,0,1,0,0,-1.1819644904830693,-1.2691810460482695,0.0,0.022651929069586664,-1.0603378511327524,1,22.0,1,1,-1.0223750347165157,-1.0223750347165157
2016-01-15,air_a083834e7ffe187e,1,0,0,0,0,0,0,-1.3466935761213934,-1.2919881137967104,0.0,-0.3764236080012456,-1.186728562073336,1,21.0,1,1,-0.7463486443596881,-0.7463486443596881
2016-01-16,air_a083834e7ffe187e,0,0,1,0,0,0,0,-1.4408244822004357,-1.4060234525389157,0.0,-0.4296336796106898,-1.2901391437519956,1,52.0,1,1,-0.5989485223033306,-0.5989485223033306
2016-01-17,air_a083834e7ffe187e,0,0,0,1,0,0,0,-1.2643290333022312,-1.2463739782998284,0.0,-0.003953106735135391,-1.3705695961687305,1,43.0,1,1,-1.2014877475767365,-1.2014877475767365
2016-01-18,air_a083834e7ffe187e,0,1,0,0,0,0,0,-1.2525626700423511,-1.3832163847904746,0.0,-1.3874149685806874,-1.117788174287563,1,15.0,1,1,-1.4846177582736295,-1.4846177582736295
2016-01-19,air_a083834e7ffe187e,0,0,0,0,0,1,0,-1.1466654007034283,-1.2463739782998284,0.0,-0.9617343957051329,-1.0028875279779417,1,27.0,1,1,-1.2484223819664544,-1.2484223819664544
2016-01-20,air_a083834e7ffe187e,0,0,0,0,0,0,1,-1.1819644904830693,-1.2235669105513873,0.0,0.7675929316018069,-1.2441788852281468,1,19.0,1,1,-1.1236016245624478,-1.1236016245624478
2016-01-21,air_a083834e7ffe187e,0,0,0,0,1,0,0,-1.1937308537429496,-1.2691810460482695,0.0,-0.3498185721965234,-1.1637484328114118,1,28.0,1,1,-1.001825275875612,-1.001825275875612
2016-01-22,air_a083834e7ffe187e,1,0,0,0,0,0,0,-1.2760953965621118,-1.257777512174049,0.0,0.7409878957970848,-1.1637484328114118,1,49.0,1,1,-0.694086294714921,-0.694086294714921
2016-01-23,air_a083834e7ffe187e,0,0,1,0,0,0,0,-1.2996281230818723,-1.4060234525389157,0.0,-1.2277847537523545,-1.186728562073336,1,48.0,1,1,-0.6210204855028196,-0.6210204855028196
2016-01-24,air_a083834e7ffe187e,0,0,0,1,0,0,0,-1.4996562984998372,-1.5884799945264438,0.0,-0.030558142539857683,-1.2786490791210332,1,32.0,1,1,-1.3164141766499375,-1.3164141766499375
2016-01-25,air_a083834e7ffe187e,0,1,0,0,0,0,0,-1.5231890250195979,-1.6112870622748852,0.0,-0.0837682141493018,-1.3935497254306548,1,32.0,1,1,-1.3410231471137357,-1.3410231471137357
2016-01-26,air_a083834e7ffe187e,0,0,0,0,0,1,0,-1.1348990374435481,-1.0411103685638592,0.0,0.7941979674065289,-1.2901391437519956,1,30.0,1,1,-1.1687603538671494,-1.1687603538671494
2016-01-27,air_a083834e7ffe187e,0,0,0,0,0,0,1,-0.8995717722459422,-0.8130396910794487,0.0,0.2887022871168082,-1.014377592608904,1,42.0,1,1,-1.0175547209143283,-1.0175547209143283
2016-01-28,air_a083834e7ffe187e,0,0,0,0,1,0,0,-0.9466372252854635,-0.8472502927021102,0.0,-0.3498185721965234,-0.9913974633469795,1,20.0,1,1,-1.0231361368958083,-1.0231361368958083
2016-01-29,air_a083834e7ffe187e,1,0,0,0,0,0,0,-1.3584599393812737,-1.5770764606522234,0.0,-1.3874149685806874,-1.1407683035494876,1,60.0,1,1,-0.8805563286416382,-0.8805563286416382
2016-01-30,air_a083834e7ffe187e,0,0,1,0,0,0,0,-1.4643572087201964,-1.6683047316459876,0.0,-1.0947595747287437,-1.2211987559662225,1,50.0,1,1,-0.5799209678210125,-0.5799209678210125
