visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_602ca92c0db34f8f,1,0,0,0,0,0,0,1.0607950433480149,1.1839417332072109,0.0,0.5987280484043391,0.9048513396855005,1,10.0,1,1,1.3273567740463308,1.3273567740463308
2016-07-02,air_602ca92c0db34f8f,0,0,1,0,0,0,0,1.3469701440398534,1.2388613200854566,0.0,0.03604798630531326,1.4383097553329447,1,32.0,1,1,1.5017605763930888,1.5017605763930888
2016-07-03,air_602ca92c0db34f8f,0,0,0,1,0,0,0,1.3126291319568328,1.2168934853341586,0.0,-0.1515120343943621,1.4383097553329447,1,28.0,1,1,-0.67578354907995,-0.67578354907995
2016-07-05,air_602ca92c0db34f8f,0,0,0,0,0,1,0,1.3584171480675267,1.4036200807201935,0.0,1.4293509972171867,1.238262849465153,1,12.0,1,1,-0.7905228927291329,-0.7905228927291329
2016-07-06,air_602ca92c0db34f8f,0,0,0,0,0,0,1,1.2897351239014858,1.3047648243393515,0.0,1.724088172602391,1.238262849465153,1,9.0,1,1,-0.2865042486265403,-0.2865042486265403
2016-07-07,air_602ca92c0db34f8f,0,0,0,0,1,0,0,1.0951360554310356,1.0631186420750711,0.0,0.6523166257471035,1.1271256795386022,1,7.0,1,1,-0.3599374285620174,-0.3599374285620174
2016-07-08,air_602ca92c0db34f8f,1,0,0,0,0,0,0,0.7288319265454821,0.5578584427952108,0.0,-1.410843601949325,0.8381690377295697,1,9.0,1,1,1.101215958563214,1.101215958563214
2016-07-09,air_602ca92c0db34f8f,0,0,1,0,0,0,0,0.8776429789052382,0.8214724598107899,0.0,-0.09792345705159768,0.9159650566781556,1,21.0,1,1,1.4345859061112036,1.4345859061112036
2016-07-10,air_602ca92c0db34f8f,0,0,0,1,0,0,0,0.9806660151543003,0.8763920466890355,0.0,-0.6338092304792415,1.104898245553292,1,27.0,1,1,-0.49971081082556745,-0.49971081082556745
2016-07-12,air_602ca92c0db34f8f,0,0,0,0,0,1,0,1.1180300634863827,1.1949256505828603,0.0,-0.6070149418078593,1.1382393965312574,1,9.0,1,1,-0.7738335336528881,-0.7738335336528881
2016-07-13,air_602ca92c0db34f8f,0,0,0,0,0,0,1,0.9921130191819736,0.8104885424351406,0.0,-1.3840493132779428,1.0493296605900166,1,12.0,1,1,-0.693307376110007,-0.693307376110007
