visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-07-03,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.142587408992152,0.8629372904331686,0.0,-0.9795073394888942,1.2220249716987455,1,96.0,1,1,-0.3197353248260748,-0.3197353248260748
2016-07-10,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.1253254099550505,0.9798952770616167,0.0,-0.9281509012888093,1.3372343407341625,1,88.0,1,1,-0.17373200206670605,-0.17373200206670605
2016-07-14,air_52a08ef3efdb4bb0,0,0,0,0,1,0,0,1.366993396474473,1.4009440289240307,0.0,1.1774630649146767,1.4701682280827204,1,21.0,1,1,-0.1349823050310442,-0.1349823050310442
2016-07-18,air_52a08ef3efdb4bb0,0,1,0,0,0,0,0,1.2375284036962109,1.096853263690065,1.0,-0.8767944630887242,1.4613059689261503,1,42.0,1,1,-0.8874875822860846,-0.8874875822860846
2016-07-21,air_52a08ef3efdb4bb0,0,0,0,0,1,0,0,1.349731397437371,1.4009440289240307,0.0,0.9206808739142515,1.310647563264451,1,35.0,1,1,-0.07754971835318825,-0.07754971835318825
2016-07-24,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.4187793935857775,1.5256992146610415,0.0,2.204591828916377,1.3815456365170151,1,27.0,1,1,-0.340148111657361,-0.340148111657361
2016-07-31,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.617292382512446,1.6036712057466738,0.0,0.45847293011348633,1.7803472985626894,1,2.0,1,1,-0.2986305791191518,-0.2986305791191518
2016-08-07,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.6345543815495474,1.8063983825693175,0.0,2.0762007334161643,1.2397494900118866,1,1.0,1,1,-0.4823456606007272,-0.4823456606007272
2016-08-11,air_52a08ef3efdb4bb0,0,0,0,0,1,0,0,1.436041392622879,1.5256992146610415,1.0,2.153235390716292,1.2574740083250275,1,1.0,1,1,0.45352871869807015,0.45352871869807015
2016-08-14,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.5913993839567935,1.6894403959408693,1.0,2.307304705316547,1.3372343407341625,1,2.0,1,1,-0.7605131286067284,-0.7605131286067284
2016-08-21,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.4619343911785314,1.252797245861329,0.0,-0.5429776147881715,1.6651379295272726,1,3.0,1,1,-0.6612170299528448,-0.6612170299528448
2016-08-28,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.056277413806644,1.1748252547756972,0.0,2.153235390716292,0.8409478279662121,1,1.0,1,1,-0.1498594208572358,-0.1498594208572358
2016-09-11,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,0.9095504219912806,0.7771681002389734,0.0,-0.363230081087874,1.0890910843501873,1,61.0,1,1,-0.19206891227108175,-0.19206891227108175
2016-09-12,air_52a08ef3efdb4bb0,0,1,0,0,0,0,0,0.8059784277686707,0.8473428922160422,0.0,0.4841511492135287,0.8675346054359236,1,1.0,1,1,-1.1324410242615184,-1.1324410242615184
2016-09-18,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,0.7110374330646121,0.6680073127190882,0.0,0.2530471773131463,0.7789120138702182,1,2.0,1,1,0.219300639295007,0.219300639295007
2016-09-19,air_52a08ef3efdb4bb0,0,1,0,0,0,0,0,0.6160964383605533,0.7693709011304101,1.0,1.1517848458146343,0.6105290898953779,1,2.0,1,1,-1.1352088597640657,-1.1352088597640657
2016-09-25,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,1.108063410917949,1.1514336574500075,0.0,0.997715531214379,0.9472949378450586,1,1.0,1,1,-0.2820235661038682,-0.2820235661038682
2016-09-26,air_52a08ef3efdb4bb0,0,1,0,0,0,0,0,1.0908014118808471,1.1046504627986282,0.0,1.7423838851156117,0.8409478279662121,1,1.0,1,1,-0.9210475877544703,-0.9210475877544703
2016-09-29,air_52a08ef3efdb4bb0,0,0,0,0,1,0,0,0.7282994321017137,0.621224118067709,0.0,-0.46594295748804404,0.9295704195319175,1,1.0,1,1,-0.12460292189649191,-0.12460292189649191
2016-09-30,air_52a08ef3efdb4bb0,1,0,0,0,0,0,0,0.7369304316202646,0.8473428922160422,0.0,1.4856016941151866,0.5041819800165315,1,1.0,1,1,1.1634785251014461,1.1634785251014461
2016-10-02,air_52a08ef3efdb4bb0,0,0,0,1,0,0,0,0.840502425842874,1.0110840734958697,0.0,1.4856016941151866,0.5041819800165315,1,1.0,1,1,-0.3339204817766296,-0.3339204817766296
