visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_36429b5ca4407b3e,1,0,0,0,0,0,0,1.2057871007559786,1.226778897058901,0.0,1.9040618684282662,1.1470992195027887,1,39.0,1,1,1.297587935043669,1.297587935043669
2016-07-02,air_36429b5ca4407b3e,0,0,1,0,0,0,0,1.051179117541977,0.9627675538443762,0.0,-1.1548029292478326,1.1931595710509137,1,55.0,1,1,1.4445513339860243,1.4445513339860243
2016-07-03,air_36429b5ca4407b3e,0,0,0,1,0,0,0,1.1239358155250365,1.158646937519669,0.0,0.23083667995587037,1.0273423054776634,1,17.0,1,1,-0.39038163032056217,-0.3903816303205622
2016-07-04,air_36429b5ca4407b3e,0,1,0,0,0,0,0,0.6964902148745614,0.5624922915513868,0.0,0.7275754077836131,0.8523129695947873,1,15.0,1,1,-1.1034002261461529,-1.1034002261461529
2016-07-05,air_36429b5ca4407b3e,0,0,0,0,0,1,0,0.8056252618491507,0.920185079132356,0.0,1.4596114277402863,0.7325560555696619,1,7.0,1,1,-0.48706807699316446,-0.4870680769931645
2016-07-07,air_36429b5ca4407b3e,0,0,0,0,1,0,0,0.8874765470800929,1.0394160083260124,0.0,2.270079878406603,0.8154646883562872,1,5.0,1,1,-0.1242302116617988,-0.12423021166179883
2016-07-08,air_36429b5ca4407b3e,1,0,0,0,0,0,0,0.9693278323110349,0.9798005437291842,0.0,2.0086384427077912,0.8246767586659124,1,44.0,1,1,1.10702773832894,1.10702773832894
2016-07-09,air_36429b5ca4407b3e,0,0,1,0,0,0,0,1.096652053781389,1.0308995133836085,0.0,0.5445664027944447,0.9997060945487881,1,39.0,1,1,1.3879458142977008,1.3879458142977008
2016-07-10,air_36429b5ca4407b3e,0,0,0,1,0,0,0,0.8692873725843279,0.7072727055722553,0.0,-1.1548029292478326,1.008918164858413,1,28.0,1,1,-0.24201188306296884,-0.2420118830629689
2016-07-11,air_36429b5ca4407b3e,0,1,0,0,0,0,0,0.8147198490970333,0.8179871398235078,0.0,0.8582961256330189,0.9167974617621628,1,20.0,1,1,-1.1501613076278114,-1.1501613076278114
