visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-01-04,air_e700e390226d9985,0,1,0,0,0,0,0,-0.5098985997911266,-0.3791680179102323,0.0,-0.7295328876598659,-0.45180948735168774,1,28.0,1,1,-1.4838748092515617,-1.4838748092515617
2016-01-05,air_e700e390226d9985,0,0,0,0,0,1,0,-0.8492261377304173,-0.9119430314055207,0.0,-0.4092292680338164,-0.7150487998821144,1,25.0,1,1,-1.355393140775546,-1.355393140775546
2016-01-06,air_e700e390226d9985,0,0,0,0,0,0,1,-0.9428337344033252,-0.8325935613104778,0.0,-0.6494569827533536,-0.9553977374098952,1,26.0,1,1,-1.2920288871216823,-1.2920288871216823
2016-01-07,air_e700e390226d9985,0,0,0,0,1,0,0,-0.9545346839874383,-1.104648887350625,0.0,-0.16900155331427938,-0.7951651123913747,1,13.0,1,1,-1.2236556015584223,-1.2236556015584223
2016-01-08,air_e700e390226d9985,1,0,0,0,0,0,0,-0.9545346839874383,-0.9459499471605392,0.0,-0.08892564840776683,-0.8752814249006349,1,28.0,1,1,-0.8933099471337346,-0.8933099471337346
2016-01-09,air_e700e390226d9985,0,0,1,0,0,0,0,-1.0715441798285732,-1.0479706944255942,0.0,0.1779940346139411,-0.966842924911218,1,14.0,1,1,-0.6383502229454614,-0.6383502229454614
2016-01-10,air_e700e390226d9985,0,0,0,1,0,0,0,-0.966235633571552,-0.8325935613104778,0.0,-0.14230958501210847,-1.0126236749165096,1,7.0,1,1,-0.9206091710399446,-0.9206091710399446
2016-01-11,air_e700e390226d9985,0,1,0,0,0,0,0,-1.2821612723426157,-1.3540329362207602,1.0,-0.5960730461490119,-1.0698496124231243,1,5.0,1,1,-1.2780035977753725,-1.2780035977753725
2016-01-12,air_e700e390226d9985,0,0,0,0,0,1,0,-1.3289650706790697,-1.3767042133907723,0.0,-0.5426891095446703,-1.2644177999456132,1,23.0,1,1,-1.3310993360149737,-1.3310993360149737
2016-01-13,air_e700e390226d9985,0,0,0,0,0,0,1,-1.0949460789968002,-0.9572855857455452,0.0,0.41822174933347805,-1.2415274249429675,1,14.0,1,1,-1.1297362532572413,-1.1297362532572413
2016-01-14,air_e700e390226d9985,0,0,0,0,1,0,0,-1.1534508269173676,-1.2406765503706987,0.0,0.017842224800916198,-1.0355140499191553,1,34.0,1,1,-1.0383214209107583,-1.0383214209107583
2016-01-15,air_e700e390226d9985,1,0,0,0,0,0,0,-1.317264121094956,-1.2633478275407108,0.0,-0.3825372997316457,-1.1614111124337074,1,33.0,1,1,-0.7658300850395979,-0.7658300850395979
