visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_4092cfbd95a3ac1b,1,0,0,0,0,0,0,1.0293218815015397,1.0360355109748123,0.0,0.9125039377057472,1.0005430135477447,1,13.0,1,1,1.4145428248382594,1.4145428248382597
2016-07-02,air_4092cfbd95a3ac1b,0,0,1,0,0,0,0,1.2420714440671567,1.2673169251087992,0.0,1.7284897252906877,1.148887520404683,1,53.0,1,1,1.5737384909737484,1.5737384909737484
2016-07-03,air_4092cfbd95a3ac1b,0,0,0,1,0,0,0,1.2739838784519995,1.1969269295028027,0.0,1.37489588400388,1.3290201358738218,1,29.0,1,1,-0.41392223046432924,-0.41392223046432874
2016-07-04,air_4092cfbd95a3ac1b,0,1,0,0,0,0,0,1.3058963128368417,1.2773726387667987,0.0,1.1572996739812296,1.307828063465688,1,25.0,1,1,-1.186287806834596,-1.1862878068345952
2016-07-05,air_4092cfbd95a3ac1b,0,0,0,0,0,1,0,1.3058963128368417,1.4483197709527889,0.0,1.6196916202793623,1.2442518462412857,1,20.0,1,1,-0.5186562213429403,-0.5186562213429399
2016-07-06,air_4092cfbd95a3ac1b,0,0,0,0,0,0,1,1.210159009682314,1.1466483612128056,0.0,1.211698726486892,1.2124637376290848,1,18.0,1,1,-0.05858836322889594,-0.05858836322889552
2016-07-07,air_4092cfbd95a3ac1b,0,0,0,0,1,0,0,1.2739838784519995,1.2874283524247983,0.0,1.538093041520868,1.2654439186494197,1,16.0,1,1,-0.12561811739120704,-0.1256181173912066
2016-07-08,air_4092cfbd95a3ac1b,1,0,0,0,0,0,0,0.997409447116697,0.8449769514728225,0.0,-1.5082538987962428,0.9475628325274096,1,42.0,1,1,1.208121650088415,1.208121650088415
2016-07-09,air_4092cfbd95a3ac1b,0,0,1,0,0,0,0,0.710197537653114,0.5231941144168404,0.0,-1.2090591100150978,0.7992183256704717,1,41.0,1,1,1.5124214999502705,1.5124214999502708
2016-07-10,air_4092cfbd95a3ac1b,0,0,0,1,0,0,0,1.1144217065277866,1.0662026519488101,0.0,0.5045110439132771,1.095907339384348,1,35.0,1,1,-0.2532031608251515,-0.253203160825151
